GENE	H3k18ac_3_DMSO_compare_TSS_SIGNAL	H3k18ac_3_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	1248.3698000000002
A1BG-AS1	0.0	1248.3698000000002
A2LD1	1963.4740000000002	799.8443
A2M	0.0	7.191
A2ML1	0.0	0.0
A4GALT	0.0	3545.8289
A4GNT	0.0	1412.4268000000002
AAA1	0.0	5282.152
AAAS	1923.5004	8728.0336
AACS	1297.499	1401.0382
AACSP1	0.0	0.0
AADAC	0.0	520.9583
AADACL3	0.0	0.0
AADAT	0.0	2379.3372
AAGAB	2130.7464000000004	1625.1746
AAK1	7512.400000000001	2334.5118
AAMP	2576.1868999999997	14598.0163
AANAT	1528.3799999999999	27444.124100000005
AARS	7203.599999999999	6350.9203
AARS2	1597.6674	9472.8757
AARSD1	3203.4371	2941.8662
AASDH	2625.3244	910.2257000000001
AASDHPPT	5477.3222	655.2635
AASS	1704.3999999999999	2499.9069
AATF	3249.2000000000003	28.4603
AATK	0.0	1695.0267999999999
ABAT	0.0	169.2016
ABCA1	2229.5866	14406.7533
ABCA10	0.0	524.7040999999999
ABCA11P	3576.8934000000004	22.878400000000003
ABCA12	0.0	406.3036
ABCA13	0.0	7156.8583
ABCA17P	0.0	524.858
ABCA2	0.0	3116.2843999999996
ABCA3	0.0	524.858
ABCA5	3779.0	2846.3759
ABCA6	0.0	871.4596
ABCA7	2416.2	20765.6408
ABCA9	0.0	871.4596
ABCB1	0.0	2.2996999999999996
ABCB10	5310.0	598.0246
ABCB11	0.0	2931.5111
ABCB5	0.0	1869.7577999999999
ABCB6	2367.6642	2678.635
ABCB7	1043.719	0.0
ABCB8	6159.2	12155.7871
ABCB9	2570.3251999999998	47155.070100000004
ABCC1	4631.563999999999	2671.2044
ABCC10	3208.114	2611.0072999999993
ABCC11	0.0	1553.9048999999998
ABCC12	0.0	32.1924
ABCC13	0.0	0.0
ABCC2	0.0	0.0
ABCC3	0.0	3147.7
ABCC4	1411.6999	677.0852
ABCC5	0.0	931.2768
ABCC6	0.0	3455.4186
ABCC6P1	0.0	4757.2677
ABCC6P2	0.0	2688.334
ABCC8	0.0	4907.102400000001
ABCD1	1358.0600000000002	2047.6059
ABCD2	2748.8	2873.0257
ABCD3	1202.0122000000001	0.0
ABCD4	0.0	586.3464
ABCE1	4451.123500000001	4229.8555
ABCF1	2385.0	13172.8059
ABCF2	2050.2	451.1141
ABCF3	5212.0	2495.6465000000007
ABCG1	4843.178899999999	52798.2591
ABCG2	0.0	6903.7817000000005
ABCG4	0.0	5268.2427
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	1073.7468999999999	17744.1141
ABHD10	1950.1019999999999	4514.6205
ABHD11	7144.3026	12251.0704
ABHD12	4312.2	81770.5648
ABHD12B	0.0	3038.3676
ABHD13	1766.0252	90.9948
ABHD14A	1893.8469	1381.6205
ABHD14B	2630.1269	1381.6205
ABHD15	3284.8156	5616.7019
ABHD2	2721.0	39123.033899999995
ABHD3	3382.89	4132.2825
ABHD4	3465.5416	20547.680800000002
ABHD5	4343.4	71.5672
ABHD6	1608.2901	1601.6592
ABHD8	864.0072	7217.0545
ABI1	2723.8875	5140.2337
ABI2	2051.58	1809.4571
ABI3	0.0	5037.3594
ABL1	3247.4172000000003	936.7379999999999
ABL2	2654.19	10278.0731
ABLIM1	1977.6905000000002	1133.2182
ABO	0.0	297.2025
ABP1	0.0	8121.033100000001
ABR	5391.8	27210.702999999998
ABRA	0.0	848.1324999999999
ABT1	2431.8	11888.6891
ABTB1	4828.7473	7368.693499999999
ABTB2	785.4952	417.6426
ACAA1	3882.115	232.9154
ACAA2	3728.722	1877.7156
ACACA	7815.806300000001	2464.562
ACACB	0.0	7759.5398
ACAD10	1544.2761	123.1932
ACAD11	4956.846	18491.4663
ACAD8	1333.2438000000002	2228.8503
ACAD9	7610.0	1911.5583
ACADL	0.0	1808.7311
ACADM	2702.1764	1480.4103
ACADS	345.6207	2199.77
ACADSB	2750.0284	10.612200000000001
ACADVL	2315.9481	7045.0781
ACAN	0.0	2283.2073
ACAP1	0.0	2666.7444
ACAP2	3199.0	3442.9641
ACAP3	4575.0202	715.1405
ACAT1	2083.5570000000002	1013.6126999999999
ACAT2	2531.2711999999997	21.4921
ACBD3	3575.8	38553.03169999999
ACBD4	2448.1417	63426.9366
ACBD5	5065.414	2733.7452
ACBD6	8296.0	873.3412
ACBD7	0.0	1028.79
ACCN2	0.0	2672.7349
ACCN3	0.0	10999.4946
ACCN4	0.0	431.96070000000003
ACCN5	0.0	4381.5199
ACCS	2446.7001	0.0
ACCSL	0.0	0.0
ACD	4016.9292000000005	6781.764399999999
ACE	0.0	28.1478
ACE2	0.0	302.731
ACER1	0.0	1067.3522
ACER2	485.0013	426.41119999999995
ACER3	1850.0473	6271.326099999999
ACHE	0.0	115.4261
ACIN1	2869.5849	3331.4523
ACLY	3098.0	5743.8974
ACMSD	0.0	183.6814
ACN9	205.0208	500.5674
ACO2	10737.276	12093.818200000002
ACOT1	0.0	0.0
ACOT11	0.0	3463.6319000000003
ACOT12	0.0	18.9882
ACOT13	2069.6272	18929.0252
ACOT2	0.0	0.0
ACOT7	4378.5738	126.2843
ACOT8	1930.0651	317.70050000000003
ACOT9	1876.9104	2897.9228000000003
ACOX1	6138.6269999999995	2109.0072
ACOX2	0.0	966.6098
ACOX3	2353.3675000000003	3602.6288999999997
ACOXL	2488.5839	25611.498599999995
ACP1	2265.6000000000004	2523.2982
ACP2	5270.0992	1056.5541999999998
ACP5	0.0	4517.4268
ACP6	4041.3608	3198.3395
ACPL2	2168.3342	2226.1391
ACPP	0.0	1948.1330999999998
ACPT	0.0	697.5297
ACR	0.0	4818.163500000001
ACRBP	0.0	2658.5378
ACRC	0.0	9211.171699999999
ACRV1	0.0	395.91319999999996
ACSBG1	0.0	2376.4871
ACSBG2	0.0	784.3563
ACSF2	2628.4	1855.9078
ACSF3	794.4048	12725.7886
ACSL1	1978.6	3038.6207999999997
ACSL3	1778.8647	5.3872
ACSL4	1238.2832	3255.7151
ACSL5	3198.8625	21.7356
ACSL6	0.0	60974.818100000004
ACSM1	0.0	45.56
ACSM3	901.6439999999999	127.2416
ACSS1	2242.5414	10731.9029
ACSS2	1283.3871000000001	1395.5721
ACTA1	0.0	5798.1035
ACTA2	1750.0910000000001	183.1532
ACTB	11028.800000000001	8232.5804
ACTBL2	0.0	2887.8121
ACTC1	0.0	955.6379999999999
ACTG1	3683.3999999999996	8343.805699999999
ACTG2	0.0	6086.190799999999
