REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM12.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
4_MACS_peak_4793_lociStitched	chr11	65183589	65198970	4	14260	95134.5612	1	1	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	NEAT1	6.6195	1	1
11_MACS_peak_8943_lociStitched	chr14	106025287	106049423	11	22683	58710.82	2	1		TMEM121	TMEM121	TMEM121	0.1095	2	1
1_MACS_peak_24005_lociStitched	chr6	388942	405813	1	16872	61815.344	3	1	IRF4		IRF4	IRF4	2.24	3	1
4_MACS_peak_4807_lociStitched	chr11	65263563	65276239	4	12058	64735.0644	4	1	MALAT1	SCYL1,LTBP3	MALAT1	MALAT1	3.7425	4	1
4_MACS_peak_23992_lociStitched	chr6	315982	331032	4	14982	48417.355	5	1	DUSP22		DUSP22	DUSP22	1.7721	5	1
1_MACS_peak_14056_lociStitched	chr19	39891502	39902342	1	10841	57801.048	6	1	ZFP36	MED29,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	ZFP36	4.7471	6	1
3_MACS_peak_8709_lociStitched	chr14	91829926	91844764	3	14467	40311.8784	7	1	CCDC88C		CCDC88C	CCDC88C	0.7216	7	1
8_MACS_peak_18370_lociStitched	chr22	23222747	23238838	8	14570	36290.0323	8	1	IGLL5		IGLL5	IGLL5	2.05	8	1
4_MACS_peak_20473_lociStitched	chr3	141097354	141112438	4	14134	38034.306	9	1	ZBTB38		ZBTB38	ZBTB38	0.8766	9	1
8_MACS_peak_9811_lociStitched	chr15	81583689	81598334	8	14044	30498.2125	10	1	IL16	STARD5	IL16	STARD5	0.6439	10	1
8_MACS_peak_24140_lociStitched	chr6	7905276	7918676	8	12437	37171.6	11	1	MUTED-TXNDC5,TXNDC5		TXNDC5	TXNDC5	1.3149	11	1
1_MACS_peak_28206_lociStitched	chr8	126441077	126450796	1	9720	46313.9507	12	1	TRIB1		TRIB1	TRIB1	2.7083	12	1
1_MACS_peak_22982_lociStitched	chr5	90674632	90680731	1	6100	50883.957	13	1	LOC100129716,ARRDC3		ARRDC3	ARRDC3	2.1556	13	1
6_MACS_peak_29644_lociStitched	chr9	134543324	134555240	6	11092	28481.6232	14	1	RAPGEF1		RAPGEF1	RAPGEF1	0.8316	14	1
2_MACS_peak_15068_lociStitched	chr2	43445025	43455796	2	10748	30137.258	15	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.1949	15	1
3_MACS_peak_23655_lociStitched	chr5	150457065	150467189	3	9889	32621.5528	16	1	TNIP1		TNIP1	TNIP1	0.6496	16	1
3_MACS_peak_18154_lociStitched	chr21	45572826	45581474	3	8570	38035.6336	17	1		PWP2,C21orf33	C21orf33	C21orf33	0.9845	17	1
2_MACS_peak_8972_lociStitched	chr14	106157305	106168486	2	10811	25785.6222	18	1			TMEM121	TMEM121	0.1095	18	1
4_MACS_peak_19129_lociStitched	chr3	13050077	13061578	4	10622	26841.0338	19	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.4195	19	1
4_MACS_peak_30420_lociStitched	chrX	106953583	106962662	4	8751	36784.4764	20	1	TSC22D3		TSC22D3	TSC22D3	2.8141	20	1
4_MACS_peak_7279_lociStitched	chr12	125397040	125406471	4	9312	32319.0939	21	1	UBC	SCARB1	UBC	UBC	2.1174	21	1
3_MACS_peak_25167_lociStitched	chr6	106531205	106541197	3	9790	29017.7672	22	1	PRDM1	PRDM1	PRDM1	PRDM1	1.3616	22	1
2_MACS_peak_13220_lociStitched	chr19	2082078	2091524	2	9432	30435.9566	23	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	MOBKL2A	1.2989	23	1
1_MACS_peak_4354_lociStitched	chr11	10323553	10332641	1	9089	31858.8928	24	1	ADM	SBF2	ADM	ADM	2.6459	24	1
7_MACS_peak_1606_lociStitched	chr1	118147613	118158148	7	10236	24762.5175	25	1	FAM46C		FAM46C	FAM46C	1.372	25	1
1_MACS_peak_19744_lociStitched	chr3	55514855	55524322	1	9468	28305.3833	26	1	WNT5A		WNT5A	WNT5A	0.989	26	1
1_MACS_peak_14299_lociStitched	chr19	47728676	47735404	1	6729	39477.2128	27	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	MIR3191	3.9594	27	1
13_MACS_peak_15672_lociStitched	chr2	89135225	89147410	13	10257	18327.4585	28	1			ANKRD36BP2	ANKRD36BP2	0.321	28	1
1_MACS_peak_18386_lociStitched	chr22	23269631	23278884	1	9254	25731.6677	29	1		IGLL5	IGLL5	IGLL5	2.05	29	1
1_MACS_peak_14282_lociStitched	chr19	47286392	47291997	1	5606	39625.108	30	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	1.7787	30	1
2_MACS_peak_14501_lociStitched	chr19	55762456	55771552	2	8901	26203.7568	31	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.7595	31	1
4_MACS_peak_19056_lociStitched	chr3	5226194	5234382	4	7645	32304.9352	32	1	EDEM1		EDEM1	EDEM1	1.5516	32	1
1_MACS_peak_13683_lociStitched	chr19	16434127	16440355	1	6229	36922.0752	33	1	KLF2		KLF2	KLF2	3.061	33	1
1_MACS_peak_28897_lociStitched	chr9	66454645	66459581	1	4937	40201.7456	34	1		LOC442421	LOC442421	LOC442421	0.8545	34	1
3_MACS_peak_9914_lociStitched	chr15	89177685	89185588	3	7873	29831.4541	35	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	ISG20	1.3209	35	1
1_MACS_peak_24605_lociStitched	chr6	32935671	32941757	1	6087	36427.753	36	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.7071	36	1
1_MACS_peak_9058_lociStitched	chr15	31616536	31622055	1	5520	36988.8899	37	1	KLF13		KLF13	KLF13	1.5939	37	1
1_MACS_peak_13571_lociStitched	chr19	12899020	12905553	1	6534	33413.6818	38	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	2.9631	38	1
