#MM12 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM12.H3K27ac_ROSE/MM12_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM12.jin.bam
#Using cutoff of 11100.9132 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM12.jin.bam	enhancerRank	isSuperStretch
4_MACS_peak_4793_lociStitched	chr11	65183589	65198970	4	14260	95134.5612	1	1
11_MACS_peak_8943_lociStitched	chr14	106025287	106049423	11	22683	58710.82	2	1
1_MACS_peak_24005_lociStitched	chr6	388942	405813	1	16872	61815.344	3	1
4_MACS_peak_4807_lociStitched	chr11	65263563	65276239	4	12058	64735.0644	4	1
4_MACS_peak_23992_lociStitched	chr6	315982	331032	4	14982	48417.355	5	1
1_MACS_peak_14056_lociStitched	chr19	39891502	39902342	1	10841	57801.048	6	1
3_MACS_peak_8709_lociStitched	chr14	91829926	91844764	3	14467	40311.8784	7	1
8_MACS_peak_18370_lociStitched	chr22	23222747	23238838	8	14570	36290.0323	8	1
4_MACS_peak_20473_lociStitched	chr3	141097354	141112438	4	14134	38034.306	9	1
8_MACS_peak_9811_lociStitched	chr15	81583689	81598334	8	14044	30498.2125	10	1
8_MACS_peak_24140_lociStitched	chr6	7905276	7918676	8	12437	37171.6	11	1
1_MACS_peak_28206_lociStitched	chr8	126441077	126450796	1	9720	46313.9507	12	1
1_MACS_peak_22982_lociStitched	chr5	90674632	90680731	1	6100	50883.957	13	1
6_MACS_peak_29644_lociStitched	chr9	134543324	134555240	6	11092	28481.6232	14	1
2_MACS_peak_15068_lociStitched	chr2	43445025	43455796	2	10748	30137.258	15	1
3_MACS_peak_23655_lociStitched	chr5	150457065	150467189	3	9889	32621.5528	16	1
3_MACS_peak_18154_lociStitched	chr21	45572826	45581474	3	8570	38035.6336	17	1
2_MACS_peak_8972_lociStitched	chr14	106157305	106168486	2	10811	25785.6222	18	1
4_MACS_peak_19129_lociStitched	chr3	13050077	13061578	4	10622	26841.0338	19	1
4_MACS_peak_30420_lociStitched	chrX	106953583	106962662	4	8751	36784.4764	20	1
4_MACS_peak_7279_lociStitched	chr12	125397040	125406471	4	9312	32319.0939	21	1
3_MACS_peak_25167_lociStitched	chr6	106531205	106541197	3	9790	29017.7672	22	1
2_MACS_peak_13220_lociStitched	chr19	2082078	2091524	2	9432	30435.9566	23	1
1_MACS_peak_4354_lociStitched	chr11	10323553	10332641	1	9089	31858.8928	24	1
7_MACS_peak_1606_lociStitched	chr1	118147613	118158148	7	10236	24762.5175	25	1
1_MACS_peak_19744_lociStitched	chr3	55514855	55524322	1	9468	28305.3833	26	1
1_MACS_peak_14299_lociStitched	chr19	47728676	47735404	1	6729	39477.2128	27	1
13_MACS_peak_15672_lociStitched	chr2	89135225	89147410	13	10257	18327.4585	28	1
1_MACS_peak_18386_lociStitched	chr22	23269631	23278884	1	9254	25731.6677	29	1
1_MACS_peak_14282_lociStitched	chr19	47286392	47291997	1	5606	39625.108	30	1
2_MACS_peak_14501_lociStitched	chr19	55762456	55771552	2	8901	26203.7568	31	1
