BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam		H3K27me3_0	chr17(+):37847100-38060047	220	220	220	0.2212	0.2728	0.2776	0.4689	0.7366	0.8545	1.3374	1.5145	1.2266	1.2537	1.1688	0.9237	0.9558	0.7612	0.7602	0.7048	0.581	0.6647	0.5963	0.7575	0.6799	0.4607	0.6877	0.7859	0.7721	1.0502	0.9573	0.7519	0.9086	0.8215	0.569	0.5024	0.6281	0.7822	0.8249	0.912	1.1032	0.8246	0.8315	0.9432	1.0685	1.393	1.9756	1.8463	1.19	1.116	0.8371	0.751	0.6536	0.329	0.1887	0.3017	0.4933	0.7865	0.9436	0.8172	0.8246	0.9463	1.0651	1.1421	0.9841	1.0131	1.212	1.0716	0.7483	0.4976	0.6371	0.6013	0.716	0.8736	0.87	0.9753	0.861	0.9951	0.9484	0.6718	0.6146	0.6223	0.5024	0.4428	0.402	0.5892	0.8469	0.8692	0.6692	0.4464	0.46	0.4776	0.3274	0.3403	0.4627	0.6014	0.5007	0.4346	0.4258	0.3644	0.4304	0.6609	0.7191	0.5036	0.522	0.8154	1.0258	0.9284	0.6906	0.3454	0.2557	0.2779	0.3421	0.442	0.4069	0.1973	0.1821	0.2267	0.471	0.7869	0.6384	0.5747	0.6174	0.5637	0.7305	0.6955	0.5845	0.6871	0.7074	0.756	0.6659	0.7745	0.6944	0.3535	0.3118	0.5469	0.5748	0.6989	0.778	0.5977	0.5322	0.391	0.5277	0.5557	0.4945	0.7462	1.0058	0.8124	0.6058	0.4844	0.4247	0.5516	0.4223	0.5205	0.4116	0.0829	0.1262	0.2292	0.2784	0.2829	0.2324	0.1809	0.3067	0.4154	0.6972	0.821	0.7051	0.602	0.4703	0.794	1.2111	1.0932	0.7364	0.5324	0.5536	0.3904	0.3344	0.7517	1.0852	0.9012	0.4685	0.4296	0.4772	0.4181	0.6566	0.8236	0.7352	0.7226	0.7085	0.775	0.9607	0.898	0.726	0.7249	0.7496	0.7349	0.5801	0.4397	0.4767	0.5846	0.4129	0.2842	0.3702	0.339
22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04.bam		H3K27me3_0	chr17(+):37847100-38060047	240	240	240	0.1639	0.209	0.4315	0.8663	1.0083	1.079	1.244	1.2419	1.7008	1.5732	0.7459	0.6205	0.6772	0.6919	0.5398	0.5551	0.7564	0.9226	0.9386	0.7049	0.7616	0.8102	0.6222	0.6018	0.8167	0.9629	1.1434	0.9689	0.5231	0.3885	0.5415	0.5207	0.2952	0.3085	0.5047	0.5902	0.598	0.8362	1.067	0.9303	1.0808	1.237	1.2654	1.1162	0.5437	0.2986	0.3844	0.4067	0.4991	0.5517	0.3874	0.232	0.1616	0.3633	0.5832	0.8109	0.9858	1.0175	1.1745	1.3961	1.6317	1.1774	0.8277	0.8514	0.5564	0.4846	0.7464	0.7285	0.5399	0.5954	0.4015	0.305	0.7666	1.0369	1.149	1.1747	0.9306	0.9709	1.2157	1.1172	1.0542	1.1084	1.1581	1.0598	0.7316	0.6619	0.4461	0.4572	0.6203	0.7283	0.8928	0.7849	0.8842	1.0979	0.9946	0.9362	0.8054	0.6745	0.9557	0.8813	0.626	0.906	0.753	0.4226	0.4892	0.4855	0.5171	0.447	0.2757	0.3212	0.5467	0.5766	0.3337	0.2417	0.4901	0.5926	0.5459	0.8138	0.7516	0.529	0.6904	0.6703	0.7578	0.963	0.9917	0.9466	0.7475	0.6861	0.6759	0.4363	0.2542	0.3614	0.5949	0.5784	0.6076	0.5693	0.4167	0.2824	0.3809	0.5865	0.6221	0.6782	0.764	0.6919	0.5488	0.5747	0.6775	0.7567	0.5894	0.3706	0.3051	0.3429	0.5903	0.654	0.6107	0.6249	0.4272	0.8466	1.0168	0.6088	0.6529	1.073	1.4873	1.3125	1.1289	1.3706	1.7714	1.6077	1.3201	1.2125	0.852	0.6129	0.5497	0.567	0.5329	0.6798	0.663	0.475	0.699	0.9559	0.7247	0.4518	0.4191	0.7346	0.8114	0.6956	0.6255	0.4751	0.596	0.753	0.817	0.5482	0.4631	0.5057	0.3685	0.4585	0.55	0.4276	0.3014	0.2078
23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam		H3K27me3_1	chr17(+):37847100-38060047	90	90	90	0.2896	0.319	0.7543	0.8809	0.4157	0.4084	0.4675	0.8304	0.9787	0.6846	0.7246	0.9037	0.9037	0.5442	0.2876	0.4604	0.7778	1.0971	0.8649	0.9953	1.0081	0.8892	0.9534	0.6952	0.6132	0.669	0.6378	0.5402	0.5002	0.6097	0.7491	1.0659	0.9307	0.5558	0.5493	0.7438	0.8237	0.7725	0.6842	0.5947	0.4845	0.5907	0.9585	0.8362	0.9976	1.1077	0.6111	0.4394	0.5936	0.6126	0.3614	0.225	0.1433	0.5698	1.0963	1.4137	1.2958	1.2151	1.3517	1.1782	0.9606	0.9682	0.9529	0.608	0.6452	0.7451	0.8092	0.7428	0.6829	0.8763	0.7229	0.5104	0.4605	0.7298	0.9445	1.0742	1.0452	0.8143	0.7536	0.8531	0.7476	0.5642	0.6174	0.5717	0.5085	0.6311	0.5617	0.9757	1.0006	0.4682	0.4796	0.6212	0.8089	0.5349	0.3023	0.4991	0.7032	0.6135	0.6292	0.7009	0.5134	0.4798	0.5569	0.5691	0.4562	0.3418	0.3363	0.4121	0.458	0.4488	0.5123	0.5794	0.4607	0.3161	0.2271	0.1358	0.1315	0.1277	0.1583	0.3819	0.6458	0.6685	0.7007	0.7596	0.9135	1.2921	1.0501	0.7748	0.6433	0.4318	0.4182	0.5952	0.6041	0.4807	0.4637	0.388	0.4251	0.3806	0.3637	0.5037	0.6709	0.8284	0.8468	0.677	0.561	0.5377	0.6577	0.7209	0.4978	0.527	0.4684	0.2827	0.3043	0.3731	0.5226	0.4618	0.2736	0.1946	0.3786	0.6264	0.4812	0.668	0.9132	0.8756	1.039	0.9348	0.694	0.6474	0.7085	0.9417	0.8682	0.761	0.9942	0.6581	0.5738	0.641	0.3761	0.5605	0.6964	0.7951	1.0149	0.9257	0.5993	0.4685	0.7756	0.8659	0.7712	0.5913	0.4391	0.6592	0.6481	0.3417	0.3892	0.6057	0.8464	0.5417	0.0885	0.2652	0.5008	0.2666
24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam		H3K27me3_1	chr17(+):37847100-38060047	65	65	65	0.2939	0.5101	0.4183	0.2236	0.4423	0.5786	0.6962	1.3038	1.5911	1.2517	0.9153	0.6615	0.502	0.398	0.5227	0.8108	1.0818	1.0837	1.2571	1.2415	0.7832	0.4626	0.5956	0.8552	0.8395	0.7305	0.5163	0.4073	0.4209	0.8147	1.3657	1.1932	0.8771	0.6676	0.5331	0.791	0.852	0.7325	0.9043	0.8441	1.0278	1.3527	1.142	0.8676	0.6402	0.6424	0.6791	0.5495	0.7328	0.8271	0.51	0.3839	0.3388	0.629	0.6287	0.8002	1.1919	1.2957	1.2029	1.2791	1.6732	1.4268	1.1369	0.836	0.4755	0.3653	0.3503	0.2517	0.1492	0.2694	0.406	0.7379	0.9472	1.0875	1.0868	0.8841	0.487	0.1031	0.1221	0.0625	0.098	0.4841	0.7288	0.629	0.5676	0.6873	0.6284	0.3762	0.5871	0.5422	0.2808	0.3823	0.3916	0.3667	0.5738	0.5429	0.6377	0.7784	0.7791	0.705	0.5565	0.5324	0.5082	0.3649	0.299	0.3181	0.3168	0.4863	0.4235	0.2635	0.4252	0.4124	0.2297	0.2296	0.3023	0.2862	0.2536	0.2358	0.2262	0.3209	0.6553	0.7711	0.5121	0.5905	0.8175	0.8186	0.6338	0.6818	0.5731	0.2772	0.3092	0.3943	0.6288	0.7449	0.6572	0.6095	0.4885	0.2646	0.2802	0.3191	0.3688	0.3367	0.1058	0.1428	0.1742	0.1933	0.3087	0.5325	0.4851	0.2511	0.3455	0.3119	0.3474	0.4159	0.2914	0.2377	0.3546	0.3231	0.3002	0.5799	0.7941	0.905	0.683	0.6647	0.7851	0.7327	0.9632	1.1701	0.919	0.4874	0.5044	0.7142	0.6182	0.5486	0.4169	0.5601	0.7924	0.6039	0.5053	0.5574	0.4381	0.4029	0.5275	0.4595	0.7503	1.274	1.1513	0.9271	0.8042	0.8473	1.0623	0.7479	0.4833	0.5893	0.5778	0.4595	0.3731	0.5386	0.5653	0.2404
25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam		H3K27me3_3	chr17(+):37847100-38060047	90	90	90	0.0296	0.2664	0.3708	0.4475	0.8457	1.1236	1.1443	0.9997	1.0081	1.1903	1.1763	0.7261	0.4439	0.4753	0.4997	0.5816	0.6826	0.6041	0.7545	1.0205	0.8958	0.9357	0.7873	0.543	0.6198	0.6534	0.9182	0.9276	0.5281	0.4684	0.5392	0.5425	0.6144	0.6718	0.5749	0.6493	0.8321	0.9572	1.3073	1.3415	1.1591	1.4649	1.1961	0.8531	0.9106	0.8992	0.6467	0.5591	0.458	0.3001	0.4571	0.363	0.3271	0.5622	0.6961	0.5855	0.5491	0.624	0.617	0.7659	1.0128	1.0705	0.8989	0.5731	0.4274	0.3343	0.2423	0.2024	0.1476	0.1873	0.4507	0.6351	0.4702	0.5109	0.9329	1.1808	0.8676	0.9885	1.136	0.768	0.6077	0.6773	0.7714	0.6746	0.3784	0.1546	0.1257	0.2375	0.2724	0.3184	0.3128	0.5695	0.8059	0.735	0.819	0.704	0.5445	0.5229	0.5016	0.5252	0.4732	0.3989	0.6253	0.6439	0.5745	0.4224	0.1464	0.2179	0.2386	0.1814	0.2111	0.3	0.3911	0.4594	0.4575	0.4041	0.5815	1.0916	1.2834	0.898	0.5379	0.4261	0.48	0.9162	1.114	0.5798	0.4482	0.4598	0.4761	0.4526	0.4446	0.4859	0.2531	0.3622	0.5529	0.449	0.3399	0.2927	0.6932	0.7389	0.3074	0.2755	0.5541	0.7063	0.53	0.4795	0.427	0.3767	0.4145	0.3526	0.2457	0.3358	0.4821	0.3257	0.245	0.3206	0.2672	0.3977	0.5223	0.4763	0.5086	0.5301	0.5811	0.5174	0.5326	0.8443	0.9948	0.986	0.7463	0.5345	0.5663	0.463	0.3224	0.2384	0.1922	0.3917	0.3423	0.1549	0.2748	0.4315	0.5423	0.4729	0.352	0.5577	0.6112	0.3521	0.2919	0.3943	0.6797	0.7208	0.5173	0.5002	0.5557	0.5005	0.5765	0.6934	0.595	0.3036	0.1264	0.1066
26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam		H3K27me3_3	chr17(+):37847100-38060047	65	65	65	0.4099	0.4013	0.2658	0.5169	0.8301	0.8542	1.0036	1.0491	1.0023	0.7751	0.4849	0.6378	0.8977	0.8461	0.7515	0.7372	0.7304	1.024	1.2222	1.0895	0.8123	0.5462	0.5259	0.629	0.6072	0.5946	0.6763	1.0719	0.8757	0.4449	0.9006	1.1451	0.9633	0.5536	0.3247	0.3862	0.5473	0.9251	1.0859	0.8108	0.7666	1.0658	1.4873	1.8134	1.4184	0.5962	0.2015	0.2224	0.2596	0.2646	0.3268	0.4675	0.4799	0.779	1.016	1.0362	1.061	0.923	0.8892	0.8449	0.9087	0.8637	0.8569	0.7897	0.7863	0.7678	0.6554	0.4213	0.2293	0.3203	0.3427	0.4294	0.6045	0.721	0.7349	0.6838	0.5512	0.4608	0.5538	0.6344	0.6298	0.7031	0.6996	0.6043	0.6094	0.5132	0.6304	0.6897	0.4495	0.3493	0.2396	0.2209	0.5156	0.6327	0.6346	0.7311	0.7152	0.4819	0.4609	0.6003	0.4712	0.2798	0.2844	0.3006	0.2969	0.3273	0.3515	0.4226	0.4534	0.5446	0.4989	0.2776	0.4355	0.5644	0.3173	0.221	0.3739	0.5386	0.6458	0.6647	0.9506	1.2331	1.0478	0.6872	0.5003	0.648	1.0207	0.8141	0.4934	0.4255	0.2595	0.3054	0.4188	0.3101	0.1942	0.1772	0.1747	0.2023	0.3232	0.3515	0.3543	0.4875	0.3739	0.4112	0.5657	0.3726	0.2932	0.2894	0.1582	0.3265	0.3716	0.229	0.5117	0.6467	0.4269	0.3042	0.4093	0.3936	0.2873	0.2814	0.3082	0.4083	0.4055	0.4958	0.77	0.9283	0.8863	1.0087	0.8863	0.6927	0.5992	0.5624	0.6798	0.5236	0.3344	0.3475	0.3736	0.3566	0.384	0.6535	0.768	0.7915	0.686	0.3756	0.5605	0.6019	0.4375	0.3943	0.4794	0.7611	0.8056	0.6907	0.5476	0.404	0.2963	0.2946	0.348	0.3206	0.284	0.1902
27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14.bam		H3K27me3_6	chr17(+):37847100-38060047	90	90	90	0.3806	0.5139	0.4183	0.5626	0.5998	0.658	0.7802	0.9516	0.8759	0.6718	0.863	0.7317	0.5007	0.9379	1.0912	0.9718	0.9091	1.0265	1.197	0.9747	0.5773	0.2979	0.4329	0.4698	0.4795	0.7223	0.8996	0.6802	0.5222	0.5854	0.839	0.7915	0.3674	0.2983	0.3383	0.626	0.6322	0.6329	0.7385	0.6325	0.8901	1.1047	1.1389	1.1368	1.0497	0.6828	0.4548	0.45	0.6938	0.8985	0.5317	0.3705	0.4399	0.5861	1.0706	0.9055	0.7228	1.3354	1.5215	1.4421	1.5919	1.2516	0.8275	0.7824	0.6547	0.631	0.5946	0.3813	0.3084	0.3637	0.4153	0.4796	0.6184	1.2685	1.5719	1.4269	1.1615	0.6738	0.5816	0.5565	0.6427	0.9818	0.9662	0.6944	0.6403	0.6594	0.6551	0.5774	0.564	0.5669	0.4399	0.4744	0.5651	0.436	0.595	0.7505	0.7286	0.8569	0.7433	0.339	0.1124	0.2952	0.4689	0.4633	0.5091	0.4244	0.2565	0.2064	0.2013	0.2559	0.2678	0.3085	0.4239	0.5013	0.5572	0.4087	0.3578	0.5943	0.844	0.7208	0.7259	1.0039	1.1555	1.2303	0.8774	0.684	0.5779	0.4246	0.4489	0.4689	0.5879	0.4748	0.3283	0.6294	1.038	0.8827	0.511	0.4083	0.4947	0.6985	0.7904	0.8766	1.0913	1.2516	0.9445	0.5957	0.4587	0.2962	0.3342	0.5203	0.5404	0.5073	0.7293	0.6511	0.54	0.3784	0.1871	0.2291	0.5148	0.7428	0.5883	0.6627	0.9779	1.1359	1.1488	1.0905	1.2733	1.2949	0.9835	0.7666	0.6554	0.6785	0.7967	0.6968	0.4259	0.3852	0.4033	0.4813	0.5422	0.6247	0.6752	0.6603	0.8422	0.8039	0.7864	0.6625	0.5529	0.5733	0.7	0.6821	0.4206	0.4301	0.476	0.5551	0.4837	0.4559	0.5899	0.4332	0.2483	0.1641
28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16.bam		H3K27me3_6	chr17(+):37847100-38060047	65	65	65	0.2204	0.3041	0.3847	0.4165	0.5099	0.6721	0.5607	0.6489	1.0355	1.3339	1.1772	0.9741	0.9242	0.7684	0.644	0.7264	0.7878	0.8009	0.7982	0.7078	0.5926	0.5669	0.5942	0.5493	0.6491	0.7027	0.6518	0.8671	0.9039	0.6629	0.5642	0.5034	0.5023	0.4795	0.6157	0.8772	1.0229	1.0622	1.059	1.2009	1.2707	0.9376	0.905	1.3024	1.3019	1.0866	1.0634	1.0127	0.912	0.8206	0.5259	0.6097	0.7741	0.6993	0.8313	0.9445	0.8806	1.1009	1.1641	1.2255	1.2353	1.007	0.8301	0.6833	0.7054	0.6084	0.5771	0.593	0.578	0.8009	0.9728	0.6946	0.6015	0.7796	0.8398	0.8488	0.8504	0.8503	1.0196	0.9785	1.0042	1.089	0.732	0.5684	0.7626	0.7956	0.8746	0.9175	0.843	0.7317	0.644	0.9485	0.9813	0.5887	0.543	0.6915	0.9143	0.8918	0.5539	0.3922	0.5249	0.6468	0.8148	0.6936	0.3738	0.3943	0.4161	0.4988	0.5473	0.6764	0.6733	0.5805	0.7211	0.5525	0.4148	0.5065	0.5417	0.4584	0.5018	0.6458	0.6782	0.6488	0.4696	0.5888	0.6597	0.5206	0.7363	0.9043	0.7746	0.504	0.4598	0.5859	0.5438	0.4192	0.4656	0.5741	0.6168	0.6457	0.5892	0.5228	0.5393	0.7235	0.8996	1.0469	0.8553	0.5446	0.4489	0.5916	0.6846	0.7257	0.6277	0.6637	0.7562	0.5461	0.3922	0.4924	0.7069	0.7817	0.8968	0.8858	0.6976	0.8639	1.3897	1.3538	1.501	1.4731	1.0647	1.2395	1.1767	1.0605	0.9505	0.8273	0.6547	0.4178	0.4105	0.3837	0.4604	0.7559	1.01	0.853	0.4465	0.3371	0.4235	0.48	0.7659	1.0549	0.9039	0.5817	0.8155	0.9425	0.5479	0.5085	0.6521	0.5072	0.3919	0.5432	0.7748	0.7343	0.6328	0.5799
29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam		H3K27me3_24	chr17(+):37847100-38060047	90	90	90	0.2146	0.1378	0.2567	0.4244	0.5655	0.6795	0.9562	1.2293	1.0545	0.9908	0.9718	0.701	0.6049	0.4675	0.5817	0.9042	0.9459	0.8524	0.8063	0.8504	0.7362	0.8314	0.895	0.6991	0.7011	0.6291	0.6029	0.9044	1.0699	0.9074	0.5942	0.3245	0.2342	0.0958	0.19	0.3648	0.6564	0.9955	1.0841	1.0644	1.5445	1.7073	1.3284	1.0265	0.6662	0.4898	0.4571	0.2781	0.155	0.2768	0.3108	0.3186	0.4052	0.5847	1.0194	1.1867	1.2727	1.5306	1.4776	1.1339	0.8423	1.0697	1.2188	1.1816	1.0803	0.99	0.8341	0.5944	0.378	0.3236	0.4028	0.2694	0.2071	0.2574	0.6478	0.8918	0.7206	0.6694	0.7158	0.7323	0.7322	1.1736	1.3942	0.9921	0.7696	0.647	0.4973	0.5909	0.5928	0.3441	0.5179	0.593	0.3864	0.2012	0.253	0.6528	0.8231	0.6646	0.6582	0.4355	0.2508	0.4829	0.7274	1.0577	0.939	0.5734	0.4679	0.3342	0.2983	0.3486	0.3205	0.2077	0.2734	0.3564	0.2949	0.1822	0.3701	0.5996	0.4613	0.376	0.4226	0.6518	0.7028	0.6824	0.6056	0.557	0.5472	0.4866	0.3971	0.4052	0.4425	0.4723	0.4607	0.4373	0.5233	0.5595	0.3997	0.1964	0.3029	0.4505	0.5147	0.4698	0.6585	0.8154	0.6575	0.5806	0.4465	0.4669	0.5111	0.2573	0.2572	0.4292	0.4848	0.5892	0.4545	0.3677	0.4121	0.4039	0.9072	1.0209	0.7538	0.6563	0.923	1.1991	1.0134	1.0496	1.0659	1.2518	1.2056	0.8407	0.767	0.7583	0.5349	0.3274	0.2924	0.2642	0.2817	0.5681	0.8179	0.7991	0.8061	0.6928	0.4862	0.3277	0.3958	0.3291	0.7488	1.0612	0.9038	0.7815	0.683	0.7044	0.5548	0.4526	0.4508	0.6139	0.6585	0.649	0.5971	0.3444
30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19.bam		H3K27me3_24	chr17(+):37847100-38060047	65	65	65	0.3883	0.461	0.2327	0.1864	0.4013	0.9576	1.2459	0.8904	0.5738	0.6075	0.5902	0.5494	0.4196	0.2824	0.3749	0.6598	0.8706	0.945	0.847	0.7538	1.0876	0.9701	0.6191	0.5085	0.5322	0.6026	0.9835	1.1242	0.7331	0.6311	0.6214	0.6528	0.6449	0.4347	0.4209	0.5828	0.6815	0.8065	0.9549	0.9944	1.037	1.0749	1.0751	0.9774	0.8962	0.6231	0.4454	0.6007	0.5227	0.3899	0.3185	0.3407	0.5857	0.6288	0.6234	0.7259	0.7418	0.717	0.7705	1.17	1.3295	1.2055	1.2871	1.1535	0.76	0.5133	0.5772	0.6389	0.5417	0.4474	0.5956	0.6679	0.7009	0.6897	0.745	0.9479	0.7517	0.599	0.7678	0.9751	0.98	0.7742	0.8259	1.0772	1.0053	0.752	0.6634	0.4929	0.377	0.3365	0.38	0.573	0.4822	0.3713	0.5718	0.9554	1.1354	0.7913	0.4629	0.4647	0.4709	0.4753	0.8387	0.9831	0.8865	0.5951	0.5271	0.7055	0.7452	0.7779	0.4963	0.3218	0.4288	0.4707	0.5342	0.684	0.7005	0.5174	0.5072	0.807	0.8972	0.8472	0.8212	1.05	1.3787	1.1232	0.6288	0.4349	0.6514	0.6982	0.5989	0.5824	0.5661	0.5455	0.5886	0.5971	0.576	0.6119	0.6085	0.4909	0.4944	0.5745	0.4915	0.4848	0.3616	0.401	0.5577	0.5749	0.5147	0.4993	0.4695	0.3469	0.3001	0.4526	0.613	0.5554	0.5586	0.7183	0.8258	0.8448	0.6992	0.7903	0.8606	0.9808	1.233	1.3207	1.5393	1.3503	1.051	1.027	0.75	0.6542	0.724	0.684	0.6868	0.6112	0.557	0.6857	0.7259	0.5154	0.3753	0.4612	0.4472	0.5	0.7682	0.9412	0.9412	0.8331	0.9961	0.9356	0.6446	0.6403	0.4209	0.2438	0.3502	0.3529	0.2562	0.3817	0.4757	0.2794
