GENE_ID	locusLine	bin_1_MM11.jin.bam
1_MACS_peak_1_lociStitched	chr1(.):9983-10503	2.9723
1_MACS_peak_2_lociStitched	chr1(.):28592-29818	3.2912
1_MACS_peak_3_lociStitched	chr1(.):713187-715277	3.6458
1_MACS_peak_4_lociStitched	chr1(.):762242-763491	1.836
3_MACS_peak_5_lociStitched	chr1(.):875771-881089	2.998
1_MACS_peak_8_lociStitched	chr1(.):893982-894698	2.1467
1_MACS_peak_9_lociStitched	chr1(.):895870-896148	0.8174
1_MACS_peak_10_lociStitched	chr1(.):901367-902431	1.6292
1_MACS_peak_11_lociStitched	chr1(.):948458-949563	1.6279
1_MACS_peak_12_lociStitched	chr1(.):1051114-1051524	1.6566
1_MACS_peak_13_lociStitched	chr1(.):1072386-1072696	1.203
1_MACS_peak_14_lociStitched	chr1(.):1079466-1080711	2.7396
1_MACS_peak_15_lociStitched	chr1(.):1093137-1093732	1.3631
1_MACS_peak_16_lociStitched	chr1(.):1166657-1167395	1.9876
2_MACS_peak_17_lociStitched	chr1(.):1208218-1209702	2.2655
2_MACS_peak_19_lociStitched	chr1(.):1240620-1241511	1.2345
1_MACS_peak_21_lociStitched	chr1(.):1242716-1242989	0.8185
2_MACS_peak_22_lociStitched	chr1(.):1243523-1244648	1.6326
2_MACS_peak_24_lociStitched	chr1(.):1259525-1261087	1.8936
3_MACS_peak_26_lociStitched	chr1(.):1284114-1285409	1.336
1_MACS_peak_29_lociStitched	chr1(.):1309733-1311534	2.281
2_MACS_peak_30_lociStitched	chr1(.):1333992-1335627	2.3476
1_MACS_peak_32_lociStitched	chr1(.):1342001-1343299	1.7364
1_MACS_peak_33_lociStitched	chr1(.):1397806-1398372	1.2768
1_MACS_peak_34_lociStitched	chr1(.):1406749-1408093	1.7842
1_MACS_peak_35_lociStitched	chr1(.):1446587-1448475	2.7021
1_MACS_peak_36_lociStitched	chr1(.):1509133-1511086	7.6006
1_MACS_peak_37_lociStitched	chr1(.):1549956-1551661	3.1219
3_MACS_peak_38_lociStitched	chr1(.):1564911-1566530	1.1938
1_MACS_peak_41_lociStitched	chr1(.):1589692-1591291	3.2199
1_MACS_peak_42_lociStitched	chr1(.):1606858-1607465	0.9814
1_MACS_peak_43_lociStitched	chr1(.):1623002-1624892	3.5608
1_MACS_peak_44_lociStitched	chr1(.):1654968-1656581	2.6948
1_MACS_peak_45_lociStitched	chr1(.):1669310-1670226	1.1515
1_MACS_peak_46_lociStitched	chr1(.):1676357-1678426	2.7511
2_MACS_peak_47_lociStitched	chr1(.):1709245-1712305	2.0345
1_MACS_peak_49_lociStitched	chr1(.):1713613-1714165	1.1315
2_MACS_peak_50_lociStitched	chr1(.):1821092-1823350	4.0291
1_MACS_peak_52_lociStitched	chr1(.):1839835-1841260	1.905
2_MACS_peak_53_lociStitched	chr1(.):1981066-1982408	1.5612
1_MACS_peak_55_lociStitched	chr1(.):2126174-2126839	1.6747
1_MACS_peak_56_lociStitched	chr1(.):2136857-2137047	0.9423
2_MACS_peak_57_lociStitched	chr1(.):2143595-2144657	1.5966
1_MACS_peak_59_lociStitched	chr1(.):2158470-2159309	3.0267
2_MACS_peak_60_lociStitched	chr1(.):2222330-2222761	1.0797
1_MACS_peak_62_lociStitched	chr1(.):2231989-2232847	1.9615
1_MACS_peak_63_lociStitched	chr1(.):2244016-2244214	0.7128
1_MACS_peak_64_lociStitched	chr1(.):2246358-2246647	0.7314
2_MACS_peak_65_lociStitched	chr1(.):2321741-2323992	2.1081
2_MACS_peak_67_lociStitched	chr1(.):2343207-2344896	2.293
1_MACS_peak_69_lociStitched	chr1(.):2457213-2458491	2.0857
2_MACS_peak_70_lociStitched	chr1(.):2460459-2460918	1.0702
4_MACS_peak_72_lociStitched	chr1(.):2477742-2481315	1.6088
1_MACS_peak_76_lociStitched	chr1(.):2487117-2488537	1.8342
1_MACS_peak_77_lociStitched	chr1(.):2508387-2510057	1.687
1_MACS_peak_78_lociStitched	chr1(.):2516620-2517981	2.0672
2_MACS_peak_79_lociStitched	chr1(.):2573890-2575336	2.6373
1_MACS_peak_81_lociStitched	chr1(.):3370711-3371869	2.0431
1_MACS_peak_82_lociStitched	chr1(.):3540410-3542240	1.8818
1_MACS_peak_83_lociStitched	chr1(.):3566243-3566696	1.4023
2_MACS_peak_84_lociStitched	chr1(.):3688798-3689584	0.8983
2_MACS_peak_86_lociStitched	chr1(.):3712483-3713451	1.3371
1_MACS_peak_88_lociStitched	chr1(.):3773118-3774682	2.0136
1_MACS_peak_89_lociStitched	chr1(.):3816025-3818091	3.558
1_MACS_peak_90_lociStitched	chr1(.):4541852-4542093	0.6976
1_MACS_peak_91_lociStitched	chr1(.):4659621-4661444	1.6437
2_MACS_peak_92_lociStitched	chr1(.):4662550-4664674	1.7728
1_MACS_peak_94_lociStitched	chr1(.):4697519-4699082	1.6505
1_MACS_peak_95_lociStitched	chr1(.):4715366-4716450	1.3852
1_MACS_peak_96_lociStitched	chr1(.):4786293-4787577	1.3057
1_MACS_peak_97_lociStitched	chr1(.):4855567-4856560	1.4882
1_MACS_peak_98_lociStitched	chr1(.):6051516-6052739	3.8042
2_MACS_peak_99_lociStitched	chr1(.):6053388-6054426	0.9529
1_MACS_peak_101_lociStitched	chr1(.):6085824-6086294	1.7465
1_MACS_peak_102_lociStitched	chr1(.):6230539-6231667	1.92
1_MACS_peak_103_lociStitched	chr1(.):6258889-6259775	3.4381
1_MACS_peak_104_lociStitched	chr1(.):6295267-6296109	2.4152
2_MACS_peak_105_lociStitched	chr1(.):6418723-6420020	1.5535
1_MACS_peak_107_lociStitched	chr1(.):6453038-6454613	3.3138
1_MACS_peak_108_lociStitched	chr1(.):6550352-6551273	1.8058
1_MACS_peak_109_lociStitched	chr1(.):6613867-6614934	3.5769
2_MACS_peak_110_lociStitched	chr1(.):6639441-6640810	1.7628
1_MACS_peak_112_lociStitched	chr1(.):6660545-6664298	2.9742
3_MACS_peak_113_lociStitched	chr1(.):6672867-6675160	1.3305
1_MACS_peak_116_lociStitched	chr1(.):6684990-6686304	2.6992
1_MACS_peak_117_lociStitched	chr1(.):6761057-6762070	2.204
2_MACS_peak_118_lociStitched	chr1(.):6843760-6846495	2.4058
2_MACS_peak_120_lociStitched	chr1(.):7071982-7073156	1.1597
1_MACS_peak_122_lociStitched	chr1(.):7831244-7832127	2.4688
1_MACS_peak_123_lociStitched	chr1(.):7843971-7844788	1.1934
1_MACS_peak_124_lociStitched	chr1(.):8021668-8022262	1.9898
1_MACS_peak_125_lociStitched	chr1(.):8483337-8484456	1.9231
1_MACS_peak_126_lociStitched	chr1(.):8556676-8557033	0.8554
2_MACS_peak_127_lociStitched	chr1(.):8585317-8586132	1.2123
1_MACS_peak_129_lociStitched	chr1(.):8740515-8741350	1.3432
1_MACS_peak_130_lociStitched	chr1(.):8763114-8763401	1.3412
1_MACS_peak_131_lociStitched	chr1(.):8876565-8878632	1.8757
1_MACS_peak_132_lociStitched	chr1(.):8937848-8939729	2.3752
2_MACS_peak_133_lociStitched	chr1(.):9223465-9224004	1.1316
1_MACS_peak_135_lociStitched	chr1(.):9294463-9295666	2.7457
1_MACS_peak_136_lociStitched	chr1(.):9599325-9600454	3.0091
1_MACS_peak_137_lociStitched	chr1(.):9648873-9649680	1.5188
2_MACS_peak_138_lociStitched	chr1(.):9747055-9748160	1.1691
1_MACS_peak_140_lociStitched	chr1(.):9883203-9884095	2.255
2_MACS_peak_141_lociStitched	chr1(.):9969626-9971266	1.209
1_MACS_peak_143_lociStitched	chr1(.):10002621-10003987	2.4376
1_MACS_peak_144_lociStitched	chr1(.):10092878-10093900	3.2929
2_MACS_peak_145_lociStitched	chr1(.):10270059-10271592	1.9628
2_MACS_peak_147_lociStitched	chr1(.):10458429-10459859	1.4997
1_MACS_peak_149_lociStitched	chr1(.):10490702-10491316	2.0552
1_MACS_peak_150_lociStitched	chr1(.):10532101-10532602	1.7105
1_MACS_peak_151_lociStitched	chr1(.):10534898-10535282	1.2041
2_MACS_peak_152_lociStitched	chr1(.):10999617-11000741	1.8074
1_MACS_peak_154_lociStitched	chr1(.):11028330-11028733	1.0037
1_MACS_peak_155_lociStitched	chr1(.):11071848-11073363	3.3796
1_MACS_peak_156_lociStitched	chr1(.):11118805-11120761	1.8937
1_MACS_peak_157_lociStitched	chr1(.):11159303-11160008	2.5454
1_MACS_peak_158_lociStitched	chr1(.):11333119-11334077	1.8496
1_MACS_peak_159_lociStitched	chr1(.):11714481-11715379	1.3066
1_MACS_peak_160_lociStitched	chr1(.):11724371-11724771	1.1524
1_MACS_peak_161_lociStitched	chr1(.):11740549-11741881	2.0302
1_MACS_peak_162_lociStitched	chr1(.):11796165-11796772	1.3814
1_MACS_peak_163_lociStitched	chr1(.):11864897-11867360	3.0322
1_MACS_peak_164_lociStitched	chr1(.):11967758-11970478	3.8436
1_MACS_peak_165_lociStitched	chr1(.):11985734-11986500	1.7929
2_MACS_peak_166_lociStitched	chr1(.):11994347-11995249	1.1941
1_MACS_peak_168_lociStitched	chr1(.):12040042-12041106	3.0615
1_MACS_peak_169_lociStitched	chr1(.):12290124-12291259	1.5849
1_MACS_peak_170_lociStitched	chr1(.):14025998-14028018	3.48
1_MACS_peak_171_lociStitched	chr1(.):14075008-14076717	2.1363
1_MACS_peak_172_lociStitched	chr1(.):15710426-15710970	1.3645
1_MACS_peak_173_lociStitched	chr1(.):15735308-15737101	2.3534
2_MACS_peak_174_lociStitched	chr1(.):15850168-15853986	2.2495
1_MACS_peak_176_lociStitched	chr1(.):15943899-15944730	2.9497
1_MACS_peak_177_lociStitched	chr1(.):16010198-16011578	2.3178
1_MACS_peak_178_lociStitched	chr1(.):16160468-16164343	2.7223
1_MACS_peak_179_lociStitched	chr1(.):16173493-16177024	2.4464
1_MACS_peak_180_lociStitched	chr1(.):16178154-16178724	1.0591
1_MACS_peak_181_lociStitched	chr1(.):16212234-16213101	2.6838
1_MACS_peak_182_lociStitched	chr1(.):16275483-16277169	2.1408
1_MACS_peak_183_lociStitched	chr1(.):16302036-16302651	1.4362
1_MACS_peak_184_lociStitched	chr1(.):16339043-16340728	2.3126
1_MACS_peak_185_lociStitched	chr1(.):16341365-16341872	1.057
1_MACS_peak_186_lociStitched	chr1(.):16392932-16394854	2.0514
1_MACS_peak_187_lociStitched	chr1(.):16400245-16400667	1.2096
1_MACS_peak_188_lociStitched	chr1(.):16533115-16534328	2.957
1_MACS_peak_189_lociStitched	chr1(.):16543228-16543943	1.3178
1_MACS_peak_190_lociStitched	chr1(.):16562988-16564329	2.1488
1_MACS_peak_191_lociStitched	chr1(.):16574731-16574937	0.64
1_MACS_peak_192_lociStitched	chr1(.):16678227-16679033	2.0774
1_MACS_peak_193_lociStitched	chr1(.):16693650-16694553	2.7149
1_MACS_peak_194_lociStitched	chr1(.):16767152-16767767	1.634
1_MACS_peak_196_lociStitched	chr1(.):16939393-16940448	1.3802
1_MACS_peak_197_lociStitched	chr1(.):16970482-16972115	3.6427
1_MACS_peak_198_lociStitched	chr1(.):16983312-16983681	0.8304
1_MACS_peak_199_lociStitched	chr1(.):16992267-16994357	4.6619
1_MACS_peak_200_lociStitched	chr1(.):17012509-17012738	1.0437
1_MACS_peak_201_lociStitched	chr1(.):17066224-17068059	5.0955
1_MACS_peak_202_lociStitched	chr1(.):17221578-17223660	3.7831
2_MACS_peak_203_lociStitched	chr1(.):17230104-17232008	3.9117
1_MACS_peak_205_lociStitched	chr1(.):17240572-17241230	2.0068
1_MACS_peak_206_lociStitched	chr1(.):17338152-17338390	0.6091
1_MACS_peak_207_lociStitched	chr1(.):17379936-17380536	1.4312
1_MACS_peak_208_lociStitched	chr1(.):17764170-17768847	3.6833
2_MACS_peak_209_lociStitched	chr1(.):19228569-19229906	1.3679
1_MACS_peak_211_lociStitched	chr1(.):19253367-19254307	1.5736
1_MACS_peak_212_lociStitched	chr1(.):19276534-19279634	3.322
1_MACS_peak_213_lociStitched	chr1(.):19281840-19283257	3.022
1_MACS_peak_214_lociStitched	chr1(.):19535771-19538168	4.0698
1_MACS_peak_215_lociStitched	chr1(.):19577492-19578893	2.1852
1_MACS_peak_216_lociStitched	chr1(.):19637860-19639681	3.199
1_MACS_peak_217_lociStitched	chr1(.):19811168-19813249	2.3893
1_MACS_peak_218_lociStitched	chr1(.):19922350-19924608	5.0815
1_MACS_peak_219_lociStitched	chr1(.):20125649-20126905	2.1764
1_MACS_peak_220_lociStitched	chr1(.):20208656-20209691	2.9454
2_MACS_peak_221_lociStitched	chr1(.):20512135-20513461	2.7721
1_MACS_peak_223_lociStitched	chr1(.):20833829-20835065	2.8406
1_MACS_peak_224_lociStitched	chr1(.):20959884-20960532	1.3004
1_MACS_peak_225_lociStitched	chr1(.):20987515-20987935	1.2257
1_MACS_peak_226_lociStitched	chr1(.):21044167-21044540	0.8563
1_MACS_peak_227_lociStitched	chr1(.):21112182-21114628	2.1511
1_MACS_peak_228_lociStitched	chr1(.):21193095-21193504	1.0454
1_MACS_peak_229_lociStitched	chr1(.):21348585-21349493	1.7059
1_MACS_peak_230_lociStitched	chr1(.):21501916-21503925	2.691
2_MACS_peak_231_lociStitched	chr1(.):21588175-21589107	1.0663
1_MACS_peak_233_lociStitched	chr1(.):21616272-21617456	1.8767
1_MACS_peak_234_lociStitched	chr1(.):21618881-21622690	2.0839
1_MACS_peak_235_lociStitched	chr1(.):21660978-21661332	0.9892
1_MACS_peak_236_lociStitched	chr1(.):21671416-21672501	1.4247
3_MACS_peak_237_lociStitched	chr1(.):21766212-21767235	1.1992
2_MACS_peak_240_lociStitched	chr1(.):22105822-22110477	3.9019
