#MM6_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM6_jia_ROSE/MM6_jia_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM6_jia.bam
#Using cutoff of 6154.1034 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM6_jia.bam	enhancerRank	isSuperStretch
15_MACS_peak_14917_lociStitched	chr3	141117905	141161167	15	33662	42353.498	1	1
5_MACS_peak_1198_lociStitched	chr1	150532540	150553181	5	19238	45395.7513	2	1
7_MACS_peak_1304_lociStitched	chr1	154908154	154935570	7	19692	44775.8112	3	1
2_MACS_peak_6423_lociStitched	chr15	31636616	31660979	2	23583	31662.1548	4	1
6_MACS_peak_10008_lociStitched	chr19	13944113	13961829	6	10376	40461.5724	5	1
2_MACS_peak_3632_lociStitched	chr11	65183686	65199550	2	15774	36915.528	6	1
14_MACS_peak_7999_lociStitched	chr16	81840858	81876396	14	20507	29283.312	7	1
18_MACS_peak_1010_lociStitched	chr1	118147754	118181616	18	22667	24224.8748	8	1
11_MACS_peak_3134_lociStitched	chr10	125822051	125855161	11	21825	24037.86	9	1
2_MACS_peak_2155_lociStitched	chr1	234734103	234749311	2	14431	31669.1392	10	1
4_MACS_peak_10380_lociStitched	chr19	39888486	39903816	4	13332	32243.589	11	1
3_MACS_peak_9679_lociStitched	chr19	2081699	2097979	3	14253	29644.252	12	1
3_MACS_peak_17398_lociStitched	chr5	172191517	172205335	3	10172	31647.3654	13	1
17_MACS_peak_6329_lociStitched	chr14	106025049	106057587	17	17427	23938.2066	14	1
1_MACS_peak_10089_lociStitched	chr19	16434578	16442202	1	7625	30265.7552	15	1
2_MACS_peak_16726_lociStitched	chr5	88168010	88186115	2	18058	20237.769	16	1
2_MACS_peak_689_lociStitched	chr1	51432401	51449025	2	16601	22221.3008	17	1
6_MACS_peak_5520_lociStitched	chr13	83031350	83052216	6	18972	18278.616	18	1
10_MACS_peak_1384_lociStitched	chr1	156457453	156478911	10	16521	21726.225	19	1
2_MACS_peak_3640_lociStitched	chr11	65263819	65278365	2	12073	26370.4434	20	1
5_MACS_peak_7096_lociStitched	chr15	89164154	89184145	5	15312	23069.614	21	1
9_MACS_peak_18277_lociStitched	chr6	90049926	90068949	9	15072	22376.7549	22	1
17_MACS_peak_7429_lociStitched	chr16	11771809	11800780	17	18116	17130.5523	23	1
1_MACS_peak_4315_lociStitched	chr12	12866833	12879918	1	13086	23784.6045	24	1
11_MACS_peak_6350_lociStitched	chr14	106145511	106177310	11	15223	21022.3189	25	1
3_MACS_peak_13873_lociStitched	chr3	3138055	3153249	3	10621	25645.9526	26	1
10_MACS_peak_10928_lociStitched	chr2	20405379	20425810	10	18808	14683.7597	27	1
7_MACS_peak_3540_lociStitched	chr11	62306557	62325559	7	13854	22378.6554	28	1
4_MACS_peak_9639_lociStitched	chr19	1258408	1277214	4	10374	25151.1444	29	1
7_MACS_peak_17002_lociStitched	chr5	131745732	131767355	7	15547	19519.0821	30	1
4_MACS_peak_19593_lociStitched	chr7	104649724	104659285	4	9258	25399.7526	31	1
14_MACS_peak_17614_lociStitched	chr6	7884591	7912141	14	15629	18808.385	32	1
8_MACS_peak_18360_lociStitched	chr6	106531895	106555020	8	16819	16485.8125	33	1
1_MACS_peak_16742_lociStitched	chr5	90673880	90680854	1	6975	25973.2682	34	1
4_MACS_peak_5213_lociStitched	chr12	123371109	123387062	4	12810	21295.6597	35	1
7_MACS_peak_21361_lociStitched	chr9	112904580	112924867	7	16517	15947.6107	36	1
4_MACS_peak_1860_lociStitched	chr1	204474968	204492026	4	10705	23108.4726	37	1
3_MACS_peak_14914_lociStitched	chr3	141097475	141111319	3	12873	20491.8888	38	1
3_MACS_peak_6698_lociStitched	chr15	52965899	52976386	3	8491	24227.0674	39	1
7_MACS_peak_13410_lociStitched	chr22	23269064	23286133	7	13353	19231.6423	40	1
7_MACS_peak_17539_lociStitched	chr6	312109	338144	7	14798	17136.237	41	1
9_MACS_peak_4205_lociStitched	chr12	4377550	4403292	9	12898	19399.1712	42	1
4_MACS_peak_12157_lociStitched	chr2	201980399	201994576	4	13404	18688.1214	43	1
5_MACS_peak_13264_lociStitched	chr21	44835060	44851506	5	11553	20792.6778	44	1
1_MACS_peak_9981_lociStitched	chr19	12899151	12905402	1	6252	24503.2949	45	1
4_MACS_peak_10092_lociStitched	chr19	16473995	16485584	4	9359	22100.223	46	1
7_MACS_peak_15675_lociStitched	chr4	64472102	64491954	7	14538	16155.5576	47	1
1_MACS_peak_1827_lociStitched	chr1	203254932	203261234	1	6303	23842.9868	48	1
1_MACS_peak_5259_lociStitched	chr12	125397695	125406909	1	9215	21325.803	49	1
2_MACS_peak_10020_lociStitched	chr19	14113753	14118503	2	4403	23847.375	50	1
6_MACS_peak_13484_lociStitched	chr22	29183475	29199050	6	11148	19339.4775	51	1
5_MACS_peak_6181_lociStitched	chr14	91829876	91844155	5	13494	16230.9393	52	1
5_MACS_peak_15821_lociStitched	chr4	90211665	90229251	5	14962	13477.9104	53	1
3_MACS_peak_15071_lociStitched	chr3	165975994	165990654	3	13870	15080.742	54	1
13_MACS_peak_9130_lociStitched	chr17	75435659	75463673	13	13814	14858.6256	55	1
7_MACS_peak_6926_lociStitched	chr15	75068966	75086003	7	13290	15527.5218	56	1
14_MACS_peak_3973_lociStitched	chr11	111229490	111250585	14	14297	13462.829	57	1
2_MACS_peak_21129_lociStitched	chr9	73026796	73036061	2	6468	21783.868	58	1
5_MACS_peak_16764_lociStitched	chr5	95143519	95160523	5	13705	14434.6956	59	1
7_MACS_peak_14139_lociStitched	chr3	42098892	42123812	7	8403	20354.656	60	1
15_MACS_peak_4125_lociStitched	chr11	128585803	128609725	15	13979	13669.0308	61	1
3_MACS_peak_19585_lociStitched	chr7	104576578	104586726	3	7524	20732.364	62	1
6_MACS_peak_14568_lociStitched	chr3	98240440	98259885	6	12618	15159.322	63	1
2_MACS_peak_1740_lociStitched	chr1	189119190	189135056	2	12576	14958.4648	64	1
1_MACS_peak_19764_lociStitched	chr7	129588113	129592974	1	4862	21508.4667	65	1
2_MACS_peak_19777_lociStitched	chr7	130785032	130796350	2	8330	19333.4076	66	1
3_MACS_peak_17423_lociStitched	chr5	173310686	173324320	3	12701	13894.4094	67	1
8_MACS_peak_14389_lociStitched	chr3	53194388	53215253	8	12388	13772.9865	68	1
4_MACS_peak_7177_lociStitched	chr15	93439539	93451565	4	8853	18043.8104	69	1
5_MACS_peak_9115_lociStitched	chr17	75135751	75148616	5	11570	14758.728	70	1
6_MACS_peak_16720_lociStitched	chr5	88113351	88132893	6	12764	12788.2848	71	1
7_MACS_peak_5179_lociStitched	chr12	122227422	122244717	7	10152	16501.1595	72	1
6_MACS_peak_13851_lociStitched	chr22	50963251	50978811	6	9905	16706.772	73	1
12_MACS_peak_20133_lociStitched	chr8	27232901	27254983	12	12733	12670.6516	74	1
2_MACS_peak_17536_lociStitched	chr6	290246	300512	2	9593	16740.7662	75	1
5_MACS_peak_1828_lociStitched	chr1	203267820	203280747	5	9868	16245.3609	76	1
4_MACS_peak_18387_lociStitched	chr6	108878486	108888238	4	9604	16458.4504	77	1
4_MACS_peak_19376_lociStitched	chr7	83930853	83947113	4	11126	14544.57	78	1
1_MACS_peak_9997_lociStitched	chr19	13260573	13267484	1	6912	18690.1084	79	1
5_MACS_peak_9615_lociStitched	chr19	1016635	1029157	5	7933	17910.2166	80	1
2_MACS_peak_19179_lociStitched	chr7	50343636	50358283	2	12122	12810.2662	81	1
