REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM14.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
8_MACS_peak_22513_lociStitched	chr5	139027264	139079549	8	43073	193632.269	1	1	CXXC5		CXXC5	1	1
23_MACS_peak_17345_lociStitched	chr22	23235896	23298130	23	34932	85584.1968	2	1	IGLL5		IGLL5	2	1
14_MACS_peak_23183_lociStitched	chr6	7881732	7921572	14	32872	80672.016	3	1	BMP6,MUTED-TXNDC5,TXNDC5		TXNDC5	3	1
10_MACS_peak_8480_lociStitched	chr15	31629071	31661049	10	27216	81419.1858	4	1	KLF13		KLF13	4	1
10_MACS_peak_28462_lociStitched	chr9	134517693	134555419	10	26702	73810.919	5	1	RAPGEF1		RAPGEF1	5	1
18_MACS_peak_9336_lociStitched	chr15	81576547	81617655	18	25434	49502.2536	6	1	IL16,STARD5	TMC3	IL16	6	1
11_MACS_peak_9188_lociStitched	chr15	75063335	75093006	11	24030	50859.0611	7	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	7	1
7_MACS_peak_8343_lociStitched	chr14	106025233	106049472	7	23602	56796.8248	8	1		TMEM121	TMEM121	8	1
22_MACS_peak_1479_lociStitched	chr1	118147454	118187191	22	23507	47930.7694	9	1	FAM46C		FAM46C	9	1
18_MACS_peak_19491_lociStitched	chr3	141079602	141112393	18	23494	49183.2209	10	1	ZBTB38		ZBTB38	10	1
12_MACS_peak_22697_lociStitched	chr5	150438060	150467720	12	20686	77626.152	11	1	TNIP1	GPX3	TNIP1	11	1
17_MACS_peak_10465_lociStitched	chr16	81838527	81877326	17	20559	40440.1977	12	1	PLCG2		PLCG2	12	1
19_MACS_peak_22712_lociStitched	chr5	150502729	150537992	19	20459	36669.9937	13	1	ANXA6	TNIP1	ANXA6	13	1
13_MACS_peak_25226_lociStitched	chr7	55613006	55641971	13	20150	48194.8635	14	1	VOPP1		VOPP1	14	1
12_MACS_peak_22344_lociStitched	chr5	131744696	131775701	12	19960	78659.685	15	1	C5orf56	SLC22A5,MIR3936	C5orf56	15	1
11_MACS_peak_9505_lociStitched	chr15	90615160	90646835	11	19625	66954.615	16	1	ZNF710,IDH2		IDH2	16	1
8_MACS_peak_19509_lociStitched	chr3	141118332	141146878	8	19514	46998.1344	17	1	ZBTB38		RASA2	17	1
11_MACS_peak_5126_lociStitched	chr11	111227916	111251378	11	19431	40910.6894	18	1	POU2AF1		POU2AF1	18	1
20_MACS_peak_22410_lociStitched	chr5	133869855	133904813	20	18825	39589.935	19	1	PHF15		PHF15	19	1
