#MM14 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM14.H3K27ac_ROSE/MM14_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM14.jin.bam
#Using cutoff of 17449.956 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM14.jin.bam	enhancerRank	isSuperStretch
8_MACS_peak_22513_lociStitched	chr5	139027264	139079549	8	43073	193632.269	1	1
23_MACS_peak_17345_lociStitched	chr22	23235896	23298130	23	34932	85584.1968	2	1
14_MACS_peak_23183_lociStitched	chr6	7881732	7921572	14	32872	80672.016	3	1
10_MACS_peak_8480_lociStitched	chr15	31629071	31661049	10	27216	81419.1858	4	1
10_MACS_peak_28462_lociStitched	chr9	134517693	134555419	10	26702	73810.919	5	1
18_MACS_peak_9336_lociStitched	chr15	81576547	81617655	18	25434	49502.2536	6	1
12_MACS_peak_22697_lociStitched	chr5	150438060	150467720	12	20686	77626.152	7	1
7_MACS_peak_8343_lociStitched	chr14	106025233	106049472	7	23602	56796.8248	8	1
11_MACS_peak_9188_lociStitched	chr15	75063335	75093006	11	24030	50859.0611	9	1
12_MACS_peak_22344_lociStitched	chr5	131744696	131775701	12	19960	78659.685	10	1
18_MACS_peak_19491_lociStitched	chr3	141079602	141112393	18	23494	49183.2209	11	1
22_MACS_peak_1479_lociStitched	chr1	118147454	118187191	22	23507	47930.7694	12	1
11_MACS_peak_9505_lociStitched	chr15	90615160	90646835	11	19625	66954.615	13	1
4_MACS_peak_13362_lociStitched	chr19	39888390	39904416	4	14132	81663.6882	14	1
7_MACS_peak_4549_lociStitched	chr11	65254414	65278329	7	16772	70224.006	15	1
13_MACS_peak_25226_lociStitched	chr7	55613006	55641971	13	20150	48194.8635	16	1
4_MACS_peak_12936_lociStitched	chr19	13943928	13959250	4	13645	81785.7716	17	1
17_MACS_peak_10465_lociStitched	chr16	81838527	81877326	17	20559	40440.1977	18	1
8_MACS_peak_19509_lociStitched	chr3	141118332	141146878	8	19514	46998.1344	19	1
19_MACS_peak_22712_lociStitched	chr5	150502729	150537992	19	20459	36669.9937	20	1
2_MACS_peak_8585_lociStitched	chr15	40384518	40402035	2	16997	61232.4252	21	1
11_MACS_peak_5126_lociStitched	chr11	111227916	111251378	11	19431	40910.6894	22	1
3_MACS_peak_4541_lociStitched	chr11	65183793	65198050	3	13584	72267.3073	23	1
20_MACS_peak_22410_lociStitched	chr5	133869855	133904813	20	18825	39589.935	24	1
8_MACS_peak_18725_lociStitched	chr3	53194038	53215450	8	18079	44237.192	25	1
10_MACS_peak_28474_lociStitched	chr9	134593715	134616135	10	17848	45413.952	26	1
7_MACS_peak_4495_lociStitched	chr11	63992756	64019672	7	15450	59032.1712	27	1
4_MACS_peak_13452_lociStitched	chr19	42431664	42451709	4	14399	63237.966	28	1
7_MACS_peak_22359_lociStitched	chr5	131812971	131837014	7	14729	51776.6005	29	1
22_MACS_peak_11887_lociStitched	chr17	75429459	75469339	22	17407	30679.684	30	1
10_MACS_peak_17136_lociStitched	chr21	45552812	45581458	10	15831	44341.1434	31	1
5_MACS_peak_12901_lociStitched	chr19	12885742	12905927	5	12416	61501.6765	32	1
8_MACS_peak_8708_lociStitched	chr15	45002263	45029202	8	14728	49866.7829	33	1
4_MACS_peak_12548_lociStitched	chr19	2081707	2098312	4	14340	52005.1995	34	1
16_MACS_peak_12266_lociStitched	chr18	46448913	46479945	16	16895	31423.0032	35	1
7_MACS_peak_28276_lociStitched	chr9	127016903	127038164	7	14677	43482.9972	36	1
13_MACS_peak_1906_lociStitched	chr1	156450574	156478110	13	15638	35325.9344	37	1
10_MACS_peak_17983_lociStitched	chr22	50963344	50987941	10	14091	45834.0498	38	1
9_MACS_peak_15693_lociStitched	chr2	201980033	202000739	9	15735	33208.2828	39	1
4_MACS_peak_18655_lociStitched	chr3	50637056	50655671	4	13983	43562.823	40	1
3_MACS_peak_8579_lociStitched	chr15	40329917	40348332	3	11953	53764.434	41	1
12_MACS_peak_24182_lociStitched	chr6	106531168	106555247	12	15159	32109.3465	42	1
10_MACS_peak_9211_lociStitched	chr15	75299211	75326333	10	15127	30170.5128	43	1
4_MACS_peak_8132_lociStitched	chr14	91829836	91844652	4	14717	32389.2576	44	1
6_MACS_peak_11243_lociStitched	chr17	38468615	38487006	6	11653	51279.6253	45	1
14_MACS_peak_5519_lociStitched	chr12	7052227	7074279	14	14985	28804.3224	46	1
5_MACS_peak_25177_lociStitched	chr7	50343063	50361759	5	15087	26129.5296	47	1
10_MACS_peak_14207_lociStitched	chr2	33699982	33725183	10	14733	28610.6953	48	1
14_MACS_peak_543_lociStitched	chr1	31213713	31231233	14	14710	28599.648	49	1
1_MACS_peak_13666_lociStitched	chr19	49375222	49380351	1	5130	67655.1003	50	1
7_MACS_peak_13413_lociStitched	chr19	41801502	41817017	7	11708	47533.3055	51	1
2_MACS_peak_22631_lociStitched	chr5	142774668	142785682	2	10870	50484.8718	52	1
2_MACS_peak_10802_lociStitched	chr17	7737070	7748907	2	8592	58621.5588	53	1
11_MACS_peak_23091_lociStitched	chr6	389632	410685	11	14246	27246.7926	54	1
8_MACS_peak_15825_lociStitched	chr2	219743133	219763002	8	11726	45408.6126	55	1
