GENE	H3k18ac_10_DMSO_compare_TSS_SIGNAL	H3k18ac_10_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	828.2248
A1BG-AS1	0.0	828.2248
A2LD1	1514.9392	483.7843
A2M	0.0	22.2785
A2ML1	0.0	0.0
A4GALT	0.0	2995.8822
A4GNT	0.0	1757.9463
AAA1	0.0	21551.452
AAAS	3935.0809999999997	20436.6031
AACS	820.4560000000001	3308.5772
AACSP1	0.0	0.0
AADAC	0.0	699.888
AADACL3	0.0	0.0
AADAT	0.0	2450.5812
AAGAB	1793.445	2537.2767999999996
AAK1	8649.4	3014.9714999999997
AAMP	2450.3545	16108.4313
AANAT	1048.8799999999999	48705.3378
AARS	4050.0	10203.366399999999
AARS2	1260.6741	25622.041899999997
AARSD1	3806.9992999999995	3990.6502
AASDH	3134.6076000000003	1580.8273
AASDHPPT	6005.203200000001	512.8253
AASS	1785.1999999999998	4291.946099999999
AATF	2416.2	42.1004
AATK	0.0	1104.0435
ABAT	0.0	88.50200000000001
ABCA1	2112.0203	12783.1592
ABCA10	0.0	331.4033
ABCA11P	3062.0341999999996	7.7829999999999995
ABCA12	0.0	1129.8276
ABCA13	0.0	7140.0803
ABCA17P	0.0	491.08950000000004
ABCA2	0.0	5299.7711
ABCA3	0.0	491.08950000000004
ABCA5	3390.6	1681.4861
ABCA6	0.0	1255.9712
ABCA7	3943.2	38122.5609
ABCA9	0.0	1255.9712
ABCB1	0.0	5.8499
ABCB10	3458.0	793.443
ABCB11	0.0	3868.774
ABCB5	0.0	2815.7216
ABCB6	2261.4999	4299.0746
ABCB7	1938.5383	0.0
ABCB8	3628.6	16168.235700000003
ABCB9	3135.5757	82104.09019999999
ABCC1	4029.431	3044.5731
ABCC10	3168.802	1945.1794000000002
ABCC11	0.0	1828.8293999999999
ABCC12	0.0	24.2794
ABCC13	0.0	0.0
ABCC2	0.0	0.0
ABCC3	0.0	4523.6699
ABCC4	1006.1336	662.9216
ABCC5	0.0	892.9248
ABCC6	0.0	3124.1687
ABCC6P1	0.0	3883.6268000000005
ABCC6P2	0.0	2966.9973
ABCC8	0.0	2063.2059
ABCD1	2006.7067	2133.9708
ABCD2	15541.0	12431.121799999999
ABCD3	1183.2433999999998	0.0
ABCD4	0.0	1710.6047999999998
ABCE1	2789.0807999999997	6689.316699999999
ABCF1	2265.6	24683.087899999995
ABCF2	1951.4	363.2185
ABCF3	3762.0	2889.5589
ABCG1	2972.1937000000003	39665.7367
ABCG2	0.0	14902.881
ABCG4	0.0	8426.1631
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	2205.1004	85342.2645
ABHD10	2324.025	4101.0922
ABHD11	4699.6586	8366.9888
ABHD12	3580.2000000000003	85895.03949999998
ABHD12B	0.0	5987.603999999999
ABHD13	2118.9176	158.9032
ABHD14A	4510.1982	2284.2168
ABHD14B	5746.8642	2284.2168
ABHD15	4440.031800000001	6053.6063
ABHD2	3241.6	72318.0582
ABHD3	3324.951	5707.9497
ABHD4	7359.538	38446.674399999996
ABHD5	3308.6000000000004	213.6181
ABHD6	2062.3023	1653.958
ABHD8	1667.9488	8633.3843
ABI1	3504.93	8899.2565
ABI2	2233.4880000000003	1402.4288000000001
ABI3	0.0	4853.691
ABL1	3792.0493	920.7702999999999
ABL2	2365.4399999999996	11325.8529
ABLIM1	2003.9824999999998	962.7675
ABO	0.0	207.2518
ABP1	0.0	7654.6585000000005
ABR	7862.0	32597.280900000005
ABRA	0.0	909.7079
ABT1	2708.2000000000003	15327.369200000001
ABTB1	3578.2201	15374.6508
ABTB2	372.8564	231.07469999999998
ACAA1	5918.939	257.231
ACAA2	4711.242700000001	2157.9638
ACACA	5365.124000000001	3661.420400000001
ACACB	0.0	9622.5108
ACAD10	1150.0178999999998	122.1376
ACAD11	4185.824799999999	41408.91590000001
ACAD8	1741.824	2433.6663
ACAD9	3896.2	2333.9694
ACADL	0.0	3342.8220999999994
ACADM	3867.0016000000005	3619.3434
ACADS	358.1397	1907.0708
ACADSB	3483.5443999999998	49.303700000000006
ACADVL	3996.9175	8968.941700000001
ACAN	0.0	1823.7063
ACAP1	0.0	4143.2919
ACAP2	3985.0	3567.1819
ACAP3	2974.6152	1079.5606
ACAT1	2007.7553999999998	1284.5913
ACAT2	2448.5371	76.27109999999999
ACBD3	4898.0	71277.50519999999
ACBD4	3549.8158000000003	54754.1976
ACBD5	9943.112000000001	3210.3967999999995
ACBD6	8018.4	969.9033000000001
ACBD7	0.0	1326.2509999999997
ACCN2	0.0	12372.841999999999
ACCN3	0.0	14951.528300000004
ACCN4	0.0	337.16429999999997
ACCN5	0.0	6144.1831999999995
ACCS	2865.1272	0.0
ACCSL	0.0	0.0
ACD	4082.5016	16166.894000000002
ACE	0.0	47.9106
ACE2	0.0	231.01979999999998
ACER1	0.0	1360.6351
ACER2	516.6966	770.556
ACER3	1850.3715	5781.280500000001
ACHE	0.0	41.942099999999996
ACIN1	3660.965	5034.4682
ACLY	2682.6	5199.080599999999
ACMSD	0.0	294.7462
ACN9	187.45119999999997	568.0737
ACO2	5259.276000000001	20320.0099
ACOT1	0.0	0.0
ACOT11	0.0	6619.420700000001
ACOT12	0.0	6.953099999999999
ACOT13	3525.383	12414.0122
ACOT2	0.0	0.0
ACOT7	3377.9313	73.5656
ACOT8	2833.9831999999997	613.2585
ACOT9	1041.7835	3451.0585
ACOX1	8120.03	3802.2871
ACOX2	0.0	742.9047999999999
ACOX3	1848.6812999999997	5272.4881000000005
ACOXL	2134.0429	41019.0068
