GENE_ID	locusLine	bin_1_MM7_jia.bam
NM_013943	chr1(.):25066759-25175815	0.2707
NM_021222	chr1(.):150975972-151013189	0.3759
NM_173083	chr1(.):226413860-226502198	0.2224
NM_032236	chr1(.):21999791-22114688	0.2424
NM_021639	chr1(.):46087975-46157302	0.278
NM_002867	chr1(.):52368627-52461436	0.2114
NM_001006605	chr1(.):93302720-93432079	0.2617
NM_152263	chr1(.):154129289-154169609	0.4145
NR_002188	chr1(.):155178615-155202325	0.3718
NM_001043351	chr1(.):154122779-154160725	0.4314
NR_036683	chr1(.):165662986-165684199	0.2275
NM_201569	chr1(.):183436505-183528328	0.342
NM_001198993	chr1(.):1677670-1715297	0.4791
NM_023018	chr1(.):1677670-1714909	0.4814
NM_001198994	chr1(.):1677670-1716508	0.4671
NM_003820	chr1(.):2482804-2500267	0.3211
NM_015291	chr1(.):15848351-15903228	0.3356
NR_026567	chr1(.):17012712-17051652	0.1665
NM_001113348	chr1(.):21538739-21677034	0.228
NM_001013693	chr1(.):22133757-22156714	0.0596
NM_032017	chr1(.):36800224-36856485	0.4535
NM_001720	chr1(.):40218902-40259533	0.5908
NM_001981	chr1(.):51814934-51989995	0.1723
NM_002600	chr1(.):66253855-66845262	0.1516
NM_001037341	chr1(.):66253192-66845262	0.1515
NM_001037340	chr1(.):66453389-66845262	0.1906
NM_024686	chr1(.):84330056-84469833	0.2328
NM_033055	chr1(.):100498788-100553929	0.3386
NM_022768	chr1(.):110876944-110894303	0.7528
NM_017744	chr1(.):113061140-113167040	0.2169
NM_138729	chr1(.):113079412-113167040	0.2502
NM_203458	chr1(.):145204110-145290912	0.5526
NM_153713	chr1(.):145472084-145504091	0.385
NM_001002812	chr1(.):144885590-145000022	0.3956
NM_001039703	chr1(.):145288370-145373684	0.2116
NM_014644	chr1(.):144846426-145000022	0.3342
NM_001198834	chr1(.):144846423-145000033	0.3342
NM_001198832	chr1(.):144846423-145044992	0.3153
NM_207168	chr1(.):150594521-150607098	0.904
NM_020832	chr1(.):151249790-151269381	0.6423
NM_020699	chr1(.):153772202-153900451	0.2842
NM_207308	chr1(.):153960167-154132592	0.1113
NM_020524	chr1(.):154911558-154933567	0.8301
NM_181359	chr1(.):154372668-154445188	0.5432
NM_002249	chr1(.):154674914-154847754	0.2698
NM_170782	chr1(.):154674914-154837338	0.2794
NM_005572	chr1(.):156079460-156112657	0.6081
NM_018489	chr1(.):155300051-155537324	0.1667
NM_170708	chr1(.):156079460-156114878	0.5776
NM_018116	chr1(.):155575006-155589758	0.2212
NM_005973	chr1(.):156732273-156775609	0.3794
NM_005531	chr1(.):158974681-159029945	0.3786
NM_001135050	chr1(.):159891828-159920386	0.8525
NM_004371	chr1(.):160253376-160318354	0.3664
NM_012394	chr1(.):161065345-161092866	0.5926
NM_006182	chr1(.):162597227-162755247	0.1464
NM_052862	chr1(.):167594473-167680486	0.4175
NM_002697	chr1(.):167185065-167401582	0.2291
NM_001198783	chr1(.):167293280-167401582	0.2473
NR_037163	chr1(.):167185122-167401582	0.2291
NM_018442	chr1(.):167900796-168050083	0.1807
NR_026550	chr1(.):167882309-167910380	0.5194
NM_001143674	chr1(.):167882309-167911278	0.5083
NM_015415	chr1(.):167882309-167910233	0.5214
NM_014412	chr1(.):174963891-174986163	0.7025
NM_014857	chr1(.):174123633-174932327	0.1512
NM_001007214	chr1(.):174963570-174986163	0.695
NM_152663	chr1(.):178689299-178894237	0.3115
NM_145034	chr1(.):179804101-179851941	0.385
NM_022347	chr1(.):179823164-179851941	0.5747
NM_017673	chr1(.):185121290-185265913	0.1973
NM_001105518	chr1(.):185121191-185265913	0.1972
NM_025191	chr1(.):184654624-184729041	0.3801
NM_001164245	chr1(.):186339889-186395503	0.5315
NR_031642	chr1(.):186024866-186451655	0.1531
NM_024420	chr1(.):186793031-186963113	0.0839
NM_144977	chr1(.):197516384-197749623	0.2543
NM_001195215	chr1(.):197468878-197749623	0.2317
NM_001167738	chr1(.):201703962-201801102	0.3579
NM_020443	chr1(.):201612449-201801102	0.2331
NM_014935	chr1(.):204182980-204334044	0.0708
NM_201630	chr1(.):204581302-204659597	0.2558
NM_006338	chr1(.):204581302-204659481	0.2561
NM_182663	chr1(.):206675878-206767616	0.4397
NM_198551	chr1(.):222786443-222846351	0.4053
NM_022735	chr1(.):226327379-226379423	0.4752
NM_004481	chr1(.):230197955-230422875	0.4118
NM_003193	chr1(.):235525727-235617280	0.1153
NM_031371	chr1(.):235325209-235496532	0.2104
NM_032328	chr1(.):245128170-245256148	0.1949
NR_026588	chr1(.):245128630-245256148	0.1952
NR_026587	chr1(.):245128630-245293530	0.1666
NR_026586	chr1(.):245128283-245293530	0.1664
NM_182838	chr1(.):1658680-1682431	0.4668
NM_001198995	chr1(.):1677670-1695081	0.1841
NM_001010926	chr1(.):2455183-2466684	0.4721
NR_026927	chr1(.):2476358-2489284	1.2213
NM_018216	chr1(.):2434974-2463035	0.2183
NM_001195741	chr1(.):2513188-2527908	0.5223
NR_036638	chr1(.):2512898-2527908	0.5137
NM_021736	chr1(.):11861206-11894360	0.3894
NM_021737	chr1(.):11861206-11893275	0.4006
NM_005957	chr1(.):11840786-11871160	0.4706
NM_001286	chr1(.):11861206-11908201	0.296
NM_006172	chr1(.):11900766-11912840	0.0734
NM_015866	chr1(.):14026349-14119574	0.3632
NM_012231	chr1(.):14026349-14156574	0.2781
NM_001007257	chr1(.):14070875-14119574	0.2179
NM_001135610	chr1(.):14021734-14156574	0.2729
NM_015849	chr1(.):15797595-15822895	0.0565
NM_001229	chr1(.):15813768-15855940	0.3701
NM_032996	chr1(.):15813768-15856285	0.3682
