BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam		H3K27me3_0	chr6(+):261715-458764	220	220	220	0.125	0.1912	0.2069	0.1946	0.1732	0.1698	0.2311	0.352	0.3569	0.2625	0.2868	0.288	0.3103	0.3491	0.3646	0.3373	0.2837	0.2222	0.259	0.2778	0.2467	0.228	0.2052	0.2116	0.3003	0.3282	0.3013	0.3939	0.4849	0.4273	0.3416	0.3222	0.399	0.4424	0.3943	0.3716	0.4116	0.3684	0.245	0.2628	0.2782	0.2815	0.3792	0.5955	0.6218	0.5455	0.4576	0.3161	0.2901	0.2525	0.2763	0.3122	0.3323	0.3298	0.3781	0.3976	0.3575	0.4504	0.4913	0.4039	0.47	0.4713	0.3366	0.2872	0.2637	0.355	0.442	0.4181	0.3224	0.2449	0.222	0.1904	0.1627	0.1698	0.2078	0.1845	0.198	0.2124	0.2495	0.2601	0.217	0.1883	0.1422	0.0746	0.1586	0.1791	0.1784	0.2527	0.2436	0.2319	0.2325	0.2531	0.2836	0.2317	0.177	0.136	0.1818	0.1685	0.1743	0.2182	0.1968	0.2178	0.294	0.3325	0.3006	0.2084	0.2071	0.2001	0.3081	1.33	2.9826	3.2126	3.0267	2.3517	0.6936	0.3555	0.2832	0.2502	0.2928	0.3332	0.3145	0.2997	0.3467	0.3563	0.4044	0.4102	0.3167	0.2536	0.2512	0.2866	0.2267	0.1495	0.1411	0.1688	0.2237	0.2213	0.1659	0.1331	0.1527	0.1809	0.1381	0.1552	0.2191	0.199	0.1711	0.1769	0.1321	0.0882	0.0726	0.1281	0.1418	0.1079	0.1112	0.1548	0.1859	0.1556	0.1307	0.1124	0.0617	0.0694	0.1057	0.1424	0.1696	0.1561	0.1616	0.1507	0.1164	0.1348	0.2046	0.2431	0.2099	0.1762	0.1957	0.2054	0.248	0.2239	0.1704	0.1103	0.1318	0.2274	0.2404	0.2143	0.2635	0.4185	0.4448	0.3548	0.3186	0.3169	0.3926	0.5152	0.5336	0.539	0.5537	0.4197	0.2594	0.2187	0.2793	0.3603	0.3281	0.1794
22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04.bam		H3K27me3_0	chr6(+):261715-458764	240	240	240	0.2026	0.2257	0.216	0.2924	0.3005	0.2185	0.1773	0.2156	0.3009	0.3049	0.2874	0.3252	0.3477	0.2909	0.2343	0.1843	0.1908	0.2128	0.2348	0.2364	0.2052	0.2434	0.2231	0.1832	0.2878	0.3474	0.3386	0.3625	0.4321	0.4636	0.4189	0.3579	0.3377	0.2783	0.2529	0.3076	0.3127	0.3161	0.3006	0.2917	0.3075	0.2378	0.2266	0.3091	0.3689	0.3661	0.3238	0.3891	0.438	0.3711	0.3982	0.3154	0.2977	0.416	0.4192	0.42	0.3798	0.3815	0.3489	0.3774	0.48	0.4866	0.4945	0.4825	0.3738	0.32	0.3711	0.4669	0.4637	0.3629	0.3189	0.2439	0.1921	0.2282	0.2495	0.3111	0.3574	0.2768	0.2034	0.1851	0.2196	0.2255	0.1992	0.1715	0.1672	0.1926	0.2222	0.1993	0.1513	0.1309	0.1591	0.2083	0.1974	0.1648	0.1197	0.0709	0.0805	0.131	0.1624	0.1316	0.2178	0.3197	0.3157	0.2853	0.2461	0.1596	0.1443	0.1677	0.2203	1.0269	2.4922	2.7113	2.5403	2.0251	0.6521	0.3518	0.3804	0.4027	0.3871	0.3789	0.3535	0.3317	0.2561	0.249	0.2632	0.197	0.2432	0.2804	0.2675	0.248	0.2258	0.2454	0.2494	0.228	0.2145	0.2832	0.2887	0.2025	0.1968	0.2219	0.246	0.235	0.2683	0.2815	0.1882	0.1022	0.0786	0.0955	0.0716	0.1197	0.1651	0.144	0.184	0.2046	0.1647	0.1311	0.1409	0.1084	0.0654	0.0438	0.0936	0.1656	0.1828	0.1457	0.074	0.0469	0.097	0.161	0.166	0.1447	0.15	0.1726	0.142	0.1242	0.1913	0.2095	0.2361	0.2224	0.1701	0.1741	0.1932	0.2318	0.2437	0.2783	0.2929	0.3032	0.3487	0.4446	0.4822	0.5177	0.5444	0.4459	0.3347	0.2495	0.1471	0.1276	0.1902	0.1953	0.1295	0.0654
23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam		H3K27me3_1	chr6(+):261715-458764	90	90	90	0.1594	0.2412	0.2657	0.2615	0.2139	0.1709	0.1668	0.2351	0.2726	0.2443	0.2059	0.2042	0.218	0.1891	0.2657	0.2816	0.2115	0.1846	0.1958	0.2229	0.2101	0.2098	0.1939	0.1781	0.2326	0.2546	0.2738	0.3469	0.3854	0.3494	0.2804	0.2936	0.3705	0.3317	0.2398	0.1902	0.1852	0.2279	0.2717	0.2904	0.2391	0.1857	0.1736	0.1869	0.2235	0.2821	0.2556	0.1867	0.1558	0.1447	0.1612	0.1834	0.2105	0.2809	0.4111	0.409	0.3187	0.2795	0.2434	0.303	0.3758	0.3152	0.3558	0.3157	0.1435	0.1401	0.2745	0.4149	0.4206	0.2705	0.2136	0.2751	0.2429	0.1913	0.1781	0.1598	0.2391	0.2733	0.2265	0.2486	0.2416	0.2002	0.1702	0.2234	0.2279	0.1801	0.1565	0.1822	0.2572	0.2371	0.173	0.1311	0.1515	0.1491	0.1216	0.1436	0.1606	0.1572	0.1539	0.1673	0.1748	0.1552	0.1501	0.1482	0.1745	0.1694	0.1243	0.1532	0.2558	0.9094	2.1437	2.4951	2.6002	2.0276	0.6371	0.3145	0.2765	0.3043	0.3446	0.3693	0.336	0.3105	0.3318	0.2786	0.2159	0.2465	0.2514	0.1578	0.1725	0.1796	0.1107	0.1173	0.1188	0.1011	0.1382	0.1491	0.1647	0.1623	0.1755	0.158	0.1307	0.1445	0.146	0.105	0.0918	0.0794	0.0819	0.0704	0.0518	0.0472	0.0684	0.0796	0.0937	0.1088	0.0958	0.0853	0.0701	0.0689	0.0557	0.0554	0.126	0.141	0.1381	0.1169	0.0726	0.0663	0.1629	0.2515	0.21	0.1577	0.1611	0.1707	0.1783	0.1808	0.195	0.1455	0.1344	0.1518	0.127	0.0974	0.1369	0.1722	0.1618	0.2027	0.2735	0.2987	0.3722	0.3763	0.3249	0.3438	0.3043	0.3215	0.3483	0.2772	0.1827	0.1777	0.1831	0.208	0.1827	0.0791
24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam		H3K27me3_1	chr6(+):261715-458764	65	65	65	0.1005	0.171	0.2437	0.1942	0.1951	0.2216	0.1693	0.2042	0.2466	0.2733	0.2473	0.1722	0.1753	0.161	0.1984	0.2508	0.2374	0.2806	0.2306	0.1716	0.2082	0.2953	0.4153	0.3826	0.3671	0.4162	0.2871	0.1767	0.2268	0.2642	0.2819	0.3075	0.2216	0.1341	0.1648	0.2392	0.2124	0.1956	0.2002	0.1567	0.1614	0.1586	0.1848	0.2626	0.3024	0.3191	0.2792	0.2082	0.2402	0.254	0.1796	0.1539	0.1967	0.246	0.2333	0.1837	0.1566	0.1784	0.1752	0.2678	0.3547	0.3478	0.3485	0.2825	0.1991	0.1643	0.1993	0.2705	0.2561	0.1984	0.1758	0.1616	0.0992	0.063	0.0983	0.1797	0.2076	0.165	0.1352	0.1465	0.1331	0.1014	0.0782	0.1026	0.1199	0.1048	0.144	0.2117	0.2386	0.1779	0.1376	0.1872	0.173	0.1632	0.1803	0.1528	0.1423	0.136	0.0993	0.0591	0.0601	0.1378	0.1899	0.1919	0.1978	0.1624	0.1193	0.1478	0.2722	1.0211	2.4728	2.7937	2.6725	2.0133	0.5203	0.221	0.2079	0.2211	0.2764	0.4204	0.519	0.4285	0.3737	0.3179	0.2173	0.1571	0.2127	0.2592	0.1924	0.184	0.2026	0.182	0.1415	0.1104	0.1065	0.1749	0.2297	0.2294	0.233	0.1834	0.1248	0.0947	0.0903	0.1074	0.1133	0.1306	0.1435	0.1204	0.0993	0.0647	0.0838	0.106	0.0957	0.1482	0.1923	0.1737	0.1279	0.1098	0.0809	0.0402	0.0479	0.1204	0.1549	0.1368	0.1688	0.2324	0.2796	0.2181	0.154	0.1722	0.167	0.1229	0.11	0.1196	0.1545	0.2171	0.2356	0.1705	0.1259	0.1038	0.1012	0.1234	0.1332	0.1579	0.1669	0.183	0.2506	0.391	0.4336	0.4209	0.4938	0.472	0.3506	0.3606	0.3794	0.2978	0.1825	0.1486	0.1498	0.0833
25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam		H3K27me3_3	chr6(+):261715-458764	90	90	90	0.1657	0.1983	0.2171	0.2154	0.2337	0.2396	0.1869	0.2354	0.2317	0.1862	0.2167	0.2261	0.2157	0.2428	0.2171	0.1798	0.2039	0.2379	0.2581	0.2237	0.2186	0.2998	0.3667	0.3161	0.2713	0.281	0.3001	0.342	0.383	0.4155	0.4507	0.4278	0.3633	0.394	0.3985	0.383	0.3362	0.3369	0.2481	0.1985	0.1891	0.1607	0.1612	0.1921	0.2864	0.3682	0.3601	0.2968	0.1916	0.1463	0.1752	0.2413	0.2493	0.3069	0.2933	0.3171	0.3651	0.3785	0.4289	0.439	0.4723	0.3848	0.2766	0.2789	0.2417	0.2217	0.3133	0.3306	0.2533	0.1718	0.2255	0.2876	0.2907	0.2205	0.1443	0.1697	0.2346	0.2274	0.2022	0.2281	0.2691	0.2682	0.2261	0.1533	0.1501	0.1941	0.1777	0.1747	0.2256	0.2516	0.2245	0.1573	0.1476	0.1715	0.1346	0.0997	0.1179	0.1202	0.1394	0.2075	0.2509	0.2676	0.2912	0.2406	0.2032	0.1974	0.2021	0.3017	0.368	1.1108	2.8109	3.3019	3.0295	2.213	0.5789	0.2594	0.3257	0.2526	0.1711	0.2198	0.3259	0.3736	0.2828	0.2794	0.3016	0.2556	0.2179	0.1722	0.2385	0.2991	0.2577	0.2298	0.1865	0.1146	0.1511	0.1525	0.1599	0.1517	0.1488	0.1364	0.1113	0.1603	0.2066	0.1919	0.1737	0.1969	0.1862	0.1174	0.0809	0.0561	0.0927	0.1406	0.1408	0.0876	0.0422	0.0577	0.1	0.1108	0.0731	0.0604	0.0894	0.1072	0.1342	0.1475	0.1346	0.1353	0.1462	0.145	0.1746	0.233	0.2146	0.2005	0.1721	0.1132	0.1459	0.2079	0.275	0.2239	0.1371	0.1096	0.1279	0.1798	0.1653	0.2008	0.2722	0.3465	0.4271	0.4684	0.5547	0.6482	0.6738	0.5766	0.4635	0.3504	0.3278	0.2363	0.152	0.1482	0.168	0.1173
26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam		H3K27me3_3	chr6(+):261715-458764	65	65	65	0.1448	0.2363	0.3907	0.42	0.3592	0.355	0.3768	0.3047	0.2987	0.4359	0.4403	0.3339	0.2957	0.2577	0.2672	0.2782	0.2437	0.3059	0.4118	0.421	0.3721	0.3838	0.3495	0.2642	0.2435	0.2318	0.2753	0.3992	0.4394	0.445	0.5087	0.4471	0.435	0.5136	0.4526	0.3974	0.3972	0.3282	0.3888	0.3966	0.3071	0.2639	0.2451	0.3436	0.3575	0.2636	0.2485	0.5047	0.539	0.3628	0.3095	0.2746	0.2955	0.4512	0.4551	0.384	0.3712	0.3288	0.2534	0.2465	0.3867	0.4626	0.4324	0.4775	0.3866	0.3271	0.3397	0.2737	0.3765	0.3728	0.238	0.1964	0.1888	0.2148	0.2008	0.2775	0.3139	0.298	0.2167	0.1121	0.1507	0.1761	0.1673	0.1434	0.13	0.1733	0.1672	0.1485	0.1665	0.1429	0.1508	0.1985	0.2615	0.2429	0.2027	0.2149	0.2209	0.2083	0.1885	0.2153	0.207	0.1866	0.1419	0.1658	0.1985	0.1683	0.1593	0.1803	0.3742	1.3226	3.0834	3.4187	3.4535	2.8637	0.8953	0.4606	0.3087	0.2159	0.2699	0.3253	0.3126	0.4081	0.4453	0.3491	0.3083	0.3067	0.3109	0.3013	0.3088	0.2496	0.2689	0.3126	0.2005	0.1303	0.1928	0.2481	0.2152	0.187	0.159	0.0971	0.1382	0.1399	0.0897	0.1583	0.1988	0.1399	0.1	0.1068	0.1028	0.085	0.0726	0.0636	0.0949	0.1838	0.2236	0.1915	0.1457	0.1167	0.1144	0.1187	0.1076	0.1173	0.1832	0.1713	0.1245	0.1339	0.1992	0.2437	0.2015	0.1658	0.2221	0.2193	0.2267	0.1999	0.1928	0.221	0.159	0.1566	0.2488	0.269	0.2522	0.2537	0.292	0.395	0.4439	0.5956	0.7131	0.6737	0.6988	0.8484	0.7669	0.5171	0.4008	0.4694	0.4167	0.3258	0.3483	0.3129	0.2039	0.1069
27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14.bam		H3K27me3_6	chr6(+):261715-458764	90	90	90	0.1682	0.2262	0.271	0.3085	0.2776	0.2035	0.1652	0.1891	0.1833	0.1995	0.2594	0.3049	0.2615	0.1731	0.2094	0.2228	0.2891	0.3019	0.2625	0.3065	0.3719	0.3379	0.3184	0.3957	0.3904	0.336	0.3175	0.3175	0.3461	0.425	0.4714	0.4048	0.3055	0.2736	0.3332	0.3501	0.2809	0.2638	0.2532	0.2392	0.3092	0.4088	0.3984	0.3576	0.3579	0.3149	0.2896	0.2262	0.2112	0.2493	0.3222	0.3112	0.2585	0.2895	0.3336	0.3283	0.2917	0.293	0.3114	0.3257	0.3564	0.4446	0.4379	0.3254	0.3048	0.2983	0.294	0.3306	0.292	0.2333	0.2669	0.2616	0.1966	0.1904	0.3047	0.3352	0.3182	0.2896	0.263	0.2834	0.3172	0.2636	0.1874	0.118	0.1007	0.1301	0.1633	0.1841	0.1905	0.1373	0.0901	0.1203	0.1723	0.1696	0.1595	0.2053	0.2382	0.2081	0.1911	0.1683	0.1766	0.23	0.2553	0.3103	0.2997	0.2684	0.2675	0.2577	0.2502	0.8849	2.1961	2.4464	2.1468	1.6082	0.5208	0.304	0.3208	0.3115	0.2624	0.2649	0.2696	0.2733	0.3322	0.3786	0.3492	0.2552	0.2221	0.1875	0.1458	0.1337	0.1395	0.1351	0.1107	0.1094	0.1484	0.1987	0.2152	0.2326	0.2419	0.2333	0.2005	0.1379	0.1123	0.0957	0.0898	0.1201	0.15	0.1769	0.1645	0.126	0.1409	0.1351	0.0991	0.1215	0.1631	0.11	0.0685	0.0706	0.0957	0.1118	0.0845	0.1311	0.163	0.1074	0.0738	0.0857	0.1385	0.2073	0.2164	0.1743	0.1573	0.1665	0.1921	0.1242	0.1033	0.1676	0.2158	0.2851	0.2606	0.2089	0.1928	0.1906	0.1756	0.1926	0.2831	0.3306	0.3291	0.3589	0.3314	0.2779	0.281	0.2595	0.237	0.2317	0.2146	0.1784	0.1986	0.2325	0.2233	0.1521
28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16.bam		H3K27me3_6	chr6(+):261715-458764	65	65	65	0.1536	0.1847	0.2358	0.3072	0.2909	0.2067	0.2201	0.2279	0.1979	0.2772	0.3142	0.2379	0.1904	0.2208	0.2803	0.2439	0.2436	0.2999	0.2746	0.2113	0.1913	0.2051	0.2203	0.2292	0.2233	0.2481	0.2988	0.305	0.2749	0.3652	0.4193	0.3646	0.3443	0.3883	0.3682	0.2839	0.2558	0.2624	0.2669	0.2446	0.2706	0.2858	0.2802	0.3046	0.3512	0.3224	0.2275	0.1789	0.1968	0.1858	0.1824	0.214	0.2542	0.3707	0.3885	0.3952	0.3501	0.3351	0.4268	0.4281	0.4374	0.3711	0.2798	0.3139	0.3361	0.3029	0.2806	0.3108	0.308	0.2503	0.1959	0.145	0.1513	0.1505	0.1558	0.1931	0.2027	0.2009	0.2068	0.2273	0.2195	0.2237	0.2296	0.2096	0.21	0.2	0.2035	0.2271	0.2128	0.1659	0.1448	0.1929	0.2273	0.216	0.1845	0.1545	0.1309	0.1366	0.1214	0.1539	0.1866	0.1494	0.1504	0.1468	0.1299	0.1491	0.2148	0.245	0.2177	0.6846	1.6395	1.7966	1.6827	1.2959	0.4254	0.2562	0.2339	0.1946	0.178	0.2032	0.2379	0.2642	0.226	0.1801	0.1751	0.2046	0.237	0.2536	0.2443	0.1918	0.1576	0.1603	0.1522	0.1875	0.2085	0.212	0.2282	0.2417	0.2307	0.1811	0.1639	0.1978	0.1865	0.145	0.1403	0.1054	0.0789	0.0783	0.1	0.1141	0.0954	0.0982	0.0888	0.0812	0.1126	0.1298	0.131	0.1188	0.0952	0.0873	0.0955	0.1248	0.1448	0.1407	0.1038	0.0478	0.0553	0.0875	0.1116	0.1165	0.1167	0.1328	0.1463	0.1507	0.2142	0.2254	0.1763	0.1565	0.1661	0.1768	0.1842	0.1783	0.153	0.1666	0.195	0.1871	0.1505	0.1649	0.2524	0.3124	0.3123	0.3104	0.289	0.2662	0.2244	0.1449	0.1619	0.1732	0.139	0.0919
29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam		H3K27me3_24	chr6(+):261715-458764	90	90	90	0.1348	0.1694	0.2502	0.2966	0.2453	0.2218	0.1695	0.1029	0.2013	0.2695	0.2792	0.3614	0.4012	0.3501	0.3156	0.3322	0.3064	0.2915	0.3555	0.4061	0.3655	0.2785	0.3365	0.3627	0.3405	0.3816	0.3118	0.3215	0.4363	0.4948	0.4675	0.4225	0.4532	0.3639	0.2398	0.2874	0.3445	0.3483	0.2517	0.1786	0.2155	0.2716	0.3149	0.4576	0.4795	0.4523	0.4007	0.2877	0.2974	0.2541	0.2226	0.3083	0.3747	0.399	0.4179	0.4087	0.4365	0.4996	0.4603	0.3735	0.4106	0.4003	0.2981	0.3342	0.2684	0.273	0.356	0.4068	0.4147	0.3532	0.3019	0.2274	0.1799	0.1997	0.2663	0.2935	0.3453	0.3093	0.2009	0.2006	0.2535	0.2446	0.179	0.1591	0.1218	0.139	0.1978	0.1936	0.2277	0.2515	0.2681	0.2767	0.2333	0.2068	0.1929	0.1977	0.2299	0.2453	0.2177	0.2553	0.3566	0.3536	0.3057	0.3257	0.2987	0.2444	0.192	0.1799	0.2433	1.2615	3.1272	3.1965	2.5651	2.0235	0.7171	0.3977	0.3233	0.2683	0.2535	0.2454	0.275	0.3351	0.3431	0.3457	0.2782	0.1761	0.2089	0.278	0.2715	0.3187	0.3821	0.3245	0.2577	0.1522	0.0976	0.1163	0.1748	0.1843	0.1436	0.2013	0.2865	0.2497	0.1439	0.1541	0.1491	0.134	0.1491	0.1262	0.0645	0.0571	0.062	0.0849	0.131	0.1213	0.1102	0.1631	0.1779	0.1353	0.0888	0.092	0.0759	0.1007	0.1114	0.0525	0.0305	0.0718	0.1007	0.081	0.142	0.2119	0.1997	0.1701	0.164	0.1798	0.1719	0.2479	0.3271	0.2731	0.2441	0.2471	0.2616	0.2702	0.2486	0.2108	0.2102	0.2753	0.3444	0.4205	0.4773	0.5176	0.4669	0.4587	0.4791	0.3705	0.3498	0.2593	0.0912	0.0873	0.1095	0.1117
30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19.bam		H3K27me3_24	chr6(+):261715-458764	65	65	65	0.1632	0.2002	0.2438	0.3173	0.2917	0.3081	0.3634	0.2991	0.2623	0.2108	0.1849	0.2182	0.2863	0.3778	0.39	0.2561	0.1982	0.2571	0.2775	0.2829	0.2692	0.2377	0.2138	0.2411	0.2815	0.301	0.3174	0.305	0.3305	0.3518	0.4664	0.4861	0.3732	0.3171	0.2968	0.3528	0.3506	0.3049	0.3111	0.2386	0.1982	0.2723	0.2839	0.2974	0.2877	0.2936	0.3364	0.3198	0.2404	0.2398	0.2673	0.2571	0.2213	0.1854	0.2441	0.3263	0.3109	0.2862	0.2699	0.3267	0.4465	0.4966	0.4307	0.3615	0.2835	0.2295	0.2457	0.2773	0.3086	0.3165	0.3185	0.2565	0.1754	0.1525	0.2154	0.2758	0.2248	0.1985	0.2205	0.1464	0.1117	0.1606	0.125	0.1677	0.1971	0.1358	0.1077	0.1284	0.1501	0.1872	0.2752	0.3344	0.2894	0.2493	0.1955	0.1271	0.1214	0.18	0.1676	0.1483	0.1717	0.2113	0.2849	0.2625	0.2059	0.2312	0.2156	0.2088	0.2597	1.0784	2.7322	2.9186	2.6072	2.0207	0.5324	0.2738	0.3029	0.2644	0.3007	0.3159	0.2994	0.2998	0.256	0.2123	0.1729	0.1356	0.1989	0.2005	0.2027	0.2599	0.2645	0.2518	0.204	0.161	0.1675	0.1982	0.2064	0.2112	0.288	0.3347	0.2435	0.1278	0.1161	0.1721	0.1789	0.1547	0.1491	0.1091	0.088	0.1255	0.1144	0.0842	0.1248	0.2023	0.2689	0.2301	0.1762	0.1541	0.1526	0.1308	0.1281	0.1252	0.1056	0.1532	0.2169	0.2183	0.2352	0.2562	0.1675	0.1774	0.2089	0.206	0.1924	0.1008	0.1307	0.2329	0.1955	0.1525	0.2015	0.2143	0.2192	0.2003	0.2288	0.2892	0.261	0.3328	0.3615	0.3966	0.5173	0.5054	0.5255	0.5857	0.4881	0.4175	0.3913	0.321	0.1983	0.1399	0.19	0.1617
