#MM9_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM9_jia_ROSE/MM9_jia_peaks_2KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM9_jia.bam
#Using cutoff of 7059.6162 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM9_jia.bam	enhancerRank	isSuperStretch
9_MACS_peak_28288_lociStitched	chr6	285927	359856	9	70134	82911.3735	1	1
17_MACS_peak_1747_lociStitched	chr1	118147209	118230730	17	75605	71635.9617	2	1
7_MACS_peak_27749_lociStitched	chr5	139027171	139081392	7	47937	66870.7593	3	1
6_MACS_peak_10826_lociStitched	chr14	106024753	106058312	6	31749	75390.2935	4	1
6_MACS_peak_24076_lociStitched	chr3	141085242	141135065	6	45779	64495.8735	5	1
9_MACS_peak_13575_lociStitched	chr17	16842298	16895872	9	49602	58743.891	6	1
14_MACS_peak_5264_lociStitched	chr11	19439270	19501203	14	54549	51323.8771	7	1
7_MACS_peak_10837_lociStitched	chr14	106144997	106179472	7	32189	66457.4575	8	1
20_MACS_peak_10586_lociStitched	chr14	91811982	91869812	20	46648	52341.933	9	1
13_MACS_peak_33297_lociStitched	chr8	81031307	81087765	13	47690	50484.7436	10	1
3_MACS_peak_28440_lociStitched	chr6	7880212	7923057	3	42448	54254.6235	11	1
2_MACS_peak_5321_lociStitched	chr11	22676351	22705857	2	29483	59404.4298	12	1
19_MACS_peak_33658_lociStitched	chr8	120910938	120969677	19	44695	40923.4613	13	1
9_MACS_peak_3492_lociStitched	chr10	11557252	11606174	9	42175	41118.941	14	1
7_MACS_peak_21704_lociStitched	chr22	23261447	23298074	7	33218	49549.0056	15	1
10_MACS_peak_18471_lociStitched	chr2	99066468	99110880	10	43036	36817.548	16	1
5_MACS_peak_6070_lociStitched	chr11	72837696	72874226	5	34316	45191.263	17	1
20_MACS_peak_32625_lociStitched	chr8	19493887	19547063	20	42414	35707.684	18	1
7_MACS_peak_29509_lociStitched	chr6	90049301	90087250	7	34214	44540.7413	19	1
18_MACS_peak_2840_lociStitched	chr1	205242175	205291552	18	39390	38257.2996	20	1
8_MACS_peak_2780_lociStitched	chr1	203242241	203279890	8	32451	45201.3894	21	1
7_MACS_peak_6586_lociStitched	chr11	111216599	111254644	7	32352	43447.39	22	1
13_MACS_peak_4875_lociStitched	chr10	125813245	125855602	13	39929	32246.3841	23	1
18_MACS_peak_22757_lociStitched	chr3	31975277	32023660	18	41083	30418.3921	24	1
11_MACS_peak_32724_lociStitched	chr8	27216351	27257922	11	38828	32654.0205	25	1
11_MACS_peak_13147_lociStitched	chr16	81837272	81877478	11	37146	33129.744	26	1
11_MACS_peak_14750_lociStitched	chr17	75429461	75471627	11	37567	31847.9798	27	1
8_MACS_peak_7038_lociStitched	chr12	9858080	9891153	8	30739	37385.7192	28	1
3_MACS_peak_5772_lociStitched	chr11	65180959	65200943	3	19406	44932.0256	29	1
8_MACS_peak_30448_lociStitched	chr6	157969538	158009233	8	35694	29664.0735	30	1
9_MACS_peak_28394_lociStitched	chr6	7127645	7165628	9	30098	35943.3129	31	1
13_MACS_peak_18381_lociStitched	chr2	88892189	88929172	13	31504	33898.6178	32	1
14_MACS_peak_29247_lociStitched	chr6	52382386	52424674	14	36090	27402.624	33	1
8_MACS_peak_14775_lociStitched	chr17	76700613	76738784	8	34060	29975.6863	34	1
2_MACS_peak_3669_lociStitched	chr10	22593995	22616785	2	22400	40686.987	35	1
3_MACS_peak_6830_lociStitched	chr11	128581200	128611950	3	30569	32911.725	36	1
8_MACS_peak_18049_lociStitched	chr2	64861239	64897088	8	32709	29776.1794	37	1
5_MACS_peak_35342_lociStitched	chr9	134526017	134557674	5	30358	31846.942	38	1
12_MACS_peak_3210_lociStitched	chr1	230252823	230291937	12	30731	31169.9466	39	1
3_MACS_peak_1992_lociStitched	chr1	150531807	150553268	3	21054	39494.6783	40	1
10_MACS_peak_1425_lociStitched	chr1	93394653	93430391	10	30928	30377.3	41	1
11_MACS_peak_14456_lociStitched	chr17	62150726	62188510	11	33050	25764.9096	42	1
4_MACS_peak_21698_lociStitched	chr22	23222202	23249575	4	24916	33258.195	43	1
3_MACS_peak_25175_lociStitched	chr4	40185261	40211592	3	25250	32334.468	44	1
5_MACS_peak_22495_lociStitched	chr3	13034385	13064835	5	27653	29295.945	45	1
8_MACS_peak_17408_lociStitched	chr2	33698950	33728497	8	25284	31180.9491	46	1
9_MACS_peak_22589_lociStitched	chr3	16925274	16960452	9	29829	25708.0824	47	1
12_MACS_peak_29105_lociStitched	chr6	41670434	41703456	12	28449	27213.4302	48	1
8_MACS_peak_22012_lociStitched	chr22	37612829	37645031	8	27005	27948.1158	49	1
15_MACS_peak_15295_lociStitched	chr18	46440680	46480173	15	28417	25828.422	50	1
4_MACS_peak_11621_lociStitched	chr15	75064841	75093106	4	26465	27976.697	51	1
6_MACS_peak_31300_lociStitched	chr7	55612172	55642472	6	28605	25130.82	52	1
10_MACS_peak_10932_lociStitched	chr15	31626273	31661005	10	28802	24725.7108	53	1
6_MACS_peak_24367_lociStitched	chr3	171798205	171828778	6	28397	25268.5845	54	1
9_MACS_peak_15195_lociStitched	chr18	42286834	42317652	9	27976	25603.5944	55	1
8_MACS_peak_6229_lociStitched	chr11	82696687	82726831	8	28789	24033.8112	56	1
10_MACS_peak_4400_lociStitched	chr10	92949597	92984652	10	27680	25243.1055	57	1
13_MACS_peak_15729_lociStitched	chr19	2607574	2641145	13	26574	26594.9462	58	1
8_MACS_peak_32228_lociStitched	chr7	137658936	137689799	8	27317	25554.564	59	1
7_MACS_peak_5100_lociStitched	chr11	7531209	7561107	7	26296	26399.934	60	1
12_MACS_peak_15029_lociStitched	chr18	12854430	12886980	12	26952	24337.635	61	1
11_MACS_peak_29903_lociStitched	chr6	126108942	126142334	11	28230	21941.8832	62	1
4_MACS_peak_7231_lociStitched	chr12	26265791	26289034	4	19582	31034.0536	63	1
3_MACS_peak_15683_lociStitched	chr19	2080587	2098878	3	17705	31947.0606	64	1
12_MACS_peak_26006_lociStitched	chr4	141651111	141683371	12	25010	24656.318	65	1
15_MACS_peak_33281_lociStitched	chr8	80985874	81024593	15	26342	22755.1563	66	1
5_MACS_peak_22391_lociStitched	chr22	50963352	50983932	5	17195	31516.212	67	1
4_MACS_peak_5785_lociStitched	chr11	65258803	65278514	4	17941	30853.6283	68	1
1_MACS_peak_7110_lociStitched	chr12	12865457	12880301	1	14845	32561.7984	69	1
7_MACS_peak_26039_lociStitched	chr4	144256669	144284934	7	24900	24022.4235	70	1
