GENE_ID	locusLine	bin_1_MM2.jin.bam
NM_013943	chr1(.):25066759-25175815	0.2117
NM_021222	chr1(.):150975972-151013189	0.2845
NM_032236	chr1(.):21999791-22114688	0.3626
NM_021639	chr1(.):46087975-46157302	0.2259
NM_201569	chr1(.):183436505-183528328	0.3175
NM_133494	chr1(.):198121107-198296548	0.1975
NM_206595	chr1(.):216671587-217267976	0.1361
NM_001134285	chr1(.):216671595-217316097	0.131
NM_001198993	chr1(.):1677670-1715297	0.3995
NM_023018	chr1(.):1677670-1714909	0.4008
NM_001198994	chr1(.):1677670-1716508	0.3893
NM_003820	chr1(.):2482804-2500267	0.3675
NM_015001	chr1(.):16169358-16271950	0.2482
NM_017940	chr1(.):16885411-16944982	0.2469
NM_001113348	chr1(.):21538739-21677034	0.2267
NM_001013693	chr1(.):22133757-22156714	0.1279
NM_004091	chr1(.):23827921-23862713	0.5253
NM_173065	chr1(.):24475646-24518751	0.3287
NM_032017	chr1(.):36800224-36856485	0.4689
NM_174964	chr1(.):44168217-44401831	0.1962
NM_002600	chr1(.):66253855-66845262	0.1264
NM_001037341	chr1(.):66253192-66845262	0.1263
NM_001037340	chr1(.):66453389-66845262	0.142
NM_006113	chr1(.):108108781-108512545	0.1571
NM_006699	chr1(.):117905084-118073320	0.1441
NR_024584	chr1(.):144295516-144346755	0.2034
NR_034178	chr1(.):143910747-144099477	0.3339
NM_153713	chr1(.):145472084-145504091	0.2303
NM_207168	chr1(.):150594521-150607098	0.8385
NM_020524	chr1(.):154911558-154933567	0.6357
NM_181359	chr1(.):154372668-154445188	0.4175
NM_002249	chr1(.):154674914-154847754	0.334
NM_170782	chr1(.):154674914-154837338	0.3452
NM_005572	chr1(.):156079460-156112657	0.5431
NM_005973	chr1(.):156732273-156775609	0.4901
NM_005531	chr1(.):158974681-159029945	0.5481
NM_001135050	chr1(.):159891828-159920386	0.7299
NM_012394	chr1(.):161065345-161092866	0.4328
NM_012474	chr1(.):165791889-165882339	0.5358
NM_052862	chr1(.):167594473-167680486	0.4459
NM_002697	chr1(.):167185065-167401582	0.2214
NR_037163	chr1(.):167185122-167401582	0.2214
NM_152663	chr1(.):178689299-178894237	0.2176
NM_002293	chr1(.):182987594-183119727	0.4763
NM_144977	chr1(.):197516384-197749623	0.2983
NM_001195215	chr1(.):197468878-197749623	0.2717
NM_138795	chr1(.):202096976-202118866	0.473
NM_001017403	chr1(.):202158117-202293889	0.1015
NM_021636	chr1(.):202167904-202293889	0.1014
NM_014827	chr1(.):203759750-203828256	0.3576
NM_014935	chr1(.):204182980-204334044	0.1174
NM_001684	chr1(.):203590927-203718209	0.3651
NM_201630	chr1(.):204581302-204659597	0.2724
NM_006338	chr1(.):204581302-204659481	0.2725
