2024-07-16 16:52:32 INFO	Starting bamliquidator_batch 1.4.0 with args {'bin_size': 100000, 'regions_file': '/data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_StretchEnhancers_HG19_TSS_ENHANCER_GENES_-5000_+5000.gff', 'output_directory': '/data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_StretchEnhancers_HG19_TSS_ENHANCER_GENES_-5000_+5000_MM.1S.jin.bam', 'counts_file': None, 'flatten': False, 'extension': 200, 'sense': '.', 'match_bamToGFF': True, 'region_format': None, 'skip_plot': False, 'black_list': ['chrUn', '_random', 'Zv9_', '_hap'], 'quiet': False, 'number_of_threads': 0, 'xml_timings': False, 'bam_file_path': '/data/projects/MM_TRN/bam_files_jin/MM.1S.jin.bam'}
2024-07-16 16:52:33 INFO	Liquidating /data/projects/MM_TRN/bam_files_jin/MM.1S.jin.bam (file 1 of 1)
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2301: bam file key 1 chr6_apd_hap1 NM_002118 4184389 -> 4200831 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2302: bam file key 1 chr6_apd_hap1 NM_025258 3043121 -> 3064858 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2303: bam file key 1 chr6_apd_hap1 NM_172166 3035681 -> 3050206 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2304: bam file key 1 chr6_apd_hap1 NM_001039651 3040523 -> 3052375 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2305: bam file key 1 chr6_apd_hap1 NM_006120 4198376 -> 4212888 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2306: bam file key 1 chr6_cox_hap2 NR_030615 2059161 -> 2069247 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2307: bam file key 1 chr6_cox_hap2 NM_002714 2075234 -> 2102073 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2308: bam file key 1 chr6_cox_hap2 NM_001090 2046220 -> 2076356 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2309: bam file key 1 chr6_cox_hap2 NM_014046 2092538 -> 2111227 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2310: bam file key 1 chr6_cox_hap2 NM_001161376 2121866 -> 2138030 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2311: bam file key 1 chr6_cox_hap2 NR_033823 2101665 -> 2131649 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2312: bam file key 1 chr6_cox_hap2 NM_001031722 2101715 -> 2131649 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2313: bam file key 1 chr6_cox_hap2 NM_025261 3191041 -> 3204127 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2314: bam file key 1 chr6_cox_hap2 NM_021246 3187745 -> 3200198 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2315: bam file key 1 chr6_cox_hap2 NM_001039651 3235358 -> 3247211 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2316: bam file key 1 chr6_cox_hap2 NM_025258 3237957 -> 3259679 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2317: bam file key 1 chr6_cox_hap2 NM_013974 3199433 -> 3212656 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2318: bam file key 1 chr6_cox_hap2 NM_172166 3212333 -> 3245041 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2319: bam file key 1 chr6_cox_hap2 NR_024541 3184365 -> 3196455 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2320: bam file key 1 chr6_cox_hap2 NM_138275 3195777 -> 3207468 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2321: bam file key 1 chr6_cox_hap2 NM_001003693 3179302 -> 3192991 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2322: bam file key 1 chr6_cox_hap2 NR_033488 3159344 -> 3185468 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2323: bam file key 1 chr6_cox_hap2 NM_001288 3202974 -> 3218962 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2324: bam file key 1 chr6_cox_hap2 NM_021160 3159344 -> 3185755 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2325: bam file key 1 chr6_cox_hap2 NM_002119 4411456 -> 4426886 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2326: bam file key 1 chr6_cox_hap2 NM_002118 4341929 -> 4358371 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2327: bam file key 1 chr6_cox_hap2 NM_006120 4355916 -> 4370428 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2328: bam file key 1 chr6_cox_hap2 NM_005104 4375974 -> 4398826 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2329: bam file key 1 chr6_cox_hap2 NM_001113182 4378202 -> 4398826 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2330: bam file key 1 chr6_cox_hap2 NM_001199455 4378909 -> 4398826 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2331: bam file key 1 chr6_cox_hap2 NM_001199456 4380398 -> 4398826 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2332: bam file key 1 chr6_dbb_hap3 NM_001090 1827804 -> 1857944 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2333: bam file key 1 chr6_dbb_hap3 NM_172166 2988298 -> 3021037 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2334: bam file key 1 chr6_dbb_hap3 NM_001161376 1903452 -> 1919618 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2335: bam file key 1 chr6_dbb_hap3 NM_002714 1856819 -> 1883658 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2336: bam file key 1 chr6_dbb_hap3 NM_001031722 1883300 -> 1913235 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2337: bam file key 1 chr6_dbb_hap3 NM_014046 1874123 -> 1892812 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2338: bam file key 1 chr6_dbb_hap3 NR_030615 1840749 -> 1850835 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2339: bam file key 1 chr6_dbb_hap3 NR_033823 1883250 -> 1913235 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2340: bam file key 1 chr6_dbb_hap3 NM_021246 2963702 -> 2976151 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2341: bam file key 1 chr6_dbb_hap3 NM_138275 2971730 -> 2983421 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2342: bam file key 1 chr6_dbb_hap3 NM_001288 2978926 -> 2994912 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2343: bam file key 1 chr6_dbb_hap3 NM_025261 2966994 -> 2980080 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2344: bam file key 1 chr6_dbb_hap3 NM_013974 2975385 -> 2988608 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2345: bam file key 1 chr6_dbb_hap3 NR_024541 2960322 -> 2972412 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2346: bam file key 1 chr6_dbb_hap3 NM_021160 2935297 -> 2961709 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2347: bam file key 1 chr6_dbb_hap3 NM_001003693 2955255 -> 2968944 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2348: bam file key 1 chr6_dbb_hap3 NR_033488 2935297 -> 2961422 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2349: bam file key 1 chr6_dbb_hap3 NM_025258 3013952 -> 3035690 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2350: bam file key 1 chr6_dbb_hap3 NM_001039651 3011354 -> 3023206 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2351: bam file key 1 chr6_dbb_hap3 NM_002118 4178742 -> 4195184 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2352: bam file key 1 chr6_dbb_hap3 NM_006120 4192728 -> 4207240 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2353: bam file key 1 chr6_dbb_hap3 NM_002119 4248308 -> 4263737 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2354: bam file key 1 chr6_dbb_hap3 NM_005104 4221964 -> 4235624 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2355: bam file key 1 chr6_mcf_hap5 NM_002714 1945036 -> 1971876 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2356: bam file key 1 chr6_mcf_hap5 NM_001090 1916023 -> 1946163 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2357: bam file key 1 chr6_mcf_hap5 NR_030615 1928962 -> 1939048 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2358: bam file key 1 chr6_mcf_hap5 NM_001161376 1991673 -> 2007845 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2359: bam file key 1 chr6_mcf_hap5 NM_001031722 1971518 -> 2001456 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2360: bam file key 1 chr6_mcf_hap5 NR_033823 1971468 -> 2001456 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2361: bam file key 1 chr6_mcf_hap5 NM_014046 1962341 -> 1981030 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2362: bam file key 1 chr6_mcf_hap5 NM_021246 3057817 -> 3070264 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2363: bam file key 1 chr6_mcf_hap5 NM_001039651 3105469 -> 3117321 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2364: bam file key 1 chr6_mcf_hap5 NM_025258 3108067 -> 3129805 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2365: bam file key 1 chr6_mcf_hap5 NM_013974 3069499 -> 3082722 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2366: bam file key 1 chr6_mcf_hap5 NM_172166 3082408 -> 3115152 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2367: bam file key 1 chr6_mcf_hap5 NR_024541 3054437 -> 3066527 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2368: bam file key 1 chr6_mcf_hap5 NM_138275 3065843 -> 3077534 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2369: bam file key 1 chr6_mcf_hap5 NR_033488 3029405 -> 3055531 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2370: bam file key 1 chr6_mcf_hap5 NM_021160 3029405 -> 3055818 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2371: bam file key 1 chr6_mcf_hap5 NM_025261 3061107 -> 3074193 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2372: bam file key 1 chr6_mcf_hap5 NM_001003693 3049364 -> 3063053 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2373: bam file key 1 chr6_mcf_hap5 NM_001288 3073040 -> 3089028 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2374: bam file key 1 chr6_mcf_hap5 NM_002119 4303821 -> 4319252 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2375: bam file key 1 chr6_mcf_hap5 NM_002118 4234256 -> 4250698 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2376: bam file key 1 chr6_mcf_hap5 NM_006120 4248243 -> 4262755 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2377: bam file key 1 chr6_mcf_hap5 NM_005104 4268301 -> 4288033 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2378: bam file key 1 chr6_mcf_hap5 NM_001113182 4270529 -> 4288033 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2379: bam file key 1 chr6_mcf_hap5 NM_001199455 4271236 -> 4288842 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2380: bam file key 1 chr6_mcf_hap5 NM_001199456 4272725 -> 4288033 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2381: bam file key 1 chr6_qbl_hap6 NM_001090 1827075 -> 1857211 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2382: bam file key 1 chr6_qbl_hap6 NM_172166 2996362 -> 3028034 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2383: bam file key 1 chr6_qbl_hap6 NR_030615 1840016 -> 1850102 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2384: bam file key 1 chr6_qbl_hap6 NM_002714 1856089 -> 1882927 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2385: bam file key 1 chr6_qbl_hap6 NR_033823 1882519 -> 1912505 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2386: bam file key 1 chr6_qbl_hap6 NM_001161376 1902722 -> 1918888 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2387: bam file key 1 chr6_qbl_hap6 NM_014046 1873392 -> 1892081 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2388: bam file key 1 chr6_qbl_hap6 NM_001031722 1882569 -> 1912505 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2389: bam file key 1 chr6_qbl_hap6 NM_001288 2986987 -> 3002979 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2390: bam file key 1 chr6_qbl_hap6 NM_021246 2971771 -> 2984214 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2391: bam file key 1 chr6_qbl_hap6 NM_001003693 2963319 -> 2977009 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2392: bam file key 1 chr6_qbl_hap6 NM_021160 2943368 -> 2969788 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2393: bam file key 1 chr6_qbl_hap6 NM_013974 2983446 -> 2996669 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2394: bam file key 1 chr6_qbl_hap6 NR_024541 2968391 -> 2980481 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2395: bam file key 1 chr6_qbl_hap6 NM_138275 2979790 -> 2991481 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2396: bam file key 1 chr6_qbl_hap6 NR_033488 2943368 -> 2969501 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2397: bam file key 1 chr6_qbl_hap6 NM_025261 2975057 -> 2988143 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2398: bam file key 1 chr6_qbl_hap6 NM_005104 4163580 -> 4186419 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2399: bam file key 1 chr6_qbl_hap6 NM_002118 4129532 -> 4145973 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2400: bam file key 1 chr6_qbl_hap6 NM_006120 4143516 -> 4158028 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2401: bam file key 1 chr6_qbl_hap6 NM_001113182 4165808 -> 4186419 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2402: bam file key 1 chr6_qbl_hap6 NM_001199455 4166515 -> 4186419 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2403: bam file key 1 chr6_qbl_hap6 NM_001199456 4168004 -> 4186419 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2404: bam file key 1 chr6_qbl_hap6 NM_002119 4199052 -> 4214482 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2405: bam file key 1 chr6_mann_hap4 NM_001161376 1957887 -> 1974054 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2406: bam file key 1 chr6_mann_hap4 NR_033823 1937684 -> 1967670 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2407: bam file key 1 chr6_mann_hap4 NM_001031722 1937734 -> 1967670 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2408: bam file key 1 chr6_mann_hap4 NM_014046 1928557 -> 1947246 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2409: bam file key 1 chr6_mann_hap4 NR_030615 1895180 -> 1905266 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2410: bam file key 1 chr6_mann_hap4 NM_002714 1911253 -> 1938092 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2411: bam file key 1 chr6_mann_hap4 NM_001090 1882241 -> 1912381 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2412: bam file key 1 chr6_mann_hap4 NM_021160 2992615 -> 3019028 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2413: bam file key 1 chr6_mann_hap4 NR_033488 2992615 -> 3018741 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2414: bam file key 1 chr6_mann_hap4 NM_021246 3021025 -> 3033470 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2415: bam file key 1 chr6_mann_hap4 NM_001288 3036247 -> 3052235 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2416: bam file key 1 chr6_mann_hap4 NM_172166 3045614 -> 3063094 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2417: bam file key 1 chr6_mann_hap4 NM_013974 3032706 -> 3045929 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2418: bam file key 1 chr6_mann_hap4 NR_024541 3017645 -> 3029735 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2419: bam file key 1 chr6_mann_hap4 NM_138275 3029049 -> 3040741 . 0
2024-07-16 16:52:33 WARNING	Excluding invalid region on line 2420: bam file key 1 chr6_mann_hap4 NM_001003693 3012575 -> 3026267 . 0
