GENE_ID	locusLine	bin_1_MM10_jia.bam
1_MACS_peak_1_lociStitched	chr1(.):28563-29697	2.2993
1_MACS_peak_2_lociStitched	chr1(.):712391-715459	3.633
1_MACS_peak_3_lociStitched	chr1(.):761884-763676	2.5881
1_MACS_peak_4_lociStitched	chr1(.):879399-880130	0.4586
1_MACS_peak_5_lociStitched	chr1(.):893944-894872	0.8175
1_MACS_peak_6_lociStitched	chr1(.):901591-902574	0.8246
3_MACS_peak_7_lociStitched	chr1(.):948215-955417	0.3085
1_MACS_peak_10_lociStitched	chr1(.):1004150-1004903	0.8474
1_MACS_peak_11_lociStitched	chr1(.):1050700-1051781	1.5612
2_MACS_peak_12_lociStitched	chr1(.):1071604-1080840	0.8019
1_MACS_peak_14_lociStitched	chr1(.):1092747-1093965	0.8664
1_MACS_peak_15_lociStitched	chr1(.):1166239-1168065	1.319
1_MACS_peak_16_lociStitched	chr1(.):1185091-1185980	1.169
1_MACS_peak_17_lociStitched	chr1(.):1208025-1209802	1.0581
1_MACS_peak_18_lociStitched	chr1(.):1242563-1244703	1.276
1_MACS_peak_19_lociStitched	chr1(.):1259239-1261143	1.5634
2_MACS_peak_20_lociStitched	chr1(.):1284166-1285538	0.556
1_MACS_peak_22_lociStitched	chr1(.):1309681-1311696	2.7715
2_MACS_peak_23_lociStitched	chr1(.):1333454-1336141	1.6768
1_MACS_peak_25_lociStitched	chr1(.):1341544-1343639	1.3762
1_MACS_peak_26_lociStitched	chr1(.):1397006-1398750	1.5533
1_MACS_peak_27_lociStitched	chr1(.):1406063-1408571	1.6768
2_MACS_peak_28_lociStitched	chr1(.):1439790-1448835	1.0997
1_MACS_peak_30_lociStitched	chr1(.):1508795-1511173	4.865
1_MACS_peak_31_lociStitched	chr1(.):1550210-1551861	4.7645
2_MACS_peak_32_lociStitched	chr1(.):1589442-1594455	1.9426
2_MACS_peak_34_lociStitched	chr1(.):1606344-1610336	0.7061
1_MACS_peak_36_lociStitched	chr1(.):1622785-1625473	4.3774
2_MACS_peak_37_lociStitched	chr1(.):1654769-1660751	1.1736
1_MACS_peak_39_lociStitched	chr1(.):1668991-1670855	1.0673
1_MACS_peak_40_lociStitched	chr1(.):1676181-1678687	3.2718
2_MACS_peak_41_lociStitched	chr1(.):1706424-1714809	2.2087
1_MACS_peak_43_lociStitched	chr1(.):1737104-1738288	0.5374
2_MACS_peak_44_lociStitched	chr1(.):1772694-1775155	0.415
1_MACS_peak_46_lociStitched	chr1(.):1788496-1789320	0.3691
1_MACS_peak_47_lociStitched	chr1(.):1820973-1823359	4.4783
1_MACS_peak_48_lociStitched	chr1(.):1837393-1842345	1.9382
1_MACS_peak_49_lociStitched	chr1(.):1850321-1850884	0.3519
1_MACS_peak_50_lociStitched	chr1(.):1981074-1982499	0.6623
3_MACS_peak_51_lociStitched	chr1(.):2120564-2127221	0.5112
1_MACS_peak_54_lociStitched	chr1(.):2158569-2159948	0.8241
1_MACS_peak_55_lociStitched	chr1(.):2165802-2166492	0.4051
1_MACS_peak_56_lociStitched	chr1(.):2186631-2187946	0.68
1_MACS_peak_57_lociStitched	chr1(.):2231268-2233385	1.6059
2_MACS_peak_58_lociStitched	chr1(.):2242937-2246757	0.3627
2_MACS_peak_60_lociStitched	chr1(.):2322217-2324539	1.327
1_MACS_peak_62_lociStitched	chr1(.):2343104-2345200	1.0049
1_MACS_peak_63_lociStitched	chr1(.):2457214-2458386	1.4724
1_MACS_peak_64_lociStitched	chr1(.):2477583-2481430	2.449
1_MACS_peak_65_lociStitched	chr1(.):2486830-2488836	2.0508
1_MACS_peak_66_lociStitched	chr1(.):2508756-2510426	1.5526
1_MACS_peak_67_lociStitched	chr1(.):2516530-2518571	3.2636
1_MACS_peak_68_lociStitched	chr1(.):2573689-2574974	1.3874
1_MACS_peak_69_lociStitched	chr1(.):3540761-3542167	0.8204
1_MACS_peak_70_lociStitched	chr1(.):3589545-3590659	0.5029
1_MACS_peak_71_lociStitched	chr1(.):3772868-3774756	0.8826
1_MACS_peak_72_lociStitched	chr1(.):3816032-3818174	4.7217
1_MACS_peak_73_lociStitched	chr1(.):4067906-4068365	0.3553
1_MACS_peak_74_lociStitched	chr1(.):4077069-4077875	0.4415
1_MACS_peak_75_lociStitched	chr1(.):4403839-4404983	0.5142
1_MACS_peak_76_lociStitched	chr1(.):4856069-4857100	0.6378
1_MACS_peak_77_lociStitched	chr1(.):6051487-6052841	4.0435
2_MACS_peak_78_lociStitched	chr1(.):6258420-6266654	0.4592
2_MACS_peak_80_lociStitched	chr1(.):6295191-6296599	0.4727
1_MACS_peak_82_lociStitched	chr1(.):6453058-6454599	3.3364
1_MACS_peak_83_lociStitched	chr1(.):6549982-6551520	1.0478
1_MACS_peak_84_lociStitched	chr1(.):6613780-6615154	0.9121
1_MACS_peak_85_lociStitched	chr1(.):6639394-6641048	2.6418
1_MACS_peak_86_lociStitched	chr1(.):6659932-6664447	3.2478
1_MACS_peak_87_lociStitched	chr1(.):6672441-6675077	1.2467
1_MACS_peak_88_lociStitched	chr1(.):6684524-6686708	2.2222
1_MACS_peak_89_lociStitched	chr1(.):6733252-6735334	0.9486
1_MACS_peak_90_lociStitched	chr1(.):6760586-6762030	2.0538
1_MACS_peak_91_lociStitched	chr1(.):6843457-6846752	3.7403
1_MACS_peak_92_lociStitched	chr1(.):6879960-6884959	0.8889
2_MACS_peak_93_lociStitched	chr1(.):6891148-6893397	0.5705
1_MACS_peak_95_lociStitched	chr1(.):6928264-6929355	0.5004
1_MACS_peak_96_lociStitched	chr1(.):7071327-7073534	1.8357
1_MACS_peak_97_lociStitched	chr1(.):7763991-7765338	1.0289
1_MACS_peak_98_lociStitched	chr1(.):7830732-7832220	1.6212
