GENE	H3k27me3_25_DMSO_compare_TSS_SIGNAL	H3k27me3_25_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
TMEM200B	17633.7582	3294.3335	-14339.4247	0.157412034848834	-2.42028146424941
CHST3	7856.198	572.5596	-7283.6384	0.0679292995684204	-3.77833350840966
KIF26B	7696	1666.8448	-6029.1552	0.178027601183777	-2.20698901793539
PLAU	5056.8812	313.5072	-4743.374	0.058377006772918	-4.01167740457697
LMO2	4161.2634	497.8819	-3663.3815	0.106861209071973	-3.06314613737446
CADM3	5225.1134	1658.1788	-3566.9346	0.240899086050713	-1.65586276837587
MT1G	15990.8808	12441.7506	-3549.1302	0.437587025448513	-0.362059914419217
TGIF1	3470.5274	78.3549	-3392.1725	0.0220787542038236	-5.46898761107344
NDRG4	3676.6323	982.4166	-2694.2157	0.210862049548353	-1.90397805642167
KIAA1614	2795.3222	148.973	-2646.3492	0.0505971683817574	-4.22989179929439
ACSL6	4137.6	1493.4026	-2644.1974	0.265210781469005	-1.47019103238726
SORBS3	19329	16794.916	-2534.084	0.464925120521264	-0.202742420661482
NFATC2	2419.578	0	-2419.578	0	-8
BATF3	2398.4818	13.8276	-2384.6542	0.00573210053403597	-7.43842690645658
PTPN5	2491.848	115.9732	-2375.8748	0.044471300409706	-4.42535270857408
GRIN2A	2445.6825	89.1072	-2356.5753	0.0351536855305985	-4.77855130578781
C1orf95	3489.8136	1153.035	-2336.7786	0.248346456957481	-1.59771367421697
LOC641518	5290.584	3060.3182	-2230.2658	0.366465577815053	-0.789745316173678
C21orf63	2712.8	500.4268	-2212.3732	0.15573964464631	-2.43855173028775
SPHK1	2766.0105	561.825	-2204.1855	0.168825953085722	-2.29961390526501
SLIT1	2599.4608	425.4309	-2174.0299	0.140643349313961	-2.61121567107739
C17orf102	5427.3739	3309.6748	-2117.6991	0.378809242530604	-0.713564832997961
MATN3	2374.0916	302.3482	-2071.7434	0.112966561026331	-2.97309270462805
LRRN2	2070.0421	0	-2070.0421	0	-8
DLX5	2239.356	236.436	-2002.92	0.0954991372457783	-3.24356227416952
PRDM14	2080.4212	81.0312	-1999.39	0.0374892364041882	-4.6822543285545
GSX2	2323.3506	382.6832	-1940.6674	0.141418484868888	-2.60198440481238
SEZ6L	1815.902	0	-1815.902	0	-8
CHRDL2	1826.0439	26.864	-1799.1799	0.0144982921169476	-6.08690350401978
C2orf89	1800.645	37.153	-1763.492	0.0202160411535979	-5.59889126042738
ARL10	1743.2318	0	-1743.2318	0	-8
MIR4257	3869.085	2151.4639	-1717.6211	0.357353446626768	-0.846673790607898
MEGF11	2065.6832	391.5828	-1674.1004	0.159357106638028	-2.39922971261226
CHST13	1816.9238	152.9187	-1664.0051	0.0776299120361146	-3.57066116988775
PTRF	4590.837	2986.6288	-1604.2082	0.394146127323993	-0.620239269205606
PDE4DIP	2487.3549	890.8056	-1596.5493	0.263695463847854	-1.48142983571839
DENND5A	1939.8382	385.8387	-1553.9995	0.165903827827503	-2.32986656416891
SERINC2	2217.4752	695.0604	-1522.4148	0.238644430646616	-1.67370771263189
SSTR2	3427	1908.4532	-1518.5468	0.357692801053901	-0.844542383326023
NODAL	2063.628	604.821	-1458.807	0.226656383539652	-1.77060278932865
CECR6	1617.7962	162.0918	-1455.7044	0.091068539144036	-3.31914686351259
CITED1	1822.8124	387.0594	-1435.753	0.175150160294366	-2.23553919848907
VMO1	2942.723	1512.5489	-1430.1741	0.33949642893849	-0.960169962259159
CD34	1531.8805	117.6751	-1414.2054	0.0713374559790528	-3.70242277475476
SEMA5B	1581.9125	183.5776	-1398.3349	0.103981098506301	-3.10720786447927
RHCG	1384.8888	0	-1384.8888	0	-8
TNFRSF8	3070.4	1695.54	-1374.86	0.35576192734277	-0.856681796823472
ZBTB16	1516.4005	146.8251	-1369.5754	0.0882773208877978	-3.36848031177591
LMOD1	2928	1558.6726	-1369.3274	0.34740056584472	-0.909597632616645
KCNA1	1369.8684	13.9119	-1355.9565	0.0100535467949645	-6.62157402576368
AMPD3	1742.7188	393.1956	-1349.5232	0.184087714376569	-2.14802071659172
SYNC	1318.329	0	-1318.329	0	-8
LOC388242	1293.3151	0	-1293.3151	0	-8
CR1	1290.1266	0	-1290.1266	0	-8
CCDC48	4272.8	2993.389	-1279.411	0.41196134589948	-0.51340201571751
STAT5A	1455.24	183.2488	-1271.9912	0.111840129758592	-2.98938144777361
CLIC6	3076.3836	1840.15	-1236.2336	0.374277926220213	-0.741412034350107
WHAMML1	6653.2	5419.8195	-1233.3805	0.448919965713631	-0.295803597519683
PCSK9	3378.616	2148.808	-1229.808	0.388753965680939	-0.652895807829636
GADD45G	1843.2445	625.575	-1217.6695	0.253390334935381	-1.55899268801258
RAB11FIP4	1102.4091	0	-1102.4091	0	-8
IQSEC2	1275.6028	175.8054	-1099.7974	0.121127467793003	-2.85912787970245
SLC16A8	1814.161	723.7374	-1090.4236	0.285171935960872	-1.32576426368724
COL9A2	2162.2826	1106.9025	-1055.3801	0.338586671033096	-0.966026938853845
CA14	1702.8	666.1316	-1036.6684	0.281194948811523	-1.35402986791011
LIPG	1015.8831	0	-1015.8831	0	-8
FGR	1453.7684	442.9964	-1010.772	0.233553680456322	-1.7144305717485
WIPF1	1106.1714	120.6848	-985.4866	0.0983691487233793	-3.19625905864655
ATP8B1	982.719	0	-982.719	0	-8
CYBRD1	1318.8462	339.282	-979.5642	0.204617471676798	-1.95871953392243
SCUBE2	972.2642	0	-972.2642	0	-8
CXCL14	1132.0722	159.9234	-972.1488	0.123780142904511	-2.82351301706294
CSPG5	1381.329	419.49	-961.839	0.232944010475234	-1.71934865192273
ARHGEF17	955.4012	0	-955.4012	0	-8
COL12A1	1986.9126	1039.6698	-947.2428	0.343512801766111	-0.934403012980832
TMEM176A	943.8198	0	-943.8198	0	-8
TMEM176B	943.8198	0	-943.8198	0	-8
IL17RD	1092.5397	151.4104	-941.1293	0.121717422587932	-2.85114949545863
B3GNT7	1259.6823	324.19	-935.4923	0.204681905226829	-1.9581484274812
DLG3	933.4819	0	-933.4819	0	-8
CNTD2	931.028	0	-931.028	0	-8
NGB	927.592	0	-927.592	0	-8
TMPRSS2	3168.9611	2249.4738	-919.4873	0.415151947290167	-0.494422386587994
HNF1B	1655.648	738.607	-917.041	0.308491367878526	-1.16451713985087
NTN4	1148.8627	232.065	-916.7977	0.16805007242595	-2.30760553532676
CBLB	907.236	0	-907.236	0	-8
ZDHHC22	1561.8429	655.4135	-906.4294	0.29559662112149	-1.25277205094457
LYSMD2	1066.5194	168.3136	-898.2058	0.136304747281616	-2.66368655006851
DLK2	1797.2125	900.674	-896.5385	0.333844288853516	-0.996684080777237
SERPINB9	917.0217	28.254	-888.7677	0.0298896924992359	-5.02042883994417
HSPA12A	1024.53	150.975	-873.555	0.12843416233874	-2.76258065146602
FKBP1B	868.6548	0	-868.6548	0	-8
FAM160A1	1167.8125	305.091	-862.7215	0.207135769587078	-1.93649713158035
PRR5L	849.035	0	-849.035	0	-8
MYO1E	845.0476	0	-845.0476	0	-8
CTSH	864.6301	23.0472	-841.5829	0.0259634892094233	-5.2294196673733
PKDCC	837.0089	0	-837.0089	0	-8
NTRK2	1030.3711	194.4579	-835.9132	0.158763304918483	-2.40563428255216
SH3PXD2A	911.727	101.2875	-810.4395	0.0999862292198187	-3.17014575980144
ST8SIA1	808.9617	0	-808.9617	0	-8
SMO	794.6338	0	-794.6338	0	-8
SLC35D3	783.7158	0	-783.7158	0	-8
SHISA4	2339.4048	1558.6726	-780.7322	0.39985676015566	-0.585823599694447
PAQR5	874.5408	108.2088	-766.332	0.110108210677471	-3.0147078618135
FLJ16341	1068.9997	313.266	-755.7337	0.226632260353418	-1.77080134627594
PDYN	1387.145	638.1045	-749.0405	0.31507451304148	-1.12025398900872
FBP1	746.7718	0	-746.7718	0	-8
MARCH4	743.908	0	-743.908	0	-8
