GENE_ID	locusLine	bin_1_MM14.jin.bam
1_MACS_peak_1_lociStitched	chr1(.):9996-10553	2.5725
1_MACS_peak_2_lociStitched	chr1(.):28524-29454	5.2849
1_MACS_peak_3_lociStitched	chr1(.):713200-715346	4.8055
1_MACS_peak_4_lociStitched	chr1(.):761896-763675	3.797
2_MACS_peak_5_lociStitched	chr1(.):876727-881580	2.6435
2_MACS_peak_7_lociStitched	chr1(.):893814-896524	1.6152
1_MACS_peak_9_lociStitched	chr1(.):901341-902822	2.7045
1_MACS_peak_10_lociStitched	chr1(.):948333-949582	1.8091
1_MACS_peak_11_lociStitched	chr1(.):954662-955702	2.0028
2_MACS_peak_12_lociStitched	chr1(.):967809-968961	1.5374
1_MACS_peak_14_lociStitched	chr1(.):994830-995015	0.3538
1_MACS_peak_15_lociStitched	chr1(.):1003554-1004934	1.7536
1_MACS_peak_16_lociStitched	chr1(.):1050926-1051571	1.5919
1_MACS_peak_17_lociStitched	chr1(.):1092882-1093709	0.9897
1_MACS_peak_18_lociStitched	chr1(.):1166489-1168058	2.7474
1_MACS_peak_19_lociStitched	chr1(.):1185371-1185828	1.3062
1_MACS_peak_20_lociStitched	chr1(.):1207586-1209987	2.6655
3_MACS_peak_21_lociStitched	chr1(.):1240480-1245027	2.4367
1_MACS_peak_24_lociStitched	chr1(.):1259363-1261376	3.2702
1_MACS_peak_25_lociStitched	chr1(.):1283659-1285387	1.9518
1_MACS_peak_26_lociStitched	chr1(.):1309665-1311506	3.1972
1_MACS_peak_27_lociStitched	chr1(.):1333701-1335869	2.9086
1_MACS_peak_28_lociStitched	chr1(.):1341633-1343508	2.6464
1_MACS_peak_29_lociStitched	chr1(.):1406791-1408124	2.0851
1_MACS_peak_30_lociStitched	chr1(.):1440299-1441198	2.8873
1_MACS_peak_31_lociStitched	chr1(.):1446473-1448586	4.0914
1_MACS_peak_32_lociStitched	chr1(.):1509031-1511211	10.2053
1_MACS_peak_33_lociStitched	chr1(.):1549775-1552267	5.7849
1_MACS_peak_34_lociStitched	chr1(.):1564306-1566278	1.8201
2_MACS_peak_35_lociStitched	chr1(.):1589333-1591345	3.8217
2_MACS_peak_37_lociStitched	chr1(.):1606669-1609984	0.7623
1_MACS_peak_39_lociStitched	chr1(.):1622538-1625381	7.3463
1_MACS_peak_40_lociStitched	chr1(.):1654823-1656580	3.6229
1_MACS_peak_41_lociStitched	chr1(.):1669031-1670654	1.1143
1_MACS_peak_42_lociStitched	chr1(.):1675994-1678690	5.2553
3_MACS_peak_43_lociStitched	chr1(.):1707071-1714513	2.3721
1_MACS_peak_46_lociStitched	chr1(.):1764378-1765639	0.9206
1_MACS_peak_47_lociStitched	chr1(.):1773055-1773351	0.4856
1_MACS_peak_48_lociStitched	chr1(.):1820829-1823422	7.2435
3_MACS_peak_49_lociStitched	chr1(.):1828059-1829419	0.8273
3_MACS_peak_52_lociStitched	chr1(.):1838321-1841504	1.9723
2_MACS_peak_55_lociStitched	chr1(.):1849949-1851352	1.0495
2_MACS_peak_57_lociStitched	chr1(.):1980844-1982551	2.1871
2_MACS_peak_59_lociStitched	chr1(.):2063859-2065484	1.5298
3_MACS_peak_61_lociStitched	chr1(.):2121111-2130762	0.6644
1_MACS_peak_64_lociStitched	chr1(.):2136757-2137320	0.8873
1_MACS_peak_65_lociStitched	chr1(.):2158147-2159467	4.4976
1_MACS_peak_66_lociStitched	chr1(.):2186418-2188134	1.3687
1_MACS_peak_67_lociStitched	chr1(.):2231735-2232854	1.3835
1_MACS_peak_68_lociStitched	chr1(.):2322291-2324441	3.4567
1_MACS_peak_69_lociStitched	chr1(.):2343180-2344824	3.9161
3_MACS_peak_70_lociStitched	chr1(.):2456821-2461209	1.2335
4_MACS_peak_73_lociStitched	chr1(.):2473269-2489043	1.459
1_MACS_peak_77_lociStitched	chr1(.):2508176-2510591	4.1318
2_MACS_peak_78_lociStitched	chr1(.):2516492-2518567	2.9
1_MACS_peak_80_lociStitched	chr1(.):2573649-2575046	2.8716
1_MACS_peak_81_lociStitched	chr1(.):3540566-3542423	1.9547
1_MACS_peak_82_lociStitched	chr1(.):3565988-3566621	1.1831
2_MACS_peak_83_lociStitched	chr1(.):3688782-3689900	1.0356
1_MACS_peak_85_lociStitched	chr1(.):3712143-3713439	2.0172
1_MACS_peak_86_lociStitched	chr1(.):3772977-3774834	2.2187
1_MACS_peak_87_lociStitched	chr1(.):3815960-3818160	3.8493
8_MACS_peak_88_lociStitched	chr1(.):4714287-4727493	0.7561
6_MACS_peak_96_lociStitched	chr1(.):4733501-4743905	0.8531
1_MACS_peak_102_lociStitched	chr1(.):4751534-4751822	0.6308
5_MACS_peak_103_lociStitched	chr1(.):4757591-4761410	1.1019
1_MACS_peak_108_lociStitched	chr1(.):4784041-4789689	1.5316
1_MACS_peak_109_lociStitched	chr1(.):4833665-4833938	0.6607
6_MACS_peak_110_lociStitched	chr1(.):4853264-4858839	0.8024
2_MACS_peak_116_lociStitched	chr1(.):6051269-6054773	2.6597
1_MACS_peak_118_lociStitched	chr1(.):6085395-6086861	1.6616
1_MACS_peak_119_lociStitched	chr1(.):6258847-6260152	2.6847
1_MACS_peak_120_lociStitched	chr1(.):6295007-6296371	2.2941
2_MACS_peak_121_lociStitched	chr1(.):6418864-6420534	1.5985
1_MACS_peak_123_lociStitched	chr1(.):6452764-6454662	2.9956
1_MACS_peak_124_lociStitched	chr1(.):6550282-6551320	1.2634
1_MACS_peak_125_lociStitched	chr1(.):6613467-6614960	2.5461
1_MACS_peak_126_lociStitched	chr1(.):6639301-6641094	2.4455
2_MACS_peak_127_lociStitched	chr1(.):6659517-6664386	4.666
2_MACS_peak_129_lociStitched	chr1(.):6672667-6675334	1.749
1_MACS_peak_131_lociStitched	chr1(.):6684307-6686577	3.2696
1_MACS_peak_132_lociStitched	chr1(.):6761020-6762052	3.4539
1_MACS_peak_133_lociStitched	chr1(.):6843772-6846612	3.0285
1_MACS_peak_134_lociStitched	chr1(.):7831134-7832238	3.3707
1_MACS_peak_135_lociStitched	chr1(.):7843460-7844833	1.9821
1_MACS_peak_136_lociStitched	chr1(.):8013775-8014912	2.1449
1_MACS_peak_137_lociStitched	chr1(.):8021216-8022454	2.8086
