#MM5 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM5.H3K27ac_ROSE/MM5_3KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM5.jin.bam
#Using cutoff of 14217.096 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5.jin.bam	enhancerRank	isStretch
35_MACS_peak_10185_lociStitched	chr14	106325095	106386772	35	45717	108798.228	1	1
13_MACS_peak_26864_lociStitched	chr6	287224	347291	13	45268	117947.5612	2	1
21_MACS_peak_9932_lociStitched	chr14	91829166	91885646	21	44626	95970.816	3	1
6_MACS_peak_1858_lociStitched	chr1	118147475	118188073	6	39842	101190.515	4	1
18_MACS_peak_27057_lociStitched	chr6	7878724	7921438	18	35943	69119.7948	5	1
26_MACS_peak_17679_lociStitched	chr2	99060788	99113795	26	35742	58636.3434	6	1
7_MACS_peak_1864_lociStitched	chr1	118191984	118230790	7	33790	101450.5258	7	1
17_MACS_peak_8273_lociStitched	chr12	123345039	123388420	17	33689	72823.6847	8	1
6_MACS_peak_10170_lociStitched	chr14	106145479	106179043	6	32308	141673.644	9	1
16_MACS_peak_17851_lociStitched	chr2	112181988	112224728	16	31895	61049.816	10	1
3_MACS_peak_10164_lociStitched	chr14	106024814	106056795	3	31871	206235.8747	11	1
10_MACS_peak_13704_lociStitched	chr17	62150209	62186985	10	30518	75593.068	12	1
4_MACS_peak_28263_lociStitched	chr6	106531213	106565912	4	30006	121859.4181	13	1
11_MACS_peak_857_lociStitched	chr1	40839141	40871938	11	29264	68132.4878	14	1
5_MACS_peak_24419_lociStitched	chr4	96443538	96472563	5	28488	73845.405	15	1
15_MACS_peak_10320_lociStitched	chr15	31626906	31661186	15	25894	50964.076	16	1
12_MACS_peak_23235_lociStitched	chr3	171802007	171833530	12	25563	43514.3492	17	1
13_MACS_peak_26395_lociStitched	chr5	139027232	139059031	13	25544	48124.6066	18	1
7_MACS_peak_17542_lociStitched	chr2	87794288	87823055	7	25266	62179.8705	19	1
9_MACS_peak_22949_lociStitched	chr3	141079360	141112545	9	25136	69532.5305	20	1
14_MACS_peak_20657_lociStitched	chr22	23252545	23287347	14	24729	67902.1822	21	1
9_MACS_peak_30460_lociStitched	chr7	137660500	137687949	9	24192	49421.9245	22	1
19_MACS_peak_12402_lociStitched	chr16	81837249	81876938	19	23954	39125.4162	23	1
3_MACS_peak_18123_lociStitched	chr2	136870554	136898419	3	23932	87866.7045	24	1
14_MACS_peak_20943_lociStitched	chr22	37614123	37642100	14	23547	46489.3809	25	1
9_MACS_peak_26261_lociStitched	chr5	131744805	131774658	9	23388	60676.2225	26	1
3_MACS_peak_16574_lociStitched	chr2	20403318	20426422	3	22975	41203.6736	27	1
4_MACS_peak_29119_lociStitched	chr7	8006493	8030847	4	22153	66493.7262	28	1
6_MACS_peak_7104_lociStitched	chr12	48191173	48215120	6	22142	53734.6733	29	1
7_MACS_peak_20387_lociStitched	chr21	44723347	44749063	7	22036	86992.0848	30	1
11_MACS_peak_20646_lociStitched	chr22	23219969	23249041	11	21338	37322.6336	31	1
6_MACS_peak_6287_lociStitched	chr11	111227975	111251851	6	21149	51722.5788	32	1
7_MACS_peak_13117_lociStitched	chr17	37909361	37935238	7	21065	53803.4584	33	1
7_MACS_peak_2333_lociStitched	chr1	156455709	156479302	7	20515	39183.2544	34	1
8_MACS_peak_31567_lociStitched	chr8	95948085	95976867	8	20468	113884.6176	35	1
13_MACS_peak_17572_lociStitched	chr2	88896820	88928705	13	20393	65383.381	36	1
13_MACS_peak_10945_lociStitched	chr15	75065550	75093037	13	20125	34273.5403	37	1
7_MACS_peak_22958_lociStitched	chr3	141117770	141141380	7	19910	52763.628	38	1
12_MACS_peak_6540_lociStitched	chr11	128585837	128611678	12	19728	32802.5654	39	1
11_MACS_peak_20440_lociStitched	chr21	45552680	45581444	11	19644	45061.6824	40	1
4_MACS_peak_3955_lociStitched	chr10	22595098	22615306	4	19434	68773.8864	41	1
12_MACS_peak_3806_lociStitched	chr10	11557127	11582145	12	19352	31570.2142	42	1
16_MACS_peak_25448_lociStitched	chr5	56108684	56137621	16	19275	36972.8049	43	1
3_MACS_peak_24026_lociStitched	chr4	40191037	40210465	3	19256	37573.752	44	1
6_MACS_peak_1269_lociStitched	chr1	66795863	66818831	6	19226	41413.6008	45	1
7_MACS_peak_26746_lociStitched	chr5	176270522	176291943	7	19139	35582.4231	46	1
8_MACS_peak_1232_lociStitched	chr1	65412546	65434334	8	19064	47916.1696	47	1
11_MACS_peak_26273_lociStitched	chr5	131788825	131817237	11	19047	55906.2924	48	1
6_MACS_peak_28370_lociStitched	chr6	109183574	109208513	6	18948	55439.397	49	1
8_MACS_peak_470_lociStitched	chr1	25870005	25891963	8	18793	32429.7702	50	1
10_MACS_peak_21416_lociStitched	chr3	5222936	5247281	10	18744	45208.665	51	1
7_MACS_peak_20395_lociStitched	chr21	44770614	44792650	7	18602	67646.1128	52	1
6_MACS_peak_2104_lociStitched	chr1	150531919	150553224	6	18599	48860.887	53	1
14_MACS_peak_29597_lociStitched	chr7	47606442	47629998	14	18102	40389.1176	54	1
6_MACS_peak_21503_lociStitched	chr3	13034675	13060747	6	17800	39619.0112	55	1
14_MACS_peak_21169_lociStitched	chr22	42310767	42343514	14	17789	61823.0613	56	1
11_MACS_peak_4976_lociStitched	chr10	125813323	125840437	11	17701	30958.7652	57	1
4_MACS_peak_23841_lociStitched	chr4	14166064	14186353	4	17527	48979.6749	58	1
8_MACS_peak_31958_lociStitched	chr8	126285265	126308598	8	17368	37444.7984	59	1
3_MACS_peak_18758_lociStitched	chr2	201979444	201996369	3	16918	55662.94	60	1
11_MACS_peak_1400_lociStitched	chr1	82258349	82279627	11	16895	39389.8336	61	1
5_MACS_peak_5751_lociStitched	chr11	65254539	65274415	5	16778	55567.3332	62	1
12_MACS_peak_2839_lociStitched	chr1	189110253	189130679	12	16699	21575.9838	63	1
12_MACS_peak_17529_lociStitched	chr2	87753775	87777003	12	16638	40251.8012	64	1
6_MACS_peak_30989_lociStitched	chr8	27232403	27257138	6	16614	31000.3755	65	1
7_MACS_peak_22193_lociStitched	chr3	53194229	53215529	7	16589	29498.37	66	1
11_MACS_peak_4120_lociStitched	chr10	45913032	45937858	11	16429	43338.7482	67	1
15_MACS_peak_5013_lociStitched	chr10	126373755	126398010	15	16348	32761.2285	68	1
10_MACS_peak_33247_lociStitched	chr9	112904601	112924950	10	16230	24341.4738	69	1
6_MACS_peak_21354_lociStitched	chr22	50963341	50988088	6	16094	38855.2647	70	1
6_MACS_peak_23498_lociStitched	chr3	186703255	186721997	6	15919	62605.7768	71	1
7_MACS_peak_13954_lociStitched	chr17	75131481	75151679	7	15834	37390.5376	72	1
9_MACS_peak_20405_lociStitched	chr21	44829506	44852032	9	15750	53440.6824	73	1
17_MACS_peak_27660_lociStitched	chr6	36702157	36727718	17	15739	20505.0342	74	1
5_MACS_peak_5738_lociStitched	chr11	65183550	65201782	5	15667	80614.6112	75	1
13_MACS_peak_9816_lociStitched	chr14	81930649	81957363	13	15629	27699.7466	76	1
9_MACS_peak_13973_lociStitched	chr17	75429734	75451500	9	15568	30931.6626	77	1
4_MACS_peak_29639_lociStitched	chr7	50343607	50361274	4	15556	37153.701	78	1
8_MACS_peak_25100_lociStitched	chr4	185365818	185383642	8	15489	26511.4176	79	1
6_MACS_peak_24241_lociStitched	chr4	77116666	77138462	6	15433	29930.2672	80	1
5_MACS_peak_4257_lociStitched	chr10	63800685	63816405	5	15425	60278.34	81	1
10_MACS_peak_33487_lociStitched	chr9	130725183	130749540	10	15257	29518.2483	82	1
5_MACS_peak_24385_lociStitched	chr4	90210732	90229701	5	15117	26915.1141	83	1
8_MACS_peak_18783_lociStitched	chr2	202082894	202102018	8	15084	26310.7992	84	1
6_MACS_peak_3786_lociStitched	chr10	11204712	11222907	6	15072	27561.786	85	1
4_MACS_peak_4842_lociStitched	chr10	112167294	112185118	4	15029	30600.2432	86	1
4_MACS_peak_3508_lociStitched	chr1	234734123	234749686	4	14971	60305.0687	87	1
5_MACS_peak_21510_lociStitched	chr3	13365446	13382912	5	14942	36358.9722	88	1
7_MACS_peak_15788_lociStitched	chr19	39887686	39904662	7	14923	42339.8416	89	1
9_MACS_peak_25632_lociStitched	chr5	71586192	71604441	9	14838	25716.4908	90	1
3_MACS_peak_6843_lociStitched	chr12	26266162	26280995	3	14672	56260.0857	91	1
8_MACS_peak_652_lociStitched	chr1	31214192	31231588	8	14659	22115.5348	92	1
7_MACS_peak_2974_lociStitched	chr1	203236548	203261304	7	14578	57453.7248	93	1
8_MACS_peak_13919_lociStitched	chr17	74475392	74498648	8	14501	27842.0832	94	1
6_MACS_peak_25786_lociStitched	chr5	88170592	88186289	6	14433	27234.295	95	1
7_MACS_peak_5228_lociStitched	chr11	7531714	7550380	7	14374	27442.7532	96	1
6_MACS_peak_15297_lociStitched	chr19	12885396	12905366	6	14259	39764.264	97	1
2_MACS_peak_30533_lociStitched	chr7	139462624	139478623	2	14244	50985.6132	98	1
9_MACS_peak_26697_lociStitched	chr5	173205631	173223197	9	14243	30561.3268	99	1
11_MACS_peak_21700_lociStitched	chr3	31792893	31815076	11	14225	28460.789	100	1
5_MACS_peak_31978_lociStitched	chr8	126434473	126452439	5	14181	77338.2402	101	1
9_MACS_peak_15392_lociStitched	chr19	15391879	15413154	9	14170	20313.37	102	1
5_MACS_peak_14696_lociStitched	chr18	60871174	60886061	5	14088	39956.708	103	1
10_MACS_peak_13156_lociStitched	chr17	38247775	38270176	10	14088	31027.6251	104	1
7_MACS_peak_11646_lociStitched	chr16	11821659	11837622	7	14083	23902.9962	105	1
11_MACS_peak_21916_lociStitched	chr3	45592662	45613808	11	14055	27445.3934	106	1
4_MACS_peak_28376_lociStitched	chr6	109213054	109228255	4	13956	25668.4086	107	1
12_MACS_peak_17211_lociStitched	chr2	64863063	64886028	12	13928	27688.9005	108	1
4_MACS_peak_26742_lociStitched	chr5	176236770	176252076	4	13927	28637.526	109	1
4_MACS_peak_8008_lociStitched	chr12	109020460	109036369	4	13889	36929.5617	110	1
4_MACS_peak_19951_lociStitched	chr20	56038837	56058258	4	13805	36156.0757	111	1
11_MACS_peak_13171_lociStitched	chr17	38463627	38487239	11	13757	20875.3692	112	1
7_MACS_peak_29575_lociStitched	chr7	47511909	47529043	7	13686	30438.551	113	1
8_MACS_peak_14028_lociStitched	chr17	76710678	76726789	8	13683	19333.2	114	1
9_MACS_peak_21670_lociStitched	chr3	30670042	30692183	9	13677	23024.4259	115	1
7_MACS_peak_5028_lociStitched	chr10	126402342	126423684	7	13640	37480.8204	116	1
5_MACS_peak_26884_lociStitched	chr6	388992	404766	5	13599	32819.3844	117	1
7_MACS_peak_14790_lociStitched	chr19	905864	928497	7	13593	45107.569	118	1
6_MACS_peak_15334_lociStitched	chr19	13943793	13962376	6	13581	46147.1639	119	1
9_MACS_peak_9619_lociStitched	chr14	70102015	70125152	9	13522	25001.8422	120	1
8_MACS_peak_25777_lociStitched	chr5	88114616	88132833	8	13521	20568.8147	121	1
6_MACS_peak_14513_lociStitched	chr18	46443658	46462401	6	13520	19335.2788	122	1
4_MACS_peak_20010_lociStitched	chr20	61272999	61291241	4	13484	25097.3436	123	1
