#MM5 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM5.H3K27ac_ROSE/MM5_3KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM5.jin.bam
#Using cutoff of 14217.096 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5.jin.bam	enhancerRank	isSuperStretch
3_MACS_peak_10164_lociStitched	chr14	106024814	106056795	3	31871	206235.8747	1	1
13_MACS_peak_26864_lociStitched	chr6	287224	347291	13	45268	117947.5612	2	1
35_MACS_peak_10185_lociStitched	chr14	106325095	106386772	35	45717	108798.228	3	1
21_MACS_peak_9932_lociStitched	chr14	91829166	91885646	21	44626	95970.816	4	1
6_MACS_peak_1858_lociStitched	chr1	118147475	118188073	6	39842	101190.515	5	1
6_MACS_peak_10170_lociStitched	chr14	106145479	106179043	6	32308	141673.644	6	1
7_MACS_peak_1864_lociStitched	chr1	118191984	118230790	7	33790	101450.5258	7	1
4_MACS_peak_28263_lociStitched	chr6	106531213	106565912	4	30006	121859.4181	8	1
18_MACS_peak_27057_lociStitched	chr6	7878724	7921438	18	35943	69119.7948	9	1
26_MACS_peak_17679_lociStitched	chr2	99060788	99113795	26	35742	58636.3434	10	1
17_MACS_peak_8273_lociStitched	chr12	123345039	123388420	17	33689	72823.6847	11	1
10_MACS_peak_13704_lociStitched	chr17	62150209	62186985	10	30518	75593.068	12	1
16_MACS_peak_17851_lociStitched	chr2	112181988	112224728	16	31895	61049.816	13	1
11_MACS_peak_857_lociStitched	chr1	40839141	40871938	11	29264	68132.4878	14	1
5_MACS_peak_24419_lociStitched	chr4	96443538	96472563	5	28488	73845.405	15	1
8_MACS_peak_31567_lociStitched	chr8	95948085	95976867	8	20468	113884.6176	16	1
3_MACS_peak_18123_lociStitched	chr2	136870554	136898419	3	23932	87866.7045	17	1
9_MACS_peak_22949_lociStitched	chr3	141079360	141112545	9	25136	69532.5305	18	1
7_MACS_peak_20387_lociStitched	chr21	44723347	44749063	7	22036	86992.0848	19	1
14_MACS_peak_20657_lociStitched	chr22	23252545	23287347	14	24729	67902.1822	20	1
7_MACS_peak_17542_lociStitched	chr2	87794288	87823055	7	25266	62179.8705	21	1
15_MACS_peak_10320_lociStitched	chr15	31626906	31661186	15	25894	50964.076	22	1
13_MACS_peak_26395_lociStitched	chr5	139027232	139059031	13	25544	48124.6066	23	1
12_MACS_peak_23235_lociStitched	chr3	171802007	171833530	12	25563	43514.3492	24	1
9_MACS_peak_26261_lociStitched	chr5	131744805	131774658	9	23388	60676.2225	25	1
4_MACS_peak_29119_lociStitched	chr7	8006493	8030847	4	22153	66493.7262	26	1
9_MACS_peak_30460_lociStitched	chr7	137660500	137687949	9	24192	49421.9245	27	1
14_MACS_peak_20943_lociStitched	chr22	37614123	37642100	14	23547	46489.3809	28	1
19_MACS_peak_12402_lociStitched	chr16	81837249	81876938	19	23954	39125.4162	29	1
6_MACS_peak_7104_lociStitched	chr12	48191173	48215120	6	22142	53734.6733	30	1
13_MACS_peak_17572_lociStitched	chr2	88896820	88928705	13	20393	65383.381	31	1
3_MACS_peak_16574_lociStitched	chr2	20403318	20426422	3	22975	41203.6736	32	1
4_MACS_peak_3955_lociStitched	chr10	22595098	22615306	4	19434	68773.8864	33	1
7_MACS_peak_13117_lociStitched	chr17	37909361	37935238	7	21065	53803.4584	34	1
6_MACS_peak_6287_lociStitched	chr11	111227975	111251851	6	21149	51722.5788	35	1
7_MACS_peak_20395_lociStitched	chr21	44770614	44792650	7	18602	67646.1128	36	1
5_MACS_peak_5738_lociStitched	chr11	65183550	65201782	5	15667	80614.6112	37	1
7_MACS_peak_22958_lociStitched	chr3	141117770	141141380	7	19910	52763.628	38	1
11_MACS_peak_20646_lociStitched	chr22	23219969	23249041	11	21338	37322.6336	39	1
11_MACS_peak_26273_lociStitched	chr5	131788825	131817237	11	19047	55906.2924	40	1
6_MACS_peak_28370_lociStitched	chr6	109183574	109208513	6	18948	55439.397	41	1
14_MACS_peak_21169_lociStitched	chr22	42310767	42343514	14	17789	61823.0613	42	1
7_MACS_peak_2333_lociStitched	chr1	156455709	156479302	7	20515	39183.2544	43	1
5_MACS_peak_31978_lociStitched	chr8	126434473	126452439	5	14181	77338.2402	44	1
11_MACS_peak_20440_lociStitched	chr21	45552680	45581444	11	19644	45061.6824	45	1
8_MACS_peak_1232_lociStitched	chr1	65412546	65434334	8	19064	47916.1696	46	1
6_MACS_peak_2104_lociStitched	chr1	150531919	150553224	6	18599	48860.887	47	1
13_MACS_peak_10945_lociStitched	chr15	75065550	75093037	13	20125	34273.5403	48	1
6_MACS_peak_1269_lociStitched	chr1	66795863	66818831	6	19226	41413.6008	49	1
