GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS	IS_SUPER	TSS_SIGNAL
ZBTB38	NM_001080412	chr3:141079146-141151139	1	1	2.6092
BMP6	NM_001718	chr6:7878362-7919608	2	1	0.027999999999999997
MUTED-TXNDC5	NR_037616	chr6:7878362-7919608	2	1	1.3685
TXNDC5	NM_001145549	chr6:7878362-7919608	2	1	5.4448
CLPTM1L	NM_030782	chr5:1311756-1320878,chr5:1327002-1346291	3,107	1	5.820399999999999
TERT	NM_001193376	chr5:1311756-1320878,chr5:1327002-1346291	3,107	1	0.0
SNN	NM_003498	chr16:11762483-11843219	4	1	1.7669000000000001
TXNDC11	NM_015914	chr16:11762483-11843219	4	1	2.2043999999999997
ZC3H7A	NM_014153	chr16:11762483-11843219	4	1	0.20550000000000002
MYOM2	NM_003970	chr8:2027419-2050929,chr8:1991089-2000453	5,197	1	1.819
RASA3	NM_007368	chr13:114828896-114835208,chr13:114789325-114794610	6,149	1	1.4604
IGLL5	NM_001178126	chr22:23221479-23247978,chr22:23269476-23285986,chr22:23190160-23209826	7,14,292	1	8.1031
ZNF740	NM_001004304	chr12:53573073-53604011	8	1	0.6312
CSAD	NM_015989	chr12:53573073-53604011	8	1	0.1756
ITGB7	NM_000889	chr12:53573073-53604011	8	1	5.3632
MFSD5	NM_001170790	chr12:53573073-53604011	8	1	0.17259999999999998
RARG	NM_001042728	chr12:53573073-53604011	8	1	1.6057000000000001
CELF2	NM_001025077	chr10:11202740-11223721,chr10:11278973-11304333	9,123	1	0.6082
TNFRSF13B	NM_012452	chr17:16865928-16895511	10	1	1.6438000000000001
FAM46C	NM_017709	chr1:118142087-118188177,chr1:118195116-118219363	11,33	1	3.7196
INPP4A	NM_004027	chr2:99054910-99107973	12	1	0.9750000000000001
DUSP22	NM_020185	chr6:290165-337743	13	1	1.9261000000000001
NEAT1	NR_028272	chr11:65183326-65200139,chr11:65236262-65246201	15,455	1	8.9742
FRMD8	NM_031904	chr11:65183326-65200139	15	1	0.8412999999999999
MIR612	NR_030343	chr11:65183326-65200139,chr11:65236262-65246201	15,455	1	0.4366
SLC25A45	NM_001077241	chr11:65183326-65200139	15	1	0.8135
PMVK	NM_006556	chr1:154907995-154936190,chr1:154942382-154957750	16,345	1	2.8097
PBXIP1	NM_020524	chr1:154907995-154936190,chr1:154942382-154957750	16,345	1	2.4291
PYGO2	NM_138300	chr1:154907995-154936190,chr1:154942382-154957750	16,345	1	2.4778
SHC1	NM_001130041	chr1:154907995-154936190,chr1:154942382-154957750	16,345	1	1.9544000000000001
CKS1B	NR_024163	chr1:154942382-154957750,chr1:154907995-154936190	16,345	1	1.9071999999999998
MIR4258	NR_036212	chr1:154942382-154957750,chr1:154907995-154936190	16,345	1	2.2121
FLAD1	NM_201398	chr1:154942382-154957750,chr1:154907995-154936190	16,345	1	0.2932
LENEP	NM_018655	chr1:154907995-154936190,chr1:154942382-154957750	16,345	1	0.11510000000000004
ZBTB7B	NM_015872	chr1:154907995-154936190,chr1:154942382-154957750	16,345	1	0.9195
MAP3K15	NM_001001671	chrX:19470043-19470969	17	1	0.7731
BCL2L1	NM_001191	chr20:30262201-30312289	18	1	1.8967
COX4I2	NM_032609	chr20:30262201-30312289	18	1	0.0
TPX2	NM_012112	chr20:30262201-30312289	18	1	0.021900000000000003
TMEM121	NM_025268	chr14:106024705-106052823	19	1	0.08789999999999999
CROCC	NM_014675	chr1:17221404-17233111	20	1	0.0
PYGB	NM_002862	chr20:25261636-25302984	21	1	1.1534
ABHD12	NM_015600	chr20:25261636-25302984	21	1	1.0699
DERL3	NM_001002862	chr22:24178223-24192227	22	1	1.3268
SMARCB1	NM_001007468	chr22:24178223-24192227	22	1	0.36
