GENE_ID	locusLine	bin_1_MM3_jia.bam
NM_173083	chr1(.):226413860-226502198	0.1773
NM_032236	chr1(.):21999791-22114688	0.2233
NM_005119	chr1(.):36685016-36775957	0.2199
NM_021639	chr1(.):46087975-46157302	0.4196
NM_001006605	chr1(.):93302720-93432079	0.3716
NM_201569	chr1(.):183436505-183528328	0.2556
NM_001198993	chr1(.):1677670-1715297	0.5529
NM_023018	chr1(.):1677670-1714909	0.555
NM_001198994	chr1(.):1677670-1716508	0.5389
NM_012102	chr1(.):8407463-8882699	0.2642
NM_015291	chr1(.):15848351-15903228	0.2981
NM_015001	chr1(.):16169358-16271950	0.2658
NR_026567	chr1(.):17012712-17051652	0.1437
NM_001113348	chr1(.):21538739-21677034	0.2086
NM_001013693	chr1(.):22133757-22156714	0.0688
NM_002379	chr1(.):31179123-31201432	0.3103
NR_034182	chr1(.):31186618-31204593	0.4065
NM_032017	chr1(.):36800224-36856485	0.434
NM_007170	chr1(.):45804554-45961840	0.2196
NM_001101662	chr1(.):52249865-52349609	0.3064
NM_001981	chr1(.):51814934-51989995	0.2326
NM_002600	chr1(.):66253855-66845262	0.1573
NM_001037341	chr1(.):66253192-66845262	0.1572
NM_001037340	chr1(.):66453389-66845262	0.1828
NM_003567	chr1(.):94022348-94152385	0.2147
NM_022768	chr1(.):110876944-110894303	0.6984
NM_198459	chr1(.):115122195-115217732	0.1868
NM_153713	chr1(.):145472084-145504091	0.2458
NM_207168	chr1(.):150594521-150607098	0.3893
NM_020524	chr1(.):154911558-154933567	0.6444
NM_005572	chr1(.):156079460-156112657	0.2142
NM_005973	chr1(.):156732273-156775609	0.176
NM_012394	chr1(.):161065345-161092866	0.312
NM_007348	chr1(.):161731083-161933852	0.1842
NM_001677	chr1(.):169070946-169106960	0.3623
NM_014857	chr1(.):174123633-174932327	0.103
NM_145034	chr1(.):179804101-179851941	0.263
NM_022347	chr1(.):179823164-179851941	0.3789
NM_144977	chr1(.):197516384-197749623	0.1531
NM_001195215	chr1(.):197468878-197749623	0.1455
NM_002221	chr1(.):226814390-226931876	0.5203
NM_032328	chr1(.):245128170-245256148	0.1798
NR_026588	chr1(.):245128630-245256148	0.18
NR_026587	chr1(.):245128630-245293530	0.1533
NR_026586	chr1(.):245128283-245293530	0.1532
NM_182838	chr1(.):1658680-1682431	0.4368
NM_001198995	chr1(.):1677670-1695081	0.2299
NM_001042682	chr1(.):8407463-8488747	0.3568
NM_015849	chr1(.):15797595-15822895	0.068
NM_001229	chr1(.):15813768-15855940	0.3187
NM_032996	chr1(.):15813768-15856285	0.317
NM_001089591	chr1(.):16128656-16139194	0.0805
NR_024279	chr1(.):16155709-16179642	1.1997
NR_026752	chr1(.):16939750-16962401	0.2099
NR_027504	chr1(.):16967068-16981915	0.2921
NR_002729	chr1(.):17076400-17095975	0.1232
NM_014675	chr1(.):17243444-17304474	0.1209
NM_001397	chr1(.):21538739-21621982	0.2372
NM_001113347	chr1(.):21538739-21611183	0.1048
NM_001113349	chr1(.):21538739-21621766	0.234
NM_001032730	chr1(.):22049338-22114688	0.3201
NM_015484	chr1(.):25543766-25564013	0.3077
NM_001127691	chr1(.):25593980-25661936	0.1076
NM_020317	chr1(.):25563739-25578985	0.5699
NR_026685	chr1(.):26432655-26457026	0.9312
NM_152835	chr1(.):26433267-26457026	0.9534
NM_032588	chr1(.):26372797-26399121	0.0625
NR_023345	chr1(.):26498981-26521375	0.0861
