BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam		H3K27me3_0	chr6(+):261715-458764	220	220	220	0.5611	0.8579	0.9284	0.8731	0.7771	0.762	1.0369	1.5794	1.6014	1.1779	1.2869	1.2926	1.3925	1.5664	1.636	1.5137	1.2732	0.9973	1.1623	1.2468	1.1071	1.023	0.921	0.9495	1.3476	1.4728	1.3523	1.7678	2.1761	1.9176	1.5328	1.4457	1.7904	1.9854	1.7694	1.6676	1.8473	1.6531	1.0994	1.1794	1.2483	1.263	1.7018	2.6724	2.7901	2.4481	2.0535	1.4185	1.3017	1.1331	1.24	1.4011	1.4912	1.4802	1.6966	1.7841	1.6043	2.0213	2.2048	1.8126	2.1092	2.1148	1.5103	1.2887	1.1834	1.5932	1.9836	1.8761	1.4467	1.099	0.9963	0.8545	0.7301	0.7618	0.9323	0.8281	0.8887	0.953	1.1197	1.1673	0.9737	0.8449	0.6379	0.3346	0.7116	0.8036	0.8007	1.1338	1.0933	1.0404	1.0435	1.1356	1.2727	1.0396	0.7943	0.6103	0.8157	0.7562	0.7821	0.979	0.883	0.9774	1.3191	1.4921	1.3491	0.9351	0.9294	0.898	1.3827	5.9685	13.3846	14.4164	13.5825	10.5532	3.1125	1.5951	1.2706	1.1227	1.3137	1.4951	1.4115	1.3448	1.5558	1.5991	1.8148	1.8406	1.4211	1.1381	1.1271	1.286	1.0174	0.6707	0.6333	0.7574	1.004	0.9933	0.7446	0.5972	0.6854	0.8118	0.6197	0.6966	0.9832	0.8932	0.768	0.794	0.5927	0.3959	0.3259	0.5749	0.6363	0.4841	0.4991	0.6948	0.8344	0.6981	0.5864	0.5046	0.2767	0.3113	0.4743	0.639	0.7611	0.7004	0.725	0.6762	0.5225	0.6047	0.9183	1.0907	0.9418	0.7906	0.8782	0.9216	1.1131	1.0046	0.7646	0.495	0.5915	1.0203	1.0786	0.9618	1.1826	1.878	1.996	1.5921	1.4296	1.4221	1.7617	2.3121	2.3946	2.4189	2.4849	1.8836	1.1643	0.9814	1.2534	1.6167	1.4725	0.8051
22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04.bam		H3K27me3_0	chr6(+):261715-458764	240	240	240	0.9832	1.0957	1.0486	1.4195	1.4587	1.0608	0.8606	1.0465	1.4606	1.4802	1.3949	1.5784	1.6878	1.412	1.1371	0.8945	0.9259	1.033	1.1395	1.1475	0.9961	1.1814	1.083	0.8894	1.3968	1.6862	1.6434	1.7597	2.0973	2.2504	2.0335	1.7374	1.6393	1.3508	1.2275	1.4931	1.5179	1.5341	1.4591	1.4159	1.4929	1.1542	1.0998	1.5005	1.7906	1.7773	1.5717	1.8886	2.1262	1.8012	1.9328	1.5311	1.4452	2.0193	2.0349	2.0389	1.8435	1.852	1.6934	1.8318	2.3301	2.3621	2.4003	2.3419	1.8146	1.5531	1.8014	2.2662	2.2508	1.7617	1.5477	1.184	0.9326	1.1079	1.2111	1.5103	1.7347	1.3434	0.9871	0.8984	1.0658	1.0948	0.967	0.8323	0.8114	0.9349	1.0787	0.9674	0.7343	0.6355	0.7721	1.0109	0.958	0.8	0.5811	0.344	0.3909	0.636	0.7881	0.6389	1.0574	1.5521	1.5325	1.3851	1.1946	0.7746	0.7005	0.8141	1.0694	4.9847	12.0971	13.1607	12.331	9.8301	3.1651	1.7079	1.8463	1.9546	1.8788	1.8393	1.7158	1.61	1.2431	1.2085	1.2775	0.9563	1.1807	1.3613	1.2983	1.2037	1.0959	1.1911	1.2104	1.1066	1.0412	1.3747	1.4015	0.9828	0.9552	1.0769	1.1942	1.1409	1.3022	1.3666	0.9137	0.4961	0.3813	0.4634	0.3475	0.5812	0.8013	0.6989	0.8929	0.9932	0.7993	0.6363	0.6837	0.5262	0.3177	0.2124	0.4542	0.804	0.8871	0.7071	0.3594	0.2274	0.4708	0.7816	0.8059	0.7024	0.7282	0.838	0.6892	0.603	0.9284	1.0169	1.146	1.0794	0.8257	0.845	0.9377	1.1251	1.1829	1.3511	1.4218	1.4716	1.6927	2.158	2.3407	2.5131	2.6424	2.1643	1.6247	1.2113	0.7139	0.6194	0.9232	0.9481	0.6287	0.3174
23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam		H3K27me3_1	chr6(+):261715-458764	90	90	90	0.8738	1.3221	1.4563	1.433	1.1725	0.9365	0.9144	1.2886	1.4939	1.3391	1.1287	1.1192	1.1945	1.0365	1.456	1.5436	1.159	1.0116	1.073	1.2217	1.1518	1.1496	1.0628	0.9764	1.2751	1.3955	1.5009	1.9015	2.1124	1.9147	1.5366	1.6093	2.0308	1.8181	1.3143	1.0425	1.0149	1.2491	1.4893	1.5916	1.3104	1.0176	0.9515	1.0244	1.2252	1.5461	1.4011	1.0235	0.8538	0.793	0.8836	1.0051	1.1539	1.5397	2.2531	2.2414	1.7469	1.532	1.3338	1.6607	2.0595	1.7274	1.95	1.7303	0.7865	0.7677	1.5042	2.2741	2.3054	1.4827	1.1709	1.508	1.3311	1.0482	0.9759	0.876	1.3103	1.4979	1.2412	1.3626	1.3241	1.0971	0.9326	1.2244	1.2491	0.9868	0.8577	0.9988	1.4095	1.2994	0.9479	0.7185	0.8303	0.8174	0.6664	0.7868	0.8803	0.8617	0.8432	0.9169	0.9579	0.8504	0.8228	0.8123	0.9567	0.9287	0.6813	0.8395	1.4018	4.9842	11.749	13.6749	14.2511	11.1128	3.4918	1.7239	1.5153	1.6676	1.8884	2.0242	1.8416	1.7018	1.8185	1.527	1.1831	1.3509	1.3778	0.8646	0.9455	0.9841	0.6066	0.6431	0.6511	0.5539	0.7577	0.8174	0.9026	0.8895	0.962	0.8659	0.7161	0.7917	0.8003	0.5756	0.503	0.435	0.4491	0.3858	0.2842	0.2585	0.3751	0.4362	0.5133	0.5965	0.5249	0.4676	0.3842	0.3776	0.3052	0.3038	0.6907	0.7728	0.7568	0.6406	0.3979	0.3635	0.8928	1.3785	1.1511	0.8644	0.883	0.9358	0.9773	0.9908	1.069	0.7976	0.7364	0.8318	0.6962	0.5338	0.7503	0.9435	0.8866	1.1108	1.4991	1.6373	2.0399	2.0625	1.7807	1.8843	1.6678	1.7619	1.9091	1.5194	1.0013	0.974	1.0033	1.1398	1.0012	0.4334
24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam		H3K27me3_1	chr6(+):261715-458764	65	65	65	0.5163	0.8787	1.2519	0.9977	1.0025	1.1384	0.8698	1.049	1.2671	1.4042	1.2707	0.8849	0.9006	0.8273	1.0192	1.2885	1.2196	1.4415	1.1845	0.8818	1.0698	1.5171	2.1337	1.9656	1.886	2.1385	1.4749	0.9081	1.1651	1.3573	1.4481	1.5796	1.1387	0.689	0.8466	1.2288	1.0913	1.0051	1.0284	0.8048	0.8292	0.8147	0.9495	1.3491	1.5535	1.6393	1.4347	1.0696	1.2343	1.3051	0.9228	0.7906	1.0107	1.264	1.1985	0.9436	0.8044	0.9165	0.9001	1.376	1.8223	1.7867	1.7904	1.4514	1.0232	0.8442	1.0241	1.3898	1.3159	1.0194	0.9031	0.8305	0.5097	0.3236	0.5053	0.9231	1.0668	0.8477	0.6946	0.7525	0.6838	0.5209	0.4018	0.527	0.6159	0.5387	0.74	1.0875	1.2257	0.9142	0.707	0.9618	0.889	0.8387	0.9262	0.7849	0.7312	0.6987	0.5102	0.3036	0.3087	0.7079	0.9755	0.9857	1.0163	0.8344	0.6128	0.7595	1.3987	5.246	12.7048	14.3531	13.7307	10.344	2.6732	1.1355	1.0682	1.1357	1.4198	2.16	2.6667	2.2014	1.9199	1.6332	1.1164	0.8071	1.0929	1.3319	0.9885	0.9455	1.0408	0.935	0.7269	0.5672	0.5474	0.8988	1.18	1.1788	1.1971	0.9424	0.6413	0.4864	0.4638	0.5518	0.5819	0.671	0.7372	0.6187	0.5102	0.3322	0.4304	0.5445	0.4915	0.7616	0.9878	0.8923	0.6569	0.5639	0.4159	0.2063	0.2461	0.6187	0.7959	0.7028	0.8674	1.1942	1.4365	1.1204	0.7913	0.8847	0.8582	0.6315	0.565	0.6147	0.7938	1.1153	1.2102	0.876	0.6467	0.5335	0.5202	0.6337	0.6844	0.8112	0.8577	0.94	1.2876	2.0088	2.2276	2.1624	2.5371	2.4251	1.8011	1.8528	1.949	1.5302	0.9375	0.7636	0.7695	0.4281
25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam		H3K27me3_3	chr6(+):261715-458764	90	90	90	0.7226	0.8645	0.9466	0.9392	1.019	1.0449	0.8151	1.0264	1.0103	0.8118	0.9449	0.9857	0.9405	1.0585	0.9464	0.784	0.8892	1.0371	1.1256	0.9755	0.9531	1.307	1.5988	1.3781	1.1828	1.2251	1.3087	1.4913	1.6698	1.8118	1.965	1.8655	1.5843	1.7178	1.7377	1.6698	1.466	1.4689	1.0816	0.8654	0.8246	0.7008	0.7029	0.8374	1.2487	1.6057	1.5702	1.2943	0.8355	0.6379	0.7638	1.052	1.0868	1.3381	1.2787	1.3826	1.5921	1.6503	1.8699	1.9141	2.0595	1.6779	1.2059	1.2161	1.054	0.9665	1.3662	1.4414	1.1044	0.7491	0.9832	1.254	1.2674	0.9616	0.6292	0.74	1.0229	0.9916	0.8818	0.9945	1.1734	1.1695	0.9857	0.6682	0.6545	0.8463	0.775	0.7618	0.9838	1.0971	0.9789	0.686	0.6436	0.7478	0.5868	0.4349	0.5141	0.5239	0.6078	0.9046	1.0938	1.1667	1.2698	1.0489	0.8858	0.8608	0.8811	1.3155	1.6047	4.8434	12.256	14.3973	13.2095	9.6491	2.5241	1.1309	1.42	1.1012	0.7459	0.9583	1.4209	1.6291	1.2332	1.2181	1.315	1.1143	0.9502	0.7511	1.0399	1.3041	1.1239	1.0022	0.8134	0.4999	0.659	0.6647	0.697	0.6615	0.6489	0.5949	0.4853	0.6989	0.9009	0.8367	0.7572	0.8584	0.812	0.5119	0.3527	0.2448	0.4044	0.6129	0.6137	0.3821	0.1841	0.2517	0.4359	0.483	0.3189	0.2636	0.3898	0.4673	0.585	0.643	0.5869	0.5899	0.6377	0.6324	0.7612	1.0158	0.9358	0.8744	0.7504	0.4936	0.6364	0.9065	1.199	0.9765	0.598	0.4777	0.5578	0.7838	0.7206	0.8754	1.1868	1.5109	1.8621	2.0423	2.4188	2.8264	2.938	2.514	2.0212	1.5278	1.4294	1.0302	0.663	0.6464	0.7325	0.5116
26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam		H3K27me3_3	chr6(+):261715-458764	65	65	65	0.5038	0.8221	1.359	1.461	1.2494	1.2349	1.3105	1.0597	1.0391	1.5164	1.5317	1.1614	1.0285	0.8963	0.9293	0.9676	0.8477	1.0642	1.4323	1.4646	1.2942	1.335	1.2157	0.9189	0.8472	0.8063	0.9578	1.3887	1.5286	1.5479	1.7693	1.5553	1.513	1.7866	1.5743	1.3822	1.3816	1.1417	1.3524	1.3795	1.0683	0.9179	0.8525	1.1953	1.2435	0.9169	0.8643	1.7555	1.875	1.2621	1.0765	0.9553	1.028	1.5696	1.5832	1.3357	1.2913	1.1439	0.8815	0.8576	1.345	1.6091	1.5043	1.6609	1.3447	1.1377	1.1815	0.952	1.3097	1.2966	0.8277	0.6831	0.6569	0.7471	0.6985	0.9653	1.0918	1.0367	0.7537	0.39	0.5242	0.6125	0.5818	0.4989	0.4522	0.6027	0.5815	0.5166	0.5792	0.4972	0.5244	0.6903	0.9096	0.8451	0.7052	0.7476	0.7683	0.7247	0.6557	0.7488	0.7199	0.6492	0.4935	0.5766	0.6903	0.5853	0.554	0.6272	1.3017	4.6006	10.7255	11.892	12.0129	9.9612	3.1143	1.6021	1.0737	0.7512	0.9388	1.1314	1.0875	1.4196	1.5489	1.2144	1.0726	1.0669	1.0814	1.0481	1.0741	0.8681	0.9354	1.0875	0.6975	0.4534	0.6708	0.863	0.7487	0.6504	0.553	0.3376	0.4808	0.4868	0.3121	0.5508	0.6916	0.4868	0.348	0.3714	0.3577	0.2956	0.2527	0.2213	0.3299	0.6394	0.7777	0.6662	0.5067	0.4059	0.398	0.4128	0.3743	0.4079	0.6373	0.5959	0.4331	0.4658	0.693	0.8479	0.7009	0.5769	0.7727	0.7629	0.7884	0.6952	0.6707	0.7689	0.5532	0.5447	0.8654	0.9358	0.8772	0.8826	1.0158	1.3739	1.5442	2.0719	2.4806	2.3433	2.4307	2.9513	2.6677	1.7986	1.3943	1.6326	1.4494	1.1334	1.2117	1.0884	0.7092	0.3719
27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14.bam		H3K27me3_6	chr6(+):261715-458764	90	90	90	0.8214	1.1047	1.3236	1.5069	1.3561	0.9938	0.807	0.9236	0.8952	0.9745	1.2671	1.489	1.2775	0.8453	1.0226	1.0883	1.4119	1.4748	1.282	1.4969	1.8166	1.6506	1.5554	1.9329	1.9068	1.6412	1.5506	1.5509	1.6904	2.076	2.3024	1.977	1.4923	1.3364	1.6273	1.7103	1.3721	1.2884	1.237	1.1684	1.5103	1.9969	1.9458	1.7467	1.748	1.5383	1.4146	1.1048	1.0316	1.2178	1.5739	1.5203	1.2626	1.414	1.6295	1.6037	1.425	1.431	1.5212	1.5907	1.7406	2.1716	2.139	1.5892	1.4886	1.4572	1.4363	1.615	1.4264	1.1394	1.3036	1.2779	0.9604	0.9299	1.4883	1.6371	1.5545	1.4146	1.2848	1.3843	1.5496	1.2877	0.9155	0.5764	0.4921	0.6354	0.7979	0.899	0.9304	0.6709	0.4402	0.5874	0.8415	0.8284	0.7793	1.0026	1.1635	1.0165	0.9337	0.8221	0.8628	1.1237	1.2471	1.5155	1.4641	1.3108	1.3065	1.2588	1.2221	4.322	10.7268	11.9492	10.486	7.8553	2.5437	1.4849	1.5669	1.5214	1.2817	1.2937	1.3168	1.3351	1.6225	1.8491	1.7057	1.2466	1.0848	0.9159	0.7123	0.6528	0.6812	0.6598	0.5407	0.5345	0.7248	0.9707	1.0513	1.1363	1.1815	1.1396	0.9791	0.6734	0.5484	0.4676	0.4387	0.5867	0.7326	0.8642	0.8034	0.6156	0.6884	0.6599	0.4839	0.5934	0.7965	0.537	0.3348	0.345	0.4676	0.5461	0.4127	0.6402	0.7961	0.5245	0.3603	0.4187	0.6765	1.0126	1.0569	0.8516	0.7684	0.8131	0.9383	0.6066	0.5046	0.8187	1.0539	1.3923	1.273	1.0201	0.9418	0.931	0.8578	0.9409	1.3827	1.6146	1.6072	1.7531	1.6189	1.3575	1.3728	1.2674	1.1575	1.1318	1.0482	0.8713	0.97	1.1355	1.0907	0.7432
28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16.bam		H3K27me3_6	chr6(+):261715-458764	65	65	65	0.8826	1.0612	1.3547	1.7651	1.6715	1.1877	1.2647	1.3091	1.1371	1.5927	1.8052	1.3667	1.0938	1.2688	1.6105	1.4016	1.3994	1.723	1.5778	1.2138	1.0992	1.1785	1.2656	1.3168	1.2832	1.4257	1.7165	1.7524	1.5794	2.0985	2.4093	2.0945	1.9783	2.2309	2.1155	1.6309	1.4694	1.5075	1.5336	1.4053	1.555	1.642	1.6097	1.7503	2.0179	1.8522	1.3072	1.0279	1.1305	1.0676	1.0482	1.2298	1.4605	2.1296	2.232	2.2705	2.0114	1.9255	2.4523	2.4595	2.5129	2.132	1.6073	1.8035	1.9308	1.7403	1.6123	1.7856	1.7695	1.4379	1.1255	0.8328	0.8696	0.8644	0.8952	1.1094	1.1645	1.1544	1.1884	1.3062	1.2614	1.285	1.3193	1.2043	1.2064	1.1491	1.1693	1.3047	1.2229	0.9532	0.8322	1.1083	1.3059	1.2408	1.0602	0.8879	0.752	0.7848	0.6976	0.8842	1.0723	0.8584	0.8644	0.8435	0.7462	0.8565	1.2341	1.4076	1.251	3.9336	9.4198	10.3223	9.6679	7.4455	2.4439	1.4718	1.3437	1.1182	1.0229	1.1673	1.3667	1.5178	1.2985	1.0349	1.0061	1.1757	1.3615	1.4572	1.4037	1.1017	0.9052	0.921	0.8743	1.0773	1.1981	1.2178	1.3114	1.3884	1.3256	1.0407	0.9415	1.1367	1.0716	0.833	0.8063	0.6055	0.4536	0.45	0.5747	0.6554	0.5484	0.564	0.5104	0.4663	0.6469	0.746	0.7525	0.6825	0.5472	0.5016	0.5484	0.7168	0.8321	0.8083	0.5965	0.2748	0.3175	0.5029	0.6412	0.6692	0.6707	0.7631	0.8408	0.8661	1.2305	1.2952	1.0131	0.8994	0.9542	1.0156	1.0585	1.0243	0.8793	0.9574	1.1203	1.0753	0.8649	0.9472	1.4503	1.7949	1.7945	1.7836	1.6602	1.5293	1.2892	0.8328	0.9301	0.9949	0.7987	0.5282
29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam		H3K27me3_24	chr6(+):261715-458764	90	90	90	0.5498	0.6909	1.0205	1.2099	1.0006	0.905	0.6915	0.4199	0.8211	1.0992	1.139	1.4741	1.6367	1.4283	1.2874	1.3553	1.2499	1.1891	1.4503	1.6566	1.4912	1.1362	1.3726	1.4795	1.3891	1.5566	1.2718	1.3117	1.7796	2.0184	1.9072	1.7237	1.8487	1.4843	0.9783	1.1726	1.4053	1.4208	1.0266	0.7284	0.8791	1.1079	1.2847	1.8667	1.9561	1.8453	1.6347	1.1735	1.2133	1.0365	0.9082	1.2576	1.5286	1.6278	1.7048	1.6673	1.7805	2.0381	1.8779	1.5237	1.6749	1.6329	1.2161	1.3634	1.0949	1.1135	1.4522	1.6596	1.6918	1.4409	1.2317	0.9278	0.7338	0.8147	1.0862	1.1974	1.4088	1.2618	0.8197	0.8185	1.0341	0.9977	0.7301	0.649	0.4967	0.567	0.8071	0.7898	0.9287	1.0258	1.0937	1.1288	0.9516	0.8435	0.787	0.8063	0.9379	1.0008	0.8879	1.0415	1.4545	1.4425	1.2469	1.3288	1.2185	0.9971	0.7831	0.7338	0.9927	5.1459	12.7567	13.0395	10.464	8.2545	2.9251	1.6222	1.3187	1.0944	1.0343	1.0009	1.1217	1.3669	1.3996	1.4102	1.1348	0.7185	0.8522	1.134	1.1076	1.3	1.5586	1.3236	1.0513	0.6209	0.398	0.4744	0.7132	0.7519	0.5859	0.8212	1.1685	1.0185	0.5869	0.6287	0.6082	0.5468	0.6084	0.5148	0.2633	0.233	0.2531	0.3465	0.5343	0.4949	0.4495	0.6654	0.7257	0.552	0.3623	0.3754	0.3094	0.4107	0.4543	0.2141	0.1242	0.2931	0.411	0.3304	0.5793	0.8643	0.8148	0.6938	0.6689	0.7336	0.7014	1.0112	1.3345	1.1139	0.9958	1.0082	1.0673	1.1024	1.0143	0.86	0.8574	1.123	1.4048	1.7152	1.9472	2.1113	1.9046	1.8713	1.9545	1.5116	1.427	1.0578	0.372	0.3561	0.4467	0.4555
30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19.bam		H3K27me3_24	chr6(+):261715-458764	65	65	65	0.6921	0.8489	1.0338	1.3452	1.2367	1.3061	1.5408	1.268	1.1122	0.8937	0.7839	0.9252	1.2138	1.6017	1.6536	1.0858	0.8403	1.0902	1.1765	1.1993	1.1412	1.0079	0.9064	1.0224	1.1933	1.2761	1.3456	1.293	1.4012	1.4916	1.9773	2.0609	1.5823	1.3444	1.2582	1.4956	1.4864	1.2928	1.3192	1.0114	0.8403	1.1546	1.2035	1.2611	1.2196	1.2446	1.4264	1.3559	1.0194	1.0167	1.1333	1.0901	0.9384	0.7859	1.0348	1.3832	1.3181	1.2134	1.1443	1.3852	1.8932	2.1054	1.826	1.5325	1.202	0.9731	1.0415	1.1758	1.3083	1.3418	1.3504	1.0876	0.7437	0.6465	0.9133	1.1693	0.9532	0.8417	0.935	0.6208	0.4734	0.6807	0.5301	0.7111	0.8355	0.5756	0.4567	0.5442	0.6363	0.7939	1.1669	1.4177	1.2271	1.0572	0.8287	0.5389	0.5146	0.7632	0.7107	0.6288	0.7281	0.8958	1.2078	1.1129	0.8731	0.9802	0.9142	0.8851	1.1011	4.5721	11.5837	12.3739	11.0537	8.5671	2.257	1.1608	1.2842	1.1209	1.2747	1.3395	1.2692	1.2711	1.0852	0.9002	0.7331	0.5747	0.8434	0.85	0.8592	1.102	1.1216	1.0674	0.8649	0.6827	0.7104	0.8404	0.8752	0.8953	1.2211	1.419	1.0325	0.5418	0.4923	0.7296	0.7583	0.6557	0.632	0.4625	0.3731	0.5321	0.485	0.3572	0.5292	0.8578	1.14	0.9754	0.7468	0.6532	0.6472	0.5543	0.5431	0.5307	0.4477	0.6497	0.9195	0.9254	0.9973	1.0863	0.71	0.7519	0.8858	0.8735	0.8157	0.4274	0.5543	0.9872	0.8288	0.6465	0.8542	0.9085	0.9291	0.8494	0.97	1.2262	1.1068	1.4108	1.5326	1.6816	2.1934	2.1428	2.2281	2.4833	2.0695	1.77	1.6592	1.3609	0.8409	0.5933	0.8055	0.6858
