GENE_ID	locusLine	bin_1_MM3.jin.bam
NM_173083	chr1(.):226413860-226502198	0.3731
NM_032236	chr1(.):21999791-22114688	0.4187
NM_005119	chr1(.):36685016-36775957	0.2261
NM_001006605	chr1(.):93302720-93432079	0.5943
NM_005092	chr1(.):173005359-173025103	0.433
NM_003036	chr1(.):2155133-2246652	0.6734
NM_012102	chr1(.):8407463-8882699	0.415
NM_015001	chr1(.):16169358-16271950	0.3444
NM_001013693	chr1(.):22133757-22156714	0.1123
NM_173065	chr1(.):24475646-24518751	0.8316
NM_020379	chr1(.):25938958-26116258	0.0937
NM_002379	chr1(.):31179123-31201432	0.5645
NR_034182	chr1(.):31186618-31204593	0.9019
NM_001720	chr1(.):40218902-40259533	0.8655
NM_001981	chr1(.):51814934-51989995	0.3561
NM_145716	chr1(.):54687194-54876979	0.381
NM_001009955	chr1(.):54687194-54877092	0.3808
NM_002227	chr1(.):65293905-65437187	0.4634
NM_002600	chr1(.):66253855-66845262	0.2756
NM_001037341	chr1(.):66253192-66845262	0.2753
NM_001037340	chr1(.):66453389-66845262	0.3922
NM_018841	chr1(.):68162148-68304155	0.3095
NM_003567	chr1(.):94022348-94152385	0.3273
NM_001100910	chr1(.):120834004-120860681	0.4522
NR_034178	chr1(.):143910747-144099477	0.6904
NM_203458	chr1(.):145204110-145290912	0.3273
NM_004892	chr1(.):145091406-145121922	0.3753
NM_153713	chr1(.):145472084-145504091	0.3924
NM_207168	chr1(.):150594521-150607098	1.0227
NM_207042	chr1(.):150589598-150607098	0.9354
NM_207044	chr1(.):150590753-150607098	0.9822
NM_020699	chr1(.):153772202-153900451	0.753
NM_020524	chr1(.):154911558-154933567	1.7835
NM_002249	chr1(.):154674914-154847754	0.422
NM_170782	chr1(.):154674914-154837338	0.4424
NM_005572	chr1(.):156079460-156112657	1.0404
NM_170708	chr1(.):156079460-156114878	0.9828
NM_031282	chr1(.):157538538-157572870	0.4173
NM_005531	chr1(.):158974681-159029945	0.8243
NM_012394	chr1(.):161065345-161092866	0.5571
NM_007348	chr1(.):161731083-161933852	0.1417
NM_014412	chr1(.):174963891-174986163	1.1321
NM_014857	chr1(.):174123633-174932327	0.2149
NM_001007214	chr1(.):174963570-174986163	1.1174
NM_145034	chr1(.):179804101-179851941	0.582
NM_022347	chr1(.):179823164-179851941	0.919
NM_002293	chr1(.):182987594-183119727	0.7631
NM_017673	chr1(.):185121290-185265913	0.297
NM_001105518	chr1(.):185121191-185265913	0.2969
NM_144977	chr1(.):197516384-197749623	0.3835
NM_001195215	chr1(.):197468878-197749623	0.3404
NM_014827	chr1(.):203759750-203828256	0.4014
NM_001684	chr1(.):203590927-203718209	0.2005
NM_001143962	chr1(.):223709971-223858436	0.0574
NM_022735	chr1(.):226327379-226379423	0.546
NM_002221	chr1(.):226814390-226931876	1.2286
NM_004481	chr1(.):230197955-230422875	1.3351
NM_032328	chr1(.):245128170-245256148	0.3659
NR_026588	chr1(.):245128630-245256148	0.367
NR_026587	chr1(.):245128630-245293530	0.2925
NR_026586	chr1(.):245128283-245293530	0.292
NR_024489	chr1(.):2276852-2289100	0.0338
NM_001042682	chr1(.):8407463-8488747	0.5444
NM_001089591	chr1(.):16128656-16139194	0.0668
NR_024279	chr1(.):16155709-16179642	1.5762
NM_001032730	chr1(.):22049338-22114688	0.658
NM_021258	chr1(.):24441260-24474611	0.0895
NR_027087	chr1(.):24521729-24543180	0.5006
NM_015627	chr1(.):25865075-25900377	1.3547
NM_002713	chr1(.):28152292-28183183	0.1467
NR_002997	chr1(.):28155911-28166077	0.3447
NM_001039477	chr1(.):28194054-28218193	1.2277
NM_014474	chr1(.):28256503-28290663	0.206
NM_002946	chr1(.):28213048-28246236	0.3645
NM_006762	chr1(.):31200314-31235683	1.4005
NM_005202	chr1(.):36555843-36570850	0.0685
NM_018067	chr1(.):36616802-36651441	1.4949
NM_014408	chr1(.):36597172-36620067	0.7547
NM_001195007	chr1(.):40199516-40234586	0.1158
NM_022120	chr1(.):40230196-40242020	1.6424
NM_001198979	chr1(.):40854016-40893998	1.0764
NM_001198978	chr1(.):40835304-40893998	1.792
NM_001198980	chr1(.):40857471-40893998	0.8425
NM_022733	chr1(.):40834377-40893998	1.7647
NM_023070	chr1(.):40911336-40934390	0.032
NM_006516	chr1(.):43386045-43429847	0.6868
NR_033967	chr1(.):43419719-43454029	0.2061
NM_015696	chr1(.):53063042-53079723	0.9673
NM_001042693	chr1(.):53094065-53127737	1.1242
NM_002228	chr1(.):59241462-59254785	2.5581
NR_034015	chr1(.):59245822-59370384	0.4827
NM_001037339	chr1(.):66792792-66845262	1.6076
NM_001924	chr1(.):68145882-68159019	0.6587
NM_017709	chr1(.):118143603-118176011	2.3779
NM_207418	chr1(.):143891451-143918143	0.4769
NM_032305	chr1(.):145451235-145475387	1.2774
NM_202004	chr1(.):145408190-145422545	0.0713
NM_006472	chr1(.):145433461-145447628	2.5877
NM_001039888	chr1(.):145465507-145480647	0.6857
NM_005105	chr1(.):145502637-145516444	1.2709
NM_001161334	chr1(.):149749244-149788928	0.2301
NM_001034077	chr1(.):149799220-149809616	0.9112
NM_001005464	chr1(.):149807258-149817765	1.768
NM_001040874	chr1(.):149808784-149819318	1.7665
NM_001123375	chr1(.):149779779-149790236	0.553
NM_000566	chr1(.):149749249-149769074	0.1382
NM_005850	chr1(.):149890210-149904702	0.4926
NM_016074	chr1(.):149866154-149877348	0.3031
NM_003528	chr1(.):149851009-149863232	2.6231
NM_003517	chr1(.):149853524-149863961	3.0513
NM_175065	chr1(.):149854018-149864466	3.044
NM_014849	chr1(.):149869871-149894434	0.1679
NM_181873	chr1(.):149895542-149913266	0.4733
NM_001145862	chr1(.):149895542-149913791	0.4619
NR_036461	chr1(.):149816758-149827340	1.7609
NM_001040874	chr1(.):149817627-149828161	1.7433
NM_001005464	chr1(.):149819180-149829687	1.7447
NM_001034077	chr1(.):149827329-149837725	0.951
NM_019032	chr1(.):150516897-150538412	2.5686
NM_207046	chr1(.):150589598-150606609	0.9613
NM_207047	chr1(.):150590753-150606609	1.0114
NR_036211	chr1(.):150519404-150529490	0.1824
NM_001197320	chr1(.):150542026-150557214	3.0666
NM_023015	chr1(.):153695566-153751555	0.3043
NM_024330	chr1(.):153742767-153757633	0.7817
NM_006556	chr1(.):154892207-154914484	1.1043
NM_001130041	chr1(.):154929773-154951959	1.5838
NM_001130040	chr1(.):154929773-154948223	1.6462
NM_201398	chr1(.):154950769-154970587	0.2068
NM_015872	chr1(.):154970111-154995999	1.023
NM_001184892	chr1(.):154950769-154966488	0.2298
NM_018655	chr1(.):154961061-154971791	0.1995
NM_001143687	chr1(.):155001281-155028406	0.1331
NR_024163	chr1(.):154942117-154956725	1.8533
NM_144622	chr1(.):154986002-155011257	0.2004
NM_138300	chr1(.):154924501-154939258	1.504
NR_036212	chr1(.):154943168-154953259	2.175
NM_006912	chr1(.):155862600-155886177	0.1904
NM_001162384	chr1(.):155911629-155953336	1.8276
NM_181885	chr1(.):155906479-155917625	1.305
NM_004723	chr1(.):155911629-155952966	1.8142
NM_014949	chr1(.):155877835-155909188	0.3764
NR_002974	chr1(.):155884699-155894833	0.124
NR_003005	chr1(.):155890748-155900877	0.1229
NM_020131	chr1(.):156000091-156028516	0.2305
NM_001093725	chr1(.):156036803-156056789	0.0826
NM_020387	chr1(.):156025965-156045295	0.0561
NM_001145264	chr1(.):156019516-156033301	0.3911
NM_003145	chr1(.):155973838-155995758	0.3945
NM_022367	chr1(.):156118321-156152542	0.6552
NM_001193302	chr1(.):156118368-156152542	0.654
NM_001193301	chr1(.):156114734-156152542	0.6479
NM_005920	chr1(.):156428518-156475529	1.997
NM_006365	chr1(.):156369054-156404184	0.0634
NM_031281	chr1(.):157478166-157527310	1.4546
NM_052939	chr1(.):157642977-157675647	0.9127
NM_052938	chr1(.):157759193-157794940	0.7213
NM_030764	chr1(.):157710522-157751922	1.0687
NM_004833	chr1(.):159027274-159051647	2.0168
NM_001778	chr1(.):160643535-160686585	0.5847
NM_021181	chr1(.):160704076-160729601	0.9629
NM_001033667	chr1(.):160760927-160777483	0.7711
NM_152366	chr1(.):161063180-161075138	0.3542
NM_030916	chr1(.):161035780-161064385	0.4602
NM_007122	chr1(.):161004040-161020757	2.6237
NM_001113205	chr1(.):161002421-161013774	0.4189
NR_033385	chr1(.):161063150-161075138	0.3533
NM_181720	chr1(.):161011731-161044760	1.9223
NM_016946	chr1(.):160960000-160996133	0.3205
NM_001077470	chr1(.):161194455-161213000	0.1514
NM_001039711	chr1(.):161085768-161107478	0.8691
NM_016406	chr1(.):161118533-161133646	0.9052
NM_004550	chr1(.):161164104-161189184	0.4716
NM_000309	chr1(.):161131180-161146010	0.6602
NM_001643	chr1(.):161187082-161198418	0.4047
NM_001185094	chr1(.):161082907-161095984	0.7981
NM_003779	chr1(.):161136100-161152314	0.8366
NM_012475	chr1(.):161124253-161140516	0.7074
NM_001039712	chr1(.):161085768-161107256	0.8772
NM_005600	chr1(.):161082861-161095984	0.7953
NM_001185093	chr1(.):161082906-161095984	0.7981
NM_032174	chr1(.):161190832-161205407	0.1913
NM_001166159	chr1(.):161166936-161189184	0.4931
NM_005099	chr1(.):161154537-161173845	0.8279
NM_004106	chr1(.):161180086-161194038	0.3894
NM_004001	chr1(.):161627904-161653444	0.4902
NM_001184872	chr1(.):161671761-161689142	0.8043
NM_001002901	chr1(.):161687456-161702933	1.268
NR_002595	chr1(.):161648494-161660042	0.0909
NM_007240	chr1(.):161714580-161731952	0.2512
NM_022100	chr1(.):174977093-174997591	0.4131
NM_001162893	chr1(.):175121122-175167229	0.759
NM_014656	chr1(.):175121122-175166949	0.7628
NR_033186	chr1(.):178506930-178523024	0.4121
NM_015602	chr1(.):179846419-179894211	0.7038
NM_030934	chr1(.):185082217-185131116	0.7266
NM_001195216	chr1(.):197698138-197749623	1.0666
NR_034150	chr1(.):203262885-203279453	3.6134
NM_003465	chr1(.):203180206-203203860	0.0327
NM_006763	chr1(.):203269663-203283729	3.2343
NM_002023	chr1(.):203304751-203325289	0.0612
NR_003019	chr1(.):203693708-203703833	0.0849
NM_001136190	chr1(.):203729283-203750480	1.2995
NM_001174108	chr1(.):203761650-203774590	0.8915
NM_002646	chr1(.):204386757-204464474	0.3965
NM_002393	chr1(.):204480510-204532248	1.0192
NM_014858	chr1(.):205192037-205247471	0.1521
NM_018203	chr1(.):205300647-205331039	0.133
NM_030952	chr1(.):205266190-205295883	1.7629
NM_001123168	chr1(.):206133910-206160074	0.4909
NM_001004023	chr1(.):206803880-206827542	0.1223
NM_032960	chr1(.):206853288-206912626	0.9918
NM_000572	chr1(.):206935947-206950839	0.1086
NM_172361	chr1(.):207920382-207973861	0.2809
NR_026817	chr1(.):207986723-208000941	5.0216
NR_029832	chr1(.):207970196-207980284	0.406
NR_029518	chr1(.):207970787-207980868	0.5222
NM_001025109	chr1(.):208054882-208089683	0.2296
NM_003238	chr1(.):218513675-218622961	0.5524
NM_138794	chr1(.):219342191-219391207	0.7604
NM_001748	chr1(.):223895118-223968720	0.6447
NM_001146068	chr1(.):223884294-223968720	0.5733
NM_031944	chr1(.):226406382-226418513	1.1174
NM_181441	chr1(.):228289379-228302013	1.4431
NR_037415	chr1(.):228279963-228290042	0.1556
NM_001024227	chr1(.):228265850-228291913	2.1698
NM_001024226	chr1(.):228265360-228291913	2.1308
NM_024319	chr1(.):228283427-228296022	0.4092
NM_001159390	chr1(.):228322928-228341655	0.6267
NM_182972	chr1(.):234735014-234750271	5.185
NR_033927	chr1(.):234760056-234775526	0.0868
NM_031844	chr1(.):245008601-245032827	1.4738
NM_198076	chr1(.):244993638-245013359	1.278
NR_026778	chr1(.):244998939-245015243	0.375
NM_030797	chr2(.):16725729-16852134	0.729
NM_018557	chr2(.):140983995-142894270	0.0819
NR_033872	chr2(.):70184394-70319147	0.393
NR_015395	chr2(.):112119590-112257692	2.0713
NR_024373	chr2(.):112181885-112257692	3.3308
NM_014900	chr2(.):165536257-165702928	0.5168
NM_019850	chr2(.):233738395-233882951	0.0319
NM_145693	chr2(.):11881739-11972533	0.56
NM_183360	chr2(.):25595111-25901503	0.3307
NM_170672	chr2(.):33656415-33794798	0.5302
NM_003618	chr2(.):39471421-39669219	0.4334
NM_001112801	chr2(.):40334285-40662444	0.3326
NM_001112802	chr2(.):40334285-40744575	0.2787
NM_019063	chr2(.):42391489-42564688	0.1286
NM_012249	chr2(.):46764866-46816827	1.1189
NM_178313	chr2(.):54780530-54894445	0.5861
NM_003128	chr2(.):54678453-54903583	0.3803
NM_020651	chr2(.):64314785-64376605	0.8496
NM_014755	chr2(.):64853754-64886046	1.3903
NR_036586	chr2(.):65123973-65164581	0.8798
NM_017880	chr2(.):70372016-70423151	0.2494
