GENE	H3k27ac_14_DMSO_compare_TSS_SIGNAL	H3k27ac_14_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
BRD2	54201.1028	6151.4776	-48049.6252	0.101925676735439	-3.13931730952299
EIF3B	58564.2	18535.7776	-40028.4224	0.240412230677483	-1.65970638253029
NCRNA00167	39805.0572	1247.1381	-38557.9191	0.0303793278504646	-4.99625860180423
PRDM10	39471.2208	1247.1381	-38224.0827	0.0306283979436116	-4.98410800700335
LPXN	47375.9472	11435.268	-35940.6792	0.194440260435224	-2.05066461022767
RNF187	42365.2	6607.1359	-35758.0641	0.134915677975655	-2.68078275538347
ZNF335	36227.2	2578.5383	-33648.6617	0.066447345494777	-3.81244792451046
FAM53C	33770.1874	1450.8072	-32319.3802	0.0411915454539719	-4.54082246998412
YY1AP1	34459.5972	2285.9925	-32173.6047	0.0622113434200785	-3.91401326251924
STK35	34734.6	3023.892	-31710.708	0.080085083906423	-3.52189496457371
DAP3	33858.8996	2285.9925	-31572.9071	0.0632452434406354	-3.88864251160742
UBE2D3	33751.0115	3077.9586	-30673.0529	0.0835743870013894	-3.45488500764214
CALM3	30741	78.1794	-30662.8206	0.00253671257710385	-8
CLTC	32201.4	1746.4591	-30454.9409	0.0514453384189992	-4.20461865081279
FLCN	33527.2	5086.1742	-28441.0258	0.13172053220876	-2.72067922264753
DOHH	34177.7484	5772.2317	-28405.5167	0.144486472472611	-2.56585624012666
HSPA9	28450	1162.1934	-27287.8066	0.0392471231124676	-4.61350658056657
C12orf61	30427.546	3470.1328	-26957.4132	0.102370808941644	-3.13231520422834
C11orf10	28605.8048	1681.3357	-26924.4691	0.0555131871891307	-4.08862822312884
FEN1	28593.6064	1681.3357	-26912.2707	0.055535554599789	-4.0880128821285
MIR611	28568.2356	1681.3357	-26886.8999	0.0555821331590243	-4.08673222606612
CD164	33062	6375.0611	-26686.9389	0.161651525802971	-2.37466292510755
GART	27291.4475	1507.4597	-25783.9878	0.0523443368712269	-4.17825757600414
UBE2M	28100.6464	2811.2513	-25289.3951	0.0909439895047272	-3.32131898892679
TOR3A	34310	9974.608	-24335.392	0.225238710479271	-1.78229707594605
LOC100131691	27109.0668	2811.2513	-24297.8155	0.0939579348924101	-3.2694911225724
DCAKD	28574.0285	5026.9119	-23547.1166	0.149606286019304	-2.50696013832894
PAXIP1	23028.816	160.0738	-22868.7422	0.00690303854046518	-7.16855923353191
USP1	23770.6047	924.5115	-22846.0932	0.0374370176075543	-4.68434352878901
SON	24338.7536	1507.4597	-22831.2939	0.0583241994679352	-4.01306394964004
LOC202781	22564.722	160.0738	-22404.6482	0.00704401489055404	-7.13918799948427
EPC1	29345.4069	7245.4008	-22100.0061	0.198011502216717	-2.01799730860438
RHBDD3	30981.3013	9246.9826	-21734.3187	0.229862716067786	-1.74434316352047
EWSR1	30969.1999	9246.9826	-21722.2173	0.229931883763458	-1.74377953192261
HNRNPA0	23189.8	1554.4634	-21635.3366	0.0628211628235416	-3.89900182375198
CENPP	23712.8036	2206.6249	-21506.1787	0.0851340105743458	-3.42575293031626
NOL8	23699.5736	2206.6249	-21492.9487	0.0851774875422189	-3.42494778798788
SMC4	27603.4157	6165.54	-21437.8757	0.18258012047438	-2.16254763826635
SCYL3	27986.8	6671.4624	-21315.3376	0.192492696921817	-2.06867159586158
PDXDC1	26394.0096	5084.3658	-21309.6438	0.161519320339512	-2.37607079642851
THAP5	22209.9034	986.2302	-21223.6732	0.0425170080931074	-4.49313487657558
DNAJB9	22131.8734	986.2302	-21145.6432	0.0426605147664448	-4.48805733488165
UPF2	23063.571	1924.7097	-21138.8613	0.0770244949265357	-3.58290313836082
EIF4A2	24615.0044	3478.1536	-21136.8508	0.123807853855376	-2.82314444691669
RPN2	22562.1735	1469.3602	-21092.8133	0.0611430056168242	-3.94064604708614
ASAH1	21938.35	1028.0913	-20910.2587	0.044764937091059	-4.41541472926851
PFDN4	21663.4374	918.6064	-20744.831	0.0406786209492694	-4.5596715325023
C1orf77	22889.832	2203.7546	-20686.0774	0.0878214276471742	-3.37667138820125
S100A13	22889.832	2203.7546	-20686.0774	0.0878214276471742	-3.37667138820125
UQCRC2	23914.8	3459.2821	-20455.5179	0.126370706691203	-2.78935915254086
LUC7L2	23907.2	3479.1499	-20428.0501	0.127039562143329	-2.7806384279119
UFD1L	29919.3681	9876.2696	-20043.0985	0.24817467870354	-1.5990415812176
MIRLET7I	23437.9992	3470.1328	-19967.8664	0.128962233424453	-2.75578663833111
RNU4ATAC	22178	2313.9803	-19864.0197	0.094479101798069	-3.2606807826394
C20orf132	21305.6745	1469.3602	-19836.3143	0.0645162661376757	-3.85797771776779
HNRNPR	20865.6	1535.5272	-19330.0728	0.0685468720520457	-3.76432043331865
FARSB	22987.8	3681.3725	-19306.4275	0.138038497444943	-2.64255276106327
ZDHHC5	20714.4	1675.6961	-19038.7039	0.074840951665232	-3.62780159839038
NDUFA4	20282.6	1276.4444	-19006.1556	0.0592069099314996	-3.9900399987903
CDC45	28868.1231	9876.2696	-18991.8535	0.254908359939269	-1.54743918738863
ARPC4	18972.3352	292.0759	-18680.2593	0.0151614237509705	-6.021410130549
TADA3	18972.3352	292.0759	-18680.2593	0.0151614237509705	-6.021410130549
ITGB3BP	19080.0069	490.2588	-18589.7481	0.0250512081703622	-5.28237435624962
EFCAB7	19049.0319	490.2588	-18558.7731	0.0250909210332799	-5.28003034286095
ATG16L2	33334.2	14792.638	-18541.562	0.307367751856043	-1.17212374974761
C7orf27	19872.8235	1338.0343	-18534.7892	0.0630825171059324	-3.89260985852413
HNRNPK	19005.9	592.9584	-18412.9416	0.0302547417761843	-5.00237263995459
CACYBP	26329.3624	7974.9818	-18354.3806	0.232477314054003	-1.72311945349039
C7orf55	21457.8	3479.1499	-17978.6501	0.139517860602511	-2.62469542447352
EFCAB2	24430.932	6677.7372	-17753.1948	0.214658401395068	-1.87127767823072
TCF3	30879.7329	13147.8502	-17731.8827	0.298627571041936	-1.23183334951857
FAM36A	30112.6	12449.7914	-17662.8086	0.29250685853145	-1.27424570976648
DUT	17561.2992	35.6121	-17525.6871	0.0020237699328518	-8
NVL	18681.4	1169.7891	-17511.6109	0.058927910771854	-3.99728221944094
RMI1	18083.3313	592.9584	-17490.3729	0.0317492612036319	-4.93058577078106
ITFG1	17679.9648	190.5345	-17489.4303	0.0106619572739078	-6.5359193426247
PHKB	17636.4948	190.5345	-17445.9603	0.0106879557324787	-6.53236779834142
SLBP	21089	3680.5429	-17408.4571	0.1485914744111	-2.51850019449796
FNBP4	19700.6	2682.6227	-17017.9773	0.119849707790291	-2.87652350418893
TARDBP	17857.8	982.2878	-16875.5122	0.052138175279629	-4.18426476673594
