GENE	H3k27ac_14_DMSO_compare_TSS_SIGNAL	H3k27ac_14_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	1911.4334
A1BG-AS1	0.0	1911.4334
A2LD1	1723.625	509.35290000000003
A2M	0.0	41.0652
A2ML1	0.0	0.0
A4GALT	0.0	3380.9428
A4GNT	0.0	942.0441999999999
AAA1	0.0	6916.7565
AAAS	3149.1839999999997	15593.393899999997
AACS	1526.409	1703.5908
AADAT	0.0	2183.8502
AAGAB	3282.6842999999994	2932.1581
AAK1	10832.0	4147.416
AAMP	3576.4419000000003	21987.3806
AANAT	0.0	33401.9227
AARS	9331.0	12620.042700000002
AARS2	2509.3368	13179.2079
AARSD1	4104.6494999999995	4258.974800000001
AASDH	5511.2	2529.5596
AASDHPPT	6396.6718	767.6021000000001
AASS	1962.6857	3171.5938
AATF	4074.7455000000004	34.1691
AATK	0.0	288.2776
ABAT	0.0	381.612
ABCA1	1281.1168	10440.2014
ABCA10	0.0	437.2137
ABCA11P	3783.5196	18.023500000000002
ABCA12	0.0	581.8241
ABCA13	0.0	5926.1011
ABCA17P	0.0	403.67240000000004
ABCA2	0.0	5251.6571
ABCA3	0.0	403.67240000000004
ABCA5	3737.2797	1697.1081000000001
ABCA7	3771.0	32484.292
ABCB1	0.0	17.1204
ABCB10	6541.400000000001	1692.5966999999998
ABCB11	0.0	1792.562
ABCB5	0.0	1040.2938
ABCB6	2530.6344	4009.2738999999997
ABCB7	1559.1404	0.0
ABCB8	7170.6	8197.0057
ABCB9	4440.7505	43513.574100000005
ABCC1	2382.4	2716.0822
ABCC10	4807.176	3205.1848
ABCC11	0.0	1625.5075
ABCC12	0.0	64.2555
ABCC13	0.0	0.0
ABCC2	0.0	268.60679999999996
ABCC3	0.0	5233.5155
ABCC4	0.0	342.6775
ABCC5	2166.9459	648.544
ABCC6	0.0	4618.0502
ABCC6P1	0.0	5300.424399999999
ABCC6P2	0.0	2493.0656000000004
ABCC8	0.0	3971.9392
ABCD1	2107.6329	1930.1496999999997
ABCD2	4982.2	2086.8808
ABCD3	1227.8868	0.0
ABCD4	852.2591	780.0021
ABCE1	6897.323600000001	3467.3918
ABCF1	3158.0808	18349.8793
ABCF2	3178.6	479.97800000000007
ABCF3	7706.2	1021.4721000000001
ABCG1	2283.3895	41906.6809
ABCG2	0.0	9090.0753
ABCG4	0.0	8703.5616
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	0.0	22650.685699999995
ABHD10	2977.1196	2782.2484
ABHD11	7738.5146	5684.3235
ABHD12	5103.799999999999	112494.2293
ABHD12B	0.0	2758.3297000000002
ABHD13	3221.8538	28.6356
ABHD14A	1662.1689999999999	1044.6513
ABHD14B	2523.5454999999997	1044.6513
ABHD15	5626.7024	4772.3984
ABHD2	2808.1449	51572.929000000004
ABHD3	4647.7053	5407.3042000000005
ABHD4	2770.6146	23168.189
ABHD5	6193.4	689.9334
ABHD6	1439.7102	1242.1488
ABHD8	0.0	7744.7408000000005
ABI1	4460.9796	7756.677900000001
ABI2	2035.278	2359.3036
ABI3	0.0	8548.3076
ABL1	4626.7377	1130.688
ABL2	3479.0	12301.8945
ABLIM1	2116.1144	370.1896
ABO	0.0	279.137
ABP1	0.0	3812.1238000000003
ABR	5126.8	32606.6772
ABRA	0.0	1049.4012
ABT1	4563.4932	17855.275599999997
ABTB1	4420.858	8254.0996
ABTB2	522.8715	301.2924
ACAA1	4514.834699999999	94.952
ACAA2	5415.181	3106.2483
ACACA	9105.0796	3911.3367
ACACB	0.0	9938.0307
ACAD10	2456.3505999999998	922.322
ACAD11	8820.4296	9423.351099999998
ACAD8	2145.9795	2523.9319
ACAD9	10124.599999999999	2495.8172999999997
ACADL	0.0	1951.9166
ACADM	3715.105	2703.2367999999997
ACADS	0.0	3128.1696
ACADSB	4093.2599999999998	63.9324
ACADVL	3112.1609	7152.868600000002
ACAN	0.0	2063.7731
ACAP1	939.548	4282.3106
ACAP2	5634.582	2706.9338
ACAP3	5393.6222	1247.1371
ACAT1	2331.5607	2312.4468000000006
ACAT2	2965.6856000000002	256.6113
ACBD3	5452.616	54494.86299999999
ACBD4	3087.766	90831.1946
ACBD5	9517.604	3730.8898
ACBD6	13153.4	145.3936
ACBD7	0.0	2084.2869
ACCN2	0.0	6120.3906
ACCN3	0.0	8197.0057
ACCN4	0.0	362.7564
ACCN5	0.0	6029.6222
ACCS	1995.6196	0.0
