#MM4_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM4_jia_ROSE/MM4_jia_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM4_jia.bam
#Using cutoff of 1535.7664 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM4_jia.bam	enhancerRank	isSuper
5_MACS_peak_4226_lociStitched	chr17	43298930	43308933	5	9638	10781.2334	1	1
2_MACS_peak_4037_lociStitched	chr17	6915116	6920303	2	5173	8459.4783	2	1
5_MACS_peak_1940_lociStitched	chr11	65188337	65195078	5	5796	6552.252	3	1
5_MACS_peak_4722_lociStitched	chr18	60823556	60830591	5	6486	6376.524	4	1
2_MACS_peak_4316_lociStitched	chr17	48942235	48945634	2	3248	5988.3582	5	1
5_MACS_peak_1948_lociStitched	chr11	65265625	65272862	5	6691	5909.7342	6	1
2_MACS_peak_4140_lociStitched	chr17	27275751	27279527	2	3566	5675.7056	7	1
1_MACS_peak_4242_lociStitched	chr17	43660596	43663119	1	2524	5435.8035	8	1
3_MACS_peak_5030_lociStitched	chr19	16434881	16439750	3	4580	5341.293	9	1
1_MACS_peak_4128_lociStitched	chr17	26988335	26990230	1	1896	4982.1445	10	1
1_MACS_peak_4299_lociStitched	chr17	47752745	47755531	1	2787	4945.4286	11	1
3_MACS_peak_4352_lociStitched	chr17	55432697	55437162	3	4408	4913.7325	12	1
2_MACS_peak_4222_lociStitched	chr17	43224294	43227601	2	3009	4579.2029	13	1
2_MACS_peak_8940_lociStitched	chr6	32936286	32940857	2	4281	4164.181	14	1
2_MACS_peak_102_lociStitched	chr1	17230187	17231754	2	1555	4142.6779	15	1
4_MACS_peak_4976_lociStitched	chr19	12900274	12905029	4	4429	4067.427	16	1
3_MACS_peak_10983_lociStitched	chrX	106957428	106961108	3	3532	4052.048	17	1
1_MACS_peak_4131_lociStitched	chr17	27054053	27056357	1	2305	4042.368	18	1
6_MACS_peak_1117_lociStitched	chr1	234743410	234748508	6	4613	4004.9888	19	1
1_MACS_peak_4313_lociStitched	chr17	48784452	48786814	1	2363	3979.2614	20	1
2_MACS_peak_4572_lociStitched	chr18	9135891	9138886	2	2929	3933.3335	21	1
1_MACS_peak_4111_lociStitched	chr17	25620400	25622556	1	2157	3921.3328	22	1
4_MACS_peak_4990_lociStitched	chr19	13949748	13954162	4	4281	3769.1146	23	1
2_MACS_peak_4321_lociStitched	chr17	49197140	49199647	2	2400	3624.3699	24	1
2_MACS_peak_4246_lociStitched	chr17	44269132	44271927	2	2766	3614.7735	25	1
1_MACS_peak_4042_lociStitched	chr17	7144990	7147140	1	2151	3603.185	26	1
2_MACS_peak_4146_lociStitched	chr17	27619203	27622256	2	3014	3567.7358	27	1
1_MACS_peak_10526_lociStitched	chr9	66455363	66459108	1	3746	3554.3795	28	1
3_MACS_peak_8597_lociStitched	chr5	172196471	172199590	3	2931	3496.7109	29	1
4_MACS_peak_1180_lociStitched	chr10	3824742	3828414	4	3155	3494.6424	30	1
2_MACS_peak_4121_lociStitched	chr17	26661181	26663487	2	2270	3289.2784	31	1
2_MACS_peak_7423_lociStitched	chr3	156876837	156879310	2	2352	3265.1019	32	1
1_MACS_peak_4994_lociStitched	chr19	13956940	13959007	1	2068	3237.9555	33	1
3_MACS_peak_5066_lociStitched	chr19	18390160	18393443	3	2720	3176.3025	34	1
3_MACS_peak_8324_lociStitched	chr5	90675421	90678986	3	3101	3161.7985	35	1
1_MACS_peak_4325_lociStitched	chr17	49336800	49338424	1	1625	3129.1232	36	1
4_MACS_peak_8706_lociStitched	chr6	7907667	7911488	4	3020	3061.3852	37	1
1_MACS_peak_4154_lociStitched	chr17	28443162	28444805	1	1644	3048.7508	38	1
2_MACS_peak_100_lociStitched	chr1	17221654	17223556	2	1796	3048.7158	39	1
1_MACS_peak_628_lociStitched	chr1	149223071	149224980	1	1910	3043.3278	40	1
2_MACS_peak_4998_lociStitched	chr19	14116259	14118210	2	1925	3028.1471	41	1
1_MACS_peak_4114_lociStitched	chr17	25679914	25681636	1	1723	3015.3942	42	1
1_MACS_peak_4051_lociStitched	chr17	7386401	7388086	1	1686	2984.9775	43	1
2_MACS_peak_10199_lociStitched	chr8	101963058	101965647	2	2505	2984.0814	44	1
4_MACS_peak_9309_lociStitched	chr6	143265579	143269424	4	3034	2964.8795	45	1
2_MACS_peak_10402_lociStitched	chr9	3524899	3527531	2	2459	2938.1016	46	1
2_MACS_peak_98_lociStitched	chr1	17066398	17068099	2	1484	2926.2303	47	1
1_MACS_peak_962_lociStitched	chr1	203258291	203260941	1	2651	2913.94	48	1
2_MACS_peak_4365_lociStitched	chr17	56413252	56416152	2	2867	2913.34	49	1
4_MACS_peak_10164_lociStitched	chr8	95959212	95962503	4	3136	2878.6377	50	1
3_MACS_peak_9756_lociStitched	chr7	104652473	104655351	3	2543	2874.8342	51	1
2_MACS_peak_5675_lociStitched	chr2	70313056	70315006	2	1912	2872.545	52	1
2_MACS_peak_9030_lociStitched	chr6	42749757	42751917	2	2091	2863.728	53	1
3_MACS_peak_5261_lociStitched	chr19	47615157	47617584	3	2204	2857.7925	54	1
3_MACS_peak_9269_lociStitched	chr6	136609690	136611997	3	2050	2850.0678	55	1
4_MACS_peak_11028_lociStitched	chrX	123093529	123096954	4	2625	2829.735	56	1
2_MACS_peak_4273_lociStitched	chr17	45972489	45974563	2	1845	2816.6994	57	1
3_MACS_peak_2181_lociStitched	chr11	115092243	115095169	3	2773	2809.5452	58	1
2_MACS_peak_96_lociStitched	chr1	16992756	16994125	2	1188	2804.8072	59	1
2_MACS_peak_5243_lociStitched	chr19	45970353	45973113	2	2719	2784.012	60	1
2_MACS_peak_3438_lociStitched	chr15	72765734	72767789	2	2040	2774.661	61	1
5_MACS_peak_597_lociStitched	chr1	145437691	145441601	5	3224	2762.806	62	1
3_MACS_peak_1328_lociStitched	chr10	43902691	43905277	3	2507	2757.1932	63	1
1_MACS_peak_4136_lociStitched	chr17	27219511	27221663	1	2153	2742.724	64	1
