BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20.bam		H3K27Ac_0	chr17(+):37847100-38060047	220	220	220	0.2527	0.4337	0.4462	0.3214	0.412	0.4897	0.414	0.3811	0.4225	0.4628	2.8547	4.4169	4.5127	3.6648	1.2191	0.8732	0.688	0.3675	0.4418	0.4726	0.4079	0.2509	0.1681	0.2463	0.358	0.4231	0.4745	0.384	0.301	0.3736	0.3127	0.3909	0.5934	0.5564	0.524	5.1808	7.6689	8.6428	7.2254	1.1161	0.4292	0.3477	1.6923	5.1978	6.5763	5.4387	2.807	0.7267	0.3425	0.3475	0.6602	0.6919	0.3901	0.475	0.568	0.6062	0.6312	6.9152	30.638	72.659	103.4584	105.5916	72.5121	30.5066	12.6628	4.7422	1.9104	1.2116	1.2744	1.1248	1.3555	1.6983	6.7745	21.1042	29.7253	32.7636	25.1894	14.1925	18.6955	25.8653	40.3822	41.7576	29.9201	19.8312	7.4082	4.0609	3.306	1.6141	1.1478	1.4979	1.4397	0.8532	0.7562	1.1241	2.614	7.1158	14.7454	16.9239	14.5801	8.7535	2.92	4.4606	7.8317	9.2379	8.0339	3.41	1.1236	0.9447	0.7824	0.7581	0.8623	0.7596	0.4852	0.3887	0.4947	0.4421	0.4485	0.5748	5.5159	17.6577	29.3486	31.335	21.2366	9.2201	3.0964	1.5205	1.2113	1.0554	0.8383	0.8089	0.7384	0.4711	0.3741	0.661	0.9242	1.0463	1.2058	1.0471	0.8606	0.9187	0.8302	2.4459	6.1258	7.2538	6.6559	3.9587	2.23	4.1503	4.4183	3.502	2.2041	1.0019	1.0444	1.0344	0.9806	0.6919	0.5397	0.8698	4.3552	10.2355	17.8344	26.3324	30.9877	33.4162	37.5789	34.2426	28.5793	19.537	3.1591	0.3844	0.3584	0.4253	0.4487	0.2661	0.4187	0.4903	0.4286	0.4179	0.2958	0.2437	0.306	0.4598	0.3981	0.3383	0.3091	0.2848	0.5216	0.628	0.4598	0.2261	0.1492	0.1308	0.1701	0.264	0.4362	0.5342	0.3727	0.2519	0.2644	0.3121
12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21.bam		H3K27Ac_0	chr17(+):37847100-38060047	240	240	240	0.439	0.3342	0.2588	0.3645	0.5293	0.476	0.3746	0.5451	0.5298	0.3756	1.733	3.0021	3.3925	2.7822	1.2588	0.8975	0.6847	0.5295	0.4744	0.6692	0.6693	0.4401	0.3326	0.5656	0.7765	0.5957	0.5946	0.4738	0.3875	0.5595	0.5589	0.4211	0.493	0.7863	1.1066	4.2346	5.8167	6.0501	4.7649	0.9223	0.5161	0.6394	1.5106	3.7306	5.1825	5.1841	2.7485	0.7808	0.6749	0.5736	0.5807	0.5178	0.6794	0.645	0.5532	0.6298	0.6903	5.5788	24.9414	60.6528	84.0989	81.2288	55.3506	25.5006	11.963	4.9611	2.2569	1.3626	1.2251	1.521	1.934	1.9774	5.9223	17.0354	24.3366	26.0359	19.3272	11.5124	16.006	22.4538	32.1109	33.3743	25.9677	17.855	7.4383	3.9129	2.7191	1.7834	1.4734	1.4524	1.4684	1.0307	0.7971	0.9011	2.334	5.8147	11.7592	14.4759	12.6575	7.3749	2.5661	3.8358	6.9087	7.8569	6.326	2.5647	0.949	1.0048	0.8749	0.7584	0.6966	0.8882	1.1025	0.7298	0.7311	0.8967	0.7616	0.9083	4.5302	13.554	22.327	24.7879	17.5422	7.9922	3.1765	1.4582	1.3527	1.6186	1.3979	1.0708	0.7896	0.753	0.7422	0.78	1.0251	1.1935	1.1571	1.0908	1.2272	1.1402	0.9108	2.568	5.5079	6.0029	5.2747	3.1348	1.9169	3.4309	4.4237	4.0544	2.4377	1.2928	1.4086	1.1613	0.8319	0.8867	0.8899	0.9366	4.1182	9.2448	15.1564	22.8299	26.1304	26.1107	29.1462	26.3493	20.5228	13.725	2.6913	0.6665	0.4929	0.4109	0.2747	0.4242	0.5342	0.3264	0.4065	0.5641	0.523	0.3883	0.3134	0.3459	0.5522	0.6673	0.563	0.4431	0.4019	0.4105	0.371	0.3934	0.4784	0.5064	0.594	0.6393	0.49	0.4752	0.5224	0.5656	0.4638	0.2267
13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam		H3K27Ac_1	chr17(+):37847100-38060047	90	90	90	0.247	0.4601	0.5858	0.4916	0.3558	0.5072	0.6083	0.3941	0.4184	0.6268	1.454	2.2334	2.682	2.2074	0.9296	0.5171	0.3176	0.2589	0.2857	0.243	0.3964	0.4343	0.3146	0.402	0.4353	0.2704	0.3598	0.4619	0.4258	0.4574	0.4935	0.4802	0.6156	0.7235	0.7917	5.3441	7.6366	8.5203	6.7766	0.8659	0.6853	0.7342	1.28	3.1774	4.3333	4.0627	2.6285	1.3493	0.8106	0.4825	0.6187	0.7913	0.8262	0.7982	0.7816	0.7614	0.8593	7.6291	32.8575	69.6845	90.774	83.8097	51.0199	21.5051	10.4659	3.7254	1.9316	1.7657	1.1614	0.7681	0.7607	1.1554	4.1817	10.4387	13.8178	14.6287	10.5974	6.2216	10.1819	14.7368	21.6492	22.6155	15.9812	10.3895	4.0691	2.0341	1.7295	1.1653	1.0564	1.2592	0.8976	0.4959	0.6948	0.861	1.5536	3.3059	5.557	6.5997	6.1117	3.7697	1.6933	2.273	3.5694	3.9156	3.7182	2.019	0.7787	0.6732	0.9266	1.0214	0.7087	0.4495	0.5279	0.7669	0.9863	0.8118	0.6229	0.7287	2.874	9.0116	13.6512	14.5701	10.1499	3.9429	1.8975	1.2066	1.0145	1.0613	0.8949	0.6756	0.7325	1.0607	0.953	0.6991	0.7196	0.908	0.9441	0.6644	0.5945	1.0052	1.2789	1.7568	3.3087	4.0589	3.3895	1.8721	1.8061	2.8022	2.5509	1.9791	1.2002	1.0032	1.433	1.2841	0.8051	0.6956	0.6621	0.9765	3.7605	8.1724	13.6451	21.5725	25.5363	27.4736	34.987	33.7548	27.6974	18.1903	2.8992	0.4484	0.5465	0.568	0.502	0.4768	0.3909	0.4214	0.4072	0.3727	0.3198	0.2285	0.2403	0.2056	0.1901	0.4475	0.5723	0.3909	0.4213	0.4783	0.5246	0.4559	0.5509	0.5335	0.3483	0.515	0.6002	0.5581	0.4669	0.5901	0.6612	0.4702
14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23.bam		H3K27Ac_1	chr17(+):37847100-38060047	65	65	65	0.3654	0.5789	0.5316	0.5197	0.3918	0.3888	0.4609	0.5751	0.5469	0.4285	1.2165	1.7619	2.0383	1.869	0.8529	0.6737	0.6951	0.3907	0.1827	0.1698	0.1779	0.2939	0.3961	0.5306	0.6833	0.5655	0.7126	0.6338	0.4103	0.5352	0.3338	0.3039	0.4508	0.5746	0.7762	5.3848	7.7587	8.8076	7.2282	1.2529	0.5624	0.4523	1.2891	3.2492	4.1088	3.6135	2.0522	0.7222	0.708	0.8114	0.7134	0.493	0.7021	1.0207	0.8054	0.6954	0.5721	5.6574	27.0416	62.9567	87.2939	84.8541	55.3318	24.8425	12.0553	4.3607	1.7049	1.1261	1.1331	1.2861	1.4594	1.6646	5.1356	12.0083	15.9212	16.8334	11.5492	6.8524	10.1569	14.4105	20.6226	21.5433	16.3233	10.6692	4.2779	2.223	1.72	1.1676	0.6759	0.7863	1.0797	1.075	0.8985	0.745	1.4731	3.4707	6.2483	7.3823	6.6077	4.1825	1.9894	2.5373	3.5032	3.7848	3.3733	1.7617	0.7353	0.511	0.6381	0.6194	0.7733	0.9164	0.8248	0.5242	0.3522	0.4019	0.4427	0.5984	3.208	9.617	13.6312	15.3167	11.1515	4.2867	2.0102	1.0589	0.9639	1.1833	1.5086	1.4294	1.223	1.0291	0.6669	0.7898	1.3235	1.2386	0.9459	0.7324	0.6424	0.8099	0.8448	1.7693	3.713	4.4315	4.0541	2.4939	1.5551	2.2738	2.5686	2.3585	1.375	0.6962	0.8868	0.9543	0.7369	0.5292	0.3476	0.6564	3.3085	7.733	12.665	21.0527	27.2316	28.3842	32.7593	30.8725	26.3862	17.423	2.6775	0.7115	0.6499	0.6623	0.5671	0.4054	0.3967	0.4032	0.7159	0.7935	0.5075	0.5206	0.5917	0.8051	1.0442	0.8194	0.6997	0.5538	0.3327	0.3714	0.6036	0.7845	0.713	0.5097	0.4633	0.5191	0.6941	0.711	0.4829	0.3979	0.4129	0.3491
15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25.bam		H3K27Ac_3	chr17(+):37847100-38060047	90	90	90	0.1936	0.3451	0.3672	0.3043	0.3109	0.3685	0.3378	0.3154	0.2879	0.4802	1.743	2.3779	2.4309	1.9293	0.7007	0.7829	0.9046	0.6056	0.3679	0.3046	0.422	0.6824	0.5133	0.4945	0.6452	0.5739	0.6403	0.6451	0.5429	0.4828	0.4583	0.354	0.2716	0.3918	0.6358	5.0307	7.5676	8.5419	6.7252	0.8132	0.2915	0.3859	1.531	5.1925	6.8981	5.9834	3.4336	0.8999	0.305	0.3901	0.5942	0.6928	0.6055	0.5433	0.5462	0.6108	0.7501	8.5809	36.0484	77.9031	102.2983	94.8347	58.744	22.775	10.0449	3.8836	2.0364	1.3244	0.8433	0.815	1.0091	1.5288	5.4913	14.431	20.5514	20.3574	13.5667	9.113	18.3417	28.9755	42.3086	45.4643	33.9741	21.3429	8.3732	4.6608	3.3468	1.6631	1.1501	1.1275	0.9787	0.6079	0.6671	0.81	2.3421	6.395	12.703	14.1318	10.6032	5.3032	1.7834	3.6641	6.1908	8.0074	6.7891	2.3389	0.67	0.7354	0.8844	0.7974	0.8082	0.6902	0.7134	0.5487	0.4664	0.4996	0.4075	0.4052	3.6543	13.1892	21.2158	23.232	16.8791	6.8903	2.169	1.1519	0.9518	0.7554	0.6462	0.7498	0.7262	0.689	0.8697	0.9891	1.0264	1.2042	0.8842	0.4357	0.5098	0.6887	0.6321	2.8372	7.0168	8.5246	7.2315	3.7649	2.9083	5.1967	5.8312	4.7411	2.3798	1.1384	1.3846	0.8978	0.5165	0.5017	0.4948	1.0536	7.2756	16.0652	25.7883	34.783	34.4592	33.596	37.186	31.8481	25.3845	17.2734	2.6371	0.5534	0.5969	0.6043	0.4867	0.3642	0.283	0.2524	0.3921	0.3738	0.1649	0.2458	0.3533	0.3187	0.354	0.3041	0.3058	0.4696	0.5415	0.5676	0.5033	0.4465	0.5493	0.5189	0.4298	0.3391	0.2917	0.2976	0.2603	0.2767	0.3547	0.3294
16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29.bam		H3K27Ac_3	chr17(+):37847100-38060047	65	65	65	0.1487	0.221	0.3778	0.3821	0.1887	0.1814	0.198	0.2164	0.3053	0.4508	1.5436	2.2006	2.679	2.4996	1.0131	0.6306	0.5269	0.3923	0.2314	0.2364	0.352	0.4008	0.4486	0.4333	0.3944	0.5145	0.622	0.6404	0.4391	0.3082	0.3161	0.4122	0.3666	0.2453	0.4842	4.6244	6.6709	8.3225	7.0175	1.0259	0.58	0.5881	1.5009	4.6081	6.1406	5.4009	3.1342	1.0121	0.5757	0.4846	0.4338	0.4359	0.5047	0.5566	0.5188	0.3701	0.2939	7.8824	34.0002	73.8938	95.5277	89.3789	57.644	23.0981	9.5069	2.9483	1.2122	1.1019	1.055	1.1103	1.1624	1.3858	5.8091	15.4161	20.8035	21.3741	15.0313	9.5832	17.8028	29.0524	43.889	44.572	32.6057	21.1976	7.8335	3.7029	2.2873	1.614	1.5985	1.777	1.5073	0.9373	0.8273	0.8284	2.3114	6.245	12.4119	13.8809	9.7078	4.4379	1.8025	3.9072	6.5495	8.0336	6.8326	2.5975	0.7781	0.7267	0.9931	0.8974	0.74	0.8908	0.884	0.794	0.7782	0.6366	0.7272	0.827	3.9308	13.4498	21.3795	22.5918	16.0649	6.8698	2.6843	1.574	1.0649	0.889	0.8728	0.9131	0.8242	0.7943	0.9952	1.17	1.1429	1.1731	1.2129	0.9059	0.6829	0.7053	0.8713	3.1878	7.167	8.8968	7.9267	4.0336	2.7577	4.601	4.746	3.7097	1.925	1.0121	1.3266	1.2401	0.9575	0.7474	0.7306	1.3455	8.0339	17.0053	25.1415	33.8599	33.7528	31.3934	34.0425	30.2384	25.4281	16.9998	2.6419	0.4572	0.4163	0.5533	0.4492	0.3427	0.3299	0.3245	0.3423	0.3679	0.3512	0.3113	0.4507	0.516	0.4097	0.3904	0.4457	0.4412	0.3685	0.2945	0.2665	0.3492	0.4036	0.3867	0.3889	0.3632	0.3349	0.3273	0.3019	0.3355	0.4096	0.3072
17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33.bam		H3K27Ac_6	chr17(+):37847100-38060047	90	90	90	0.3632	0.3654	0.4164	0.492	0.4378	0.3036	0.2614	0.4292	0.3918	0.2636	1.8012	2.7577	3.1774	2.802	1.0125	0.6679	0.6254	0.5497	0.4723	0.4398	0.3347	0.2469	0.379	0.6189	0.55	0.3621	0.3625	0.3983	0.4879	0.438	0.2879	0.2812	0.3387	0.4355	0.5516	6.0772	9.7408	10.9733	8.6498	1.3576	0.4225	0.6191	2.0604	5.7986	8.0184	7.5535	5.0243	1.9706	0.6461	0.4975	0.6858	0.8631	0.8128	0.538	0.521	0.6063	0.718	10.0367	40.9054	91.956	122.006	109.8248	67.1702	25.2528	9.4316	3.2373	1.6303	1.1895	1.1078	0.9364	1.2541	1.5833	5.2038	15.3201	21.5334	22.8009	17.2206	9.8891	17.286	29.345	48.8896	54.8249	42.4808	26.9498	9.1561	4.8504	3.4329	1.4079	0.9504	0.9373	0.8379	0.6574	0.4817	0.5773	2.2242	7.2103	13.6937	15.1544	11.6117	5.5075	1.5211	3.1431	6.109	7.2959	5.8755	2.4732	1.2424	1.0369	0.7801	0.6175	0.5194	0.4	0.4763	0.6431	0.7054	0.5851	0.5247	0.6717	4.1611	12.2743	18.4654	19.3847	13.4088	5.5137	2.092	1.1516	0.8801	0.8883	0.8861	0.7698	0.6605	0.5795	0.5973	0.9067	1.0949	0.9929	0.8417	0.4932	0.4112	0.5607	0.9169	3.0316	6.4188	7.679	6.3897	3.1144	1.7798	3.0748	3.4188	2.8401	1.7092	0.7577	0.8526	1.225	1.2521	0.8062	0.7048	1.2404	6.3172	12.8508	20.582	31.552	34.7773	36.1252	42.2219	38.8713	31.9062	21.2038	3.5525	0.4304	0.4578	0.3592	0.1736	0.3172	0.5283	0.5495	0.48	0.3954	0.2938	0.2326	0.1963	0.3178	0.5217	0.4973	0.2969	0.24	0.4122	0.4155	0.2082	0.2499	0.4082	0.3787	0.4984	0.6475	0.4857	0.2617	0.3792	0.4678	0.4375	0.4099
18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam		H3K27Ac_6	chr17(+):37847100-38060047	65	65	65	0.0956	0.2036	0.3324	0.3897	0.5106	0.5445	0.4009	0.3522	0.2784	0.4112	1.6351	2.722	2.9542	2.2637	0.8313	0.5101	0.5749	0.4828	0.3454	0.295	0.3502	0.422	0.3112	0.2767	0.4339	0.357	0.2537	0.3857	0.3621	0.3338	0.3664	0.5525	0.719	0.4472	0.4648	6.0362	9.4959	10.6991	8.4513	1.2573	0.4257	0.4513	1.8057	5.36	7.995	8.3072	5.2005	1.631	0.7205	0.7602	0.5802	0.2571	0.2894	0.4866	0.5607	0.5268	0.6006	9.6185	40.9012	91.3157	121.4293	111.1996	67.6645	24.9543	9.9136	3.4272	1.7281	1.4148	0.973	0.8845	1.0318	1.2269	5.84	17.0385	23.2527	24.3343	17.6183	9.795	19.5746	34.1104	53.2541	55.5403	41.434	26.8465	9.6315	4.9094	2.8983	1.3219	1.2401	1.1661	1.0127	0.8183	0.7338	0.8931	2.3994	7.3119	14.6736	16.462	12.5289	6.4821	2.263	3.6435	6.9271	7.8294	6.1349	2.5514	0.7432	0.6078	0.7502	0.785	0.5527	0.5516	0.672	0.6265	0.6198	0.5571	0.4962	0.4682	4.3561	12.9023	19.2198	20.5279	14.5839	6.1126	2.0014	0.9542	0.6608	0.664	0.7179	0.9535	0.9051	0.6593	0.7326	0.9234	0.8149	0.9594	0.8803	0.6646	0.5671	0.4113	0.5117	2.7119	6.1262	7.6241	6.9416	3.5825	2.2336	3.4108	3.6373	3.1117	1.8133	0.7353	0.8927	0.9662	0.9314	0.8611	0.6966	1.3989	7.9421	15.4644	21.7227	32.0521	36.5223	37.7669	44.6805	39.8414	31.6139	21.7726	3.5548	0.5211	0.5646	0.5873	0.6232	0.449	0.2147	0.2376	0.4847	0.4887	0.3289	0.3102	0.2705	0.3021	0.3623	0.4717	0.6246	0.5527	0.5845	0.5392	0.352	0.2804	0.3254	0.3739	0.3963	0.5383	0.4749	0.3181	0.4028	0.3496	0.2304	0.3675
19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39.bam		H3K27Ac_24	chr17(+):37847100-38060047	90	90	90	0.2242	0.1964	0.0996	0.1009	0.1534	0.2368	0.3088	0.2653	0.2358	0.3511	1.3194	1.994	2.5874	2.1867	0.6735	0.4413	0.5285	0.5151	0.4071	0.3913	0.3535	0.2794	0.2145	0.2184	0.3966	0.5178	0.548	0.4459	0.2568	0.2104	0.3101	0.481	0.4637	0.384	0.5797	4.5402	6.967	8.849	7.2255	0.9167	0.3132	0.3129	1.2526	3.4966	5.1634	5.0972	2.9318	1.0702	0.5572	0.4693	0.4131	0.3813	0.5091	0.4488	0.3762	0.4267	0.5793	8.8746	39.3048	99.9202	146.2104	146.9017	98.4866	40.0051	16.4767	6.4747	2.4756	1.4661	1.1825	1.1539	1.1256	1.7221	7.4075	19.5099	27.9588	27.9528	18.5785	11.4627	22.5497	44.5489	75.356	84.0309	65.5513	40.2274	14.6134	6.9092	4.0553	1.5868	1.3832	1.2501	0.8736	0.6593	0.6165	0.7989	3.1888	8.9231	16.8756	19.894	16.0329	7.7906	2.0442	6.0288	11.5061	12.2156	9.7345	3.5155	0.8217	0.6255	0.8495	1.2158	1.0403	0.7573	0.6263	0.4708	0.5245	0.4161	0.386	0.8976	9.7269	29.3124	44.5501	46.1314	29.4319	10.5167	3.2227	1.4684	0.7596	0.5021	0.3811	0.2714	0.4254	0.7256	0.811	1.0554	1.2008	1.1746	0.8505	0.4076	0.5072	0.5806	0.5793	2.8773	7.242	8.615	7.4272	4.1783	3.1759	5.197	4.9707	3.6708	1.7729	0.6009	1.0247	1.0942	0.9039	0.9679	0.9232	1.4284	9.5184	20.5239	31.79	45.3949	50.9129	49.3766	47.8856	37.5565	26.7498	17.5276	2.4415	0.3372	0.3027	0.313	0.2974	0.2	0.3031	0.3699	0.3594	0.3917	0.3664	0.3243	0.4676	0.4604	0.2747	0.3146	0.3252	0.248	0.3189	0.4555	0.5325	0.4322	0.2174	0.1917	0.2597	0.4065	0.4903	0.4746	0.4249	0.2606	0.1887	0.1903
20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43.bam		H3K27Ac_24	chr17(+):37847100-38060047	65	65	65	0.1565	0.1042	0.1335	0.2348	0.3255	0.4073	0.347	0.2634	0.2475	0.4272	1.8969	2.5847	2.329	1.8819	0.7147	0.3905	0.3693	0.4309	0.4724	0.5199	0.3918	0.2252	0.2771	0.3675	0.5719	0.5553	0.5442	0.6153	0.5775	0.46	0.3319	0.3871	0.3178	0.2091	0.455	4.9487	7.5881	9.7749	8.1173	1.1234	0.3831	0.4296	1.242	3.6517	5.5028	5.2596	3.2785	1.2078	0.4972	0.5282	0.387	0.3899	0.3824	0.2979	0.2945	0.4287	0.5954	8.9538	38.5816	96.5512	135.5871	133.386	92.3475	39.0999	14.9249	5.6915	2.7466	2.0298	1.5629	1.1708	1.2354	1.5745	7.3736	18.7701	26.4422	28.548	20.0587	12.8056	23.6955	43.1688	74.3504	83.6021	64.1479	40.188	14.8744	7.5883	4.9971	1.8144	1.2516	1.1008	0.8226	0.6569	0.9847	1.4356	3.8285	9.9677	18.2364	20.8887	15.9235	7.2957	2.6001	6.2763	11.3673	12.939	10.8279	4.3872	1.2455	1.1927	1.0588	0.9734	1.1019	0.9935	0.834	0.5776	0.5452	0.4407	0.4091	0.7043	8.8023	28.7777	43.841	44.9633	29.1477	10.4939	3.1692	1.2202	0.5918	0.5366	0.5141	0.5962	0.6916	0.6661	0.5785	0.6708	0.6167	0.6494	0.8458	0.6883	0.5047	0.5866	0.8832	2.7346	6.1875	7.7972	7.5048	4.16	2.7761	4.7363	5.2541	4.2718	2.1655	1.063	1.1698	1.0417	0.9301	0.8292	0.7025	1.2653	8.3553	19.2497	32.7121	46.8539	50.0219	47.4979	48.5561	40.182	29.1132	18.5526	2.9881	0.702	0.5463	0.5896	0.544	0.3329	0.4683	0.6433	0.4471	0.4658	0.4967	0.3694	0.2589	0.202	0.2175	0.24	0.3577	0.3643	0.385	0.3517	0.232	0.2392	0.3648	0.5591	0.4641	0.2371	0.256	0.2206	0.172	0.3236	0.3583	0.2776
