BAM	GENE_ID	NAME	LOCUSLINE	COLOR1	COLOR2	COLOR3	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100	bin_101	bin_102	bin_103	bin_104	bin_105	bin_106	bin_107	bin_108	bin_109	bin_110	bin_111	bin_112	bin_113	bin_114	bin_115	bin_116	bin_117	bin_118	bin_119	bin_120	bin_121	bin_122	bin_123	bin_124	bin_125	bin_126	bin_127	bin_128	bin_129	bin_130	bin_131	bin_132	bin_133	bin_134	bin_135	bin_136	bin_137	bin_138	bin_139	bin_140	bin_141	bin_142	bin_143	bin_144	bin_145	bin_146	bin_147	bin_148	bin_149	bin_150	bin_151	bin_152	bin_153	bin_154	bin_155	bin_156	bin_157	bin_158	bin_159	bin_160	bin_161	bin_162	bin_163	bin_164	bin_165	bin_166	bin_167	bin_168	bin_169	bin_170	bin_171	bin_172	bin_173	bin_174	bin_175	bin_176	bin_177	bin_178	bin_179	bin_180	bin_181	bin_182	bin_183	bin_184	bin_185	bin_186	bin_187	bin_188	bin_189	bin_190	bin_191	bin_192	bin_193	bin_194	bin_195	bin_196	bin_197	bin_198	bin_199	bin_200
11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20.bam		H3K27Ac_0	chr6(+):261715-458764	220	220	220	0.5628	0.6879	0.5251	0.5463	0.5883	0.5463	0.6118	0.8213	1.1596	1.1475	1.3842	1.5264	1.3051	1.0135	0.9023	0.8866	0.7724	0.8763	0.7492	0.6245	0.6668	0.6496	0.7797	0.9265	0.9875	1.1847	1.3319	2.5866	15.2419	49.9526	89.4999	97.2666	79.8603	46.7015	18.2526	16.2754	19.9088	15.7469	9.2099	5.3399	1.7462	2.6814	17.0387	43.292	56.8196	52.4636	33.7267	7.636	1.5834	1.846	4.5644	6.1608	7.2402	14.2833	26.0027	33.403	41.8609	63.3624	77.9531	86.5645	105.1542	111.7383	98.624	77.1223	42.0066	31.8772	48.6407	55.9778	51.1192	26.8199	7.2138	2.0006	1.3925	1.0486	3.41	5.6873	6.6865	5.4757	2.9926	1.2726	1.2809	1.1678	1.1893	1.3692	1.2905	1.1467	1.0679	1.1693	1.2926	1.1866	1.0533	1.1097	1.3633	1.3701	1.1223	1.2812	1.5311	1.412	1.1151	0.9608	0.9679	1.1775	1.2442	0.8237	0.6545	0.8016	0.7405	0.4647	0.4206	0.9736	1.8856	2.0926	1.8191	1.4839	0.8596	0.8621	0.8252	0.6207	0.5658	0.7751	2.2723	2.8691	2.6258	1.9672	0.8584	0.5439	0.4907	0.5259	4.1978	8.9762	17.2693	28.0467	34.9603	35.9854	32.4899	31.7724	32.1095	30.753	28.3133	21.6422	14.4904	8.8259	4.6308	3.0076	2.7043	2.6684	1.895	1.9318	2.2063	1.9088	1.7812	1.7765	1.8177	2.0085	2.0857	1.5385	1.3434	1.1171	0.5846	0.4162	0.4032	0.3022	0.2901	0.2725	0.3455	0.3261	0.3232	0.3834	0.4431	0.6097	0.4846	0.3225	0.3384	1.127	3.8821	4.6126	4.8178	4.225	0.9238	0.4207	0.3481	0.4668	0.4386	0.2533	0.1976	0.1692	0.2945	0.4792	0.4094	0.1981	0.2194	0.268	0.3624	0.3784	0.29	0.3419	0.4752	0.6467	0.56	0.2414
12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21.bam		H3K27Ac_0	chr6(+):261715-458764	240	240	240	0.7332	0.9166	0.9898	0.9831	0.8815	0.5867	0.7	0.9344	1.2089	1.4192	1.3769	1.4817	1.3933	1.1212	0.8555	0.7449	0.8503	0.9823	0.9227	0.9868	1.0551	0.9324	1.0068	1.1511	1.1166	1.1281	1.3552	2.9075	12.4686	39.0115	71.1407	79.5712	67.8724	41.1596	15.5721	11.9038	14.2566	12.0293	8.2691	5.5328	2.3459	3.0181	14.9498	36.5203	46.6611	41.7075	26.5788	6.6247	1.9562	1.9356	3.7955	5.0156	5.9806	11.1202	20.8365	28.726	36.9763	52.8496	63.2415	72.4212	87.4104	89.9866	77.4921	60.9654	34.1166	27.6857	42.2143	48.8195	43.2325	22.3458	6.9285	2.2845	1.5797	1.3823	3.4592	5.5041	6.0787	4.9822	2.7629	1.2508	1.1388	1.2292	1.2345	1.0004	1.1419	1.2377	1.2698	1.3661	1.2642	1.1752	1.2804	1.2096	1.1379	1.1138	0.8843	0.795	1.0688	1.2568	1.234	1.1762	0.9785	0.7978	0.7609	0.7553	0.7242	0.7808	0.8123	0.882	0.811	0.9901	1.46	1.5982	1.6881	1.3169	0.6524	0.7106	0.6815	0.7741	0.8284	0.9084	1.626	1.7135	1.8587	1.7265	0.9966	0.663	0.369	0.494	4.3333	9.0422	15.6979	21.8254	25.5569	26.694	25.6058	24.5941	23.6079	23.7696	22.9742	18.0921	12.6166	8.1277	4.4477	3.2764	2.724	2.1675	1.8212	2.0084	2.0089	2.1771	2.2928	2.2462	2.0802	1.6852	1.3762	1.415	1.5471	1.2766	0.8166	0.5283	0.3448	0.2253	0.4023	0.5063	0.4946	0.4691	0.5181	0.5475	0.4781	0.5056	0.5439	0.4861	0.378	0.8623	3.2823	4.05	4.2443	3.5651	0.8385	0.4798	0.4407	0.4569	0.5727	0.4829	0.3042	0.2795	0.4822	0.4646	0.2904	0.4403	0.3622	0.1519	0.1382	0.1827	0.2791	0.3018	0.3207	0.3428	0.2404	0.1603
13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam		H3K27Ac_1	chr6(+):261715-458764	90	90	90	0.5227	0.7132	0.8761	0.6964	0.7202	0.7391	0.7076	0.9054	0.9436	0.971	1.3759	1.5517	1.0387	0.9139	0.999	0.8843	0.9746	1.2332	1.3707	1.265	0.7725	0.6071	1.1533	1.6255	1.3101	0.9934	0.9202	1.7531	11.6671	39.7357	71.4004	77.284	63.0661	33.8329	9.936	8.0235	9.8968	8.2591	5.2709	3.1086	1.5629	2.0628	8.6954	21.7116	28.3096	25.3406	16.4335	3.935	1.4263	1.4293	2.3548	3.2529	4.3621	8.1202	15.2354	19.7981	25.2241	38.7715	47.1738	53.0737	64.4143	70.6309	65.7038	52.0127	28.282	21.2973	36.4904	44.0316	40.7162	22.622	6.8725	1.5811	1.2594	1.1316	2.401	3.7748	4.9491	4.1826	2.4831	1.5673	1.3145	1.1806	1.0635	0.9788	1.1311	1.1472	1.3132	1.1273	1.1644	1.1435	1.2957	1.749	1.6634	1.381	1.1529	1.2069	1.389	1.2727	1.0911	0.9698	0.7668	0.6483	0.7225	0.8784	0.8833	1.0343	1.2338	1.0523	0.7722	1.0798	2.0638	2.546	2.4587	1.9011	1.0861	1.0036	0.9106	0.9149	1.1032	1.083	1.5516	1.5436	0.8944	0.5978	0.5973	0.7696	0.6267	0.7156	2.8497	5.1813	10.2168	17.717	23.7357	23.4796	20.6404	18.1886	16.0535	15.4387	13.5083	11.1198	9.3951	6.2464	3.9451	2.6607	2.3624	2.0745	1.5895	1.7528	1.4904	1.3381	1.5441	1.6821	1.8288	1.5511	1.5859	1.3978	0.9642	0.7355	0.6151	0.3958	0.2701	0.3663	0.4384	0.5181	0.5711	0.5096	0.4639	0.3858	0.5051	0.6279	0.5508	0.3874	0.3321	0.716	2.1005	2.4407	2.5467	2.0774	0.4488	0.3301	0.3314	0.3421	0.3163	0.3035	0.3903	0.4141	0.3098	0.1719	0.2273	0.338	0.4499	0.4831	0.5377	0.5518	0.4333	0.4317	0.4827	0.5687	0.5223	0.3795
14_0EX0_0229Kronos_MM1S-KB-1hr-2_H3K27Ac_hs-dm_i23.bam		H3K27Ac_1	chr6(+):261715-458764	65	65	65	0.8029	1.0797	1.1493	1.0539	0.8617	0.8356	0.9092	0.8447	1.1471	1.4395	1.3227	1.0879	0.9801	1.0328	0.9518	0.7253	0.8253	0.9691	0.9745	1.2383	1.2235	0.9189	0.7602	0.7485	1.1355	1.3609	1.2839	1.8842	10.3338	35.393	64.7944	73.301	62.2496	34.9712	11.3936	8.5567	9.8573	7.9567	5.3357	3.4409	1.6159	2.1067	8.5043	21.9258	28.9129	26.0074	17.0234	4.2421	1.3903	1.2191	2.1391	2.97	4.2614	8.6089	16.7655	21.4267	25.3405	38.557	47.2048	53.6519	65.2764	68.1835	61.5406	48.518	25.5592	19.7559	38.0045	47.3422	44.2381	25.1998	7.4892	1.8182	1.0463	0.923	2.9926	4.5951	5.3721	4.3723	2.349	1.2911	1.5247	1.6338	1.4169	1.5007	1.3067	1.1491	1.2395	1.2666	1.373	1.3444	1.3847	1.3224	1.658	1.8337	1.383	1.2373	1.5472	1.7017	1.6538	1.5357	1.3769	1.247	1.1432	0.9758	0.7083	0.6808	0.753	1.0987	1.2021	1.7727	2.7424	2.8883	2.1768	1.4415	0.9551	1.0167	0.7959	0.7038	0.6397	0.7669	1.4173	1.4689	1.2556	1.1212	0.646	0.4406	0.4339	0.5644	3.0954	5.8619	11.6818	18.9054	23.005	23.1988	21.7345	20.4827	17.8393	15.7444	13.4394	10.1133	8.0453	5.34	3.6477	3.0528	2.869	2.1757	1.2186	1.1271	1.2376	1.4144	1.4644	1.4958	1.5132	1.1756	1.2349	1.3785	1.0494	0.8185	0.7651	0.5536	0.3218	0.4232	0.5687	0.4583	0.4673	0.3467	0.1964	0.3803	0.5645	0.6282	0.6073	0.5621	0.558	0.8125	2.6783	3.118	2.4641	1.9064	0.3581	0.3577	0.4483	0.6025	0.6728	0.4939	0.3893	0.3611	0.4654	0.6043	0.584	0.5368	0.4628	0.4151	0.3194	0.2804	0.4343	0.4376	0.4096	0.4271	0.293	0.2993
15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25.bam		H3K27Ac_3	chr6(+):261715-458764	90	90	90	0.596	0.6393	0.8074	0.9917	0.9207	0.6617	0.6098	0.7244	1.2671	1.6414	1.4743	1.4111	1.195	1.038	0.8672	0.7623	0.7107	0.6442	0.5383	0.5078	0.4125	0.4261	0.6423	0.6618	0.5807	0.6207	0.8383	2.3449	16.8523	56.944	103.8888	116.5984	97.0789	52.7771	15.4726	10.975	13.5315	11.6736	7.4674	4.4789	1.5492	2.0356	8.857	22.5767	28.1275	23.4292	14.9397	3.3128	0.9739	1.3963	3.4056	5.0449	5.9424	10.9177	21.593	27.579	34.9139	55.2518	66.847	75.3203	92.8227	99.2253	88.2204	68.7878	37.8807	31.6648	55.753	67.6481	61.1836	32.5529	8.7432	1.5488	0.9604	1.1439	3.3441	4.9034	5.4436	4.4215	2.3511	0.9705	0.9449	0.8423	0.7335	0.9256	1.1432	1.1661	1.1943	1.2834	1.0378	0.8353	1.0739	1.1461	0.8561	1.2571	1.3199	1.183	1.105	0.8681	0.8561	0.8009	0.7127	0.7054	0.7943	0.9431	0.934	0.7806	0.6759	0.6137	0.6012	0.7861	1.2494	1.5623	1.7787	1.6431	0.9447	0.7004	0.6923	0.8573	0.9546	1.0438	1.726	1.7071	1.6664	1.2745	0.2914	0.162	0.2452	0.5922	4.0268	7.744	15.3322	22.5867	26.4037	26.6634	23.9471	20.8296	18.6903	17.0114	14.3076	10.924	7.9088	4.8161	3.2349	2.2143	1.6509	1.4781	1.1214	0.8201	1.0103	1.1753	1.0431	0.9368	0.815	0.9032	1.2039	1.1938	0.9082	0.5111	0.212	0.1095	0.1264	0.2109	0.3081	0.2799	0.2095	0.2942	0.368	0.464	0.5235	0.4149	0.3179	0.5988	0.6385	0.7382	2.8958	3.6506	3.615	2.7965	0.389	0.2557	0.2904	0.3967	0.4121	0.3121	0.3664	0.4282	0.4162	0.3114	0.2709	0.3399	0.4136	0.5081	0.4554	0.3377	0.3624	0.4422	0.3376	0.2264	0.223	0.2065
16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29.bam		H3K27Ac_3	chr6(+):261715-458764	65	65	65	0.4253	0.668	0.7395	0.7152	0.6759	0.5618	0.5633	0.6002	1.1561	1.5383	1.6843	1.6176	1.0584	0.703	0.5319	0.5414	0.6819	0.8467	0.7901	0.884	0.991	0.805	0.7965	0.8417	0.6033	0.5389	0.7373	2.6728	15.7491	51.4722	94.1976	105.1718	87.7201	49.6193	16.5493	12.0835	14.0395	11.2403	7.8667	5.1428	1.3395	1.5468	7.7574	20.8072	27.1135	24.1646	15.5581	3.6813	1.4251	1.7431	3.9999	5.4227	6.1719	10.3879	19.5872	26.9577	34.5588	54.1737	67.6056	78.0434	95.2182	100.8904	90.9121	69.7483	36.238	30.2094	52.9107	62.3583	58.3885	32.8005	8.5727	1.6314	1.0999	1.2226	3.2078	5.2067	6.1491	5.0839	2.7289	1.2762	1.2656	0.9688	0.9186	1.0916	1.3009	1.4569	1.4545	1.351	0.9948	0.7184	0.7812	1.0313	1.4186	1.4903	1.02	0.8074	0.9841	0.8904	0.7027	0.6368	0.7799	0.7384	0.5642	0.7399	0.8762	0.804	0.8543	0.9726	0.9437	1.2966	2.0174	2.0837	1.9402	1.5106	0.7235	0.6493	0.7012	0.6587	0.6324	0.7182	1.8535	2.198	1.7237	1.2079	0.5531	0.3717	0.3964	0.7786	4.0432	7.6343	14.442	21.1005	23.4897	23.1146	21.0615	18.9703	17.4916	16.9834	15.0273	10.8987	7.6705	4.7493	3.0515	2.3448	2.0042	1.9534	1.6175	1.2701	1.0885	0.9471	1.1303	1.2213	1.0763	1.2227	1.273	1.3129	1.1156	0.6627	0.4202	0.3452	0.4087	0.3682	0.4818	0.6027	0.51	0.4026	0.3753	0.4166	0.45	0.4901	0.4384	0.4113	0.5025	0.8216	2.7913	3.6692	3.7583	2.8961	0.5163	0.3264	0.4263	0.6666	0.5267	0.201	0.3192	0.4754	0.4324	0.3248	0.2492	0.201	0.2211	0.2048	0.2546	0.3593	0.4045	0.5733	0.5928	0.3404	0.2853	0.2728
17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33.bam		H3K27Ac_6	chr6(+):261715-458764	90	90	90	0.446	0.7657	0.9188	0.747	0.6671	0.6137	0.6405	0.7221	1.0116	1.2446	1.3127	1.1347	0.8049	0.8331	0.8477	0.8507	0.8587	0.795	0.7881	0.7249	0.8888	1.0955	0.873	0.6459	0.8854	1.2805	1.5164	2.891	17.1497	67.6642	118.1639	130.4142	109.8273	57.0996	17.7635	14.0831	17.6397	15.4744	10.7171	6.1165	1.4471	2.3139	12.3718	31.4391	40.4095	36.0657	23.5151	5.471	1.4563	1.8261	4.2907	5.8023	6.6093	13.3107	25.345	32.7943	40.6039	59.9087	71.2554	81.952	102.7166	112.0001	103.2124	82.0567	44.4477	39.3398	65.4338	78.2909	71.7028	37.913	10.3924	1.8815	1.0463	1.0889	4.1715	6.6023	7.4018	6.4034	3.5072	1.289	1.4258	1.5322	1.0409	0.9433	1.1788	1.2302	1.1811	0.8964	0.7033	0.7594	0.9626	1.0485	1.276	1.3777	1.0406	0.8373	1.1052	1.1539	1.0931	1.057	0.9406	0.7284	0.5732	0.587	0.575	0.6066	0.583	0.749	0.8302	1.2793	2.0493	1.9333	1.9106	1.6755	0.7614	0.5826	0.5206	0.6476	0.8959	1.1046	2.1378	2.3846	2.4296	2.1232	0.932	0.7308	0.5621	0.5272	3.7013	7.9717	17.2409	26.9799	34.2009	32.4999	24.6982	21.8226	22.4822	22.652	19.3181	13.4059	9.2025	6.0891	4.41	3.1091	2.4404	2.2147	1.4607	1.2686	1.1319	1.0428	1.178	1.391	1.4946	1.429	1.015	0.8205	0.797	0.6079	0.4115	0.2178	0.2991	0.5503	0.723	0.5634	0.5077	0.3591	0.2905	0.5401	0.5214	0.5753	0.5914	0.3633	0.2551	0.8341	2.7374	3.3278	3.6076	2.8532	0.3785	0.3346	0.4107	0.5034	0.4587	0.312	0.247	0.1968	0.284	0.561	0.5714	0.2768	0.1538	0.2403	0.4897	0.5393	0.3523	0.3315	0.3527	0.249	0.1799	0.1075
18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam		H3K27Ac_6	chr6(+):261715-458764	65	65	65	0.4103	0.4476	0.5657	0.8101	0.8055	0.6907	0.5392	0.5262	0.9921	1.1538	1.1174	0.9617	0.6275	0.5797	0.4955	0.4586	0.6354	0.6983	0.8319	1.081	1.0838	1.0279	0.8474	0.8166	0.8403	0.9286	0.8399	2.507	17.2906	66.5995	115.7848	126.0014	105.3984	55.8132	18.1859	14.2742	17.293	14.4055	9.4815	5.4857	1.5882	2.6341	12.842	31.4341	39.3989	34.5283	21.8593	5.0267	1.2903	1.6157	4.0764	5.6105	7.4195	14.1022	25.1999	32.1202	39.6562	60.3701	73.0092	85.1458	106.4567	112.3031	101.4388	81.623	46.0501	38.0656	62.9497	73.801	66.0183	35.233	9.1852	1.7405	1.2319	1.3156	3.7137	5.9738	7.136	5.971	3.115	1.2416	1.0217	0.7986	0.7676	0.9292	1.1643	1.0556	1.1013	1.1404	0.9984	1.0611	1.0921	1.2972	1.6539	1.3731	0.9694	0.8883	0.8073	0.8064	0.7918	0.7753	0.8291	1.0028	0.7799	0.4403	0.6919	0.8078	0.7424	0.7632	0.7763	1.1841	1.7266	1.749	1.8262	1.5083	0.7761	0.5468	0.6376	0.6658	0.5724	0.5926	1.5443	1.9576	2.1463	1.7992	0.6514	0.3691	0.4706	0.9057	4.7962	9.2386	18.012	26.5301	30.6209	28.6833	24.483	22.67	21.7205	21.0902	18.0917	12.4097	8.9662	5.8122	3.3469	2.1345	1.876	1.6161	1.0999	1.0755	1.1726	1.2083	1.2062	1.3202	1.2859	1.2915	1.2081	0.6981	0.5216	0.4618	0.4012	0.3536	0.3366	0.2768	0.2383	0.2316	0.3732	0.3088	0.1688	0.2555	0.419	0.4118	0.3053	0.3434	0.2665	0.9085	3.1079	3.717	4.3321	3.5721	0.6392	0.4129	0.4444	0.4563	0.3993	0.26	0.3266	0.3077	0.2185	0.3031	0.2709	0.3409	0.3829	0.2557	0.1952	0.2328	0.27	0.3652	0.3898	0.3252	0.4119	0.373
19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39.bam		H3K27Ac_24	chr6(+):261715-458764	90	90	90	0.2417	0.4052	0.5741	0.7539	0.7465	0.5324	0.5805	0.467	0.6457	0.8925	1.0509	1.0662	0.6827	0.4779	0.4882	0.4629	0.6684	0.6992	0.5571	0.5576	0.5728	0.5718	0.555	0.6052	0.8064	0.6397	0.4624	2.1507	16.9457	56.7759	103.7683	117.2558	99.6803	55.1397	16.1717	14.1465	18.041	14.6664	9.5375	6.1291	1.9195	2.254	10.2667	27.1018	36.1508	32.8614	21.4534	5.4087	0.9549	1.5727	5.5219	8.1077	9.0874	13.4841	23.3499	29.3052	32.2668	46.768	56.0812	64.0875	78.6803	89.9117	84.9496	66.6978	36.987	29.4673	47.2749	54.4537	46.6603	23.8286	6.0603	1.5718	1.1382	0.9735	3.529	6.3396	7.7287	6.2596	3.06	0.6828	0.5983	0.5974	0.611	0.6619	0.7634	0.7177	0.9056	1.0323	0.9054	0.9425	0.8209	0.6616	0.6027	0.6273	0.5374	0.4418	0.3623	0.5483	0.6139	0.4464	0.3525	0.3208	0.3498	0.5343	0.494	0.5223	0.4549	0.3565	0.3954	0.5644	1.3068	1.612	1.3164	0.9062	0.4672	0.5204	0.5372	0.4945	0.7378	0.9477	1.9429	2.1433	2.2686	1.8619	0.5181	0.1642	0.2086	0.4209	2.2862	4.6081	11.8282	18.784	22.944	23.0434	21.47	22.4845	22.963	22.3196	19.4919	12.9987	8.3285	4.9545	2.3777	1.4875	1.8575	1.9453	1.3509	1.1647	1.1379	1.1239	0.9873	0.7068	0.6745	0.6019	0.5787	0.5215	0.5185	0.4402	0.2935	0.1727	0.1024	0.2022	0.251	0.1602	0.1485	0.3772	0.5424	0.5357	0.5299	0.4897	0.5113	0.4921	0.3995	0.4871	2.3365	2.9086	2.8935	2.4546	0.5488	0.4437	0.3312	0.178	0.1713	0.1314	0.1121	0.0937	0.1205	0.1374	0.1805	0.4356	0.4954	0.2661	0.2108	0.176	0.2226	0.3037	0.2979	0.3896	0.4697	0.2545
20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43.bam		H3K27Ac_24	chr6(+):261715-458764	65	65	65	0.2707	0.2767	0.3539	0.609	0.7254	0.8444	0.8419	0.6658	0.8565	1.0339	1.0729	0.8722	0.8927	0.9602	0.8465	0.7922	0.5693	0.5553	0.5925	0.5866	0.5325	0.574	0.6045	0.5927	0.5294	0.7312	0.98	2.8856	16.8198	55.122	101.3077	113.6808	96.0634	56.1375	19.4959	16.1152	19.9296	16.2906	10.461	5.9903	1.5749	2.5548	10.8152	25.5515	33.6321	31.7266	20.0566	4.9357	1.38	1.7492	5.1519	7.3058	8.0843	13.1086	21.6676	27.4742	32.8053	45.1791	51.5684	60.4122	76.9318	86.1969	79.5264	64.5167	37.9068	30.656	46.634	54.2055	49.3102	26.686	6.9296	1.7117	1.1753	1.2166	4.2902	6.6001	7.8039	6.3475	2.8278	0.5724	0.6353	0.7918	0.8284	0.775	0.6183	0.621	0.7209	0.8158	0.6897	0.4766	0.5507	0.621	0.5529	0.6829	0.7793	0.8927	1.0519	0.8153	0.5431	0.4012	0.5177	0.5377	0.3223	0.2229	0.3795	0.5841	0.7944	0.9453	0.8466	0.8513	1.1418	1.4408	1.449	1.0529	0.5727	0.449	0.498	0.6038	0.7785	0.813	1.7467	2.0476	2.0145	1.5859	0.5112	0.2631	0.3377	0.503	2.5613	5.1342	11.1021	17.2987	22.017	21.8212	21.4275	23.4899	23.5275	21.8129	19.0211	13.776	10.1955	6.5735	3.7671	2.2705	1.7323	1.526	1.2566	1.0607	0.9515	0.8782	0.8609	0.8121	0.9015	0.7469	0.5739	0.7147	0.6027	0.4986	0.5103	0.4858	0.4683	0.3659	0.3912	0.4281	0.3787	0.2169	0.1938	0.3068	0.3191	0.3435	0.4009	0.2783	0.3293	0.6369	2.2971	2.6731	2.2093	1.7314	0.4521	0.426	0.248	0.2256	0.3512	0.2926	0.2556	0.3893	0.3729	0.3482	0.3805	0.3583	0.3309	0.2598	0.1852	0.1781	0.1954	0.191	0.2068	0.2193	0.1074	0.1327
