GENE	H3k27ac_18_DMSO_compare_TSS_SIGNAL	H3k27ac_18_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
BRD2	64774.1141	7550.1805	-57223.9336	0.104393420520136	-3.10083433908751
LPXN	63356.2351	16361.3025	-46994.9326	0.20524094186271	-1.95319900307013
UBE2M	34928.0842	2984.7057	-31943.3785	0.0787255622145602	-3.54872692329476
UBE2D3	34968.2534	3205.9089	-31762.3445	0.0839811198686081	-3.44724040270543
NCRNA00167	33122.6588	1889.3139	-31233.3449	0.053961937997284	-4.13188416126398
LOC100131691	34194.327	2984.7057	-31209.6213	0.0802792725696707	-3.51809640504829
PRDM10	32731.9216	1889.3139	-30842.6077	0.0545709554472717	-4.11476397820203
C12orf61	33886.8603	3347.8637	-30538.9966	0.089912408105939	-3.33941327537864
RTP4	30205.8	658.8459	-29546.9541	0.0213462970589272	-5.51874071940312
RPRD2	30607.8	3151.5928	-27456.2072	0.0933545463530967	-3.2797463026074
SMC4	33690.9561	6735.2935	-26955.6626	0.166606934025362	-2.32254865095362
GART	27736.3882	1309.6143	-26426.7739	0.0450875916574062	-4.40456604856844
FAM36A	40269.6	15284.8437	-24984.7563	0.275132692940637	-1.39758934242487
CLTC	26468.4	1987.8449	-24480.5551	0.0698561917422914	-3.73499388607605
USP1	24851.0339	847.5615	-24003.4724	0.0329808492179304	-4.87384400896001
SON	25029.0252	1309.6143	-23719.4109	0.0497221695904225	-4.25638821852584
CALM3	23496.8	53.3754	-23443.4246	0.00226645445706532	-8
MIRLET7I	26597.2179	3347.8637	-23249.3542	0.111800119456011	-2.98996264760332
EIF4A2	27015.2796	3860.0354	-23155.2442	0.125020113964829	-2.80708963002226
C7orf55	26589	3768.9312	-22820.0688	0.124149803725756	-2.81860215446097
CBLL1	22375.2	146.6404	-22228.5596	0.00651103095464614	-7.25347414136869
C17orf49	31748.8	10224.4019	-21524.3981	0.243593565350562	-1.63468561194033
TOR1AIP1	31682.2	10171.5917	-21510.6083	0.243026767393216	-1.63912706231646
IFT80	27254.7485	6735.2935	-20519.455	0.198154903721508	-2.01669488786604
EFCAB2	32992.1899	12703.0104	-20289.1795	0.277994413343232	-1.37695410986534
HSPA9	20815.6	778.3672	-20037.2328	0.036045585917163	-4.74107041690574
FLJ43663	25184.5499	5233.506	-19951.0439	0.17205261300082	-2.26668928992423
UBQLN1	21082.8	1358.0423	-19724.7577	0.0605165475450982	-3.95646616143186
BRP44	20449.7026	759.4155	-19690.2871	0.0358060856853826	-4.75104660669255
ZNF398	32028.2263	12383.8716	-19644.3547	0.278840050021596	-1.37088148657513
CGGBP1	20089.9748	618.106	-19471.8688	0.0298485410584258	-5.02247767473459
LUC7L2	22735.4	3768.9312	-18966.4688	0.142200577390913	-2.59271302200046
ASAH1	19899.2408	1073.5563	-18825.6845	0.0511880363349341	-4.21224363295588
ZNF335	21885.6	3146.3939	-18739.2061	0.125694897201137	-2.79821073690096
DCAF8	23297.0446	4683.3094	-18613.7352	0.167378489921893	-2.31454669302787
EXO1	18130.756	4.7012	-18126.0548	0.000259226990979858	-8
TOR3A	26481.8	8507.8508	-17973.9492	0.243153349789933	-1.63813454874645
DCAF6	18699.8828	759.4155	-17940.4673	0.0390258419544347	-4.62199597265218
DCAKD	25127.3364	7214.0071	-17913.3293	0.223058361814808	-1.80038499963924
MDM2	28865.2	11013.9858	-17851.2142	0.276183818176147	-1.38999456788648
C1orf77	20553.744	2807.3199	-17746.4241	0.120170892559392	-2.87213583779852
S100A13	20553.744	2807.3199	-17746.4241	0.120170892559392	-2.87213583779852
B3GALNT2	21303	3589.1561	-17713.8439	0.144188236871936	-2.56934003713363
HNRNPK	18031.9497	432.1548	-17599.7949	0.0234051318329573	-5.38286340050436
LOC100129387	17542.7712	79.7532	-17463.018	0.00452563992477718	-7.78111854396675
FAIM3	27427.1997	10043.4176	-17383.7821	0.268034484716108	-1.44935705462331
FLJ10038	17392.5301	79.7532	-17312.7769	0.00456455510883343	-7.76870969571782
YY1AP1	19900.3677	2594.4582	-17305.9095	0.11533577594837	-2.93928989022073
FNBP4	20109.6	2818.6149	-17290.9851	0.1229321563974	-2.83482610045971
IFIH1	23186	5977.8558	-17208.1442	0.204974809949513	-1.9555539493968
ITGB3BP	17679.4749	494.202	-17185.2729	0.0271932863514262	-5.16083076633691
EFCAB7	17659.9872	494.202	-17165.7852	0.0272224771128859	-5.15923963793102
LOC348840	17714.6	686.9992	-17027.6008	0.0373336682607455	-4.68848666014374
ZC3H6	17067.3496	41.1522	-17026.1974	0.00240536550079446	-8
RMI1	17193.8543	432.1548	-16761.6995	0.0245180175244548	-5.31420099039456
DAP3	19349.605	2594.4582	-16755.1468	0.118230528975144	-2.89879891816879
AMACR	17196.8	660.1288	-16536.6712	0.0369676559386853	-4.70324878022516
HNRNPR	17920.8	1386.6168	-16534.1832	0.0718178311663112	-3.69199399169478
C1orf31	21927.4744	5424.0656	-16503.4088	0.198309331028527	-2.0152931203879
PTPN7	17956.9205	1454.7144	-16502.2061	0.0749403338510143	-3.62573211230603
HNRNPL	22362.4	5889.582	-16472.818	0.208466152923359	-1.92483788013372
CRADD	18894.345	2424.5313	-16469.8137	0.113726974437203	-2.96217672259493
ACBD6	16649	241.6612	-16407.3388	0.0143073854326082	-6.10630585683779
NDUFA4	17850	1491.9016	-16358.0984	0.0771331397942796	-3.58069978493835
HNRNPA0	17761.6	1472.9276	-16288.6724	0.0765772693060577	-3.59200312508537
WAC	16653.3275	368.0385	-16285.289	0.021622148304666	-5.49980996813638
LOC400027	25392.3215	9175.7033	-16216.6182	0.265439039490622	-1.46850165270235
S100PBP	17651.0742	1495.3256	-16155.7486	0.0780995704477037	-3.56122442127173
EPC1	29222.4116	13109.7938	-16112.6178	0.309688419871458	-1.15643024845174
CD164	25692.6	9620.4863	-16072.1137	0.272434026815719	-1.41717116639918
C1orf174	16308.688	259.4167	-16049.2713	0.0156575966109147	-5.97422555832984
LOC100133612	16308.688	259.4167	-16049.2713	0.0156575966109147	-5.97422555832984
MAT2A	22159	6129.2352	-16029.7648	0.216670822929244	-1.85411380417468
PJA2	17272.6	1578.6596	-15693.9404	0.0837429240006859	-3.45171323704862
ANKRD13C	17339.9499	1665.7156	-15674.2343	0.0876431083142024	-3.37988572541447
POU2F1	22964.4799	7318.163	-15646.3169	0.241661965376212	-1.64985065494478
USF1	35660.4	20054.8366	-15605.5634	0.359952462267745	-0.830372674043525
ZBED5	16105.2518	523.4211	-15581.8307	0.0314770218373831	-4.94341532364261
HHLA3	17236.7349	1665.7156	-15571.0193	0.0881216750177444	-3.37127251036467
ARPC4	15838.2334	291.2454	-15546.988	0.0180567148890143	-5.76503235197333
TADA3	15838.2334	291.2454	-15546.988	0.0180567148890143	-5.76503235197333
ZDHHC5	17616	2086.3522	-15529.6478	0.105893559247205	-3.07783174714096
REV3L	19014.798	3567.6178	-15447.1802	0.157982114561897	-2.41408964057788
LOC729013	15969.03	523.4211	-15445.6089	0.0317370108800868	-4.93116078911036
EIF3B	35618.8	20179.0831	-15439.7169	0.361646033485453	-0.819778290201383
NUDCD2	20808.0108	5404.2645	-15403.7463	0.206173040613533	-1.94496886211432
SMC2	15520.03	120.05	-15399.98	0.00767579193968317	-7.01435213244338
C3orf58	15517.2076	135.872	-15381.3356	0.00868020884529329	-6.83547696891804
SCAND1	16522.2	1162.2779	-15359.9221	0.0657230542271197	-3.8293788377412
PAXIP1	15453.368	134.2697	-15319.0983	0.00861385814734455	-6.84664371639572
HMGB2	21794.4224	6475.9438	-15318.4786	0.229071804524414	-1.75079659890754
CENPL	15267.0053	101.1762	-15165.8291	0.00658348549566518	-7.23740332757211
HNRNPH3	15640.9069	530.8337	-15110.0732	0.0328247721213139	-4.88092039284187
LOC202781	15195.17	134.2697	-15060.9003	0.0087589437466524	-6.82233522984371
UPF2	16990.427	1986.2901	-15004.1369	0.104669848295309	-3.09657385982869
DARS2	15084.6685	101.1762	-14983.4923	0.00666253356324657	-7.22006922181726
FBXL17	16926.4	2094.153	-14832.247	0.110099480283249	-3.01483641018418
RFX3	18249	3447.6062	-14801.3938	0.158900713236893	-2.40415051175498
GABPB1	14875.9184	79.7532	-14796.1652	0.00533263915744178	-7.54322061760217
YARS	16276.204	1495.3256	-14780.8784	0.0841416374198876	-3.44423270416102
HMMR	20181.4454	5404.2645	-14777.1809	0.2112219876299	-1.9008593132296
C11orf10	16126.8004	1540.0339	-14586.7665	0.0871709030519407	-3.38842621864914
STK35	18077.8	3492.131	-14585.669	0.161898107138127	-2.37203953311034
FEN1	16124.6308	1540.0339	-14584.5969	0.0871816095099727	-3.38823211432266
NFE2L2	21592.3252	7012.6036	-14579.7216	0.245153681347391	-1.62249652587392
RHBDD3	21790.2184	7214.312	-14575.9064	0.248730522456588	-1.5947469340868
MIR611	16108.7364	1540.0339	-14568.7025	0.087260124859804	-3.38680931702233
GABPB2	28557.2	13989.0746	-14568.1254	0.328796697983987	-1.02955400270332
EWSR1	21770.1407	7214.312	-14555.8287	0.248902819545045	-1.59341700931703
LOC643749	18089.276	3567.6178	-14521.6582	0.164733587048388	-2.34210169481918
FAM53C	16010.6174	1527.0033	-14483.6141	0.0870701519961599	-3.39025385695176
MYL12A	21445.2	6962.0661	-14483.1339	0.245080469042391	-1.62306735411872
NNT	15367.2626	911.134	-14456.1286	0.0559719745370991	-4.07605314161643
STAG1	18128.8	3689.3102	-14439.4898	0.169093939217522	-2.29686042976389
FLCN	18821.8	4391.9543	-14429.8457	0.189196208559854	-2.09946965732507
C2orf24	18728.7392	4300.6404	-14428.0988	0.186745820977305	-2.12263037222468
PFDN4	15592.5132	1244.2746	-14348.2386	0.0739021370810411	-3.64747666495419
ITGA4	19617.8	5350.0382	-14267.7618	0.214277189604665	-1.87454216469876
TMEM18	14639.8	413.6595	-14226.1405	0.0274793644610397	-5.14530831920921
SCYL3	27344.6	13135.8815	-14208.7185	0.32449914164188	-1.05774294073926
NCF2	21896.4	7707.2034	-14189.1966	0.260346799538599	-1.50641432439382
C7orf49	31094.4	16972.0031	-14122.3969	0.353094927130089	-0.873497931824562
LOC220906	14456.3383	368.0385	-14088.2998	0.0248265748344983	-5.29570167019741
C10orf78	16543.092	2490.1989	-14052.8931	0.130833859109462	-2.73189602320794
C7orf27	16000.1832	1966.3533	-14033.8299	0.109445317966543	-3.02449396088717
ATAD2B	14530.8	618.2709	-13912.5291	0.0408124632910656	-4.55473121894941
SLBP	17629.2	3822.5615	-13806.6385	0.178193361883126	-2.20535538975819
TLCD1	23147.8285	9374.293	-13773.5355	0.288243588291127	-1.30409506740992
GFI1	19562.5298	5900.8486	-13661.6812	0.231738636849539	-1.72909860150648
TNPO1	14139.3492	485.8993	-13653.4499	0.0332233192482165	-4.86291455362125
KIAA0528	14231.8764	580.3857	-13651.4907	0.0391827862673318	-4.61597010254449
LACE1	14242.3545	616.3803	-13625.9742	0.0414826907066139	-4.53022310455585
DUT	13579.2128	13.64	-13565.5728	0.0010034685286962	-8
ITFG1	13871.0862	312.4485	-13558.6377	0.0220289586910941	-5.47231854061426
N4BP2	19262.672	5722.2555	-13540.4165	0.229028301162771	-1.75115201802017
PHKB	13813.4298	312.4485	-13500.9813	0.0221188724243787	-5.46630935319585
ZFP91-CNTF	29785.9093	16361.3025	-13424.6068	0.354545851457054	-0.864342398392798
ST13	15773.723	2356.866	-13416.857	0.129993901466742	-2.74258157168844
WASL	14926.2	1546.7346	-13379.4654	0.0938955102753823	-3.27054934740704
RNF187	19097	5741.5335	-13355.4665	0.231154286946933	-1.73383799780179
CCM2	30337.9703	17005.1193	-13332.851	0.359189048363248	-0.835155440887591
WRAP53	13338.5753	13.4575	-13325.1178	0.00100789896202172	-8
ANKRD36B	14154.8	859.7636	-13295.0364	0.0572619772978284	-4.04120752270999
BCLAF1	14586	1299.0996	-13286.9004	0.0817810169726603	-3.48900034981656
TBC1D5	16332.5021	3054.7858	-13277.7163	0.157566433002731	-2.41860269756465
XPNPEP3	15616.039	2356.866	-13259.173	0.131134393688722	-2.72808691968006
MYNN	15825.2666	2585.1577	-13240.1089	0.14041814886363	-2.61390560845075
COPS5	13851.8	620.5663	-13231.2337	0.0428793942287102	-4.48034429904098
PNRC2	19295.6	6087.9972	-13207.6028	0.239839812774842	-1.66423230499906
DUSP4	16809.9396	3620.9615	-13188.9781	0.177229652391592	-2.21486979831545
SFT2D3	17475.8	4344.1037	-13131.6963	0.199089040892513	-2.00822805234339
CHEK1	13582.6048	468.5571	-13114.0477	0.0333465021138216	-4.85739149786312
PCBD2	16234.6	3159.4137	-13075.1863	0.162906644744713	-2.36134307491769
C1orf25	17644.8111	4620.078	-13024.7331	0.207505098240081	-1.93325487140708
C1orf26	17633.8536	4620.078	-13013.7756	0.207607270618195	-1.93235867357458
RAPGEF6	18496.8	5494.2053	-13002.5947	0.229011049403586	-1.75129297670425
DALRD3	18476.9028	5506.4269	-12970.4759	0.229593929153215	-1.74653457649848
EIF4G2	13416.1621	523.4211	-12892.741	0.0375492647441568	-4.67985613211061
