GENE	H3k27ac_18_DMSO_compare_TSS_SIGNAL	H3k27ac_18_DMSO_compare_DISTAL_SIGNAL
A1BG	0.0	1104.1519
A1BG-AS1	0.0	1104.1519
A2LD1	1640.5	336.5124
A2M	0.0	42.226800000000004
A2ML1	0.0	0.0
A4GALT	0.0	2938.9188
A4GNT	0.0	1319.6378
AAA1	0.0	15474.472000000002
AAAS	6311.289	28372.0207
AACS	1125.6254999999999	2787.7482
AADAT	0.0	3587.509
AAGAB	2934.1845	4218.6578
AAK1	14641.400000000001	4450.5491
AAMP	3451.0681	25291.1719
AANAT	0.0	44552.2934
AARS	6609.0	15887.4299
AARS2	2462.265	25017.177099999997
AARSD1	4851.207899999999	5266.0288
AASDH	5210.0	2742.0218
AASDHPPT	8461.405999999999	585.9137000000001
AASS	2747.9905000000003	4966.4399
AATF	3157.3962	18.2055
AATK	0.0	260.1402
ABAT	0.0	281.6424
ABCA1	639.5476	6845.416799999999
ABCA10	0.0	936.9378
ABCA11P	3836.0084	0.6328
ABCA12	0.0	556.2102
ABCA13	0.0	7123.4994
ABCA17P	0.0	331.3991
ABCA2	0.0	7398.4592
ABCA3	0.0	331.3991
ABCA5	4192.9391000000005	1992.5922
ABCA7	4999.4	48254.797799999986
ABCB1	0.0	22.8228
ABCB10	8454.800000000001	1522.3081
ABCB11	0.0	2477.286
ABCB5	0.0	1628.0136000000002
ABCB6	2949.697	6095.826
ABCB7	2112.8136	0.0
ABCB8	4573.2	11789.2909
ABCB9	4811.596500000001	58689.645699999994
ABCC1	2031.8	3844.2321999999995
ABCC10	4800.3372	2271.2328
ABCC11	0.0	1744.1707000000001
ABCC12	0.0	80.9652
ABCC13	0.0	0.0
ABCC2	0.0	306.306
ABCC3	0.0	8904.0332
ABCC4	0.0	525.657
ABCC5	3553.4712000000004	560.9282000000001
ABCC6	0.0	5179.804
ABCC6P1	0.0	5960.540999999999
ABCC6P2	0.0	3391.9958000000006
ABCC8	0.0	2413.4836999999998
ABCD1	2231.0548000000003	2138.5145
ABCD2	16652.8	6689.695
ABCD3	1942.338	0.0
ABCD4	756.4949	1217.3102999999999
ABCE1	5051.095900000001	5609.366900000001
ABCF1	2627.0424	23544.232
ABCF2	3434.8	326.50339999999994
ABCF3	7141.200000000001	1108.7864000000002
ABCG1	1444.1993	28884.5288
ABCG2	0.0	18490.5864
ABCG4	0.0	11362.970000000001
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ABHD1	0.0	55825.71040000001
ABHD10	3842.5905000000002	3578.1242
ABHD11	5613.9076	1991.0639
ABHD12	5943.2	100347.79509999999
ABHD12B	0.0	4047.7618999999995
ABHD13	3523.8024	95.86359999999999
ABHD14A	3160.7625000000003	950.0733
ABHD14B	4140.955	950.0733
ABHD15	9278.6952	5295.677100000001
ABHD2	2912.3523	82395.06000000001
ABHD3	6269.5332	6487.104700000001
ABHD4	4291.3038	31174.207799999996
ABHD5	7224.0	1939.9198000000001
ABHD6	2030.8743	1231.0846
ABHD8	0.0	7223.4681
ABI1	7518.3108	10170.2794
ABI2	2514.126	1678.0464000000002
ABI3	0.0	10061.9484
ABL1	4602.2951	1183.1616
ABL2	3175.0	9646.5034
ABLIM1	2133.6279999999997	227.9288
ABO	0.0	270.30969999999996
ABP1	0.0	3380.7023
ABR	7180.4	27204.983700000004
ABRA	0.0	1555.6187999999997
ABT1	4509.603	31215.341600000003
ABTB1	3631.102	11631.199700000001
ABTB2	499.26	314.5536
ACAA1	4842.3394	91.39959999999999
ACAA2	7781.7134	3982.2759
ACACA	8560.493	3518.4526000000005
ACACB	0.0	12114.9519
ACAD10	2562.9972	1302.614
ACAD11	6996.0632000000005	13738.4994
ACAD8	2210.292	2827.1317
ACAD9	6938.2	2441.5553999999997
ACADL	0.0	2581.4363
ACADM	5613.8395	5147.1091
ACADS	0.0	2610.9891
ACADSB	3054.05	88.795
ACADVL	4674.215700000001	7758.3099999999995
ACAN	0.0	2045.1799999999998
ACAP1	1626.756	4564.67
ACAP2	6614.5011	3377.2928
ACAP3	4621.9529999999995	1388.9707
ACAT1	2681.4564	2323.7509
ACAT2	3912.028	262.2854
ACBD3	7432.7536	87793.8957
ACBD4	3513.7092000000002	75397.4648
ACBD5	14852.168	3538.6299
ACBD6	16649.0	241.6612
ACBD7	0.0	2162.5234
ACCN2	0.0	11614.1479
ACCN3	0.0	11789.2909
ACCN4	0.0	456.78560000000004
ACCN5	0.0	11854.174200000001
ACCS	2162.6331999999998	0.0
ACCSL	0.0	0.0
ACD	5464.339999999999	18299.699800000002
ACE	0.0	102.309
ACE2	0.0	235.58859999999999
ACER1	0.0	1192.7516
ACER2	0.0	584.3656
ACER3	1836.1075999999998	6143.9108
ACHE	0.0	18.055500000000002
ACIN1	5748.13	7356.3127
ACLY	3072.0732000000003	11000.8399
ACMSD	0.0	222.0211
ACN9	273.3367	877.9100000000001
ACO2	9641.753999999999	27009.0552
