#MM2_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM2_jia_ROSE/MM2_jia_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM2_jia.bam
#Using cutoff of 7974.813 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM2_jia.bam	enhancerRank	isStretch
23_MACS_peak_1180_lociStitched	chr1	118147300	118244275	23	82981	77580	1	1
28_MACS_peak_20119_lociStitched	chr7	55551575	55643337	28	68649	57837.5886	2	1
19_MACS_peak_6636_lociStitched	chr14	91814709	91885895	19	58808	59831.833	3	1
14_MACS_peak_4473_lociStitched	chr11	128556440	128631533	14	55921	56507.4825	4	1
8_MACS_peak_15561_lociStitched	chr3	141078794	141135918	8	49121	48418.3024	5	1
8_MACS_peak_22524_lociStitched	chr9	134495021	134562331	8	48605	63042.546	6	1
28_MACS_peak_4100_lociStitched	chr11	87117204	87191544	28	43689	35869.05	7	1
13_MACS_peak_17719_lociStitched	chr5	131789708	131837146	13	42139	45066.1	8	1
8_MACS_peak_17839_lociStitched	chr5	139027186	139077812	8	42007	47603.6278	9	1
10_MACS_peak_10500_lociStitched	chr19	16222474	16272275	10	41366	39283.0288	10	1
15_MACS_peak_20900_lociStitched	chr8	27217109	27267175	15	41331	30154.7518	11	1
7_MACS_peak_11909_lociStitched	chr2	89120620	89171140	7	41079	53632.032	12	1
21_MACS_peak_13112_lociStitched	chr20	30249586	30311931	21	40904	34919.4345	13	1
10_MACS_peak_17764_lociStitched	chr5	133859399	133905316	10	38000	39663.1046	14	1
8_MACS_peak_4500_lociStitched	chr11	129278651	129320238	8	36192	43974.0938	15	1
8_MACS_peak_17969_lociStitched	chr5	150431384	150478811	8	35153	48569.9907	16	1
9_MACS_peak_14031_lociStitched	chr22	23260003	23298940	9	34891	38722.8465	17	1
18_MACS_peak_11970_lociStitched	chr2	99069118	99111774	18	34043	25687.4432	18	1
9_MACS_peak_22269_lociStitched	chr9	112883315	112925284	9	33976	27863.2191	19	1
10_MACS_peak_16928_lociStitched	chr5	1478593	1525033	10	33477	38285.136	20	1
9_MACS_peak_7543_lociStitched	chr15	81576388	81617382	9	32502	28232.5678	21	1
7_MACS_peak_17979_lociStitched	chr5	150502800	150538160	7	32279	30915.248	22	1
8_MACS_peak_9562_lociStitched	chr17	75433210	75471661	8	32200	32429.5734	23	1
8_MACS_peak_11375_lociStitched	chr2	33699038	33742909	8	32162	32280.2818	24	1
14_MACS_peak_4033_lociStitched	chr11	82678841	82721363	14	31959	26852.643	25	1
20_MACS_peak_975_lociStitched	chr1	93391810	93447087	20	31753	27152.0624	26	1
7_MACS_peak_22532_lociStitched	chr9	134580139	134616007	7	31197	35498.5596	27	1
9_MACS_peak_15124_lociStitched	chr3	53193996	53231383	9	30990	30765.7623	28	1
10_MACS_peak_10851_lociStitched	chr19	44251741	44289754	10	29185	30315.3675	29	1
7_MACS_peak_3895_lociStitched	chr11	72832585	72871804	7	29142	31696.7958	30	1
15_MACS_peak_3126_lociStitched	chr10	125810023	125854777	15	28722	24681.831	31	1
19_MACS_peak_9992_lociStitched	chr18	60842054	60902701	19	28332	24719.7172	32	1
4_MACS_peak_7432_lociStitched	chr15	75063135	75093642	4	28290	38060.5332	33	1
8_MACS_peak_608_lociStitched	chr1	40838733	40870808	8	28216	26538.855	34	1
17_MACS_peak_19004_lociStitched	chr6	52373681	52419037	17	27917	22346.9012	35	1
5_MACS_peak_14026_lociStitched	chr22	23219978	23249404	5	27712	35458.33	36	1
7_MACS_peak_17710_lociStitched	chr5	131741669	131774841	7	27145	32312.8452	37	1
5_MACS_peak_6897_lociStitched	chr15	31630534	31661052	5	27100	26977.912	38	1
11_MACS_peak_4085_lociStitched	chr11	87062089	87096690	11	26771	21719.0477	39	1
9_MACS_peak_3707_lociStitched	chr11	65307151	65357661	9	26364	37003.626	40	1
5_MACS_peak_17415_lociStitched	chr5	88108943	88139036	5	25878	26632.305	41	1
3_MACS_peak_4287_lociStitched	chr11	111227399	111254648	3	25605	27472.4418	42	1
4_MACS_peak_22492_lociStitched	chr9	132745573	132774227	4	25410	28866.0396	43	1
