#MM2_jia_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM2_jia_ROSE/MM2_jia_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM2_jia.bam
#Using cutoff of 7974.813 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM2_jia.bam	enhancerRank	isSuper
23_MACS_peak_1180_lociStitched	chr1	118147300	118244275	23	82981	77580	1	1
8_MACS_peak_22524_lociStitched	chr9	134495021	134562331	8	48605	63042.546	2	1
19_MACS_peak_6636_lociStitched	chr14	91814709	91885895	19	58808	59831.833	3	1
28_MACS_peak_20119_lociStitched	chr7	55551575	55643337	28	68649	57837.5886	4	1
14_MACS_peak_4473_lociStitched	chr11	128556440	128631533	14	55921	56507.4825	5	1
7_MACS_peak_11909_lociStitched	chr2	89120620	89171140	7	41079	53632.032	6	1
8_MACS_peak_17969_lociStitched	chr5	150431384	150478811	8	35153	48569.9907	7	1
8_MACS_peak_15561_lociStitched	chr3	141078794	141135918	8	49121	48418.3024	8	1
8_MACS_peak_17839_lociStitched	chr5	139027186	139077812	8	42007	47603.6278	9	1
13_MACS_peak_17719_lociStitched	chr5	131789708	131837146	13	42139	45066.1	10	1
8_MACS_peak_4500_lociStitched	chr11	129278651	129320238	8	36192	43974.0938	11	1
8_MACS_peak_10089_lociStitched	chr19	1239860	1276833	8	21831	43018.0855	12	1
10_MACS_peak_17764_lociStitched	chr5	133859399	133905316	10	38000	39663.1046	13	1
10_MACS_peak_10500_lociStitched	chr19	16222474	16272275	10	41366	39283.0288	14	1
3_MACS_peak_10751_lociStitched	chr19	39879844	39903956	3	18073	38846.8432	15	1
9_MACS_peak_14031_lociStitched	chr22	23260003	23298940	9	34891	38722.8465	16	1
10_MACS_peak_16928_lociStitched	chr5	1478593	1525033	10	33477	38285.136	17	1
4_MACS_peak_7432_lociStitched	chr15	75063135	75093642	4	28290	38060.5332	18	1
