GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228268934	228281399	3_MACS_peak_2472_lociStitched
ARF4	chr3	57577825	57585297	2_MACS_peak_16447_lociStitched
ARID3A	chr19	919519	928536	2_MACS_peak_11012_lociStitched
ARID3A	chr19	891091	894025	1_MACS_peak_11009_lociStitched
ARID3A	chr19	908210	914001	2_MACS_peak_11010_lociStitched
ARID3A	chr19	946791	955464	5_MACS_peak_11015_lociStitched
ATF4	chr22	39904253	39928908	8_MACS_peak_15575_lociStitched
BCL11A	chr2	60772255	60783382	2_MACS_peak_12827_lociStitched
BCL6B	chr17	6915013	6918943	1_MACS_peak_9545_lociStitched
BCLAF1	chr6	136608888	136612490	1_MACS_peak_21378_lociStitched
BHLHE40	chr3	5018527	5029331	3_MACS_peak_15784_lociStitched
BHLHE41	chr12	26266254	26280344	1_MACS_peak_5128_lociStitched
CAMTA2	chr17	4842766	4854016	4_MACS_peak_9517_lociStitched
CHD2	chr15	93439449	93452871	2_MACS_peak_8411_lociStitched
CHD2	chr15	93421799	93435295	5_MACS_peak_8406_lociStitched
CHD2	chr15	93368861	93396935	7_MACS_peak_8399_lociStitched
CREB3L2	chr7	137658908	137686933	11_MACS_peak_22673_lociStitched
CREB3L4	chr1	153929745	153950995	5_MACS_peak_1406_lociStitched
DDIT3	chr12	57912776	57917458	1_MACS_peak_5509_lociStitched
DMRT2	chr9	1095631	1103957	3_MACS_peak_23935_lociStitched
E2F3	chr6	20401954	20412159	2_MACS_peak_20270_lociStitched
ELK4	chr1	205595033	205601900	2_MACS_peak_2201_lociStitched
ESRRA	chr11	64071052	64074549	1_MACS_peak_4156_lociStitched
ESRRA	chr11	64083651	64087357	1_MACS_peak_4157_lociStitched
ESRRG	chr1	216695995	216705596	3_MACS_peak_2318_lociStitched
ETV6	chr12	11801182	11806742	1_MACS_peak_5018_lociStitched
FBP1	chr9	97365260	97371267	1_MACS_peak_24535_lociStitched
FBP2	chr9	97365260	97371267	1_MACS_peak_24535_lociStitched
FLI1	chr11	128585803	128610900	7_MACS_peak_4856_lociStitched
FLI1	chr11	128562442	128578320	6_MACS_peak_4850_lociStitched
FOSL1	chr11	65655249	65662093	2_MACS_peak_4226_lociStitched
FOXO3	chr6	108878399	108888206	2_MACS_peak_21146_lociStitched
FOXO3	chr6	108902242	108919569	10_MACS_peak_21149_lociStitched
FOXO3	chr6	108990557	109006627	7_MACS_peak_21170_lociStitched
FOXP2	chr7	113723416	113727759	1_MACS_peak_22505_lociStitched
GABPA	chr21	27105893	27112513	2_MACS_peak_14945_lociStitched
GZF1	chr20	23337491	23347133	4_MACS_peak_14398_lociStitched
HAP1	chr17	39844177	39848301	3_MACS_peak_9943_lociStitched
HBP1	chr7	106807622	106813244	3_MACS_peak_22481_lociStitched
HES7	chr17	8053770	8067268	6_MACS_peak_9588_lociStitched
HEY2	chr6	126067576	126073555	1_MACS_peak_21294_lociStitched
HINFP	chr11	118971482	118979473	2_MACS_peak_4767_lociStitched
HIVEP2	chr6	143264192	143269537	1_MACS_peak_21452_lociStitched
IKZF1	chr7	50343720	50358940	2_MACS_peak_22044_lociStitched
IKZF3	chr17	38016712	38024513	2_MACS_peak_9916_lociStitched
IRF1	chr5	131823773	131834281	3_MACS_peak_19524_lociStitched
IRF2	chr4	185391315	185398033	3_MACS_peak_18667_lociStitched
IRF2	chr4	185454585	185460306	1_MACS_peak_18672_lociStitched
IRF4	chr6	289953	350294	8_MACS_peak_20006_lociStitched
IRF4	chr6	389183	411338	6_MACS_peak_20016_lociStitched
IRF7	chr11	613175	616819	1_MACS_peak_3643_lociStitched
IRF9	chr14	24604627	24617571	4_MACS_peak_6747_lociStitched
JUNB	chr19	12899054	12907589	2_MACS_peak_11433_lociStitched
JUND	chr19	18388967	18393993	1_MACS_peak_11607_lociStitched
KLF1	chr19	13043291	13057995	4_MACS_peak_11441_lociStitched
KLF13	chr15	31636611	31660597	7_MACS_peak_7507_lociStitched
KLF13	chr15	31616814	31621825	2_MACS_peak_7505_lociStitched
KLF2	chr19	16471062	16485661	3_MACS_peak_11539_lociStitched
KLF2	chr19	16434379	16440756	1_MACS_peak_11535_lociStitched
KLF3	chr4	38664496	38678296	3_MACS_peak_17895_lociStitched
KLF6	chr10	3824481	3828593	1_MACS_peak_2640_lociStitched
KLF9	chr9	73026781	73036037	2_MACS_peak_24364_lociStitched
LHX6	chr9	125025567	125031199	2_MACS_peak_24745_lociStitched
MEF2A	chr15	100104395	100111997	2_MACS_peak_8466_lociStitched
MEF2B	chr19	19302147	19304223	1_MACS_peak_11667_lociStitched
MEF2C	chr5	88168434	88186611	5_MACS_peak_19190_lociStitched
MEF2C	chr5	88115191	88132698	6_MACS_peak_19184_lociStitched
MEF2D	chr1	156449604	156478855	7_MACS_peak_1524_lociStitched
MEIS2	chr15	37322796	37334808	4_MACS_peak_7550_lociStitched
MIXL1	chr1	226410765	226422536	3_MACS_peak_2430_lociStitched
MNT	chr17	2294921	2305948	4_MACS_peak_9468_lociStitched
MXI1	chr10	111967268	111972746	1_MACS_peak_3443_lociStitched
MYNN	chr3	169487303	169492408	2_MACS_peak_17276_lociStitched
MZF1	chr19	59065519	59071516	2_MACS_peak_12328_lociStitched
NFE2L2	chr2	178071860	178079228	2_MACS_peak_13721_lociStitched
