GENE	TF	ENHANCER_LIST
AAMP	0	2_MACS_peak_19829_lociStitched
AANAT	0	3_MACS_peak_14703_lociStitched
ABCA7	0	3_MACS_peak_15599_lociStitched
ABCB6	0	3_MACS_peak_19853_lociStitched
ABCB9	0	8_MACS_peak_8822_lociStitched
ABCD2	0	1_MACS_peak_7468_lociStitched
ABCF1	0	1_MACS_peak_28837_lociStitched
ABHD11	0	2_MACS_peak_31376_lociStitched
ABHD12	0	9_MACS_peak_20352_lociStitched
ACADVL	0	4_MACS_peak_13477_lociStitched
ACAP1	0	1_MACS_peak_13482_lociStitched
ACAT1	0	5_MACS_peak_6523_lociStitched
ACAT2	0	1_MACS_peak_30542_lociStitched
ACBD3	0	5_MACS_peak_3094_lociStitched
ACTG1	0	3_MACS_peak_14837_lociStitched
ADAM15	0	2_MACS_peak_2124_lociStitched
ADAM17	0	7_MACS_peak_17096_lociStitched
ADAM19	0	3_MACS_peak_27984_lociStitched,6_MACS_peak_27970_lociStitched,6_MACS_peak_27976_lociStitched
ADAM9	0	5_MACS_peak_32897_lociStitched
ADAMTSL4	0	3_MACS_peak_1992_lociStitched
ADAR	0	3_MACS_peak_2096_lociStitched
ADAT3	0	5_MACS_peak_15654_lociStitched,1_MACS_peak_15665_lociStitched
ADD3	0	3_MACS_peak_4720_lociStitched
ADM	0	3_MACS_peak_5148_lociStitched
ADM2	0	5_MACS_peak_22391_lociStitched
ADNP	0	1_MACS_peak_20942_lociStitched
ADORA2A	0	3_MACS_peak_21772_lociStitched
ADRB2	0	2_MACS_peak_27841_lociStitched
ADRBK1	0	6_MACS_peak_5892_lociStitched,1_MACS_peak_5891_lociStitched
AEN	0	3_MACS_peak_11905_lociStitched
AFF1	0	2_MACS_peak_25512_lociStitched
AFTPH	0	1_MACS_peak_18043_lociStitched
AGER	0	3_MACS_peak_28906_lociStitched
AGPAT1	0	3_MACS_peak_28906_lociStitched
AGRP	0	1_MACS_peak_12883_lociStitched
AHNAK	0	2_MACS_peak_5655_lociStitched,1_MACS_peak_5654_lociStitched
AIM2	0	4_MACS_peak_2269_lociStitched
AIP	0	1_MACS_peak_5917_lociStitched
AJAP1	0	1_MACS_peak_105_lociStitched
AK1	0	9_MACS_peak_35225_lociStitched
AKAP13	0	5_MACS_peak_11862_lociStitched,4_MACS_peak_11875_lociStitched
AKAP2	0	7_MACS_peak_34988_lociStitched,4_MACS_peak_34984_lociStitched,6_MACS_peak_34978_lociStitched
AKAP5	0	2_MACS_peak_10169_lociStitched
AKAP6	0	3_MACS_peak_9894_lociStitched
AKR1D1	0	6_MACS_peak_32241_lociStitched
AKT1S1	0	1_MACS_peak_16874_lociStitched
ALCAM	0	1_MACS_peak_23590_lociStitched
ALDH1A3	0	7_MACS_peak_12042_lociStitched
ALG2	0	2_MACS_peak_34871_lociStitched
ALKBH4	0	12_MACS_peak_31738_lociStitched
ALOX12	0	1_MACS_peak_13472_lociStitched
ALOX5	0	2_MACS_peak_3882_lociStitched
ALOXE3	0	6_MACS_peak_13515_lociStitched
ALPK1	0	6_MACS_peak_25742_lociStitched
AMBRA1	0	1_MACS_peak_5523_lociStitched
AMD1	0	3_MACS_peak_29746_lociStitched
AMDHD2	0	2_MACS_peak_12160_lociStitched
AMH	0	9_MACS_peak_15697_lociStitched
AMIGO3	0	2_MACS_peak_23126_lociStitched
AMN	0	3_MACS_peak_10770_lociStitched
AMPD3	0	4_MACS_peak_5153_lociStitched
AMZ2	0	2_MACS_peak_14566_lociStitched
ANAPC11	0	3_MACS_peak_14850_lociStitched
ANAPC16	0	7_MACS_peak_4192_lociStitched,2_MACS_peak_4185_lociStitched
ANKDD1A	0	1_MACS_peak_11428_lociStitched
ANKRD11	0	3_MACS_peak_13291_lociStitched
ANKRD12	0	1_MACS_peak_14986_lociStitched
ANKRD13D	0	6_MACS_peak_5892_lociStitched,1_MACS_peak_5891_lociStitched
ANKRD16	0	7_MACS_peak_3408_lociStitched
ANKRD28	0	6_MACS_peak_22572_lociStitched
ANKRD36BP2	0	1_MACS_peak_18398_lociStitched
ANKRD37	0	1_MACS_peak_26409_lociStitched,1_MACS_peak_26406_lociStitched
ANKRD42	0	5_MACS_peak_6256_lociStitched
ANKRD44	0	3_MACS_peak_19551_lociStitched,4_MACS_peak_19534_lociStitched
ANKRD55	0	5_MACS_peak_26751_lociStitched
ANKZF1	0	1_MACS_peak_19856_lociStitched,3_MACS_peak_19853_lociStitched
ANP32B	0	2_MACS_peak_34857_lociStitched
ANP32E	0	1_MACS_peak_1982_lociStitched
ANXA9	0	2_MACS_peak_2010_lociStitched
AP1AR	0	6_MACS_peak_25742_lociStitched
AP1G1	0	1_MACS_peak_13022_lociStitched
AP2A1	0	3_MACS_peak_16867_lociStitched
AP4B1	0	1_MACS_peak_1713_lociStitched
APBB1IP	0	9_MACS_peak_3721_lociStitched
APC2	0	4_MACS_peak_15630_lociStitched
APEH	0	2_MACS_peak_23126_lociStitched
APH1A	0	1_MACS_peak_1982_lociStitched
APOA1	0	1_MACS_peak_6673_lociStitched
APOBEC3H	0	2_MACS_peak_22087_lociStitched
APOL6	0	2_MACS_peak_21929_lociStitched
APOLD1	0	1_MACS_peak_7110_lociStitched
APTX	0	1_MACS_peak_34357_lociStitched
AQP10	0	1_MACS_peak_2090_lociStitched
ARAP1	0	5_MACS_peak_6003_lociStitched,5_MACS_peak_6008_lociStitched
ARF1	1	1_MACS_peak_3178_lociStitched
ARF4	1	3_MACS_peak_23282_lociStitched
ARFGEF2	0	1_MACS_peak_20880_lociStitched
ARHGAP25	0	4_MACS_peak_18149_lociStitched
ARHGAP33	0	3_MACS_peak_16427_lociStitched
ARHGAP4	0	3_MACS_peak_36238_lociStitched
ARHGAP42	0	4_MACS_peak_6457_lociStitched,4_MACS_peak_6440_lociStitched,2_MACS_peak_6448_lociStitched
ARHGAP9	0	2_MACS_peak_7843_lociStitched
ARHGDIA	0	3_MACS_peak_14850_lociStitched
ARHGDIB	0	4_MACS_peak_7149_lociStitched
ARHGEF2	0	6_MACS_peak_2170_lociStitched
ARHGEF3	0	4_MACS_peak_23271_lociStitched
ARID1A	0	3_MACS_peak_511_lociStitched
ARID1B	0	3_MACS_peak_30372_lociStitched,4_MACS_peak_30384_lociStitched,4_MACS_peak_30355_lociStitched
ARID2	0	2_MACS_peak_7558_lociStitched
ARID3A	1	1_MACS_peak_15592_lociStitched,3_MACS_peak_15588_lociStitched
ARID3B	1	2_MACS_peak_11613_lociStitched
ARID5B	0	3_MACS_peak_4034_lociStitched,3_MACS_peak_4019_lociStitched,1_MACS_peak_4032_lociStitched
ARIH1	0	1_MACS_peak_11594_lociStitched
ARL6	0	2_MACS_peak_23505_lociStitched
ARL6IP4	0	8_MACS_peak_8822_lociStitched
ARL6IP5	0	8_MACS_peak_23395_lociStitched
ARMC2	0	4_MACS_peak_29701_lociStitched
ARPP19	0	1_MACS_peak_11246_lociStitched
ARRDC3	0	2_MACS_peak_27144_lociStitched
ARSG	0	2_MACS_peak_14566_lociStitched
ARTN	0	2_MACS_peak_842_lociStitched
ASAM	0	4_MACS_peak_6766_lociStitched
ASB5	0	1_MACS_peak_26302_lociStitched
ASB9P1	0	1_MACS_peak_11991_lociStitched
ASCC1	0	7_MACS_peak_4192_lociStitched,2_MACS_peak_4185_lociStitched
ASPRV1	0	4_MACS_peak_18180_lociStitched
ASXL1	0	8_MACS_peak_20407_lociStitched
ATAT1	0	1_MACS_peak_28837_lociStitched
ATF4	1	7_MACS_peak_22097_lociStitched
ATG10	0	4_MACS_peak_27032_lociStitched
ATG13	0	1_MACS_peak_5523_lociStitched
ATG16L2	0	1_MACS_peak_6016_lociStitched,2_MACS_peak_6017_lociStitched
ATG2A	0	4_MACS_peak_5730_lociStitched
ATG9A	0	1_MACS_peak_19856_lociStitched,3_MACS_peak_19853_lociStitched
ATHL1	0	4_MACS_peak_4968_lociStitched,1_MACS_peak_4966_lociStitched
ATM	0	5_MACS_peak_6523_lociStitched,1_MACS_peak_6530_lociStitched
ATN1	0	6_MACS_peak_7004_lociStitched
ATP11B	0	1_MACS_peak_24534_lociStitched
ATP1A3	0	3_MACS_peak_16613_lociStitched
ATP2A3	0	4_MACS_peak_13403_lociStitched
ATP5B	0	2_MACS_peak_7819_lociStitched,3_MACS_peak_7815_lociStitched
ATP5D	0	5_MACS_peak_15621_lociStitched,4_MACS_peak_15617_lociStitched
ATP5L	0	4_MACS_peak_6698_lociStitched,1_MACS_peak_6702_lociStitched
ATP5O	0	1_MACS_peak_21323_lociStitched
ATP6AP1	0	5_MACS_peak_36263_lociStitched,1_MACS_peak_36270_lociStitched
ATP6V0C	0	2_MACS_peak_12160_lociStitched
ATP6V0D1	0	1_MACS_peak_12883_lociStitched
ATP6V0E1	0	6_MACS_peak_28098_lociStitched
ATP6V1A	0	1_MACS_peak_23733_lociStitched
ATP6V1E1	0	1_MACS_peak_21552_lociStitched
ATP6V1E2	0	7_MACS_peak_17668_lociStitched,4_MACS_peak_17664_lociStitched
ATP6V1G1	0	5_MACS_peak_35056_lociStitched
ATP8A1	0	1_MACS_peak_25231_lociStitched
ATP8B2	0	1_MACS_peak_2090_lociStitched
ATP8B3	0	5_MACS_peak_15654_lociStitched
ATXN1	0	1_MACS_peak_28621_lociStitched
ATXN1L	0	1_MACS_peak_13022_lociStitched
ATXN2L	0	1_MACS_peak_12566_lociStitched
AURKB	0	6_MACS_peak_13515_lociStitched,1_MACS_peak_13532_lociStitched
AZIN1	0	6_MACS_peak_33524_lociStitched,1_MACS_peak_33533_lociStitched
B2M	0	5_MACS_peak_11134_lociStitched,1_MACS_peak_11133_lociStitched
B3GALT4	0	2_MACS_peak_28933_lociStitched
B3GALTL	0	1_MACS_peak_9097_lociStitched
B4GALNT4	0	4_MACS_peak_4968_lociStitched
B4GALT1	0	3_MACS_peak_34370_lociStitched,5_MACS_peak_34365_lociStitched
B4GALT5	0	2_MACS_peak_20897_lociStitched
BACH1	1	3_MACS_peak_21221_lociStitched
BAD	0	2_MACS_peak_5712_lociStitched,1_MACS_peak_5715_lociStitched,3_MACS_peak_5709_lociStitched,1_MACS_peak_5718_lociStitched,2_MACS_peak_5716_lociStitched
BAIAP3	0	1_MACS_peak_12114_lociStitched
BAT5	0	1_MACS_peak_28881_lociStitched
BAZ1A	0	2_MACS_peak_9911_lociStitched
BAZ2A	0	2_MACS_peak_7819_lociStitched,3_MACS_peak_7815_lociStitched
BAZ2B	0	1_MACS_peak_18986_lociStitched
BBC3	0	2_MACS_peak_16767_lociStitched
BCAR3	0	8_MACS_peak_1457_lociStitched
BCAR4	0	3_MACS_peak_12303_lociStitched
BCL11A	1	5_MACS_peak_17901_lociStitched,4_MACS_peak_17869_lociStitched,10_MACS_peak_17888_lociStitched
BCL2	0	3_MACS_peak_15487_lociStitched,9_MACS_peak_15490_lociStitched,5_MACS_peak_15482_lociStitched,6_MACS_peak_15521_lociStitched
BCL2L12	0	3_MACS_peak_16861_lociStitched
BCL2L13	0	1_MACS_peak_21552_lociStitched
BCL2L15	0	1_MACS_peak_1713_lociStitched
