GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269841	228271928	1_MACS_peak_1641_lociStitched
ARID3B	chr15	74832491	74836495	2_MACS_peak_5738_lociStitched
BACH1	chr21	30670452	30674338	1_MACS_peak_10744_lociStitched
BHLHE41	chr12	26269394	26280389	5_MACS_peak_3603_lociStitched
CHD2	chr15	93443158	93452098	1_MACS_peak_5993_lociStitched
CHD2	chr15	93424574	93429742	2_MACS_peak_5991_lociStitched
CREB1	chr2	208393582	208396331	2_MACS_peak_10035_lociStitched
ESRRA	chr11	64071099	64074442	2_MACS_peak_2853_lociStitched
ESRRA	chr11	64051415	64053743	1_MACS_peak_2852_lociStitched
FLI1	chr11	128586036	128592216	2_MACS_peak_3405_lociStitched
FOSB	chr19	45970536	45973457	1_MACS_peak_8634_lociStitched
FOSL1	chr11	65623847	65628685	3_MACS_peak_2907_lociStitched
FOSL1	chr11	65655373	65659754	2_MACS_peak_2911_lociStitched
FOXN3	chr14	90082141	90086291	2_MACS_peak_5122_lociStitched
FOXO3	chr6	108878405	108884105	2_MACS_peak_14899_lociStitched
FOXP2	chr7	113723969	113728151	1_MACS_peak_15871_lociStitched
GABPA	chr21	27106431	27108906	1_MACS_peak_10730_lociStitched
GFI1	chr1	92948180	92954005	5_MACS_peak_774_lociStitched
HBP1	chr7	106807692	106811165	2_MACS_peak_15844_lociStitched
HES1	chr3	193851419	193856158	1_MACS_peak_12471_lociStitched
HIVEP2	chr6	143264878	143269386	1_MACS_peak_15054_lociStitched
IRF1	chr5	131824392	131827878	1_MACS_peak_13794_lociStitched
IRF1	chr5	131830635	131833442	1_MACS_peak_13795_lociStitched
IRF1	chr5	131799205	131803792	1_MACS_peak_13789_lociStitched
IRF5	chr7	128577219	128582055	1_MACS_peak_15935_lociStitched
JUNB	chr19	12898969	12905258	2_MACS_peak_8196_lociStitched
JUND	chr19	18389808	18393807	2_MACS_peak_8336_lociStitched
KLF10	chr8	103665719	103669615	2_MACS_peak_16475_lociStitched
KLF12	chr13	74705970	74710576	4_MACS_peak_4621_lociStitched
KLF13	chr15	31616408	31622191	2_MACS_peak_5358_lociStitched
KLF13	chr15	31636633	31642151	1_MACS_peak_5361_lociStitched
KLF13	chr15	31644171	31647387	1_MACS_peak_5362_lociStitched
KLF13	chr15	31555522	31559835	2_MACS_peak_5356_lociStitched
KLF13	chr15	31651466	31655114	1_MACS_peak_5364_lociStitched
KLF13	chr15	31656499	31660991	1_MACS_peak_5365_lociStitched
KLF15	chr3	126074388	126077183	1_MACS_peak_12058_lociStitched
KLF16	chr19	1862442	1865254	1_MACS_peak_7921_lociStitched
KLF2	chr19	16434794	16439814	2_MACS_peak_8282_lociStitched
KLF2	chr19	16475522	16478662	1_MACS_peak_8286_lociStitched
KLF2	chr19	16481082	16484155	2_MACS_peak_8287_lociStitched
KLF6	chr10	3824627	3828516	2_MACS_peak_1756_lociStitched
KLF9	chr9	73033098	73036238	1_MACS_peak_16986_lociStitched
KLF9	chr9	73026679	73029785	1_MACS_peak_16985_lociStitched
LHX6	chr9	125026073	125028406	1_MACS_peak_17246_lociStitched
