GENE	TF	CHROM	START	STOP	ENHANCER_ID
ABHD2	0	chr15	89652536	89662536	5_MACS_peak_9579_lociStitched
ABP1	0	chr7	150591906	150596859	2_MACS_peak_26337_lociStitched
ACBD3	0	chr1	226308046	226316984	4_MACS_peak_2582_lociStitched
ACTR3C	0	chr7	150069421	150079560	2_MACS_peak_26328_lociStitched
ACTR3C	0	chr7	150062701	150068861	1_MACS_peak_26327_lociStitched
ADAMTSL4	0	chr1	150532053	150542746	3_MACS_peak_1648_lociStitched
AIRE	1	chr21	45659984	45666010	2_MACS_peak_18443_lociStitched
AK1	0	chr9	130665285	130681730	3_MACS_peak_28352_lociStitched
AKAP2	0	chr9	112903245	112912712	3_MACS_peak_28150_lociStitched
AKAP5	0	chr14	64968248	64972874	1_MACS_peak_8002_lociStitched
ALDH8A1	0	chr6	135190285	135195839	5_MACS_peak_24666_lociStitched
ALKBH4	0	chr7	102080597	102088187	2_MACS_peak_25873_lociStitched
ALKBH4	0	chr7	102064488	102068875	1_MACS_peak_25869_lociStitched
AMDHD2	0	chr16	2556411	2565440	1_MACS_peak_9818_lociStitched
AMN	0	chr14	103363626	103370932	4_MACS_peak_8505_lociStitched
ANKDD1A	0	chr15	65183316	65190249	1_MACS_peak_9160_lociStitched
ANKRD46	0	chr8	101504192	101508905	3_MACS_peak_27043_lociStitched
APOBEC3A	0	chr22	39376661	39384281	3_MACS_peak_19073_lociStitched
APOBEC3B	0	chr22	39376661	39384281	3_MACS_peak_19073_lociStitched
APOBEC3C	0	chr22	39456613	39474687	5_MACS_peak_19091_lociStitched
APOBEC3C	0	chr22	39376661	39384281	3_MACS_peak_19073_lociStitched
APOBEC3D	0	chr22	39456613	39474687	5_MACS_peak_19091_lociStitched
APOBEC3D	0	chr22	39376661	39384281	3_MACS_peak_19073_lociStitched
APOBEC3F	0	chr22	39456613	39474687	5_MACS_peak_19091_lociStitched
APOBEC3F	0	chr22	39482691	39496653	4_MACS_peak_19098_lociStitched
APOBEC3G	0	chr22	39456613	39474687	5_MACS_peak_19091_lociStitched
APOBEC3G	0	chr22	39482691	39496653	4_MACS_peak_19098_lociStitched
APOBEC3G	0	chr22	39506183	39515167	3_MACS_peak_19102_lociStitched
APOBEC3H	0	chr22	39456613	39474687	5_MACS_peak_19091_lociStitched
APOBEC3H	0	chr22	39482691	39496653	4_MACS_peak_19098_lociStitched
APOBEC3H	0	chr22	39539743	39549548	3_MACS_peak_19107_lociStitched
APOBEC3H	0	chr22	39506183	39515167	3_MACS_peak_19102_lociStitched
APOLD1	0	chr12	12866017	12880217	3_MACS_peak_5765_lociStitched
ARFRP1	0	chr20	62357911	62365202	1_MACS_peak_18113_lociStitched
ARHGAP9	0	chr12	57913084	57917511	1_MACS_peak_6238_lociStitched
ARHGEF18	0	chr19	7407904	7416008	3_MACS_peak_13584_lociStitched
ARMC2	0	chr6	109191740	109200685	2_MACS_peak_24506_lociStitched
ARPC1B	0	chr7	98975535	98980404	1_MACS_peak_25772_lociStitched
ATG16L2	0	chr11	72523602	72527235	1_MACS_peak_4953_lociStitched
ATHL1	0	chr11	266942	272586	3_MACS_peak_4046_lociStitched
ATHL1	0	chr11	326083	334571	3_MACS_peak_4059_lociStitched
ATM	0	chr11	108091640	108096764	2_MACS_peak_5180_lociStitched
ATP6V0C	0	chr16	2556411	2565440	1_MACS_peak_9818_lociStitched
ATXN7L1	0	chr7	105446071	105453798	2_MACS_peak_25928_lociStitched
B4GALNT4	0	chr11	326083	334571	3_MACS_peak_4059_lociStitched
B4GALT1	0	chr9	33158126	33168898	5_MACS_peak_27587_lociStitched
BAG1	0	chr9	33288024	33292132	2_MACS_peak_27603_lociStitched
BAT5	0	chr6	31702009	31709543	2_MACS_peak_23772_lociStitched
BATF	1	chr14	75950761	75963858	4_MACS_peak_8180_lociStitched
BBC3	0	chr19	47728673	47736307	2_MACS_peak_14749_lociStitched
BCL2	0	chr18	60821228	60830754	1_MACS_peak_13135_lociStitched
BCL3	0	chr19	45249815	45258879	5_MACS_peak_14644_lociStitched
BCOR	0	chrX	39963715	39969301	1_MACS_peak_28884_lociStitched
BEST2	0	chr19	12898759	12906212	1_MACS_peak_13810_lociStitched
BFAR	0	chr16	14722738	14728545	1_MACS_peak_10064_lociStitched
