GENE	TF	CHROM	START	STOP	ENHANCER_ID
A1BG	0	chr19	58896449	58899516	2_MACS_peak_15184_lociStitched
A1BG-AS1	0	chr19	58896449	58899516	2_MACS_peak_15184_lociStitched
AARS2	0	chr6	44229722	44234246	2_MACS_peak_24848_lociStitched
ABCF1	0	chr6	30582189	30586620	3_MACS_peak_24315_lociStitched
ABCF1	0	chr6	30523141	30526012	1_MACS_peak_24312_lociStitched
ABHD12	0	chr20	25274932	25278776	1_MACS_peak_17805_lociStitched
ABHD4	0	chr14	23024572	23027763	2_MACS_peak_7932_lociStitched
ACADVL	0	chr17	7153853	7156345	2_MACS_peak_11121_lociStitched
ACAP1	0	chr17	7209464	7212336	2_MACS_peak_11124_lociStitched
ACBD4	0	chr17	43224173	43227741	3_MACS_peak_11944_lociStitched
ACOXL	0	chr2	111875141	111880692	5_MACS_peak_16453_lociStitched
ACSS1	0	chr20	25036058	25039675	2_MACS_peak_17796_lociStitched
ACTG1	0	chr17	79477585	79487559	3_MACS_peak_12705_lociStitched
ADAM15	0	chr1	154971126	154977206	6_MACS_peak_1851_lociStitched
ADAMTS4	0	chr1	161151117	161157760	4_MACS_peak_2068_lociStitched
ADAMTS4	0	chr1	161144861	161147880	3_MACS_peak_2064_lociStitched
ADAMTSL4	0	chr1	150532515	150541816	5_MACS_peak_1681_lociStitched
ADAMTSL4	0	chr1	150549146	150553210	5_MACS_peak_1689_lociStitched
ADCK4	0	chr19	41221806	41225733	3_MACS_peak_14576_lociStitched
ADCY10	0	chr1	167904207	167907015	2_MACS_peak_2182_lociStitched
ADM2	0	chr22	50967903	50971277	2_MACS_peak_19637_lociStitched
ADRBK1	0	chr11	67054309	67057899	2_MACS_peak_5039_lociStitched
ADRBK1	0	chr11	67044125	67046489	2_MACS_peak_5037_lociStitched
AEN	0	chr15	89179288	89183371	4_MACS_peak_9568_lociStitched
AEN	0	chr15	89163853	89165978	1_MACS_peak_9564_lociStitched
AGER	0	chr6	32157038	32161013	2_MACS_peak_24415_lociStitched
AGPAT1	0	chr6	32157038	32161013	2_MACS_peak_24415_lociStitched
AHNAK	0	chr11	62306445	62314859	4_MACS_peak_4716_lociStitched
AHNAK	0	chr11	62319054	62325832	6_MACS_peak_4720_lociStitched
AIF1	0	chr6	31631398	31634768	1_MACS_peak_24368_lociStitched
AIF1	0	chr6	31619369	31621729	1_MACS_peak_24365_lociStitched
AIFM3	0	chr22	21355147	21357532	1_MACS_peak_18881_lociStitched
AIP	0	chr11	67272223	67276588	5_MACS_peak_5066_lociStitched
AKT1S1	0	chr19	50379205	50381836	3_MACS_peak_14979_lociStitched
ALDH16A1	0	chr19	49990264	49993406	3_MACS_peak_14940_lociStitched
ALDH3B1	0	chr11	67775185	67778323	2_MACS_peak_5087_lociStitched
ALDOA	0	chr16	30074915	30078090	3_MACS_peak_10305_lociStitched
ALG12	0	chr22	50353137	50356751	3_MACS_peak_19596_lociStitched
ALKBH4	0	chr7	102064164	102068208	2_MACS_peak_26572_lociStitched
ALKBH4	0	chr7	102070692	102075545	4_MACS_peak_26574_lociStitched
ALKBH5	0	chr17	18085296	18088468	1_MACS_peak_11301_lociStitched
ALOX12	0	chr17	6915492	6920759	1_MACS_peak_11104_lociStitched
ALOX5	0	chr10	45913933	45917868	3_MACS_peak_3244_lociStitched
ALPK1	0	chr4	113206054	113210877	4_MACS_peak_22031_lociStitched
AMAC1L3	0	chr17	7386417	7389421	3_MACS_peak_11145_lociStitched
AMH	0	chr19	2255254	2259070	3_MACS_peak_13506_lociStitched
AMH	0	chr19	2269536	2272854	3_MACS_peak_13509_lociStitched
AMN	0	chr14	103365158	103370684	2_MACS_peak_8559_lociStitched
AMZ2	0	chr17	66284670	66289597	4_MACS_peak_12384_lociStitched
ANAPC11	0	chr17	79816942	79820171	2_MACS_peak_12723_lociStitched
ANAPC11	0	chr17	79827970	79830537	2_MACS_peak_12725_lociStitched
ANG	0	chr14	21149941	21153258	3_MACS_peak_7906_lociStitched
ANKDD1A	0	chr15	65183679	65189078	3_MACS_peak_9161_lociStitched
ANKRD13D	0	chr11	67054309	67057899	2_MACS_peak_5039_lociStitched
ANKRD13D	0	chr11	67044125	67046489	2_MACS_peak_5037_lociStitched
ANKRD34A	0	chr1	145434496	145439183	2_MACS_peak_1565_lociStitched
ANKRD34A	0	chr1	145452552	145457324	3_MACS_peak_1570_lociStitched
