ENHANCER_ID	CHROM	START	STOP	GENE_LIST
3_MACS_peak_24961_lociStitched	chr6	290139	338430	DUSP22
6_MACS_peak_12903_lociStitched	chr17	62133815	62210728	ERN1,SNORD104,SNORA76,ICAM2
3_MACS_peak_27839_lociStitched	chr7	90329699	90368260	CDK14
7_MACS_peak_20996_lociStitched	chr3	151982113	152055269	MBNL1,TMEM14E,LOC401093
3_MACS_peak_5292_lociStitched	chr11	65183008	65223433	MIR612,FRMD8,MALAT1,SLC25A45,NEAT1
3_MACS_peak_1727_lociStitched	chr1	149800313	149836551	HIST2H2BC,FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB,HIST2H4B,HIST2H2AA4,HIST2H3A
5_MACS_peak_5295_lociStitched	chr11	65236054	65278901	MALAT1,NEAT1,MIR612,SCYL1,LTBP3
4_MACS_peak_9384_lociStitched	chr14	106143610	106178975	TMEM121
5_MACS_peak_9379_lociStitched	chr14	106023633	106057774	TMEM121
3_MACS_peak_16480_lociStitched	chr2	99054574	99108304	INPP4A
2_MACS_peak_23931_lociStitched	chr5	88162739	88202491	MEF2C
3_MACS_peak_29824_lociStitched	chr8	120912539	120950308	DEPDC6,DSCC1
1_MACS_peak_1752_lociStitched	chr1	150531748	150553405	MCL1,MIR4257,ENSA,ADAMTSL4
3_MACS_peak_17191_lociStitched	chr2	197014830	197049391	STK17B
4_MACS_peak_20888_lociStitched	chr3	141088404	141131859	ZBTB38
1_MACS_peak_22349_lociStitched	chr4	90205256	90230235	GPRIN3
2_MACS_peak_973_lociStitched	chr1	51423416	51451758	CDKN2C,FAF1
3_MACS_peak_23942_lociStitched	chr5	88727978	88754946	MEF2C
3_MACS_peak_22146_lociStitched	chr4	71515753	71556342	IGJ,ENAM,RUFY3,UTP3
2_MACS_peak_5306_lociStitched	chr11	65335366	65359585	EHBP1L1,SCYL1,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11,SSSCA1,FAM89B
4_MACS_peak_29906_lociStitched	chr8	126285028	126322779	TRIB1,NSMCE2
1_MACS_peak_12853_lociStitched	chr17	57901482	57928249	MIR21,RPS6KB1,TUBD1,TMEM49
2_MACS_peak_23922_lociStitched	chr5	87948599	87977071	MIR9-2,LOC645323
4_MACS_peak_16409_lociStitched	chr2	89130729	89171199	ANKRD36BP2
1_MACS_peak_26281_lociStitched	chr6	106530229	106556289	PRDM1
6_MACS_peak_2022_lociStitched	chr1	161122667	161158663	PPOX,NIT1,NDUFS2,FCER1G,TOMM40L,PFDN2,DEDD,ADAMTS4,APOA2,NR1I3,UFC1,USP21,B4GALT3
5_MACS_peak_25380_lociStitched	chr6	27772631	27808606	HIST1H4J,HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J,HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK
5_MACS_peak_9528_lociStitched	chr15	31615442	31660747	KLF13
11_MACS_peak_9138_lociStitched	chr14	91781492	91867125	CCDC88C
3_MACS_peak_24325_lociStitched	chr5	131744631	131774004	C5ORF56,SLC22A5,MIR3936
1_MACS_peak_18668_lociStitched	chr21	19151603	19173399	C21ORF91
2_MACS_peak_29558_lociStitched	chr8	95953724	95977811	TP53INP1,CCNE2
1_MACS_peak_15589_lociStitched	chr2	20404135	20425773	SDC1
3_MACS_peak_28479_lociStitched	chr7	137661653	137694244	CREB3L2
2_MACS_peak_15786_lociStitched	chr2	37533544	37578605	PRKD3,QPCT
2_MACS_peak_21747_lociStitched	chr4	15002111	15031777	CPEB2
5_MACS_peak_5259_lociStitched	chr11	64614599	64648780	EHD1,PPP2R5B,MAP4K2,MEN1,CDC42BPG,MIR192,MIR194-2,ATG2A
1_MACS_peak_21185_lociStitched	chr3	171800094	171828019	FNDC3B
3_MACS_peak_9042_lociStitched	chr14	81930553	81959364	SEL1L
8_MACS_peak_10459_lociStitched	chr15	93340528	93389664	ASB9P1,LOC100507217
4_MACS_peak_27872_lociStitched	chr7	92392959	92429804	CDK6
4_MACS_peak_814_lociStitched	chr1	40838869	40871121	SMAP2,ZNF643
