ENHANCER_ID	CHROM	START	STOP	GENE_LIST
1_MACS_peak_1539_lociStitched	chr1	154969609	154980183	ZBTB7B
4_MACS_peak_1614_lociStitched	chr1	156450697	156479761	MEF2D
4_MACS_peak_9105_lociStitched	chr17	17721198	17744613	SREBF1
2_MACS_peak_21459_lociStitched	chr7	150062799	150084022	ZNF775
7_MACS_peak_8517_lociStitched	chr16	67191398	67218500	E2F4,HSF4
3_MACS_peak_12799_lociStitched	chr2	97186287	97205989	ARID5A
4_MACS_peak_8271_lociStitched	chr16	29815432	29837266	MAZ
3_MACS_peak_23381_lociStitched	chr9	137281762	137300696	RXRA
7_MACS_peak_7063_lociStitched	chr15	31615688	31647230	KLF13
1_MACS_peak_9597_lociStitched	chr17	46123831	46136641	NFE2L1
4_MACS_peak_11966_lociStitched	chr19	56145740	56170499	ZNF524,FIZ1,ZNF784,ZNF580,ZNF581
5_MACS_peak_16259_lociStitched	chr3	141085002	141110871	ZBTB38
5_MACS_peak_9402_lociStitched	chr17	38462925	38487392	RARA
8_MACS_peak_11055_lociStitched	chr19	12885820	12918289	JUNB
5_MACS_peak_10644_lociStitched	chr19	908741	927779	ARID3A
3_MACS_peak_10701_lociStitched	chr19	1847348	1865605	KLF16
1_MACS_peak_21524_lociStitched	chr7	156799719	156810770	MNX1
2_MACS_peak_18317_lociStitched	chr5	131790732	131804998	IRF1
3_MACS_peak_8939_lociStitched	chr17	4837593	4856637	CAMTA2
3_MACS_peak_22296_lociStitched	chr8	128740131	128754776	MYC
3_MACS_peak_1495_lociStitched	chr1	153929016	153941257	CREB3L4
2_MACS_peak_21314_lociStitched	chr7	128572260	128582380	IRF5
3_MACS_peak_7060_lociStitched	chr15	31545572	31560575	KLF13
1_MACS_peak_18830_lociStitched	chr6	390705	400900	IRF4
1_MACS_peak_3825_lociStitched	chr11	58340062	58348750	ZFP91
2_MACS_peak_399_lociStitched	chr1	23850554	23861150	E2F2
2_MACS_peak_10130_lociStitched	chr17	79875198	79886694	MAFG
3_MACS_peak_1536_lociStitched	chr1	154942344	154957635	ZBTB7B
13_MACS_peak_17588_lociStitched	chr4	190991390	191013931	DUX4
2_MACS_peak_8679_lociStitched	chr16	79948387	79966681	MAF
7_MACS_peak_7426_lociStitched	chr15	67369948	67396144	SMAD3
3_MACS_peak_8674_lociStitched	chr16	79902394	79915665	MAF
3_MACS_peak_18798_lociStitched	chr5	180228843	180247866	ZFP62
2_MACS_peak_8319_lociStitched	chr16	30661302	30673063	ZNF689
5_MACS_peak_21131_lociStitched	chr7	101916580	101935833	CUX1
1_MACS_peak_10445_lociStitched	chr18	46473058	46480189	SMAD7
4_MACS_peak_15058_lociStitched	chr22	39914801	39929443	ATF4
3_MACS_peak_14205_lociStitched	chr20	52195057	52215569	ZNF217
1_MACS_peak_20488_lociStitched	chr7	26191101	26199494	NFE2L3
2_MACS_peak_1534_lociStitched	chr1	154924959	154936201	ZBTB7B
3_MACS_peak_18320_lociStitched	chr5	131823193	131837578	IRF1
2_MACS_peak_10779_lociStitched	chr19	3358776	3368824	NFIC
1_MACS_peak_8536_lociStitched	chr16	67594217	67601121	CTCF
2_MACS_peak_445_lociStitched	chr1	25251163	25259020	RUNX3
1_MACS_peak_5069_lociStitched	chr12	53590607	53605683	ZNF740,RARG
4_MACS_peak_18497_lociStitched	chr5	142774207	142785757	NR3C1
2_MACS_peak_14815_lociStitched	chr22	29187031	29199813	XBP1
3_MACS_peak_23429_lociStitched	chr9	139432478	139447463	NOTCH1
2_MACS_peak_14591_lociStitched	chr21	45659045	45667803	AIRE
3_MACS_peak_8308_lociStitched	chr16	30536969	30547850	ZNF764,ZNF688,ZNF785,ZNF768
4_MACS_peak_15292_lociStitched	chr3	5017641	5029244	BHLHE40
1_MACS_peak_4033_lociStitched	chr11	65623909	65630139	FOSL1
3_MACS_peak_8666_lociStitched	chr16	79629074	79644617	MAF
2_MACS_peak_8544_lociStitched	chr16	67875378	67882189	THAP11
7_MACS_peak_10438_lociStitched	chr18	46439307	46462829	SMAD7
4_MACS_peak_4750_lociStitched	chr12	11900780	11920673	ETV6
10_MACS_peak_3388_lociStitched	chr10	135477887	135495711	DUX4
2_MACS_peak_12022_lociStitched	chr19	58891194	58899829	ZNF837,ZNF584,ZNF497
3_MACS_peak_19853_lociStitched	chr6	108878297	108887626	FOXO3
