GENE	TF	ENHANCER_LIST
AANAT	0	1_MACS_peak_13798_lociStitched
ABCF1	0	3_MACS_peak_27230_lociStitched
ABCF2	0	1_MACS_peak_30349_lociStitched
ABHD12	0	2_MACS_peak_19071_lociStitched,3_MACS_peak_19065_lociStitched
ABHD14A	0	2_MACS_peak_21743_lociStitched
ABHD14B	0	2_MACS_peak_21743_lociStitched
ACBD3	0	1_MACS_peak_3131_lociStitched,1_MACS_peak_3123_lociStitched
ACBD4	0	4_MACS_peak_13172_lociStitched
ACO2	0	1_MACS_peak_20761_lociStitched
ACTN4	0	1_MACS_peak_15537_lociStitched
ACTR8	0	1_MACS_peak_21834_lociStitched
ACY1	0	2_MACS_peak_21743_lociStitched
ACYP2	0	1_MACS_peak_16759_lociStitched
ADAM15	0	1_MACS_peak_1954_lociStitched
ADAM17	0	6_MACS_peak_16231_lociStitched,1_MACS_peak_16237_lociStitched
ADAMTS4	0	2_MACS_peak_2204_lociStitched
ADAMTSL4	0	3_MACS_peak_1823_lociStitched,2_MACS_peak_1826_lociStitched
ADCK3	0	2_MACS_peak_3164_lociStitched
ADCY10	0	1_MACS_peak_2322_lociStitched
ADM	0	3_MACS_peak_4963_lociStitched
ADM2	0	1_MACS_peak_20940_lociStitched
ADORA2A	0	4_MACS_peak_20343_lociStitched
AEN	0	4_MACS_peak_10946_lociStitched,7_MACS_peak_10934_lociStitched
AFF1	0	3_MACS_peak_24210_lociStitched,3_MACS_peak_24219_lociStitched
AFF4	0	1_MACS_peak_26039_lociStitched
AFG3L1P	0	1_MACS_peak_12318_lociStitched
AFTPH	0	3_MACS_peak_16908_lociStitched
AGER	0	1_MACS_peak_27319_lociStitched
AGPAT1	0	1_MACS_peak_27319_lociStitched
AIG1	0	1_MACS_peak_28494_lociStitched
AIM2	0	2_MACS_peak_2119_lociStitched
AK1	0	2_MACS_peak_32906_lociStitched,2_MACS_peak_32908_lociStitched
AKAP5	0	3_MACS_peak_9120_lociStitched
AKAP8	0	4_MACS_peak_15194_lociStitched
AKIRIN2	0	5_MACS_peak_27917_lociStitched
AKT1S1	0	1_MACS_peak_15964_lociStitched,1_MACS_peak_15961_lociStitched
ALCAM	0	1_MACS_peak_22164_lociStitched
ALDH1L2	0	1_MACS_peak_7776_lociStitched
ALDOA	0	2_MACS_peak_11642_lociStitched
ALG12	0	4_MACS_peak_20902_lociStitched,1_MACS_peak_20901_lociStitched
ALG2	0	1_MACS_peak_32564_lociStitched
ALKBH5	0	4_MACS_peak_12653_lociStitched
ALOX12	0	3_MACS_peak_12494_lociStitched
ALOX5	0	2_MACS_peak_3852_lociStitched
ALOXE3	0	1_MACS_peak_12556_lociStitched
AMDHD2	0	1_MACS_peak_11251_lociStitched
AMH	0	2_MACS_peak_14716_lociStitched
AMIGO3	0	3_MACS_peak_21683_lociStitched
AMZ2P1	0	1_MACS_peak_13583_lociStitched
ANAPC11	0	2_MACS_peak_13980_lociStitched
ANAPC13	0	2_MACS_peak_22577_lociStitched
ANG	0	2_MACS_peak_8694_lociStitched
ANKDD1A	0	3_MACS_peak_10432_lociStitched
ANKRD11	0	3_MACS_peak_12294_lociStitched
ANKRD17	0	1_MACS_peak_24080_lociStitched
ANKRD28	0	1_MACS_peak_21201_lociStitched
ANKRD30BL	0	1_MACS_peak_17757_lociStitched
ANKRD34A	0	2_MACS_peak_1705_lociStitched
ANKRD42	0	2_MACS_peak_5879_lociStitched
ANKRD6	0	1_MACS_peak_27968_lociStitched
ANKZF1	0	2_MACS_peak_18550_lociStitched
ANP32A	0	1_MACS_peak_10529_lociStitched
ANP32B	0	1_MACS_peak_32557_lociStitched
AP1G1	0	2_MACS_peak_12045_lociStitched
AP4S1	0	1_MACS_peak_8848_lociStitched
APEH	0	3_MACS_peak_21683_lociStitched
APOA2	0	2_MACS_peak_2204_lociStitched
APOBEC2	0	1_MACS_peak_27515_lociStitched
APOL6	0	2_MACS_peak_20498_lociStitched
APOLD1	0	3_MACS_peak_6598_lociStitched
APRT	0	6_MACS_peak_12267_lociStitched
APTX	0	1_MACS_peak_31984_lociStitched
AQP10	0	2_MACS_peak_1923_lociStitched
AQP3	0	6_MACS_peak_32016_lociStitched
ARCN1	0	1_MACS_peak_6176_lociStitched
ARF1	1	5_MACS_peak_3177_lociStitched
ARF4	1	3_MACS_peak_21866_lociStitched
ARF6	0	1_MACS_peak_8955_lociStitched,1_MACS_peak_8952_lociStitched
ARFGEF2	0	5_MACS_peak_19503_lociStitched
ARHGAP18	0	2_MACS_peak_28318_lociStitched
ARHGAP30	0	1_MACS_peak_2189_lociStitched,2_MACS_peak_2192_lociStitched
ARHGAP4	0	1_MACS_peak_34110_lociStitched
ARHGAP9	0	4_MACS_peak_7288_lociStitched
ARHGDIA	0	2_MACS_peak_13980_lociStitched
ARHGEF2	0	2_MACS_peak_2000_lociStitched,2_MACS_peak_1994_lociStitched,1_MACS_peak_1998_lociStitched
ARHGEF37	0	1_MACS_peak_26277_lociStitched
ARID1A	0	5_MACS_peak_471_lociStitched
ARID1B	0	1_MACS_peak_28644_lociStitched
ARID2	0	2_MACS_peak_6952_lociStitched
ARID4B	0	2_MACS_peak_3304_lociStitched
ARID5A	1	1_MACS_peak_17333_lociStitched
ARID5B	0	2_MACS_peak_3958_lociStitched,2_MACS_peak_3942_lociStitched
ARIH1	0	1_MACS_peak_10598_lociStitched
ARL4D	0	2_MACS_peak_13119_lociStitched
ARL6IP5	0	2_MACS_peak_21944_lociStitched
ARL8A	0	1_MACS_peak_2699_lociStitched,1_MACS_peak_2698_lociStitched
ARMC2	0	1_MACS_peak_28128_lociStitched,2_MACS_peak_28129_lociStitched
ARMCX2	0	1_MACS_peak_33722_lociStitched
ARMCX3	0	1_MACS_peak_33722_lociStitched
ARMCX6	0	1_MACS_peak_33722_lociStitched
ARPC5L	0	1_MACS_peak_32849_lociStitched,2_MACS_peak_32847_lociStitched
ARPM1	0	2_MACS_peak_22919_lociStitched
ARPP19	0	4_MACS_peak_10240_lociStitched
ARRDC3	0	2_MACS_peak_25691_lociStitched
ARTN	0	3_MACS_peak_849_lociStitched
ASAP3	0	3_MACS_peak_363_lociStitched
ASB10	0	1_MACS_peak_30349_lociStitched
ASB5	0	2_MACS_peak_24870_lociStitched
ASB9P1	0	1_MACS_peak_11036_lociStitched,1_MACS_peak_11039_lociStitched,1_MACS_peak_11035_lociStitched
ASH1L	0	2_MACS_peak_1977_lociStitched
ATAD1	0	3_MACS_peak_4291_lociStitched
ATAT1	0	3_MACS_peak_27230_lociStitched
ATF3	1	1_MACS_peak_2949_lociStitched,1_MACS_peak_2946_lociStitched
ATG4D	0	1_MACS_peak_14980_lociStitched
ATG9A	0	2_MACS_peak_18550_lociStitched
ATHL1	0	1_MACS_peak_4772_lociStitched
ATN1	0	12_MACS_peak_6489_lociStitched
ATP11B	0	1_MACS_peak_23200_lociStitched
ATP1A4	0	1_MACS_peak_2140_lociStitched
ATP1B2	0	1_MACS_peak_12535_lociStitched
ATP2A3	0	2_MACS_peak_12416_lociStitched
ATP2B4	0	4_MACS_peak_2735_lociStitched
ATP5B	0	4_MACS_peak_7247_lociStitched
ATP5D	0	1_MACS_peak_14637_lociStitched
ATP5I	0	1_MACS_peak_23549_lociStitched
ATP5O	0	1_MACS_peak_19902_lociStitched
ATP6AP1	0	2_MACS_peak_34140_lociStitched
ATP6V0C	0	1_MACS_peak_11251_lociStitched
ATP6V1A	0	2_MACS_peak_22286_lociStitched
ATP6V1E2	0	3_MACS_peak_16665_lociStitched,7_MACS_peak_16672_lociStitched
ATP8B2	0	2_MACS_peak_1923_lociStitched
ATPIF1	0	6_MACS_peak_550_lociStitched
ATXN1	0	2_MACS_peak_26983_lociStitched,1_MACS_peak_26955_lociStitched
ATXN1L	0	2_MACS_peak_12045_lociStitched
ATXN2L	0	1_MACS_peak_11587_lociStitched
ATXN7L3B	0	3_MACS_peak_7445_lociStitched
AURKB	0	1_MACS_peak_12556_lociStitched
AURKC	0	1_MACS_peak_16111_lociStitched
AXL	0	4_MACS_peak_15617_lociStitched
AZI2	0	1_MACS_peak_21331_lociStitched
AZIN1	0	1_MACS_peak_31263_lociStitched
B2M	0	3_MACS_peak_10120_lociStitched,4_MACS_peak_10127_lociStitched
B4GALT1	0	3_MACS_peak_31991_lociStitched,3_MACS_peak_31994_lociStitched
B4GALT3	0	2_MACS_peak_2204_lociStitched
BACH1	1	1_MACS_peak_19843_lociStitched
BACH2	1	1_MACS_peak_27985_lociStitched
BAG1	0	1_MACS_peak_32004_lociStitched
BAIAP3	0	2_MACS_peak_11213_lociStitched
BAT2L1	0	2_MACS_peak_33032_lociStitched
BAT2L2	0	1_MACS_peak_2350_lociStitched
BAT5	0	1_MACS_peak_27279_lociStitched
BAX	0	2_MACS_peak_15910_lociStitched
BAZ2A	0	4_MACS_peak_7247_lociStitched
BBC3	0	6_MACS_peak_15845_lociStitched
BCAN	0	2_MACS_peak_2058_lociStitched
BCL2	0	2_MACS_peak_14472_lociStitched
BCL2L1	0	3_MACS_peak_19106_lociStitched
BCL2L12	0	2_MACS_peak_15946_lociStitched
BCL6B	1	3_MACS_peak_12494_lociStitched
BCLAF1	1	1_MACS_peak_28382_lociStitched
BEND6	0	1_MACS_peak_27728_lociStitched,11_MACS_peak_27714_lociStitched
BEST2	0	2_MACS_peak_15077_lociStitched
BET1L	0	1_MACS_peak_4770_lociStitched
BFSP2	0	2_MACS_peak_22564_lociStitched
BHLHE40	1	3_MACS_peak_20999_lociStitched
BHLHE41	1	6_MACS_peak_6730_lociStitched,2_MACS_peak_6737_lociStitched
BMF	0	3_MACS_peak_9995_lociStitched
BNIP2	0	1_MACS_peak_10342_lociStitched
BOD1	0	1_MACS_peak_26507_lociStitched
BOLA1	0	1_MACS_peak_1803_lociStitched,1_MACS_peak_1801_lociStitched
BRD2	0	2_MACS_peak_27328_lociStitched
BRP44	0	1_MACS_peak_2322_lociStitched
BRP44L	0	1_MACS_peak_28764_lociStitched,1_MACS_peak_28758_lociStitched
BTG1	0	3_MACS_peak_7547_lociStitched
BTG2	0	1_MACS_peak_2722_lociStitched,2_MACS_peak_2727_lociStitched,2_MACS_peak_2725_lociStitched,1_MACS_peak_2724_lociStitched,5_MACS_peak_2716_lociStitched
BTG3	0	2_MACS_peak_19791_lociStitched
BTLA	0	4_MACS_peak_22250_lociStitched
BZRAP1	0	1_MACS_peak_13423_lociStitched,1_MACS_peak_13422_lociStitched
BZW1	0	3_MACS_peak_18326_lociStitched
C10ORF105	0	8_MACS_peak_4077_lociStitched
C10ORF54	0	8_MACS_peak_4077_lociStitched
C10ORF99	0	1_MACS_peak_4264_lociStitched
C12ORF11	0	6_MACS_peak_6756_lociStitched
C12ORF56	0	2_MACS_peak_7341_lociStitched
C12ORF57	0	12_MACS_peak_6489_lociStitched
C12ORF59	0	1_MACS_peak_6565_lociStitched
C12ORF60	0	1_MACS_peak_6642_lociStitched
C12ORF61	0	1_MACS_peak_7330_lociStitched
C12ORF69	0	1_MACS_peak_6642_lociStitched
C14ORF104	0	3_MACS_peak_8944_lociStitched
C14ORF181	0	2_MACS_peak_9168_lociStitched
C14ORF182	0	2_MACS_peak_8961_lociStitched
C14ORF19	0	1_MACS_peak_8885_lociStitched
C14ORF49	0	2_MACS_peak_9508_lociStitched
C14ORF50	0	3_MACS_peak_9120_lociStitched
C15ORF28	0	1_MACS_peak_10529_lociStitched
C15ORF55	0	2_MACS_peak_9935_lociStitched
C15ORF63	0	1_MACS_peak_10088_lociStitched
C16ORF3	0	1_MACS_peak_12318_lociStitched
C16ORF42	0	2_MACS_peak_11213_lociStitched
C16ORF72	0	2_MACS_peak_11330_lociStitched
C16ORF92	0	2_MACS_peak_11642_lociStitched
C17ORF103	0	1_MACS_peak_12754_lociStitched
C17ORF107	0	3_MACS_peak_12462_lociStitched
C17ORF37	0	2_MACS_peak_12997_lociStitched
C17ORF46	0	2_MACS_peak_13177_lociStitched
C17ORF49	0	3_MACS_peak_12494_lociStitched
C17ORF59	0	1_MACS_peak_12556_lociStitched
C17ORF60	0	2_MACS_peak_13571_lociStitched
C17ORF91	0	3_MACS_peak_12360_lociStitched
