GENE	TF	CHROM	START	STOP	ENHANCER_ID
AARS2	0	chr6	44230226	44233484	2_MACS_peak_14008_lociStitched
AASDHPPT	0	chr11	105947207	105949229	1_MACS_peak_3125_lociStitched
ABCF1	0	chr6	30523316	30525604	1_MACS_peak_13752_lociStitched
ABCF1	0	chr6	30582879	30586388	1_MACS_peak_13754_lociStitched
ACADVL	0	chr17	7153684	7156254	2_MACS_peak_6452_lociStitched
ACBD7	0	chr10	15138656	15140323	1_MACS_peak_1810_lociStitched
ACE	0	chr17	61522924	61524730	1_MACS_peak_7068_lociStitched
ACO2	0	chr22	41841909	41844676	1_MACS_peak_10889_lociStitched
ACTR3C	0	chr7	150064961	150066793	1_MACS_peak_15292_lociStitched
ADAMTSL4	0	chr1	150548131	150552948	4_MACS_peak_1013_lociStitched
ADAT3	0	chr19	1940125	1942762	1_MACS_peak_7680_lociStitched
ADM2	0	chr22	50968257	50971081	1_MACS_peak_10986_lociStitched
ADPGK	0	chr15	73075042	73076974	1_MACS_peak_5508_lociStitched
ADRBK1	0	chr11	67007239	67009268	1_MACS_peak_2899_lociStitched
AEN	0	chr15	89181114	89183723	3_MACS_peak_5665_lociStitched
AFF4	0	chr5	132297854	132300055	1_MACS_peak_13118_lociStitched
AGPHD1	0	chr15	78832218	78833806	1_MACS_peak_5579_lociStitched
AHNAK	0	chr11	62321895	62324878	1_MACS_peak_2726_lociStitched
AKAP5	0	chr14	64969320	64972065	2_MACS_peak_4780_lociStitched
AKAP8	0	chr19	15489338	15491377	1_MACS_peak_8012_lociStitched
AKAP8	0	chr19	15441728	15444022	2_MACS_peak_8009_lociStitched
AKAP8L	0	chr19	15489338	15491377	1_MACS_peak_8012_lociStitched
AKT1S1	0	chr19	50379053	50381689	1_MACS_peak_8487_lociStitched
AKT1S1	0	chr19	50353716	50355171	1_MACS_peak_8484_lociStitched
ALDH1A3	0	chr15	101458398	101460646	1_MACS_peak_5740_lociStitched
ALDOA	0	chr16	30075461	30078363	2_MACS_peak_6026_lociStitched
ALG12	0	chr22	50353406	50356685	3_MACS_peak_10967_lociStitched
ALG2	0	chr9	101983331	101985501	1_MACS_peak_16314_lociStitched
ALG9	0	chr11	111749285	111750877	1_MACS_peak_3159_lociStitched
ALKBH4	0	chr7	102072517	102074710	2_MACS_peak_15053_lociStitched
ALKBH5	0	chr17	18085868	18088544	1_MACS_peak_6546_lociStitched
ALKBH7	0	chr19	6392529	6394325	1_MACS_peak_7812_lociStitched
ALOX12	0	chr17	6915354	6918926	1_MACS_peak_6440_lociStitched
AMBRA1	0	chr11	46638055	46639794	1_MACS_peak_2642_lociStitched
AMH	0	chr19	2269367	2273839	3_MACS_peak_7702_lociStitched
AMIGO3	0	chr3	49760299	49762746	1_MACS_peak_11303_lociStitched
AMZ2	0	chr17	66284011	66289209	4_MACS_peak_7141_lociStitched
ANKDD1A	0	chr15	65184967	65188065	1_MACS_peak_5432_lociStitched
ANKRA2	0	chr5	72860482	72862318	1_MACS_peak_12861_lociStitched
ANKRD10	0	chr13	111566195	111568374	2_MACS_peak_4518_lociStitched
ANKRD12	0	chr18	9135688	9138804	2_MACS_peak_7392_lociStitched
ANKRD13D	0	chr11	67007239	67009268	1_MACS_peak_2899_lociStitched
