GENE	TF	CHROM	START	STOP	ENHANCER_ID
AASDHPPT	0	chr11	105946808	105949377	1_MACS_peak_3626_lociStitched
ABCF1	0	chr6	30582208	30586600	1_MACS_peak_17078_lociStitched
ABCF1	0	chr6	30523346	30525701	1_MACS_peak_17076_lociStitched
ABCG1	0	chr21	43652076	43655859	1_MACS_peak_12642_lociStitched
ABHD14A	0	chr3	52028376	52030288	1_MACS_peak_13778_lociStitched
ABHD14B	0	chr3	52028376	52030288	1_MACS_peak_13778_lociStitched
ABTB1	0	chr3	127390398	127392712	1_MACS_peak_14165_lociStitched
ACAD11	0	chr3	132378055	132380149	1_MACS_peak_14218_lociStitched
ACAP1	0	chr17	7210767	7212337	1_MACS_peak_7810_lociStitched
ACE	0	chr17	61522437	61524831	1_MACS_peak_8509_lociStitched
ACOXL	0	chr2	111875057	111881275	2_MACS_peak_11146_lociStitched
ACTR3C	0	chr7	150064641	150066958	1_MACS_peak_19023_lociStitched
ACTR8	0	chr3	53924543	53926710	1_MACS_peak_13828_lociStitched
ACY1	0	chr3	52028376	52030288	1_MACS_peak_13778_lociStitched
ADAMTSL4	0	chr1	150547801	150553208	2_MACS_peak_1153_lociStitched
ADAR	0	chr1	154579621	154581383	1_MACS_peak_1233_lociStitched
ADM	0	chr11	10323850	10330336	4_MACS_peak_2910_lociStitched
ADM2	0	chr22	50968057	50971326	1_MACS_peak_13295_lociStitched
ADORA2A	0	chr22	24828676	24833066	4_MACS_peak_12912_lociStitched
ADPGK	0	chr15	73074658	73077345	1_MACS_peak_6567_lociStitched
ADRBK1	0	chr11	67007364	67009658	1_MACS_peak_3319_lociStitched
AEN	0	chr15	89177648	89185145	2_MACS_peak_6821_lociStitched
AEN	0	chr15	89164327	89168410	2_MACS_peak_6817_lociStitched
AFF4	0	chr5	132297664	132300111	1_MACS_peak_16267_lociStitched
AFTPH	0	chr2	64750728	64753255	2_MACS_peak_10766_lociStitched
AGPAT3	0	chr21	45283920	45287660	1_MACS_peak_12705_lociStitched
AHNAK	0	chr11	62322226	62325507	1_MACS_peak_3150_lociStitched
AIRE	1	chr21	45758568	45760270	1_MACS_peak_12730_lociStitched
AK1	0	chr9	130677026	130680299	2_MACS_peak_20533_lociStitched
AK3	0	chr9	4739546	4742128	1_MACS_peak_19888_lociStitched
AKAP13	0	chr15	85922683	85925347	1_MACS_peak_6793_lociStitched
AKAP13	0	chr15	85871552	85875482	1_MACS_peak_6792_lociStitched
AKAP5	0	chr14	64968219	64972335	3_MACS_peak_5617_lociStitched
AKAP8	0	chr19	15441894	15445003	2_MACS_peak_9591_lociStitched
AKAP8	0	chr19	15489315	15491539	1_MACS_peak_9593_lociStitched
AKAP8L	0	chr19	15489315	15491539	1_MACS_peak_9593_lociStitched
AKT1S1	0	chr19	50379101	50381804	1_MACS_peak_10146_lociStitched
AKT1S1	0	chr19	50353568	50355078	1_MACS_peak_10142_lociStitched
ALCAM	0	chr3	105085455	105089084	1_MACS_peak_13992_lociStitched
ALDOA	0	chr16	30074873	30078131	1_MACS_peak_7356_lociStitched
ALDOA	0	chr16	30106217	30108227	1_MACS_peak_7360_lociStitched
ALG13	0	chrX	110924105	110925561	1_MACS_peak_21170_lociStitched
ALG2	0	chr9	101983264	101985859	1_MACS_peak_20338_lociStitched
ALKBH4	0	chr7	102064865	102067588	2_MACS_peak_18723_lociStitched
ALKBH4	0	chr7	102071834	102074844	3_MACS_peak_18725_lociStitched
ALKBH5	0	chr17	18085685	18088974	2_MACS_peak_7911_lociStitched
ALOX12	0	chr17	6915248	6919063	1_MACS_peak_7799_lociStitched
ALOXE3	0	chr17	8056997	8060769	3_MACS_peak_7838_lociStitched
ALOXE3	0	chr17	8065096	8067308	1_MACS_peak_7841_lociStitched
AMBRA1	0	chr11	46637838	46640004	1_MACS_peak_3074_lociStitched
AMDHD2	0	chr16	2562947	2565441	1_MACS_peak_7017_lociStitched
AMH	0	chr19	2269327	2271902	1_MACS_peak_9256_lociStitched
AMIGO3	0	chr3	49760032	49762943	1_MACS_peak_13725_lociStitched
AMT	0	chr3	49448287	49450664	1_MACS_peak_13716_lociStitched
AMZ2	0	chr17	66286414	66288841	1_MACS_peak_8591_lociStitched
ANAPC11	0	chr17	79828200	79830422	1_MACS_peak_8809_lociStitched
ANAPC11	0	chr17	79817399	79820128	3_MACS_peak_8806_lociStitched
ANKDD1A	0	chr15	65185000	65188519	1_MACS_peak_6474_lociStitched
ANKRD13D	0	chr11	67007364	67009658	1_MACS_peak_3319_lociStitched
ANKRD28	0	chr3	15835702	15839781	1_MACS_peak_13455_lociStitched
ANKRD36BP2	0	chr2	89050729	89057003	2_MACS_peak_11006_lociStitched
ANKRD36BP2	0	chr2	89156847	89160604	1_MACS_peak_11022_lociStitched
ANKRD37	0	chr4	186346150	186347894	1_MACS_peak_15541_lociStitched
ANKRD42	0	chr11	82867098	82870630	2_MACS_peak_3519_lociStitched
ANKRD42	0	chr11	82903755	82906170	1_MACS_peak_3522_lociStitched
ANKRD55	0	chr5	55774803	55778104	1_MACS_peak_15771_lociStitched
ANKZF1	0	chr2	220142358	220145207	1_MACS_peak_11717_lociStitched
ANP32A	0	chr15	69109135	69114095	1_MACS_peak_6535_lociStitched
ANP32B	0	chr9	100744517	100748253	1_MACS_peak_20327_lociStitched
APBA3	0	chr19	3760761	3763293	2_MACS_peak_9307_lociStitched
APEH	0	chr3	49760032	49762943	1_MACS_peak_13725_lociStitched
APOLD1	0	chr12	12868966	12873933	2_MACS_peak_4021_lociStitched
APOLD1	0	chr12	12875182	12879475	4_MACS_peak_4023_lociStitched
APTX	0	chr9	33024430	33026523	1_MACS_peak_19997_lociStitched
ARCN1	0	chr11	118442814	118444133	1_MACS_peak_3734_lociStitched
ARF1	1	chr1	228269599	228272162	1_MACS_peak_1821_lociStitched
ARF4	1	chr3	57581292	57584753	3_MACS_peak_13854_lociStitched
ARF6	0	chr14	50358602	50361409	1_MACS_peak_5512_lociStitched
ARFGAP3	0	chr22	43251882	43253435	1_MACS_peak_13188_lociStitched
ARHGAP33	0	chr19	36235429	36237057	1_MACS_peak_9803_lociStitched
ARHGAP4	0	chrX	153235545	153239186	2_MACS_peak_21359_lociStitched
ARHGDIA	0	chr17	79828200	79830422	1_MACS_peak_8809_lociStitched
ARHGDIA	0	chr17	79817399	79820128	3_MACS_peak_8806_lociStitched
ARHGEF37	0	chr5	148928765	148931729	1_MACS_peak_16451_lociStitched
ARID2	0	chr12	46120342	46125022	1_MACS_peak_4207_lociStitched
ARID5B	0	chr10	63808047	63811869	2_MACS_peak_2250_lociStitched
ARIH1	0	chr15	72765353	72768418	1_MACS_peak_6564_lociStitched
ARIH2	0	chr3	48955010	48957344	2_MACS_peak_13697_lociStitched
ARL8A	0	chr1	202127851	202130314	1_MACS_peak_1574_lociStitched
ARPC5L	0	chr9	127630404	127635904	4_MACS_peak_20491_lociStitched
ARPC5L	0	chr9	127622703	127624691	1_MACS_peak_20490_lociStitched
