GENE	TF	CHROM	START	STOP	ENHANCER_ID
AANAT	0	chr17	74487446	74498195	8_MACS_peak_9092_lociStitched
AASS	0	chr7	121783329	121785452	1_MACS_peak_19711_lociStitched
ABCA7	0	chr19	1016635	1029157	5_MACS_peak_9615_lociStitched
ABCD2	0	chr12	40008631	40015752	3_MACS_peak_4462_lociStitched
ABCF1	0	chr6	30582131	30586456	2_MACS_peak_17844_lociStitched
ABHD11	0	chr7	73152396	73158168	2_MACS_peak_19271_lociStitched
ACAA1	0	chr3	38205868	38207857	1_MACS_peak_14095_lociStitched
ACADVL	0	chr17	7137128	7146909	3_MACS_peak_8239_lociStitched
ACADVL	0	chr17	7154057	7156431	1_MACS_peak_8242_lociStitched
ACBD3	0	chr1	226308964	226321570	3_MACS_peak_2070_lociStitched
ACBD5	0	chr10	27528679	27532757	1_MACS_peak_2431_lociStitched
ACO2	0	chr22	41840044	41844747	2_MACS_peak_13731_lociStitched
ACTR8	0	chr3	53924158	53926751	1_MACS_peak_14409_lociStitched
ADA	0	chr20	43271060	43281687	3_MACS_peak_12830_lociStitched
ADAM10	0	chr15	59039215	59042959	1_MACS_peak_6736_lociStitched
ADAM15	0	chr1	154971155	154976872	1_MACS_peak_1317_lociStitched
ADAM19	0	chr5	156966561	156976972	6_MACS_peak_17294_lociStitched
ADAMTS4	0	chr1	161134554	161137288	1_MACS_peak_1481_lociStitched
ADAMTSL4	0	chr1	150532540	150553181	5_MACS_peak_1198_lociStitched
ADAT3	0	chr19	1939907	1943295	1_MACS_peak_9671_lociStitched
ADAT3	0	chr19	1862799	1865386	1_MACS_peak_9664_lociStitched
ADCY10	0	chr1	167903860	167907638	1_MACS_peak_1563_lociStitched
ADM2	0	chr22	50963251	50978811	6_MACS_peak_13851_lociStitched
ADNP	0	chr20	49546151	49548821	1_MACS_peak_12924_lociStitched
ADORA2A	0	chr22	24819802	24831815	6_MACS_peak_13454_lociStitched
ADRB2	0	chr5	148204979	148215621	4_MACS_peak_17204_lociStitched
ADRBK1	0	chr11	67033800	67046596	6_MACS_peak_3708_lociStitched
AEN	0	chr15	89164154	89184145	5_MACS_peak_7096_lociStitched
AFF1	0	chr4	87855235	87861647	2_MACS_peak_15792_lociStitched
AFTPH	0	chr2	64749999	64753620	1_MACS_peak_11271_lociStitched
AGAP2	0	chr12	58135436	58139308	2_MACS_peak_4709_lociStitched
AGER	0	chr6	32157102	32164591	4_MACS_peak_17913_lociStitched
AGPAT1	0	chr6	32157102	32164591	4_MACS_peak_17913_lociStitched
AHNAK	0	chr11	62306557	62325559	7_MACS_peak_3540_lociStitched
AHSG	0	chr3	186284211	186289351	2_MACS_peak_15243_lociStitched
AK1	0	chr9	130667167	130679882	4_MACS_peak_21545_lociStitched
AKAP13	0	chr15	86232094	86237094	1_MACS_peak_7086_lociStitched
AKAP2	0	chr9	112904580	112924867	7_MACS_peak_21361_lociStitched
AKAP5	0	chr14	64968365	64972578	2_MACS_peak_5945_lociStitched
AKAP6	0	chr14	32669715	32676066	2_MACS_peak_5763_lociStitched
AKAP8	0	chr19	15488585	15491788	1_MACS_peak_10069_lociStitched
AKAP8	0	chr19	15441567	15445407	2_MACS_peak_10065_lociStitched
AKAP8L	0	chr19	15488585	15491788	1_MACS_peak_10069_lociStitched
AKT1S1	0	chr19	50378960	50381784	1_MACS_peak_10688_lociStitched
AKT1S1	0	chr19	50369753	50373817	2_MACS_peak_10686_lociStitched
ALDH16A1	0	chr19	49998838	50005526	1_MACS_peak_10668_lociStitched
ALDH16A1	0	chr19	49954537	49962110	4_MACS_peak_10658_lociStitched
ALDH1A3	0	chr15	101458334	101473421	7_MACS_peak_7224_lociStitched
ALDH4A1	0	chr1	19276345	19283222	2_MACS_peak_242_lociStitched
ALG2	0	chr9	101982970	101985666	1_MACS_peak_21310_lociStitched
ALKBH4	0	chr7	102064642	102074438	3_MACS_peak_19560_lociStitched
ALOX5	0	chr10	45913918	45917765	1_MACS_peak_2528_lociStitched
ALOXE3	0	chr17	8053901	8067028	5_MACS_peak_8274_lociStitched
AMH	0	chr19	2266333	2274128	3_MACS_peak_9693_lociStitched
AMH	0	chr19	2235205	2240756	2_MACS_peak_9689_lociStitched
ANAPC16	0	chr10	74006749	74024121	7_MACS_peak_2702_lociStitched
ANAPC16	0	chr10	73975156	73987006	6_MACS_peak_2696_lociStitched
ANG	0	chr14	21148353	21153351	1_MACS_peak_5654_lociStitched
ANKDD1A	0	chr15	65183426	65190091	3_MACS_peak_6798_lociStitched
ANKHD1	0	chr5	139779741	139782545	2_MACS_peak_17126_lociStitched
ANKHD1-EIF4EBP3	0	chr5	139779741	139782545	2_MACS_peak_17126_lociStitched
ANKRD11	0	chr16	89553539	89558169	2_MACS_peak_8103_lociStitched
ANKRD12	0	chr18	9135615	9144689	2_MACS_peak_9331_lociStitched
ANKRD13D	0	chr11	67033800	67046596	6_MACS_peak_3708_lociStitched
ANKRD16	0	chr10	5930517	5939156	4_MACS_peak_2260_lociStitched
ANKRD28	0	chr3	15835450	15840158	1_MACS_peak_13979_lociStitched
ANKRD34A	0	chr1	145434409	145442432	3_MACS_peak_1114_lociStitched
ANKRD34A	0	chr1	145449353	145457433	2_MACS_peak_1117_lociStitched
ANKRD42	0	chr11	82867071	82870911	3_MACS_peak_3874_lociStitched
ANKRD55	0	chr5	55438004	55452920	4_MACS_peak_16485_lociStitched
ANP32A	0	chr15	69109269	69114225	1_MACS_peak_6867_lociStitched
ANP32B	0	chr9	100744630	100749827	2_MACS_peak_21302_lociStitched
ANXA9	0	chr1	150977856	150981898	1_MACS_peak_1216_lociStitched
AP1G1	0	chr16	71841489	71844111	1_MACS_peak_7927_lociStitched
AP1M2	0	chr19	10675643	10680679	3_MACS_peak_9902_lociStitched
AP2A1	0	chr19	50315897	50322514	2_MACS_peak_10683_lociStitched
APBA3	0	chr19	3760969	3763497	1_MACS_peak_9748_lociStitched
APC2	0	chr19	1406488	1415354	4_MACS_peak_9645_lociStitched
APOLD1	0	chr12	12866833	12879918	1_MACS_peak_4315_lociStitched
AQP10	0	chr1	154297224	154302007	1_MACS_peak_1283_lociStitched
ARF1	1	chr1	228269272	228277302	4_MACS_peak_2110_lociStitched
ARF4	1	chr3	57581058	57585374	2_MACS_peak_14444_lociStitched
ARF6	0	chr14	50328033	50336223	3_MACS_peak_5838_lociStitched
ARHGAP11A	0	chr15	32906025	32910679	2_MACS_peak_6433_lociStitched
ARHGAP11B	0	chr15	30916645	30919721	1_MACS_peak_6407_lociStitched
ARHGAP19	0	chr10	99078239	99080682	1_MACS_peak_2892_lociStitched
ARHGAP30	0	chr1	161014068	161017688	1_MACS_peak_1474_lociStitched
ARHGAP33	0	chr19	36230832	36240037	5_MACS_peak_10304_lociStitched
ARHGAP9	0	chr12	57913297	57917172	1_MACS_peak_4703_lociStitched
ARHGEF18	0	chr19	7400917	7416284	5_MACS_peak_9835_lociStitched
ARHGEF2	0	chr1	155936304	155954211	8_MACS_peak_1353_lociStitched
ARHGEF3	0	chr3	56948020	56958592	4_MACS_peak_14435_lociStitched
ARID1A	0	chr1	27018719	27029263	4_MACS_peak_344_lociStitched
ARID1B	0	chr6	157097886	157105499	4_MACS_peak_18677_lociStitched
ARID2	0	chr12	46120481	46127122	2_MACS_peak_4489_lociStitched
ARID3A	1	chr19	891447	893953	1_MACS_peak_9605_lociStitched
ARID3A	1	chr19	908499	913989	2_MACS_peak_9606_lociStitched
ARID3A	1	chr19	924508	927777	1_MACS_peak_9608_lociStitched
ARID4B	0	chr1	235489776	235493134	2_MACS_peak_2172_lociStitched
ARID5A	1	chr2	97191558	97205376	3_MACS_peak_11532_lociStitched
ARID5B	0	chr10	63657054	63664572	2_MACS_peak_2598_lociStitched
ARIH1	0	chr15	72765095	72768514	1_MACS_peak_6901_lociStitched
ARIH2	0	chr3	48955346	48957773	1_MACS_peak_14278_lociStitched
ARL6IP5	0	chr3	69128705	69147100	5_MACS_peak_14496_lociStitched
ARMC6	0	chr19	19173688	19180711	3_MACS_peak_10189_lociStitched
ARPC5L	0	chr9	127630515	127635937	1_MACS_peak_21500_lociStitched
ARPM1	0	chr3	169489333	169492293	2_MACS_peak_15086_lociStitched
ARPP19	0	chr15	52857236	52861952	2_MACS_peak_6693_lociStitched
ARRDC3	0	chr5	90673880	90680854	1_MACS_peak_16742_lociStitched
ASB9P1	0	chr15	93347195	93355380	2_MACS_peak_7168_lociStitched
ASB9P1	0	chr15	93373994	93377554	1_MACS_peak_7171_lociStitched
ASCC1	0	chr10	74006749	74024121	7_MACS_peak_2702_lociStitched
ASCC1	0	chr10	73975156	73987006	6_MACS_peak_2696_lociStitched
ASNA1	0	chr19	12844301	12848958	2_MACS_peak_9977_lociStitched
ATAD1	0	chr10	89620969	89628423	2_MACS_peak_2821_lociStitched
ATAT1	0	chr6	30582131	30586456	2_MACS_peak_17844_lociStitched
ATF4	1	chr22	39912132	39918901	4_MACS_peak_13687_lociStitched
ATG4D	0	chr19	10675643	10680679	3_MACS_peak_9902_lociStitched
ATHL1	0	chr11	267526	270445	1_MACS_peak_3194_lociStitched
ATMIN	0	chr16	81037975	81042016	2_MACS_peak_7975_lociStitched
ATN1	0	chr12	7058214	7074355	8_MACS_peak_4257_lociStitched
ATOX1	0	chr5	151149714	151152988	2_MACS_peak_17255_lociStitched
ATP11B	0	chr3	182510341	182513818	1_MACS_peak_15178_lociStitched
ATP13A1	0	chr19	19772057	19780319	4_MACS_peak_10205_lociStitched
ATP1A3	0	chr19	42442730	42450347	3_MACS_peak_10463_lociStitched
ATP5B	0	chr12	57077177	57083271	2_MACS_peak_4683_lociStitched
ATP5B	0	chr12	57022409	57031373	2_MACS_peak_4679_lociStitched
ATP5D	0	chr19	1258408	1277214	4_MACS_peak_9639_lociStitched
ATP5D	0	chr19	1239952	1250257	4_MACS_peak_9635_lociStitched
