GENE	TF	ENHANCER_LIST
AAMP	0	3_MACS_peak_12729_lociStitched,3_MACS_peak_12738_lociStitched
AANAT	0	3_MACS_peak_9525_lociStitched
AARS2	0	2_MACS_peak_18983_lociStitched
ABCA7	0	3_MACS_peak_10074_lociStitched
ABCB6	0	3_MACS_peak_12759_lociStitched
ABCC8	0	4_MACS_peak_3358_lociStitched
ABCG4	0	4_MACS_peak_4385_lociStitched
ABHD12	0	5_MACS_peak_13094_lociStitched
ABHD4	0	6_MACS_peak_6077_lociStitched
ACADVL	0	4_MACS_peak_8637_lociStitched
ACAP1	0	4_MACS_peak_8643_lociStitched
ACAT1	0	8_MACS_peak_4248_lociStitched
ACO2	0	1_MACS_peak_14450_lociStitched
ADAM17	0	5_MACS_peak_11186_lociStitched
ADAM19	0	9_MACS_peak_18055_lociStitched,4_MACS_peak_18046_lociStitched,5_MACS_peak_18050_lociStitched,2_MACS_peak_18064_lociStitched
ADAMTSL4	0	4_MACS_peak_1354_lociStitched
ADAT3	0	4_MACS_peak_10114_lociStitched,1_MACS_peak_10122_lociStitched
ADM	0	4_MACS_peak_3306_lociStitched
ADM2	0	5_MACS_peak_14596_lociStitched
ADORA2A	0	5_MACS_peak_14109_lociStitched
ADRB2	0	2_MACS_peak_17938_lociStitched
ADRBK1	0	2_MACS_peak_3782_lociStitched,3_MACS_peak_3779_lociStitched
AEN	0	7_MACS_peak_7614_lociStitched
AFF4	0	1_MACS_peak_17741_lociStitched
AGBL3	0	3_MACS_peak_20627_lociStitched
AGER	0	4_MACS_peak_18748_lociStitched
AGPAT1	0	4_MACS_peak_18748_lociStitched
AHNAK	0	3_MACS_peak_3605_lociStitched
AIM2	0	4_MACS_peak_1563_lociStitched
AIP	0	3_MACS_peak_3794_lociStitched,1_MACS_peak_3801_lociStitched
AK1	0	4_MACS_peak_22438_lociStitched
AKAP2	0	9_MACS_peak_22269_lociStitched,4_MACS_peak_22265_lociStitched
AKAP5	0	3_MACS_peak_6376_lociStitched
AKNA	0	2_MACS_peak_22315_lociStitched
AKT1S1	0	4_MACS_peak_11019_lociStitched,4_MACS_peak_11024_lociStitched
ALDH16A1	0	2_MACS_peak_11004_lociStitched
ALDH1A3	0	9_MACS_peak_7712_lociStitched
ALDOA	0	1_MACS_peak_8124_lociStitched
ALG2	0	1_MACS_peak_22213_lociStitched,2_MACS_peak_22214_lociStitched
ALKBH3	0	5_MACS_peak_3491_lociStitched
ALKBH4	0	7_MACS_peak_20411_lociStitched
ALOX12	0	3_MACS_peak_8628_lociStitched
ALOXE3	0	5_MACS_peak_8679_lociStitched
ALPK1	0	2_MACS_peak_16573_lociStitched
AMDHD2	0	3_MACS_peak_7814_lociStitched
AMH	0	5_MACS_peak_10146_lociStitched,3_MACS_peak_10143_lociStitched
AMPD1	0	6_MACS_peak_1138_lociStitched
AMZ2	0	3_MACS_peak_9408_lociStitched
ANKDD1A	0	1_MACS_peak_7286_lociStitched
ANKHD1-EIF4EBP3	0	5_MACS_peak_17859_lociStitched
ANKRD12	0	2_MACS_peak_9732_lociStitched
ANKRD13D	0	2_MACS_peak_3782_lociStitched,3_MACS_peak_3779_lociStitched
ANKRD16	0	10_MACS_peak_2307_lociStitched
ANKRD28	0	3_MACS_peak_14742_lociStitched
ANKRD36BP2	0	7_MACS_peak_11909_lociStitched,7_MACS_peak_11897_lociStitched
ANKRD42	0	5_MACS_peak_4066_lociStitched
ANKRD44	0	4_MACS_peak_12584_lociStitched,1_MACS_peak_12595_lociStitched
ANKRD55	0	5_MACS_peak_17176_lociStitched
ANKZF1	0	3_MACS_peak_12759_lociStitched,1_MACS_peak_12762_lociStitched
ANP32B	0	1_MACS_peak_22201_lociStitched
