GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269176	228272054	2_MACS_peak_2455_lociStitched
ATF4	chr22	39915168	39917806	3_MACS_peak_16615_lociStitched
BACH2	chr6	91004346	91007436	2_MACS_peak_21396_lociStitched
E2F2	chr1	23853988	23858301	2_MACS_peak_386_lociStitched
E2F3	chr6	20402059	20404908	1_MACS_peak_20670_lociStitched
ESR1	chr6	152128014	152131380	1_MACS_peak_21802_lociStitched
FOSB	chr19	45952835	45957823	5_MACS_peak_12724_lociStitched
FOSL1	chr11	65624554	65629633	3_MACS_peak_4317_lociStitched
FOSL1	chr11	65655173	65660217	3_MACS_peak_4322_lociStitched
FOXO1	chr13	41237456	41241680	3_MACS_peak_6443_lociStitched
FOXO3	chr6	108878582	108884089	5_MACS_peak_21504_lociStitched
HIVEP2	chr6	143265005	143269060	3_MACS_peak_21723_lociStitched
IRF2	chr4	185302429	185307261	2_MACS_peak_19150_lociStitched
IRF2	chr4	185393382	185397016	2_MACS_peak_19164_lociStitched
IRF4	chr6	389099	394298	2_MACS_peak_20489_lociStitched
ISX	chr22	35520065	35524214	3_MACS_peak_16456_lociStitched
JUNB	chr19	12899409	12905016	7_MACS_peak_12074_lociStitched
JUND	chr19	18390541	18393865	2_MACS_peak_12285_lociStitched
KLF2	chr19	16473400	16479935	4_MACS_peak_12205_lociStitched
KLF2	chr19	16434374	16438096	3_MACS_peak_12196_lociStitched
KLF6	chr10	3824727	3828451	3_MACS_peak_2723_lociStitched
KLF9	chr9	73033216	73036323	1_MACS_peak_24839_lociStitched
MEF2D	chr1	156455897	156472906	6_MACS_peak_1744_lociStitched
MNT	chr17	2302487	2306015	3_MACS_peak_9742_lociStitched
NR3C1	chr5	142781566	142785574	4_MACS_peak_20126_lociStitched
POU2F1	chr1	167188915	167192024	2_MACS_peak_1902_lociStitched
PRDM1	chr6	106611240	106617320	4_MACS_peak_21481_lociStitched
RFX3	chr9	3525067	3527973	1_MACS_peak_24547_lociStitched
RUNX2	chr6	45387165	45392575	4_MACS_peak_21188_lociStitched
SP3	chr2	174828117	174830834	3_MACS_peak_14519_lociStitched
SRF	chr6	43138096	43143154	3_MACS_peak_21135_lociStitched
TCFL5	chr20	61517094	61520088	2_MACS_peak_15765_lociStitched
XBP1	chr22	29213365	29220858	6_MACS_peak_16362_lociStitched
XBP1	chr22	29194192	29198917	3_MACS_peak_16359_lociStitched
ZBTB1	chr14	64969642	64972785	2_MACS_peak_7178_lociStitched
ZBTB38	chr3	141097484	141108388	8_MACS_peak_17799_lociStitched
ZBTB7B	chr1	154971156	154977388	3_MACS_peak_1665_lociStitched
ZBTB7B	chr1	154945398	154948847	3_MACS_peak_1660_lociStitched
ZNF687	chr1	151253078	151255981	3_MACS_peak_1565_lociStitched
