GENE	TF	CHROM	START	STOP	ENHANCER_ID
A1BG	0	chr19	58891328	58899602	2_MACS_peak_13896_lociStitched
A1BG-AS1	0	chr19	58891328	58899602	2_MACS_peak_13896_lociStitched
AANAT	0	chr17	74484788	74498352	5_MACS_peak_11846_lociStitched
AARS2	0	chr6	44224569	44233996	3_MACS_peak_23894_lociStitched
ABCA7	0	chr19	1017111	1029088	7_MACS_peak_12476_lociStitched
ABCB6	0	chr2	220109452	220120519	5_MACS_peak_15839_lociStitched
ABCF1	0	chr6	30523127	30525980	1_MACS_peak_23520_lociStitched
ABCF2	0	chr7	150923310	150931094	2_MACS_peak_26195_lociStitched
ABTB1	0	chr3	127390625	127393039	1_MACS_peak_19343_lociStitched
ACAD11	0	chr3	132377847	132380446	1_MACS_peak_19411_lociStitched
ACCN3	0	chr7	150776605	150785405	3_MACS_peak_26192_lociStitched
ACE	0	chr17	61522322	61524880	1_MACS_peak_11639_lociStitched
ACO2	0	chr22	41840012	41844824	3_MACS_peak_17805_lociStitched
ACTG1	0	chr17	79477433	79487538	3_MACS_peak_11983_lociStitched
ACTR3C	0	chr7	150064291	150067590	1_MACS_peak_26177_lociStitched
ACTR8	0	chr3	53924055	53926886	1_MACS_peak_18754_lociStitched
ADAM19	0	chr5	156901224	156915793	3_MACS_peak_22806_lociStitched
ADAMTS13	0	chr9	136241453	136243570	1_MACS_peak_28508_lociStitched
ADAMTSL4	0	chr1	150532922	150553158	9_MACS_peak_1719_lociStitched
ADAT3	0	chr19	1855406	1865587	4_MACS_peak_12533_lociStitched
ADAT3	0	chr19	1939892	1943214	1_MACS_peak_12542_lociStitched
ADM	0	chr11	10323635	10344848	4_MACS_peak_4073_lociStitched
ADM2	0	chr22	50963344	50987941	10_MACS_peak_17983_lociStitched
ADORA2A	0	chr22	24819687	24834015	9_MACS_peak_17443_lociStitched
ADPGK	0	chr15	73074681	73078270	1_MACS_peak_9141_lociStitched
ADRBK1	0	chr11	67033268	67047713	7_MACS_peak_4655_lociStitched
ADRBK1	0	chr11	67006810	67010735	1_MACS_peak_4654_lociStitched
AEN	0	chr15	89164266	89173921	5_MACS_peak_9462_lociStitched
AEN	0	chr15	89178678	89185209	3_MACS_peak_9467_lociStitched
AFF4	0	chr5	132297600	132300209	1_MACS_peak_22380_lociStitched
AGAP3	0	chr7	150776605	150785405	3_MACS_peak_26192_lociStitched
AGER	0	chr6	32152690	32164935	3_MACS_peak_23602_lociStitched
AGPAT1	0	chr6	32152690	32164935	3_MACS_peak_23602_lociStitched
AHNAK	0	chr11	62318812	62328991	4_MACS_peak_4441_lociStitched
AK1	0	chr9	130661175	130680292	4_MACS_peak_28337_lociStitched
AKAP2	0	chr9	112905026	112927421	15_MACS_peak_28136_lociStitched
AKAP5	0	chr14	64968242	64975261	3_MACS_peak_7821_lociStitched
AKAP8	0	chr19	15441569	15445016	1_MACS_peak_12980_lociStitched
AKAP8	0	chr19	15488519	15491636	2_MACS_peak_12983_lociStitched
AKAP8L	0	chr19	15488519	15491636	2_MACS_peak_12983_lociStitched
AKT1S1	0	chr19	50353467	50355519	1_MACS_peak_13720_lociStitched
AKT1S1	0	chr19	50423241	50434748	3_MACS_peak_13726_lociStitched
AKT1S1	0	chr19	50378827	50382069	1_MACS_peak_13723_lociStitched
ALCAM	0	chr3	105084990	105088960	1_MACS_peak_19056_lociStitched
ALDH1A3	0	chr15	101457758	101475347	8_MACS_peak_9619_lociStitched
ALDH3B1	0	chr11	67761663	67777199	4_MACS_peak_4703_lociStitched
ALG12	0	chr22	50352951	50364781	4_MACS_peak_17952_lociStitched
ALG13	0	chrX	110923799	110925723	1_MACS_peak_29154_lociStitched
ALG2	0	chr9	101983107	101985962	1_MACS_peak_28058_lociStitched
ALG9	0	chr11	111748919	111751027	1_MACS_peak_5146_lociStitched
ALKBH4	0	chr7	102064335	102075421	4_MACS_peak_25652_lociStitched
ALKBH5	0	chr17	18085623	18090267	1_MACS_peak_10891_lociStitched
ALOX12	0	chr17	6915179	6919408	1_MACS_peak_10754_lociStitched
ALOXE3	0	chr17	8053712	8067145	6_MACS_peak_10813_lociStitched
AMDHD2	0	chr16	2562839	2565522	1_MACS_peak_9762_lociStitched
AMH	0	chr19	2266243	2273838	4_MACS_peak_12563_lociStitched
AMIGO3	0	chr3	49759810	49763563	1_MACS_peak_18615_lociStitched
AMT	0	chr3	49447929	49450933	1_MACS_peak_18605_lociStitched
AMZ2	0	chr17	66283553	66289277	2_MACS_peak_11737_lociStitched
ANAPC11	0	chr17	79827606	79830382	1_MACS_peak_11995_lociStitched
ANAPC2	0	chr9	140081867	140085078	1_MACS_peak_28585_lociStitched
ANKDD1A	0	chr15	65183278	65190169	2_MACS_peak_9005_lociStitched
ANKRD12	0	chr18	9135590	9144612	3_MACS_peak_12084_lociStitched
ANKRD13D	0	chr11	67033268	67047713	7_MACS_peak_4655_lociStitched
ANKRD13D	0	chr11	67006810	67010735	1_MACS_peak_4654_lociStitched
ANKRD28	0	chr3	15835117	15839869	1_MACS_peak_18185_lociStitched
ANKRD36BP2	0	chr2	89050873	89057251	2_MACS_peak_14860_lociStitched
ANKRD37	0	chr4	186345913	186348024	1_MACS_peak_21246_lociStitched
ANKRD42	0	chr11	82903480	82906411	1_MACS_peak_4914_lociStitched
ANKRD43	0	chr5	132165205	132167286	1_MACS_peak_22375_lociStitched
ANKZF1	0	chr2	220109452	220120519	5_MACS_peak_15839_lociStitched
ANP32A	0	chr15	69109138	69114220	1_MACS_peak_9088_lociStitched
ANP32B	0	chr9	100744392	100748771	1_MACS_peak_28045_lociStitched
ANXA2	0	chr15	60681491	60691539	3_MACS_peak_8901_lociStitched
ANXA6	0	chr5	150502729	150537992	19_MACS_peak_22712_lociStitched
AP2A1	0	chr19	50311558	50322667	3_MACS_peak_13717_lociStitched
APBA3	0	chr19	3760600	3763512	2_MACS_peak_12635_lociStitched
APBB3	0	chr5	139942944	139951922	3_MACS_peak_22550_lociStitched
APBB3	0	chr5	139935308	139938100	1_MACS_peak_22549_lociStitched
APEH	0	chr3	49759810	49763563	1_MACS_peak_18615_lociStitched
APOBEC3H	0	chr22	39540238	39549425	6_MACS_peak_17733_lociStitched
APOLD1	0	chr12	12867023	12879747	6_MACS_peak_5600_lociStitched
AQP10	0	chr1	154297225	154302492	1_MACS_peak_1797_lociStitched
ARCN1	0	chr11	118442294	118444490	1_MACS_peak_5222_lociStitched
ARF1	1	chr1	228269493	228273818	2_MACS_peak_2680_lociStitched
ARF4	1	chr3	57580967	57584933	1_MACS_peak_18803_lociStitched
ARF5	1	chr7	127224518	127229440	2_MACS_peak_25896_lociStitched
ARFGAP3	0	chr22	43251761	43253685	1_MACS_peak_17851_lociStitched
ARFGEF2	0	chr20	47537431	47541622	2_MACS_peak_16654_lociStitched
ARHGAP26	0	chr5	142430539	142439077	2_MACS_peak_22609_lociStitched
ARHGAP26	0	chr5	142592519	142603438	3_MACS_peak_22625_lociStitched
ARHGAP33	0	chr19	36231011	36239889	4_MACS_peak_13284_lociStitched
ARHGAP4	0	chrX	153229956	153239495	5_MACS_peak_29431_lociStitched
ARHGDIA	0	chr17	79827606	79830382	1_MACS_peak_11995_lociStitched
ARHGEF1	0	chr19	42431664	42451709	4_MACS_peak_13452_lociStitched
ARHGEF1	0	chr19	42363652	42389159	13_MACS_peak_13439_lociStitched
ARHGEF37	0	chr5	148928530	148931928	1_MACS_peak_22671_lociStitched
ARID5A	1	chr2	97192307	97205343	4_MACS_peak_14899_lociStitched
ARIH1	0	chr15	72765267	72768539	1_MACS_peak_9136_lociStitched
ARL4A	0	chr7	12725637	12727778	1_MACS_peak_24791_lociStitched
ARL6IP5	0	chr3	69128642	69145094	16_MACS_peak_18870_lociStitched
ARL6IP5	0	chr3	69099917	69102555	1_MACS_peak_18869_lociStitched
ARPM1	0	chr3	169489940	169492046	1_MACS_peak_19722_lociStitched
