GENE	TF	CHROM	START	STOP	ENHANCER_ID
ABCA7	0	chr19	1019921	1022231	1_MACS_peak_7345_lociStitched
ABCB10	0	chr1	229643165	229644930	1_MACS_peak_1920_lociStitched
ABCF1	0	chr6	30582843	30586566	2_MACS_peak_13248_lociStitched
ACBD3	0	chr1	226314402	226316961	2_MACS_peak_1840_lociStitched
ACBD3	0	chr1	226373110	226375127	1_MACS_peak_1846_lociStitched
ACOXL	0	chr2	111875335	111881502	4_MACS_peak_9045_lociStitched
ADAM15	0	chr1	154971324	154974655	1_MACS_peak_1034_lociStitched
ADAMTS4	0	chr1	161151781	161157668	6_MACS_peak_1229_lociStitched
ADAMTS4	0	chr1	161145091	161147850	1_MACS_peak_1228_lociStitched
ADAMTS4	0	chr1	161122928	161124443	1_MACS_peak_1224_lociStitched
ADAMTSL4	0	chr1	150545396	150553044	2_MACS_peak_924_lociStitched
ADAMTSL4	0	chr1	150532563	150538008	1_MACS_peak_922_lociStitched
ADAMTSL4	0	chr1	150538863	150541737	1_MACS_peak_923_lociStitched
ADAR	0	chr1	154579536	154581795	1_MACS_peak_1018_lociStitched
ADAT3	0	chr19	1940050	1943233	2_MACS_peak_7408_lociStitched
ADCK3	0	chr1	227126454	227129179	3_MACS_peak_1869_lociStitched
ADCY10	0	chr1	167904072	167907620	1_MACS_peak_1320_lociStitched
AEN	0	chr15	89180957	89183907	1_MACS_peak_5600_lociStitched
AIM2	0	chr1	159046020	159047734	1_MACS_peak_1166_lociStitched
AKAP8	0	chr19	15488560	15491534	3_MACS_peak_7817_lociStitched
AKAP8	0	chr19	15441971	15445083	3_MACS_peak_7814_lociStitched
AKAP8L	0	chr19	15488560	15491534	3_MACS_peak_7817_lociStitched
ALG2	0	chr9	101983182	101985471	1_MACS_peak_15447_lociStitched
ALOX12	0	chr17	6915212	6918863	5_MACS_peak_6348_lociStitched
AMH	0	chr19	2268945	2271958	2_MACS_peak_7439_lociStitched
AMH	0	chr19	2255166	2258728	3_MACS_peak_7435_lociStitched
ANKDD1A	0	chr15	65184981	65188712	1_MACS_peak_5338_lociStitched
ANKRD11	0	chr16	89554601	89557721	2_MACS_peak_6252_lociStitched
ANKRD34A	0	chr1	145437056	145439325	1_MACS_peak_849_lociStitched
ANKRD34A	0	chr1	145454144	145456522	2_MACS_peak_850_lociStitched
ANKRD36BP2	0	chr2	89157065	89167467	7_MACS_peak_8949_lociStitched
ANKRD36BP2	0	chr2	89051558	89055641	4_MACS_peak_8931_lociStitched
