GENE	TF	ENHANCER_LIST
A1BG	0	2_MACS_peak_13896_lociStitched
A1BG-AS1	0	2_MACS_peak_13896_lociStitched
AANAT	0	5_MACS_peak_11846_lociStitched
AARS2	0	3_MACS_peak_23894_lociStitched
ABCA7	0	7_MACS_peak_12476_lociStitched
ABCB6	0	5_MACS_peak_15839_lociStitched
ABCF1	0	1_MACS_peak_23520_lociStitched
ABCF2	0	2_MACS_peak_26195_lociStitched
ABTB1	0	1_MACS_peak_19343_lociStitched
ACAD11	0	1_MACS_peak_19411_lociStitched
ACCN3	0	3_MACS_peak_26192_lociStitched
ACE	0	1_MACS_peak_11639_lociStitched
ACO2	0	3_MACS_peak_17805_lociStitched
ACTG1	0	3_MACS_peak_11983_lociStitched
ACTR3C	0	1_MACS_peak_26177_lociStitched
ACTR8	0	1_MACS_peak_18754_lociStitched
ADAM19	0	3_MACS_peak_22806_lociStitched
ADAMTS13	0	1_MACS_peak_28508_lociStitched
ADAMTSL4	0	9_MACS_peak_1719_lociStitched
ADAT3	0	4_MACS_peak_12533_lociStitched,1_MACS_peak_12542_lociStitched
ADM	0	4_MACS_peak_4073_lociStitched
ADM2	0	10_MACS_peak_17983_lociStitched
ADORA2A	0	9_MACS_peak_17443_lociStitched
ADPGK	0	1_MACS_peak_9141_lociStitched
ADRBK1	0	7_MACS_peak_4655_lociStitched,1_MACS_peak_4654_lociStitched
AEN	0	5_MACS_peak_9462_lociStitched,3_MACS_peak_9467_lociStitched
AFF4	0	1_MACS_peak_22380_lociStitched
AGAP3	0	3_MACS_peak_26192_lociStitched
AGER	0	3_MACS_peak_23602_lociStitched
AGPAT1	0	3_MACS_peak_23602_lociStitched
AHNAK	0	4_MACS_peak_4441_lociStitched
AK1	0	4_MACS_peak_28337_lociStitched
AKAP2	0	15_MACS_peak_28136_lociStitched
AKAP5	0	3_MACS_peak_7821_lociStitched
AKAP8	0	1_MACS_peak_12980_lociStitched,2_MACS_peak_12983_lociStitched
AKAP8L	0	2_MACS_peak_12983_lociStitched
AKT1S1	0	1_MACS_peak_13720_lociStitched,3_MACS_peak_13726_lociStitched,1_MACS_peak_13723_lociStitched
ALCAM	0	1_MACS_peak_19056_lociStitched
ALDH1A3	0	8_MACS_peak_9619_lociStitched
ALDH3B1	0	4_MACS_peak_4703_lociStitched
ALG12	0	4_MACS_peak_17952_lociStitched
ALG13	0	1_MACS_peak_29154_lociStitched
ALG2	0	1_MACS_peak_28058_lociStitched
ALG9	0	1_MACS_peak_5146_lociStitched
ALKBH4	0	4_MACS_peak_25652_lociStitched
ALKBH5	0	1_MACS_peak_10891_lociStitched
ALOX12	0	1_MACS_peak_10754_lociStitched
ALOXE3	0	6_MACS_peak_10813_lociStitched
AMDHD2	0	1_MACS_peak_9762_lociStitched
AMH	0	4_MACS_peak_12563_lociStitched
AMIGO3	0	1_MACS_peak_18615_lociStitched
AMT	0	1_MACS_peak_18605_lociStitched
AMZ2	0	2_MACS_peak_11737_lociStitched
ANAPC11	0	1_MACS_peak_11995_lociStitched
ANAPC2	0	1_MACS_peak_28585_lociStitched
ANKDD1A	0	2_MACS_peak_9005_lociStitched
ANKRD12	0	3_MACS_peak_12084_lociStitched
ANKRD13D	0	7_MACS_peak_4655_lociStitched,1_MACS_peak_4654_lociStitched
ANKRD28	0	1_MACS_peak_18185_lociStitched
ANKRD36BP2	0	2_MACS_peak_14860_lociStitched
ANKRD37	0	1_MACS_peak_21246_lociStitched
ANKRD42	0	1_MACS_peak_4914_lociStitched
ANKRD43	0	1_MACS_peak_22375_lociStitched
ANKZF1	0	5_MACS_peak_15839_lociStitched
ANP32A	0	1_MACS_peak_9088_lociStitched
ANP32B	0	1_MACS_peak_28045_lociStitched
ANXA2	0	3_MACS_peak_8901_lociStitched
ANXA6	0	19_MACS_peak_22712_lociStitched
AP2A1	0	3_MACS_peak_13717_lociStitched
APBA3	0	2_MACS_peak_12635_lociStitched
APBB3	0	3_MACS_peak_22550_lociStitched,1_MACS_peak_22549_lociStitched
APEH	0	1_MACS_peak_18615_lociStitched
APOBEC3H	0	6_MACS_peak_17733_lociStitched
APOLD1	0	6_MACS_peak_5600_lociStitched
AQP10	0	1_MACS_peak_1797_lociStitched
ARCN1	0	1_MACS_peak_5222_lociStitched
ARF1	1	2_MACS_peak_2680_lociStitched
ARF4	1	1_MACS_peak_18803_lociStitched
ARF5	1	2_MACS_peak_25896_lociStitched
ARFGAP3	0	1_MACS_peak_17851_lociStitched
ARFGEF2	0	2_MACS_peak_16654_lociStitched
ARHGAP26	0	2_MACS_peak_22609_lociStitched,3_MACS_peak_22625_lociStitched
ARHGAP33	0	4_MACS_peak_13284_lociStitched
ARHGAP4	0	5_MACS_peak_29431_lociStitched
ARHGDIA	0	1_MACS_peak_11995_lociStitched
ARHGEF1	0	4_MACS_peak_13452_lociStitched,13_MACS_peak_13439_lociStitched
ARHGEF37	0	1_MACS_peak_22671_lociStitched
ARID5A	1	4_MACS_peak_14899_lociStitched
ARIH1	0	1_MACS_peak_9136_lociStitched
ARL4A	0	1_MACS_peak_24791_lociStitched
ARL6IP5	0	16_MACS_peak_18870_lociStitched,1_MACS_peak_18869_lociStitched
ARPM1	0	1_MACS_peak_19722_lociStitched
ARPP19	0	2_MACS_peak_8813_lociStitched
ARRDC3	0	2_MACS_peak_21984_lociStitched
ARSG	0	2_MACS_peak_11737_lociStitched
ASAM	0	2_MACS_peak_5281_lociStitched
ASB10	0	2_MACS_peak_26195_lociStitched
ASB9P1	0	5_MACS_peak_9553_lociStitched
ASCL3	0	1_MACS_peak_4057_lociStitched
ASNA1	0	5_MACS_peak_12901_lociStitched
ATF5	1	3_MACS_peak_13726_lociStitched,1_MACS_peak_13723_lociStitched
ATG10	0	1_MACS_peak_21899_lociStitched
ATG16L2	0	8_MACS_peak_4772_lociStitched,1_MACS_peak_4771_lociStitched
ATG9A	0	5_MACS_peak_15839_lociStitched
ATN1	0	14_MACS_peak_5519_lociStitched
ATP11B	0	1_MACS_peak_19885_lociStitched
ATP13A1	0	3_MACS_peak_13158_lociStitched
ATP1A3	0	4_MACS_peak_13452_lociStitched,1_MACS_peak_13456_lociStitched
ATP2A3	0	2_MACS_peak_10686_lociStitched
ATP5D	0	5_MACS_peak_12502_lociStitched,6_MACS_peak_12496_lociStitched
ATP6AP1	0	7_MACS_peak_29452_lociStitched,2_MACS_peak_29461_lociStitched
ATP6V0C	0	1_MACS_peak_9762_lociStitched
ATP6V1A	0	4_MACS_peak_19178_lociStitched
ATP6V1G1	0	4_MACS_peak_28199_lociStitched
ATP8B2	0	1_MACS_peak_1797_lociStitched
ATP8B3	0	4_MACS_peak_12533_lociStitched
ATRIP	0	2_MACS_peak_18571_lociStitched
ATXN1	0	1_MACS_peak_23334_lociStitched
AURKB	0	6_MACS_peak_10813_lociStitched
AURKC	0	1_MACS_peak_13862_lociStitched
AXL	0	3_MACS_peak_13410_lociStitched
AZGP1	0	1_MACS_peak_25587_lociStitched
AZGP1P1	0	1_MACS_peak_25587_lociStitched
AZI2	0	1_MACS_peak_18275_lociStitched
AZIN1	0	3_MACS_peak_26950_lociStitched
B2M	0	8_MACS_peak_8708_lociStitched
B3GAT3	0	3_MACS_peak_4447_lociStitched
BAD	0	7_MACS_peak_4495_lociStitched,1_MACS_peak_4503_lociStitched,1_MACS_peak_4504_lociStitched
BAG1	0	3_MACS_peak_27598_lociStitched
BANF2	0	1_MACS_peak_16172_lociStitched
BARX2	1	5_MACS_peak_5382_lociStitched,7_MACS_peak_5367_lociStitched
BBC3	0	1_MACS_peak_13611_lociStitched
BCL2	0	2_MACS_peak_12382_lociStitched
BCL2L12	0	2_MACS_peak_13712_lociStitched,2_MACS_peak_13709_lociStitched
BCL3	0	3_MACS_peak_13524_lociStitched
BCL6B	1	1_MACS_peak_10754_lociStitched
BEST2	0	5_MACS_peak_12901_lociStitched
BET1L	0	1_MACS_peak_3926_lociStitched
BHLHA15	1	2_MACS_peak_25555_lociStitched
BHLHE41	1	6_MACS_peak_5675_lociStitched
BMF	0	2_MACS_peak_8585_lociStitched,3_MACS_peak_8579_lociStitched
BMP6	0	14_MACS_peak_23183_lociStitched
BOD1	0	5_MACS_peak_22927_lociStitched
BRAF	0	1_MACS_peak_26102_lociStitched
BRD2	0	1_MACS_peak_23617_lociStitched
BRSK1	0	1_MACS_peak_13814_lociStitched
BSCL2	0	2_MACS_peak_4457_lociStitched
BTG2	0	7_MACS_peak_2354_lociStitched
C10ORF105	0	4_MACS_peak_3349_lociStitched
C10ORF54	0	4_MACS_peak_3349_lociStitched
C11ORF1	0	1_MACS_peak_5146_lociStitched
C11ORF16	0	1_MACS_peak_4057_lociStitched
C11ORF2	0	2_MACS_peak_4529_lociStitched,4_MACS_peak_4525_lociStitched
C11ORF20	0	7_MACS_peak_4495_lociStitched,1_MACS_peak_4503_lociStitched,1_MACS_peak_4504_lociStitched
C11ORF24	0	4_MACS_peak_4712_lociStitched
C11ORF48	0	2_MACS_peak_4457_lociStitched
C11ORF52	0	1_MACS_peak_5146_lociStitched
C11ORF58	0	1_MACS_peak_4107_lociStitched
C11ORF83	0	2_MACS_peak_4457_lociStitched
C12ORF57	0	14_MACS_peak_5519_lociStitched
C12ORF60	0	3_MACS_peak_5621_lociStitched
C12ORF61	0	1_MACS_peak_6143_lociStitched
C12ORF69	0	3_MACS_peak_5621_lociStitched
C13ORF38-SOHLH2	0	1_MACS_peak_7087_lociStitched
C14ORF102	0	1_MACS_peak_8099_lociStitched
C14ORF104	0	2_MACS_peak_7657_lociStitched
C14ORF181	0	1_MACS_peak_7868_lociStitched
C14ORF50	0	3_MACS_peak_7821_lociStitched
C14ORF80	0	1_MACS_peak_8341_lociStitched
C15ORF17	0	3_MACS_peak_9202_lociStitched
C15ORF28	0	1_MACS_peak_9088_lociStitched
C15ORF39	0	3_MACS_peak_9232_lociStitched
C15ORF55	0	7_MACS_peak_8536_lociStitched
C15ORF57	0	2_MACS_peak_8606_lociStitched
C15ORF61	0	1_MACS_peak_9046_lociStitched
C15ORF63	0	1_MACS_peak_8674_lociStitched
C17ORF107	0	6_MACS_peak_10724_lociStitched
C17ORF46	0	6_MACS_peak_11365_lociStitched
C17ORF49	0	1_MACS_peak_10754_lociStitched
C17ORF59	0	6_MACS_peak_10813_lociStitched
C17ORF60	0	1_MACS_peak_11679_lociStitched
C17ORF70	0	3_MACS_peak_11983_lociStitched
C17ORF96	0	1_MACS_peak_11180_lociStitched
C17ORF98	0	1_MACS_peak_11184_lociStitched
C19ORF12	0	1_MACS_peak_13227_lociStitched
C19ORF23	0	5_MACS_peak_12502_lociStitched,6_MACS_peak_12496_lociStitched
C19ORF24	0	5_MACS_peak_12502_lociStitched,6_MACS_peak_12496_lociStitched
