GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228268519	228279144	2_MACS_peak_3121_lociStitched
ARF4	chr3	57568200	57585719	3_MACS_peak_22372_lociStitched
ARID3A	chr19	921380	928307	2_MACS_peak_15345_lociStitched
ARNT	chr1	150846491	150863914	3_MACS_peak_1892_lociStitched
ATF4	chr22	39911215	39929543	4_MACS_peak_21420_lociStitched
ATF5	chr19	50423759	50434953	1_MACS_peak_16687_lociStitched
ATF5	chr19	50369595	50382361	4_MACS_peak_16683_lociStitched
BCL6B	chr17	6914645	6940338	6_MACS_peak_13107_lociStitched
BHLHE40	chr3	5018591	5029408	3_MACS_peak_21672_lociStitched
CAMTA2	chr17	4836965	4855625	3_MACS_peak_13072_lociStitched
CEBPB	chr20	48806560	48811712	1_MACS_peak_20269_lociStitched
CHD2	chr15	93423610	93431898	1_MACS_peak_11471_lociStitched
CHD2	chr15	93442777	93450588	1_MACS_peak_11472_lociStitched
CREB3L2	chr7	137659798	137694362	6_MACS_peak_30965_lociStitched
CREB3L4	chr1	153928228	153951884	4_MACS_peak_1973_lociStitched
CREB3L4	chr1	153916164	153920231	1_MACS_peak_1972_lociStitched
CREB3L4	chr1	153892153	153897199	1_MACS_peak_1971_lociStitched
CST6	chr11	65811966	65839746	4_MACS_peak_5849_lociStitched
CTCF	chr16	67594661	67601298	2_MACS_peak_12560_lociStitched
CTCFL	chr20	56047343	56058462	2_MACS_peak_20386_lociStitched
CTF1	chr16	30952777	30970581	3_MACS_peak_12235_lociStitched
CUX1	chr7	101920960	101954800	8_MACS_peak_30584_lociStitched
DBP	chr19	49135778	49150260	2_MACS_peak_16624_lociStitched
DDIT3	chr12	57911612	57918221	1_MACS_peak_7564_lociStitched
DMRTC2	chr19	42363029	42389599	3_MACS_peak_16403_lociStitched
DUX4	chr4	190991213	191014057	7_MACS_peak_25460_lociStitched
DUX4	chr10	135477833	135495958	6_MACS_peak_4974_lociStitched
E2F1	chr20	32250392	32263192	3_MACS_peak_19894_lociStitched
E2F2	chr1	23849062	23866764	2_MACS_peak_415_lociStitched
E2F3	chr6	20400923	20417341	4_MACS_peak_27637_lociStitched
E2F4	chr16	67259883	67283999	4_MACS_peak_12548_lociStitched
E2F6	chr2	11637129	11648970	2_MACS_peak_17073_lociStitched
