GENE	TF	ENHANCER_LIST
A1BG	0	1_MACS_peak_14592_lociStitched
A1BG-AS1	0	1_MACS_peak_14592_lociStitched
AARS	0	1_MACS_peak_10861_lociStitched
AARS2	0	1_MACS_peak_24849_lociStitched
AASDHPPT	0	1_MACS_peak_5344_lociStitched
ABCA7	0	1_MACS_peak_13144_lociStitched
ABCF1	0	1_MACS_peak_24507_lociStitched,1_MACS_peak_24505_lociStitched
ABTB1	0	1_MACS_peak_20312_lociStitched
ACAA1	0	1_MACS_peak_19402_lociStitched,1_MACS_peak_19403_lociStitched
ACAD11	0	1_MACS_peak_20378_lociStitched
ACAD9	0	1_MACS_peak_20331_lociStitched
ACAT2	0	2_MACS_peak_25793_lociStitched
ACE	0	1_MACS_peak_12209_lociStitched
ACO2	0	2_MACS_peak_18828_lociStitched
ACOXL	0	2_MACS_peak_15870_lociStitched
ACP5	0	1_MACS_peak_13526_lociStitched
ACPT	0	1_MACS_peak_14434_lociStitched
ACSS1	0	2_MACS_peak_17174_lociStitched
ACTR8	0	1_MACS_peak_19743_lociStitched
ADAMTS13	0	1_MACS_peak_29699_lociStitched
ADAMTSL4	0	4_MACS_peak_1854_lociStitched
ADAR	0	1_MACS_peak_1949_lociStitched
ADAT3	0	1_MACS_peak_13212_lociStitched
ADCK4	0	4_MACS_peak_14097_lociStitched
ADM	0	1_MACS_peak_4354_lociStitched
ADM2	0	1_MACS_peak_19009_lociStitched
ADPGK	0	1_MACS_peak_9635_lociStitched
ADRA2B	0	3_MACS_peak_15706_lociStitched
ADRBK1	0	1_MACS_peak_4917_lociStitched
AEN	0	3_MACS_peak_9914_lociStitched
AFF4	0	1_MACS_peak_23364_lociStitched
AFTPH	0	1_MACS_peak_15302_lociStitched
AGPHD1	0	1_MACS_peak_9779_lociStitched
AGRP	0	1_MACS_peak_10781_lociStitched
AHNAK	0	1_MACS_peak_4685_lociStitched
AHSP	0	1_MACS_peak_10632_lociStitched
AIFM2	0	1_MACS_peak_3633_lociStitched
AIMP1	0	1_MACS_peak_21777_lociStitched
AIRE	1	1_MACS_peak_18169_lociStitched
AK1	0	2_MACS_peak_29512_lociStitched,1_MACS_peak_29510_lociStitched
AK3	0	1_MACS_peak_28521_lociStitched
AKAP5	0	3_MACS_peak_8376_lociStitched
AKAP8	0	1_MACS_peak_13662_lociStitched,1_MACS_peak_13661_lociStitched
AKAP8L	0	1_MACS_peak_13662_lociStitched
AKR7A2P1	0	2_MACS_peak_1554_lociStitched
AKT1S1	0	1_MACS_peak_14419_lociStitched,1_MACS_peak_14415_lociStitched
AKT2	0	1_MACS_peak_14080_lociStitched
ALCAM	0	1_MACS_peak_20039_lociStitched
ALDH1L2	0	1_MACS_peak_6909_lociStitched
ALDH3B1	0	1_MACS_peak_4976_lociStitched
ALG2	0	1_MACS_peak_29208_lociStitched
ALG5	0	3_MACS_peak_7523_lociStitched
ALG9	0	1_MACS_peak_5423_lociStitched
ALKBH4	0	2_MACS_peak_26823_lociStitched
ALKBH5	0	4_MACS_peak_11452_lociStitched
ALOX12	0	1_MACS_peak_11309_lociStitched
ALOXE3	0	4_MACS_peak_11357_lociStitched,1_MACS_peak_11362_lociStitched
AMBRA1	0	1_MACS_peak_4564_lociStitched
AMD1	0	2_MACS_peak_25267_lociStitched
AMDHD2	0	1_MACS_peak_10188_lociStitched
AMH	0	2_MACS_peak_13236_lociStitched
AMIGO3	0	1_MACS_peak_19630_lociStitched
AMT	0	1_MACS_peak_19621_lociStitched
AMZ2	0	2_MACS_peak_12306_lociStitched
AMZ2P1	0	2_MACS_peak_12262_lociStitched
ANAPC11	0	1_MACS_peak_12578_lociStitched,1_MACS_peak_12585_lociStitched,1_MACS_peak_12579_lociStitched
ANAPC2	0	1_MACS_peak_29770_lociStitched
ANGPTL4	0	1_MACS_peak_13433_lociStitched
ANKDD1A	0	2_MACS_peak_9519_lociStitched
ANKRA2	0	1_MACS_peak_22788_lociStitched
ANKRD11	0	1_MACS_peak_11125_lociStitched
ANKRD13D	0	1_MACS_peak_4917_lociStitched
ANKRD17	0	1_MACS_peak_21554_lociStitched
ANKRD19	0	1_MACS_peak_29130_lociStitched
ANKRD28	0	2_MACS_peak_19202_lociStitched
ANKRD30BL	0	1_MACS_peak_16057_lociStitched
ANKRD36BP2	0	13_MACS_peak_15672_lociStitched,2_MACS_peak_15665_lociStitched,1_MACS_peak_15688_lociStitched
ANKRD37	0	1_MACS_peak_22280_lociStitched
ANKRD42	0	1_MACS_peak_5188_lociStitched,1_MACS_peak_5184_lociStitched
ANKS1A	0	2_MACS_peak_24665_lociStitched
ANKZF1	0	2_MACS_peak_16756_lociStitched
ANP32A	0	1_MACS_peak_9592_lociStitched
ANP32B	0	1_MACS_peak_29198_lociStitched
ANXA2	0	1_MACS_peak_9442_lociStitched
ANXA5	0	1_MACS_peak_21881_lociStitched
AP2A1	0	1_MACS_peak_14414_lociStitched
AP3S1	0	1_MACS_peak_23198_lociStitched
AP4E1	0	1_MACS_peak_9346_lociStitched
APBA3	0	2_MACS_peak_13313_lociStitched
APBB3	0	1_MACS_peak_23499_lociStitched
APEH	0	1_MACS_peak_19630_lociStitched
APLP1	0	1_MACS_peak_13959_lociStitched
APOBEC2	0	2_MACS_peak_24766_lociStitched
APOD	0	4_MACS_peak_21035_lociStitched
APOLD1	0	3_MACS_peak_5889_lociStitched,2_MACS_peak_5892_lociStitched
APTX	0	1_MACS_peak_28693_lociStitched,1_MACS_peak_28692_lociStitched
AQP10	0	1_MACS_peak_1937_lociStitched
ARAP1	0	2_MACS_peak_5031_lociStitched
ARCN1	0	1_MACS_peak_5510_lociStitched
ARF1	1	1_MACS_peak_2858_lociStitched
ARF4	1	1_MACS_peak_19782_lociStitched
ARF6	0	1_MACS_peak_8195_lociStitched
ARFGAP3	0	1_MACS_peak_18871_lociStitched
ARFGEF2	0	1_MACS_peak_17541_lociStitched
ARFIP2	0	1_MACS_peak_4309_lociStitched
ARHGAP23	0	1_MACS_peak_11760_lociStitched
ARHGAP26	0	3_MACS_peak_23571_lociStitched,1_MACS_peak_23590_lociStitched
ARHGAP30	0	1_MACS_peak_2154_lociStitched
