GENE	TF	CHROM	START	STOP	ENHANCER_ID
A1BG	0	chr19	58896936	58899476	1_MACS_peak_14592_lociStitched
A1BG-AS1	0	chr19	58896936	58899476	1_MACS_peak_14592_lociStitched
AARS	0	chr16	70321396	70324487	1_MACS_peak_10861_lociStitched
AARS2	0	chr6	44229851	44234122	1_MACS_peak_24849_lociStitched
AASDHPPT	0	chr11	105946926	105949470	1_MACS_peak_5344_lociStitched
ABCA7	0	chr19	1019060	1022219	1_MACS_peak_13144_lociStitched
ABCF1	0	chr6	30582010	30586550	1_MACS_peak_24507_lociStitched
ABCF1	0	chr6	30523114	30525640	1_MACS_peak_24505_lociStitched
ABTB1	0	chr3	127390506	127392983	1_MACS_peak_20312_lociStitched
ACAA1	0	chr3	38177160	38181075	1_MACS_peak_19402_lociStitched
ACAA1	0	chr3	38205874	38208121	1_MACS_peak_19403_lociStitched
ACAD11	0	chr3	132377703	132380540	1_MACS_peak_20378_lociStitched
ACAD9	0	chr3	128597177	128599316	1_MACS_peak_20331_lociStitched
ACAT2	0	chr6	160147150	160149700	2_MACS_peak_25793_lociStitched
ACE	0	chr17	61522358	61524982	1_MACS_peak_12209_lociStitched
ACO2	0	chr22	41839994	41844721	2_MACS_peak_18828_lociStitched
ACOXL	0	chr2	111874024	111881281	2_MACS_peak_15870_lociStitched
ACP5	0	chr19	11707318	11709439	1_MACS_peak_13526_lociStitched
ACPT	0	chr19	51306764	51309047	1_MACS_peak_14434_lociStitched
ACSS1	0	chr20	25035048	25040037	2_MACS_peak_17174_lociStitched
ACTR8	0	chr3	53924288	53926706	1_MACS_peak_19743_lociStitched
ADAMTS13	0	chr9	136241443	136243744	1_MACS_peak_29699_lociStitched
ADAMTSL4	0	chr1	150547207	150553037	4_MACS_peak_1854_lociStitched
ADAR	0	chr1	154579496	154581702	1_MACS_peak_1949_lociStitched
ADAT3	0	chr19	1939940	1943441	1_MACS_peak_13212_lociStitched
ADCK4	0	chr19	41220347	41225073	4_MACS_peak_14097_lociStitched
ADM	0	chr11	10323553	10332641	1_MACS_peak_4354_lociStitched
ADM2	0	chr22	50967987	50971383	1_MACS_peak_19009_lociStitched
ADPGK	0	chr15	73074583	73077269	1_MACS_peak_9635_lociStitched
ADRA2B	0	chr2	96810016	96815092	3_MACS_peak_15706_lociStitched
ADRBK1	0	chr11	67006814	67009874	1_MACS_peak_4917_lociStitched
AEN	0	chr15	89177685	89185588	3_MACS_peak_9914_lociStitched
AFF4	0	chr5	132297661	132300148	1_MACS_peak_23364_lociStitched
AFTPH	0	chr2	64750518	64753492	1_MACS_peak_15302_lociStitched
AGPHD1	0	chr15	78832063	78834624	1_MACS_peak_9779_lociStitched
AGRP	0	chr16	67562191	67565684	1_MACS_peak_10781_lociStitched
AHNAK	0	chr11	62321694	62325366	1_MACS_peak_4685_lociStitched
AHSP	0	chr16	31518530	31520697	1_MACS_peak_10632_lociStitched
AIFM2	0	chr10	71904844	71906973	1_MACS_peak_3633_lociStitched
AIMP1	0	chr4	107236515	107238834	1_MACS_peak_21777_lociStitched
AIRE	1	chr21	45758449	45760124	1_MACS_peak_18169_lociStitched
AK1	0	chr9	130676783	130680556	2_MACS_peak_29512_lociStitched
AK1	0	chr9	130665944	130669754	1_MACS_peak_29510_lociStitched
AK3	0	chr9	4739680	4742155	1_MACS_peak_28521_lociStitched
AKAP5	0	chr14	64968347	64972704	3_MACS_peak_8376_lociStitched
AKAP8	0	chr19	15488946	15491683	1_MACS_peak_13662_lociStitched
AKAP8	0	chr19	15441603	15444976	1_MACS_peak_13661_lociStitched
AKAP8L	0	chr19	15488946	15491683	1_MACS_peak_13662_lociStitched
AKR7A2P1	0	chr1	113497740	113501280	2_MACS_peak_1554_lociStitched
AKT1S1	0	chr19	50378962	50381788	1_MACS_peak_14419_lociStitched
AKT1S1	0	chr19	50353502	50355315	1_MACS_peak_14415_lociStitched
AKT2	0	chr19	40789695	40792979	1_MACS_peak_14080_lociStitched
ALCAM	0	chr3	105084699	105089090	1_MACS_peak_20039_lociStitched
ALDH1L2	0	chr12	105476564	105478580	1_MACS_peak_6909_lociStitched
ALDH3B1	0	chr11	67805571	67809020	1_MACS_peak_4976_lociStitched
ALG2	0	chr9	101983064	101986326	1_MACS_peak_29208_lociStitched
ALG5	0	chr13	37572219	37575824	3_MACS_peak_7523_lociStitched
ALG9	0	chr11	111748943	111751083	1_MACS_peak_5423_lociStitched
ALKBH4	0	chr7	102071256	102075253	2_MACS_peak_26823_lociStitched
ALKBH5	0	chr17	18085666	18090733	4_MACS_peak_11452_lociStitched
ALOX12	0	chr17	6915176	6919274	1_MACS_peak_11309_lociStitched
ALOXE3	0	chr17	8053884	8060875	4_MACS_peak_11357_lociStitched
ALOXE3	0	chr17	8065052	8067022	1_MACS_peak_11362_lociStitched
AMBRA1	0	chr11	46637838	46640085	1_MACS_peak_4564_lociStitched
AMD1	0	chr6	111194241	111197872	2_MACS_peak_25267_lociStitched
AMDHD2	0	chr16	2562772	2565451	1_MACS_peak_10188_lociStitched
AMH	0	chr19	2269243	2273915	2_MACS_peak_13236_lociStitched
AMIGO3	0	chr3	49759864	49763014	1_MACS_peak_19630_lociStitched
AMT	0	chr3	49447795	49451236	1_MACS_peak_19621_lociStitched
AMZ2	0	chr17	66283878	66289170	2_MACS_peak_12306_lociStitched
AMZ2P1	0	chr17	62970233	62972871	2_MACS_peak_12262_lociStitched
ANAPC11	0	chr17	79817315	79820215	1_MACS_peak_12578_lociStitched
ANAPC11	0	chr17	79894312	79896262	1_MACS_peak_12585_lociStitched
ANAPC11	0	chr17	79827452	79830344	1_MACS_peak_12579_lociStitched
ANAPC2	0	chr9	140081990	140084501	1_MACS_peak_29770_lociStitched
ANGPTL4	0	chr19	8385192	8387649	1_MACS_peak_13433_lociStitched
ANKDD1A	0	chr15	65183978	65188701	2_MACS_peak_9519_lociStitched
ANKRA2	0	chr5	72860199	72862420	1_MACS_peak_22788_lociStitched
ANKRD11	0	chr16	89553747	89558035	1_MACS_peak_11125_lociStitched
ANKRD13D	0	chr11	67006814	67009874	1_MACS_peak_4917_lociStitched
ANKRD17	0	chr4	74123103	74125805	1_MACS_peak_21554_lociStitched
ANKRD19	0	chr9	95525552	95528560	1_MACS_peak_29130_lociStitched
ANKRD28	0	chr3	15835436	15839923	2_MACS_peak_19202_lociStitched
ANKRD30BL	0	chr2	133023959	133027275	1_MACS_peak_16057_lociStitched
ANKRD36BP2	0	chr2	89135225	89147410	13_MACS_peak_15672_lociStitched
ANKRD36BP2	0	chr2	89050718	89056448	2_MACS_peak_15665_lociStitched
ANKRD36BP2	0	chr2	89156806	89160990	1_MACS_peak_15688_lociStitched
ANKRD37	0	chr4	186345964	186347912	1_MACS_peak_22280_lociStitched
ANKRD42	0	chr11	82903480	82906537	1_MACS_peak_5188_lociStitched
ANKRD42	0	chr11	82866705	82869984	1_MACS_peak_5184_lociStitched
ANKS1A	0	chr6	34854949	34858280	2_MACS_peak_24665_lociStitched
ANKZF1	0	chr2	220142216	220145478	2_MACS_peak_16756_lociStitched
ANP32A	0	chr15	69109234	69114218	1_MACS_peak_9592_lociStitched
ANP32B	0	chr9	100744316	100748378	1_MACS_peak_29198_lociStitched
ANXA2	0	chr15	60688946	60691388	1_MACS_peak_9442_lociStitched
ANXA5	0	chr4	122616682	122619032	1_MACS_peak_21881_lociStitched
AP2A1	0	chr19	50320073	50322461	1_MACS_peak_14414_lociStitched
AP3S1	0	chr5	115176554	115178691	1_MACS_peak_23198_lociStitched
AP4E1	0	chr15	51198996	51201986	1_MACS_peak_9346_lociStitched
APBA3	0	chr19	3760670	3763385	2_MACS_peak_13313_lociStitched
APBB3	0	chr5	139943050	139945303	1_MACS_peak_23499_lociStitched
APEH	0	chr3	49759864	49763014	1_MACS_peak_19630_lociStitched
APLP1	0	chr19	36389250	36392128	1_MACS_peak_13959_lociStitched
APOBEC2	0	chr6	41039104	41042709	2_MACS_peak_24766_lociStitched
APOD	0	chr3	195266612	195270944	4_MACS_peak_21035_lociStitched
APOLD1	0	chr12	12866622	12873878	3_MACS_peak_5889_lociStitched
APOLD1	0	chr12	12875109	12879873	2_MACS_peak_5892_lociStitched
APTX	0	chr9	33024086	33026490	1_MACS_peak_28693_lociStitched
APTX	0	chr9	33000613	33002560	1_MACS_peak_28692_lociStitched
AQP10	0	chr1	154297202	154302026	1_MACS_peak_1937_lociStitched
ARAP1	0	chr11	72430019	72434268	2_MACS_peak_5031_lociStitched
ARCN1	0	chr11	118442209	118444363	1_MACS_peak_5510_lociStitched
ARF1	1	chr1	228269438	228273274	1_MACS_peak_2858_lociStitched
ARF4	1	chr3	57581203	57584809	1_MACS_peak_19782_lociStitched
ARF6	0	chr14	50358611	50361282	1_MACS_peak_8195_lociStitched
ARFGAP3	0	chr22	43251804	43253624	1_MACS_peak_18871_lociStitched
ARFGEF2	0	chr20	47537438	47541522	1_MACS_peak_17541_lociStitched
ARFIP2	0	chr11	6501495	6503940	1_MACS_peak_4309_lociStitched
ARHGAP23	0	chr17	36570762	36572718	1_MACS_peak_11760_lociStitched
ARHGAP26	0	chr5	142430715	142439045	3_MACS_peak_23571_lociStitched
ARHGAP26	0	chr5	142599779	142603274	1_MACS_peak_23590_lociStitched
ARHGAP30	0	chr1	161013650	161018071	1_MACS_peak_2154_lociStitched
ARHGAP33	0	chr19	36235464	36237233	1_MACS_peak_13955_lociStitched
ARHGAP4	0	chrX	153231270	153239173	6_MACS_peak_30712_lociStitched
ARHGAP4	0	chrX	153190270	153193767	2_MACS_peak_30708_lociStitched
ARHGAP9	0	chr12	57913109	57917476	1_MACS_peak_6492_lociStitched
ARHGDIA	0	chr17	79817315	79820215	1_MACS_peak_12578_lociStitched
ARHGDIA	0	chr17	79827452	79830344	1_MACS_peak_12579_lociStitched
ARID2	0	chr12	46120013	46125328	2_MACS_peak_6193_lociStitched
ARID5B	0	chr10	63805112	63812157	2_MACS_peak_3569_lociStitched
ARID5B	0	chr10	63658556	63665295	3_MACS_peak_3552_lociStitched
ARIH1	0	chr15	72765302	72768264	1_MACS_peak_9632_lociStitched
ARIH2	0	chr3	48955097	48957613	2_MACS_peak_19604_lociStitched
ARL5B	0	chr10	18946980	18949542	1_MACS_peak_3239_lociStitched
ARL6	0	chr3	97539707	97542474	1_MACS_peak_19953_lociStitched
ARL6IP5	0	chr3	69099900	69102558	1_MACS_peak_19843_lociStitched
ARL8A	0	chr1	202127326	202130352	1_MACS_peak_2502_lociStitched
ARMC5	0	chr16	31518530	31520697	1_MACS_peak_10632_lociStitched
ARPC5L	0	chr9	127630467	127636534	2_MACS_peak_29463_lociStitched
ARPM1	0	chr3	169489806	169492162	1_MACS_peak_20683_lociStitched
ARPP19	0	chr15	52859561	52861823	1_MACS_peak_9386_lociStitched
ARRDC3	0	chr5	90674632	90680731	1_MACS_peak_22982_lociStitched
ARSG	0	chr17	66283878	66289170	2_MACS_peak_12306_lociStitched
ASB9P1	0	chr15	93373675	93377097	1_MACS_peak_9993_lociStitched
ASB9P1	0	chr15	93351244	93354562	1_MACS_peak_9991_lociStitched
ASCL3	0	chr11	8984803	8986994	1_MACS_peak_4342_lociStitched
ASPSCR1	0	chr17	79894312	79896262	1_MACS_peak_12585_lociStitched
ASTL	0	chr2	96810016	96815092	3_MACS_peak_15706_lociStitched
ATAD1	0	chr10	89621342	89625086	2_MACS_peak_3811_lociStitched
ATAT1	0	chr6	30582010	30586550	1_MACS_peak_24507_lociStitched
ATG10	0	chr5	81266635	81268913	1_MACS_peak_22884_lociStitched
ATG12	0	chr5	115176554	115178691	1_MACS_peak_23198_lociStitched
ATG13	0	chr11	46637838	46640085	1_MACS_peak_4564_lociStitched
ATG16L2	0	chr11	72523734	72527002	1_MACS_peak_5040_lociStitched
ATG9A	0	chr2	220142216	220145478	2_MACS_peak_16756_lociStitched
ATHL1	0	chr11	267518	270727	2_MACS_peak_4212_lociStitched
ATP11B	0	chr3	182510278	182513384	1_MACS_peak_20828_lociStitched
ATP11B	0	chr3	182399810	182402056	1_MACS_peak_20817_lociStitched
ATP1A3	0	chr19	42462043	42464057	1_MACS_peak_14140_lociStitched
ATP1A3	0	chr19	42447811	42450920	1_MACS_peak_14139_lociStitched
ATP1B2	0	chr17	7588449	7591186	1_MACS_peak_11348_lociStitched
ATP2C1	0	chr3	130611757	130614165	1_MACS_peak_20371_lociStitched
ATP5B	0	chr12	57076905	57083199	4_MACS_peak_6457_lociStitched
ATP5D	0	chr19	1247846	1253850	3_MACS_peak_13164_lociStitched
ATP5D	0	chr19	1258323	1262553	1_MACS_peak_13167_lociStitched
ATP5D	0	chr19	1268837	1270746	1_MACS_peak_13169_lociStitched
ATP5L	0	chr11	118305871	118309785	1_MACS_peak_5507_lociStitched
ATP5O	0	chr21	35319363	35322687	1_MACS_peak_17969_lociStitched
ATP6AP1	0	chrX	153625281	153628630	2_MACS_peak_30749_lociStitched
ATP6AP1	0	chrX	153606141	153608861	2_MACS_peak_30744_lociStitched
