GENE	TF	CHROM	START	STOP	ENHANCER_ID
AAMP	0	chr2	219080982	219096053	3_MACS_peak_12729_lociStitched
AAMP	0	chr2	219148197	219160465	3_MACS_peak_12738_lociStitched
AANAT	0	chr17	74487733	74498614	3_MACS_peak_9525_lociStitched
AARS2	0	chr6	44224049	44234662	2_MACS_peak_18983_lociStitched
ABCA7	0	chr19	1019910	1029456	3_MACS_peak_10074_lociStitched
ABCB6	0	chr2	220109377	220120195	3_MACS_peak_12759_lociStitched
ABCC8	0	chr11	17406540	17429719	4_MACS_peak_3358_lociStitched
ABCG4	0	chr11	118963434	118978722	4_MACS_peak_4385_lociStitched
ABHD12	0	chr20	25261651	25281016	5_MACS_peak_13094_lociStitched
ABHD4	0	chr14	23024307	23040094	6_MACS_peak_6077_lociStitched
ACADVL	0	chr17	7137083	7147167	4_MACS_peak_8637_lociStitched
ACAP1	0	chr17	7209654	7219461	4_MACS_peak_8643_lociStitched
ACAT1	0	chr11	108027585	108048014	8_MACS_peak_4248_lociStitched
ACO2	0	chr22	41839710	41844694	1_MACS_peak_14450_lociStitched
ADAM17	0	chr2	9683906	9697436	5_MACS_peak_11186_lociStitched
ADAM19	0	chr5	156952239	156982783	9_MACS_peak_18055_lociStitched
ADAM19	0	chr5	156904771	156915852	4_MACS_peak_18046_lociStitched
ADAM19	0	chr5	156923529	156937150	5_MACS_peak_18050_lociStitched
ADAM19	0	chr5	156997523	157012203	2_MACS_peak_18064_lociStitched
ADAMTSL4	0	chr1	150532148	150553223	4_MACS_peak_1354_lociStitched
ADAT3	0	chr19	1847592	1865568	4_MACS_peak_10114_lociStitched
ADAT3	0	chr19	1939923	1943888	1_MACS_peak_10122_lociStitched
ADM	0	chr11	10323677	10336825	4_MACS_peak_3306_lociStitched
ADM2	0	chr22	50963533	50983666	5_MACS_peak_14596_lociStitched
ADORA2A	0	chr22	24822766	24834170	5_MACS_peak_14109_lociStitched
ADRB2	0	chr5	148205183	148216752	2_MACS_peak_17938_lociStitched
ADRBK1	0	chr11	67032916	67047087	2_MACS_peak_3782_lociStitched
ADRBK1	0	chr11	67001186	67012060	3_MACS_peak_3779_lociStitched
AEN	0	chr15	89164398	89201676	7_MACS_peak_7614_lociStitched
AFF4	0	chr5	132297200	132300282	1_MACS_peak_17741_lociStitched
AGBL3	0	chr7	134670726	134683110	3_MACS_peak_20627_lociStitched
AGER	0	chr6	32152360	32164795	4_MACS_peak_18748_lociStitched
AGPAT1	0	chr6	32152360	32164795	4_MACS_peak_18748_lociStitched
AHNAK	0	chr11	62358112	62370163	3_MACS_peak_3605_lociStitched
AIM2	0	chr1	159035728	159048133	4_MACS_peak_1563_lociStitched
AIP	0	chr11	67194946	67213896	3_MACS_peak_3794_lociStitched
AIP	0	chr11	67272297	67277150	1_MACS_peak_3801_lociStitched
AK1	0	chr9	130661334	130681089	4_MACS_peak_22438_lociStitched
AKAP2	0	chr9	112883315	112925284	9_MACS_peak_22269_lociStitched
AKAP2	0	chr9	112861271	112874995	4_MACS_peak_22265_lociStitched
AKAP5	0	chr14	64967169	64974906	3_MACS_peak_6376_lociStitched
AKNA	0	chr9	117144850	117153151	2_MACS_peak_22315_lociStitched
AKT1S1	0	chr19	50369767	50381983	4_MACS_peak_11019_lociStitched
AKT1S1	0	chr19	50414141	50434271	4_MACS_peak_11024_lociStitched
ALDH16A1	0	chr19	49990105	50005603	2_MACS_peak_11004_lociStitched
ALDH1A3	0	chr15	101458459	101490334	9_MACS_peak_7712_lociStitched
ALDOA	0	chr16	30074423	30078782	1_MACS_peak_8124_lociStitched
ALG2	0	chr9	101983022	101986649	1_MACS_peak_22213_lociStitched
