GENE	TF	CHROM	START	STOP	ENHANCER_ID
A1BG	0	chr19	58891384	58906384	3_MACS_peak_15049_lociStitched
A1BG-AS1	0	chr19	58891384	58906384	3_MACS_peak_15049_lociStitched
AANAT	0	chr17	74475312	74503367	8_MACS_peak_12610_lociStitched
ABCA7	0	chr19	1019410	1030590	2_MACS_peak_13486_lociStitched
ABCA7	0	chr19	1066505	1078260	3_MACS_peak_13489_lociStitched
ABCB9	0	chr12	123408631	123423786	5_MACS_peak_7111_lociStitched
ABCG4	0	chr11	118963629	118979554	3_MACS_peak_5633_lociStitched
ABHD12	0	chr20	25261601	25282713	5_MACS_peak_17549_lociStitched
ABHD4	0	chr14	23018145	23039978	6_MACS_peak_7787_lociStitched
ACAP1	0	chr17	7209418	7212746	1_MACS_peak_11429_lociStitched
ACBD3	0	chr1	226308707	226316851	2_MACS_peak_2710_lociStitched
ACBD4	0	chr17	43237588	43240302	1_MACS_peak_12096_lociStitched
ACO2	0	chr22	41841853	41844823	1_MACS_peak_19081_lociStitched
ACOT8	0	chr20	44509593	44521879	3_MACS_peak_17884_lociStitched
ACTG1	0	chr17	79477511	79487491	2_MACS_peak_12783_lociStitched
ACTN4	0	chr19	39159616	39178092	6_MACS_peak_14433_lociStitched
ACTR3	0	chr2	114643378	114649458	1_MACS_peak_16304_lociStitched
ACTR3C	0	chr7	150063992	150068049	2_MACS_peak_26972_lociStitched
ADA	0	chr20	43269941	43282280	2_MACS_peak_17856_lociStitched
ADAM15	0	chr1	154970620	154977550	1_MACS_peak_1845_lociStitched
ADAM6	0	chr14	106385251	106395714	2_MACS_peak_8765_lociStitched
ADAMTS4	0	chr1	161142765	161164063	5_MACS_peak_2020_lociStitched
ADAMTS4	0	chr1	161121411	161137602	3_MACS_peak_2017_lociStitched
ADAMTSL4	0	chr1	150531364	150554334	2_MACS_peak_1716_lociStitched
ADAR	0	chr1	154598951	154602206	1_MACS_peak_1828_lociStitched
ADAT3	0	chr19	1847308	1865776	4_MACS_peak_13531_lociStitched
ADCY10	0	chr1	167904049	167907362	1_MACS_peak_2120_lociStitched
ADD1	0	chr4	2787564	2804165	3_MACS_peak_21121_lociStitched
ADM2	0	chr22	50962323	50983735	5_MACS_peak_19287_lociStitched
ADNP	0	chr20	49569354	49576253	2_MACS_peak_17990_lociStitched
ADNP	0	chr20	49545537	49549122	1_MACS_peak_17989_lociStitched
ADORA2A	0	chr22	24819486	24832411	1_MACS_peak_18721_lociStitched
ADRBK1	0	chr11	67054133	67057780	1_MACS_peak_5092_lociStitched
ADRM1	0	chr20	60876761	60881038	1_MACS_peak_18136_lociStitched
AES	0	chr19	3060862	3067092	2_MACS_peak_13608_lociStitched
AFMID	0	chr17	76116530	76140832	6_MACS_peak_12675_lociStitched
AGAP1	0	chr2	236401952	236412651	2_MACS_peak_17244_lociStitched
AGK	0	chr7	141250008	141263139	3_MACS_peak_26903_lociStitched
AGXT2L2	0	chr5	177657827	177669524	2_MACS_peak_23809_lociStitched
AHNAK2	0	chr14	105390488	105400656	2_MACS_peak_8721_lociStitched
AKAP2	0	chr9	112904204	112924279	4_MACS_peak_29297_lociStitched
AKAP5	0	chr14	64968957	64973937	1_MACS_peak_8159_lociStitched
AKAP8L	0	chr19	15574175	15581221	1_MACS_peak_14050_lociStitched
AKNA	0	chr9	117125602	117152689	8_MACS_peak_29354_lociStitched
AKT1S1	0	chr19	50423657	50434346	1_MACS_peak_14832_lociStitched
ALDH16A1	0	chr19	49953688	49978448	6_MACS_peak_14799_lociStitched
ALDH16A1	0	chr19	49989961	50005203	4_MACS_peak_14805_lociStitched
ALDOA	0	chr16	30074594	30078735	1_MACS_peak_10550_lociStitched
ALG12	0	chr22	50322741	50330996	2_MACS_peak_19256_lociStitched
ALG12	0	chr22	50352651	50364888	3_MACS_peak_19258_lociStitched
ALKBH4	0	chr7	102061387	102087260	3_MACS_peak_26602_lociStitched
ALOXE3	0	chr17	8053364	8067075	5_MACS_peak_11470_lociStitched
AMDHD2	0	chr16	2563042	2571577	2_MACS_peak_10045_lociStitched
AMH	0	chr19	2234895	2241036	2_MACS_peak_13555_lociStitched
AMH	0	chr19	2254750	2274058	6_MACS_peak_13557_lociStitched
AMPD1	0	chr1	115233002	115260030	7_MACS_peak_1482_lociStitched
AMZ2	0	chr17	66286043	66289301	1_MACS_peak_12464_lociStitched
ANAPC1	0	chr2	112455535	112465827	2_MACS_peak_16264_lociStitched
ANAPC11	0	chr17	79827254	79830685	1_MACS_peak_12798_lociStitched
ANKDD1A	0	chr15	65183641	65188651	1_MACS_peak_9367_lociStitched
ANKMY1	0	chr2	241498465	241509469	2_MACS_peak_17307_lociStitched
ANKMY1	0	chr2	241517659	241527211	2_MACS_peak_17309_lociStitched
ANKRD13D	0	chr11	67054133	67057780	1_MACS_peak_5092_lociStitched
ANKRD16	0	chr10	5930551	5949162	5_MACS_peak_3056_lociStitched
ANKRD28	0	chr3	15831447	15854089	8_MACS_peak_19469_lociStitched
ANKRD30BL	0	chr2	133022250	133032002	1_MACS_peak_16425_lociStitched
ANKRD34A	0	chr1	145434366	145441081	1_MACS_peak_1615_lociStitched
ANKRD34A	0	chr1	145448548	145457356	1_MACS_peak_1616_lociStitched
ANKRD36BP2	0	chr2	89130550	89169835	3_MACS_peak_16052_lociStitched
ANKRD46	0	chr8	101440811	101455846	4_MACS_peak_28023_lociStitched
ANKRD46	0	chr8	101500983	101513259	4_MACS_peak_28030_lociStitched
ANP32A	0	chr15	69109323	69114199	1_MACS_peak_9425_lociStitched
ANP32B	0	chr9	100744447	100748777	1_MACS_peak_29209_lociStitched
ANP32E	0	chr1	150206169	150209730	1_MACS_peak_1706_lociStitched
ANXA9	0	chr1	150945370	150952437	3_MACS_peak_1733_lociStitched
ANXA9	0	chr1	150967903	150982000	2_MACS_peak_1736_lociStitched
AP1M1	0	chr19	16244426	16261408	3_MACS_peak_14060_lociStitched
AP1M2	0	chr19	10675406	10683358	3_MACS_peak_13859_lociStitched
APC2	0	chr19	1400571	1413738	3_MACS_peak_13510_lociStitched
APH1A	0	chr1	150206169	150209730	1_MACS_peak_1706_lociStitched
APOA2	0	chr1	161142765	161164063	5_MACS_peak_2020_lociStitched
APOLD1	0	chr12	12867006	12880004	3_MACS_peak_6030_lociStitched
APRT	0	chr16	88846315	88857672	2_MACS_peak_11197_lociStitched
AQP10	0	chr1	154297037	154301992	1_MACS_peak_1819_lociStitched
AQP3	0	chr9	33445462	33459192	2_MACS_peak_28727_lociStitched
AQP7	0	chr9	33445462	33459192	2_MACS_peak_28727_lociStitched
ARF1	1	chr1	228268437	228272424	1_MACS_peak_2746_lociStitched
ARF6	0	chr14	50358288	50361388	1_MACS_peak_7993_lociStitched
ARFRP1	0	chr20	62357580	62372428	2_MACS_peak_18182_lociStitched
ARHGAP18	0	chr6	130001529	130013424	3_MACS_peak_25181_lociStitched
