GENE	TF	CHROM	START	STOP	ENHANCER_ID
A4GALT	0	chr22	43058103	43068072	4_MACS_peak_20830_lociStitched
AAK1	0	chr2	69870177	69876596	4_MACS_peak_17090_lociStitched
ABCA1	0	chr9	107751549	107756593	1_MACS_peak_31966_lociStitched
ABCD2	0	chr12	40009711	40016498	1_MACS_peak_6527_lociStitched
ABCF1	0	chr6	30581261	30586558	2_MACS_peak_26525_lociStitched
ABCG1	0	chr21	43651763	43660066	2_MACS_peak_20038_lociStitched
ABHD2	0	chr15	89654396	89661099	1_MACS_peak_10514_lociStitched
ABHD4	0	chr14	23016992	23040369	4_MACS_peak_8421_lociStitched
ACO2	0	chr22	41839818	41845186	1_MACS_peak_20778_lociStitched
ACTN4	0	chr19	39171666	39178582	1_MACS_peak_15496_lociStitched
ACTR3	0	chr2	114642473	114649810	2_MACS_peak_17691_lociStitched
ADA	0	chr20	43269969	43277351	1_MACS_peak_19413_lociStitched
ADAM12	0	chr10	128117698	128129925	4_MACS_peak_4521_lociStitched
ADAM15	0	chr1	154970991	154979439	2_MACS_peak_1910_lociStitched
ADAM22	0	chr7	87549123	87557909	2_MACS_peak_28899_lociStitched
ADAMTSL4	0	chr1	150532312	150553319	5_MACS_peak_1790_lociStitched
ADCY10	0	chr1	167904182	167907433	2_MACS_peak_2191_lociStitched
ADCY3	0	chr2	25093263	25097577	2_MACS_peak_16516_lociStitched
ADM	0	chr11	10323829	10332817	1_MACS_peak_4809_lociStitched
ADORA2A	0	chr22	24819849	24833170	3_MACS_peak_20408_lociStitched
ADORA2A	0	chr22	24794648	24800134	3_MACS_peak_20404_lociStitched
ADPGK	0	chr15	73074132	73079912	1_MACS_peak_10222_lociStitched
ADRBK1	0	chr11	67054019	67057648	2_MACS_peak_5491_lociStitched
AEN	0	chr15	89177278	89185160	1_MACS_peak_10501_lociStitched
AEN	0	chr15	89163721	89168779	2_MACS_peak_10499_lociStitched
AIFM1	0	chrX	129304541	129310942	3_MACS_peak_33484_lociStitched
AIM2	0	chr1	159044757	159048636	1_MACS_peak_2023_lociStitched
AK1	0	chr9	130672261	130680312	4_MACS_peak_32292_lociStitched
AKAP2	0	chr9	112908633	112916251	2_MACS_peak_32023_lociStitched
AKAP6	0	chr14	32669258	32676558	1_MACS_peak_8532_lociStitched
AKNA	0	chr9	117145368	117149792	1_MACS_peak_32114_lociStitched
AKT1S1	0	chr19	50396282	50405109	4_MACS_peak_15955_lociStitched
AKT1S1	0	chr19	50378787	50382385	1_MACS_peak_15952_lociStitched
AKT1S1	0	chr19	50430566	50433689	1_MACS_peak_15963_lociStitched
AKT3	0	chr1	243749657	243754631	1_MACS_peak_3147_lociStitched
ALAD	0	chr9	116171554	116174462	1_MACS_peak_32093_lociStitched
ALDH1A3	0	chr15	101458285	101464199	2_MACS_peak_10670_lociStitched
ALDH8A1	0	chr6	135190161	135195929	3_MACS_peak_27576_lociStitched
ALDOA	0	chr16	30074583	30078580	1_MACS_peak_11329_lociStitched
ALG3	0	chr3	183965716	183968497	1_MACS_peak_22673_lociStitched
ALKBH4	0	chr7	102064113	102068533	1_MACS_peak_29121_lociStitched
ALOX5	0	chr10	45913505	45918602	1_MACS_peak_3670_lociStitched
ALPK1	0	chr4	113205441	113211957	1_MACS_peak_23741_lociStitched
AMH	0	chr19	2254935	2262083	2_MACS_peak_14557_lociStitched
AMH	0	chr19	2268796	2271888	1_MACS_peak_14559_lociStitched
AMH	0	chr19	2235003	2238256	1_MACS_peak_14556_lociStitched
AMZ2	0	chr17	66229877	66236613	1_MACS_peak_13471_lociStitched
AMZ2	0	chr17	66286100	66290101	2_MACS_peak_13476_lociStitched
AMZ2P1	0	chr17	62979489	62986789	2_MACS_peak_13422_lociStitched
AMZ2P1	0	chr17	62969887	62973214	1_MACS_peak_13420_lociStitched
ANAPC1	0	chr2	112455512	112469360	5_MACS_peak_17640_lociStitched
ANAPC1	0	chr2	112586699	112593856	1_MACS_peak_17650_lociStitched
ANAPC11	0	chr17	79827870	79830878	1_MACS_peak_13787_lociStitched
ANAPC16	0	chr10	74018425	74024492	1_MACS_peak_3852_lociStitched
ANKDD1A	0	chr15	65182349	65190496	2_MACS_peak_10060_lociStitched
ANKDD1A	0	chr15	65173132	65177863	1_MACS_peak_10059_lociStitched
ANKRD12	0	chr18	9135168	9142537	4_MACS_peak_13928_lociStitched
ANKRD13D	0	chr11	67054019	67057648	2_MACS_peak_5491_lociStitched
ANKRD36BP2	0	chr2	89130798	89148463	6_MACS_peak_17351_lociStitched
ANKRD36BP2	0	chr2	89442053	89453914	3_MACS_peak_17360_lociStitched
ANKRD36BP2	0	chr2	89151470	89159140	1_MACS_peak_17358_lociStitched
ANKRD55	0	chr5	55436882	55441565	1_MACS_peak_24703_lociStitched
ANKZF1	0	chr2	220141864	220145816	1_MACS_peak_18596_lociStitched
ANP32A	0	chr15	69108306	69114622	1_MACS_peak_10146_lociStitched
ANP32B	0	chr9	100744482	100748248	1_MACS_peak_31908_lociStitched
ANP32E	0	chr1	150205696	150209713	1_MACS_peak_1779_lociStitched
AP4E1	0	chr15	51168705	51178365	2_MACS_peak_9853_lociStitched
AP4E1	0	chr15	51198632	51201757	1_MACS_peak_9855_lociStitched
APH1A	0	chr1	150205696	150209713	1_MACS_peak_1779_lociStitched
APOBEC3A	0	chr22	39348705	39352377	1_MACS_peak_20704_lociStitched
APOBEC3B	0	chr22	39348705	39352377	1_MACS_peak_20704_lociStitched
APOD	0	chr3	195263612	195273408	2_MACS_peak_22825_lociStitched
APOD	0	chr3	195356621	195363175	1_MACS_peak_22832_lociStitched
APOF	0	chr12	56726233	56734104	1_MACS_peak_6803_lociStitched
APOLD1	0	chr12	12866502	12880261	1_MACS_peak_6339_lociStitched
ARF6	0	chr14	50358414	50364186	2_MACS_peak_8643_lociStitched
ARHGAP10	0	chr4	148651324	148654531	1_MACS_peak_23990_lociStitched
ARHGAP4	0	chrX	153234608	153239636	3_MACS_peak_33645_lociStitched
ARHGAP4	0	chrX	153189400	153194807	2_MACS_peak_33640_lociStitched
ARHGAP8	0	chr22	45102713	45118009	4_MACS_peak_20870_lociStitched
ARHGAP9	0	chr12	57912755	57917759	2_MACS_peak_6845_lociStitched
ARHGDIA	0	chr17	79827870	79830878	1_MACS_peak_13787_lociStitched
ARHGEF18	0	chr19	7400938	7406719	3_MACS_peak_14743_lociStitched
ARHGEF2	0	chr1	155908015	155918872	3_MACS_peak_1947_lociStitched
ARHGEF2	0	chr1	155945560	155954592	1_MACS_peak_1950_lociStitched
ARID1A	0	chr1	27018615	27025644	1_MACS_peak_534_lociStitched
ARID1B	0	chr6	156711655	156719954	1_MACS_peak_27836_lociStitched
ARID2	0	chr12	46119655	46126442	3_MACS_peak_6560_lociStitched
ARID4B	0	chr1	235489803	235494476	2_MACS_peak_3101_lociStitched
ARIH1	0	chr15	72765259	72768382	1_MACS_peak_10216_lociStitched
ARL17A	0	chr17	44449246	44452583	2_MACS_peak_13075_lociStitched
ARL17B	0	chr17	44449246	44452583	2_MACS_peak_13075_lociStitched
ARPC5L	0	chr9	127629778	127636405	1_MACS_peak_32228_lociStitched
ARPM1	0	chr3	169489323	169492305	2_MACS_peak_22528_lociStitched
ARRDC3	0	chr5	90673649	90680806	3_MACS_peak_25038_lociStitched
ARSG	0	chr17	66229877	66236613	1_MACS_peak_13471_lociStitched
ARSG	0	chr17	66286100	66290101	2_MACS_peak_13476_lociStitched
ARTN	0	chr1	44296544	44303564	1_MACS_peak_889_lociStitched
ASAP3	0	chr1	23850345	23858845	1_MACS_peak_378_lociStitched
ASB2	0	chr14	94420668	94431137	3_MACS_peak_9233_lociStitched
ASB9P1	0	chr15	93344758	93355580	1_MACS_peak_10612_lociStitched
ASB9P1	0	chr15	93361055	93364619	1_MACS_peak_10613_lociStitched
ASCC1	0	chr10	74018425	74024492	1_MACS_peak_3852_lociStitched
ASH1L	0	chr1	155531046	155534221	1_MACS_peak_1938_lociStitched
ATAD1	0	chr10	89620814	89625643	1_MACS_peak_4032_lociStitched
ATAD2B	0	chr2	24148418	24151400	1_MACS_peak_16497_lociStitched
ATAT1	0	chr6	30581261	30586558	2_MACS_peak_26525_lociStitched
ATF3	1	chr1	212779354	212783464	1_MACS_peak_2733_lociStitched
