GENE	TF	ENHANCER_LIST
AARS2	0	3_MACS_peak_16755_lociStitched
ABCA2	0	5_MACS_peak_19884_lociStitched
ABCA7	0	4_MACS_peak_9351_lociStitched
ABCB8	0	2_MACS_peak_18286_lociStitched
ABCF1	0	2_MACS_peak_16493_lociStitched
ABCG4	0	4_MACS_peak_3871_lociStitched
ABHD15	0	2_MACS_peak_8135_lociStitched,3_MACS_peak_8132_lociStitched
ABT1	0	4_MACS_peak_16414_lociStitched
ACAA2	0	1_MACS_peak_9179_lociStitched
ACADVL	0	4_MACS_peak_7903_lociStitched
ACBD4	0	1_MACS_peak_8439_lociStitched
ACCN3	0	2_MACS_peak_18286_lociStitched
ACO2	0	1_MACS_peak_13308_lociStitched
ACRC	0	1_MACS_peak_20271_lociStitched
ACTG1	0	1_MACS_peak_8891_lociStitched
ACTR3C	0	4_MACS_peak_18268_lociStitched
ADAM15	0	2_MACS_peak_1331_lociStitched
ADAMTS4	0	2_MACS_peak_1435_lociStitched
ADAMTSL4	0	3_MACS_peak_1233_lociStitched
ADM	0	5_MACS_peak_3017_lociStitched
ADM2	0	5_MACS_peak_13421_lociStitched
ADRB2	0	1_MACS_peak_15953_lociStitched
ADRBK1	0	3_MACS_peak_3483_lociStitched
AFF1	0	2_MACS_peak_14916_lociStitched
AGAP2	0	7_MACS_peak_4520_lociStitched
AGAP3	0	2_MACS_peak_18286_lociStitched
AGER	0	2_MACS_peak_16552_lociStitched
AGPAT1	0	2_MACS_peak_16552_lociStitched
AHNAK	0	7_MACS_peak_3288_lociStitched,3_MACS_peak_3295_lociStitched
AIF1	0	4_MACS_peak_16527_lociStitched
AIFM1	0	2_MACS_peak_20451_lociStitched
AK1	0	5_MACS_peak_19692_lociStitched
AKNA	0	2_MACS_peak_19591_lociStitched
ALDH16A1	0	3_MACS_peak_10451_lociStitched
ALDH1A3	0	1_MACS_peak_6899_lociStitched
ALKBH4	0	3_MACS_peak_17952_lociStitched
ALPK1	0	4_MACS_peak_15028_lociStitched
AMDHD2	0	2_MACS_peak_7001_lociStitched
AMN	0	2_MACS_peak_6048_lociStitched
ANAPC16	0	3_MACS_peak_2434_lociStitched
ANKDD1A	0	1_MACS_peak_6533_lociStitched
ANKRD12	0	2_MACS_peak_9006_lociStitched
ANKRD13B	0	2_MACS_peak_8135_lociStitched,3_MACS_peak_8132_lociStitched
ANKRD13D	0	3_MACS_peak_3483_lociStitched
ANKRD16	0	3_MACS_peak_2081_lociStitched
ANKRD28	0	5_MACS_peak_13532_lociStitched
ANKRD42	0	1_MACS_peak_3679_lociStitched
ANP32A	0	1_MACS_peak_6597_lociStitched
ANP32B	0	1_MACS_peak_19495_lociStitched
ANP32E	0	1_MACS_peak_1225_lociStitched
ANXA11	0	1_MACS_peak_2500_lociStitched
ANXA9	0	1_MACS_peak_1244_lociStitched
AP1AR	0	4_MACS_peak_15028_lociStitched
AP4M1	0	2_MACS_peak_17892_lociStitched
APH1A	0	1_MACS_peak_1225_lociStitched
APOA2	0	2_MACS_peak_1435_lociStitched
APOBEC3A	0	5_MACS_peak_13237_lociStitched
APOBEC3B	0	5_MACS_peak_13237_lociStitched
APOBEC3C	0	2_MACS_peak_13245_lociStitched,5_MACS_peak_13237_lociStitched
APOBEC3D	0	2_MACS_peak_13245_lociStitched,5_MACS_peak_13237_lociStitched
APOBEC3F	0	2_MACS_peak_13245_lociStitched,5_MACS_peak_13237_lociStitched
APOBEC3G	0	2_MACS_peak_13245_lociStitched
APOBEC3H	0	2_MACS_peak_13245_lociStitched
APOD	0	3_MACS_peak_14537_lociStitched
APOLD1	0	1_MACS_peak_4133_lociStitched
APOM	0	4_MACS_peak_16527_lociStitched
APRT	0	2_MACS_peak_7747_lociStitched
AQP3	0	3_MACS_peak_19183_lociStitched
AQP7	0	3_MACS_peak_19183_lociStitched
ARFRP1	0	2_MACS_peak_12602_lociStitched
ARHGAP11A	0	3_MACS_peak_6224_lociStitched,1_MACS_peak_6227_lociStitched
ARHGAP11B	0	1_MACS_peak_6202_lociStitched
ARHGAP39	0	4_MACS_peak_19050_lociStitched
ARHGAP4	0	3_MACS_peak_20560_lociStitched,3_MACS_peak_20556_lociStitched
ARHGAP42	0	1_MACS_peak_3740_lociStitched,2_MACS_peak_3738_lociStitched
ARHGAP9	0	1_MACS_peak_4509_lociStitched,2_MACS_peak_4512_lociStitched
ARHGDIB	0	2_MACS_peak_4152_lociStitched
ARHGEF12	0	1_MACS_peak_3887_lociStitched
ARID1A	0	2_MACS_peak_397_lociStitched
ARID1B	0	1_MACS_peak_17263_lociStitched
ARID2	0	1_MACS_peak_4293_lociStitched
ARID3A	1	3_MACS_peak_9346_lociStitched
ARL6IP5	0	2_MACS_peak_13934_lociStitched
ARMC2	0	6_MACS_peak_17000_lociStitched
ARPC5L	0	2_MACS_peak_19651_lociStitched
ASB16	0	1_MACS_peak_8418_lociStitched
ASB9P1	0	3_MACS_peak_6874_lociStitched
ASCC1	0	3_MACS_peak_2434_lociStitched
ASF1A	0	1_MACS_peak_17080_lociStitched
ASNA1	0	7_MACS_peak_9736_lociStitched
ATAD1	0	1_MACS_peak_2521_lociStitched
ATAT1	0	2_MACS_peak_16493_lociStitched
ATF4	1	4_MACS_peak_13273_lociStitched
ATF6	1	4_MACS_peak_1458_lociStitched
ATG16L2	0	2_MACS_peak_3572_lociStitched
ATHL1	0	1_MACS_peak_2892_lociStitched,5_MACS_peak_2894_lociStitched
ATM	0	1_MACS_peak_3777_lociStitched
