GENE	CHROM	START	STOP	ENHANCER_ID
ARID5A	chr2	97201387	97205663	1_MACS_peak_15731_lociStitched
BCLAF1	chr6	136609193	136612517	1_MACS_peak_25130_lociStitched
BRCA1	chr17	41320761	41324433	1_MACS_peak_11546_lociStitched
E2F2	chr1	23850277	23858650	2_MACS_peak_407_lociStitched
E2F3	chr6	20401096	20405004	2_MACS_peak_23887_lociStitched
FEZF1	chr7	121943608	121951486	2_MACS_peak_26527_lociStitched
FLI1	chr11	128562293	128566437	1_MACS_peak_5400_lociStitched
FLI1	chr11	128586399	128592528	2_MACS_peak_5401_lociStitched
FLI1	chr11	128593808	128598057	2_MACS_peak_5403_lociStitched
FOSL1	chr11	65623901	65629747	2_MACS_peak_4714_lociStitched
HBP1	chr7	106807748	106810918	2_MACS_peak_26431_lociStitched
IKZF1	chr7	50343688	50352293	1_MACS_peak_25899_lociStitched
IRF2	chr4	185392260	185396859	5_MACS_peak_21806_lociStitched
IRF5	chr7	128577120	128582455	1_MACS_peak_26589_lociStitched
JUNB	chr19	12898878	12905676	1_MACS_peak_13474_lociStitched
JUND	chr19	18389798	18393921	4_MACS_peak_13709_lociStitched
KLF13	chr15	31554801	31560855	1_MACS_peak_8589_lociStitched
KLF2	chr19	16475231	16484831	2_MACS_peak_13609_lociStitched
KLF2	chr19	16434523	16439553	3_MACS_peak_13601_lociStitched
KLF6	chr10	3824264	3828462	2_MACS_peak_2947_lociStitched
LHX8	chr1	75596950	75603363	3_MACS_peak_1204_lociStitched
MAZ	chr16	29815792	29820393	3_MACS_peak_10047_lociStitched
MEF2D	chr1	156456617	156472859	5_MACS_peak_1976_lociStitched
MYBL2	chr20	42306956	42312359	3_MACS_peak_17481_lociStitched
MYC	chr8	128746393	128751344	2_MACS_peak_27917_lociStitched
MYC	chr14	106143465	106175689	5_MACS_peak_8500_lociStitched
NFIL3	chr9	94182533	94187935	2_MACS_peak_28754_lociStitched
NR3C1	chr5	142778241	142785696	4_MACS_peak_23105_lociStitched
PBX2	chr6	32156700	32161305	1_MACS_peak_24188_lociStitched
PBX4	chr19	19771431	19775312	1_MACS_peak_13780_lociStitched
POU2F1	chr1	167188125	167192331	2_MACS_peak_2125_lociStitched
RARG	chr12	53590801	53603523	6_MACS_peak_6061_lociStitched
RFX3	chr9	3524702	3528033	1_MACS_peak_28191_lociStitched
RUNX1	chr21	36255942	36262531	5_MACS_peak_17994_lociStitched
SP3	chr2	174827114	174831248	3_MACS_peak_16355_lociStitched
TBX6	chr16	30074842	30078911	1_MACS_peak_10061_lociStitched
TCF3	chr19	1647822	1653915	3_MACS_peak_13028_lociStitched
TCF4	chr18	52983757	52992171	6_MACS_peak_12827_lociStitched
TFAP4	chr16	4320694	4324439	1_MACS_peak_9741_lociStitched
VSX1	chr20	25033008	25039762	2_MACS_peak_17212_lociStitched
ZBTB38	chr3	141116052	141133771	3_MACS_peak_20090_lociStitched
ZBTB38	chr3	141094036	141111319	4_MACS_peak_20086_lociStitched
ZBTB38	chr3	141085288	141093009	6_MACS_peak_20080_lociStitched
ZBTB7B	chr1	154922618	154929535	2_MACS_peak_1883_lociStitched
ZFP62	chr5	180256768	180260233	2_MACS_peak_23576_lociStitched
ZFP91	chr11	58341194	58347597	4_MACS_peak_4468_lociStitched
ZNF217	chr20	52203621	52213621	3_MACS_peak_17659_lociStitched
ZNF267	chr16	31885037	31890134	2_MACS_peak_10150_lociStitched
ZNF280B	chr22	22758409	22764788	2_MACS_peak_18304_lociStitched
ZNF655	chr7	99155026	99157529	1_MACS_peak_26261_lociStitched
ZNF689	chr16	30668053	30672876	3_MACS_peak_10108_lociStitched
ZNF740	chr12	53590801	53603523	6_MACS_peak_6061_lociStitched
ZNF775	chr7	150101361	150105225	1_MACS_peak_26817_lociStitched
ZNF775	chr7	150064020	150067569	1_MACS_peak_26810_lociStitched
