GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228269708	228271624	1_MACS_peak_1595_lociStitched
BACH1	chr21	30670840	30673191	1_MACS_peak_10354_lociStitched
BCL6B	chr17	6915354	6918926	1_MACS_peak_6440_lociStitched
BCLAF1	chr6	136609408	136612097	1_MACS_peak_14311_lociStitched
BHLHE41	chr12	26274155	26279845	3_MACS_peak_3466_lociStitched
BRCA1	chr17	41321395	41323930	1_MACS_peak_6845_lociStitched
CAMTA2	chr17	4850581	4853938	3_MACS_peak_6418_lociStitched
CEBPB	chr20	48806877	48809726	2_MACS_peak_10207_lociStitched
CEBPG	chr19	33863211	33865699	2_MACS_peak_8158_lociStitched
CHD2	chr15	93424577	93428308	1_MACS_peak_5718_lociStitched
CHD2	chr15	93443188	93448637	2_MACS_peak_5719_lociStitched
CREB1	chr2	208393599	208395835	1_MACS_peak_9688_lociStitched
CREM	chr10	35415597	35417236	1_MACS_peak_1906_lociStitched
ELF2	chr4	140097386	140099872	2_MACS_peak_12438_lociStitched
ERF	chr19	42771768	42775003	1_MACS_peak_8322_lociStitched
ESRRA	chr11	64051430	64053642	1_MACS_peak_2786_lociStitched
ESRRA	chr11	64071512	64073913	2_MACS_peak_2787_lociStitched
ESRRA	chr11	64036399	64039400	1_MACS_peak_2785_lociStitched
ESRRA	chr11	64084394	64086355	1_MACS_peak_2789_lociStitched
FIZ1	chr19	56146105	56147556	1_MACS_peak_8544_lociStitched
FOS	chr14	75743415	75746376	1_MACS_peak_4852_lociStitched
FOS	chr14	75724965	75727057	1_MACS_peak_4851_lociStitched
FOSB	chr19	45970325	45973080	1_MACS_peak_8371_lociStitched
FOSB	chr19	45953354	45955071	1_MACS_peak_8370_lociStitched
FOXN3	chr14	90082514	90086085	1_MACS_peak_4906_lociStitched
FOXO3	chr6	108878506	108883160	3_MACS_peak_14197_lociStitched
FOXP2	chr7	113724516	113727889	1_MACS_peak_15120_lociStitched
HAP1	chr17	39844382	39846415	2_MACS_peak_6802_lociStitched
HBP1	chr7	106807915	106810796	4_MACS_peak_15099_lociStitched
HIVEP2	chr6	143265052	143269432	1_MACS_peak_14346_lociStitched
IRF1	chr5	131822663	131827758	1_MACS_peak_13111_lociStitched
IRF1	chr5	131830305	131833667	1_MACS_peak_13112_lociStitched
IRF2	chr4	185393400	185396919	1_MACS_peak_12580_lociStitched
IRF3	chr19	50179168	50182247	2_MACS_peak_8477_lociStitched
ISL2	chr15	76627538	76634414	3_MACS_peak_5560_lociStitched
JUN	chr1	59247727	59251185	1_MACS_peak_630_lociStitched
JUNB	chr19	12899306	12905318	1_MACS_peak_7949_lociStitched
JUND	chr19	18390141	18393628	2_MACS_peak_8089_lociStitched
KLF10	chr8	103665702	103669475	1_MACS_peak_15757_lociStitched
KLF13	chr15	31616032	31622067	3_MACS_peak_5172_lociStitched
KLF13	chr15	31555107	31559314	3_MACS_peak_5169_lociStitched
KLF2	chr19	16434655	16439935	4_MACS_peak_8031_lociStitched
KLF6	chr10	3824429	3828603	2_MACS_peak_1722_lociStitched
KLF7	chr2	208029746	208031887	1_MACS_peak_9685_lociStitched
LHX6	chr9	125026361	125028219	1_MACS_peak_16409_lociStitched
MEF2A	chr15	100105261	100107566	1_MACS_peak_5729_lociStitched
MNT	chr17	2302869	2305859	1_MACS_peak_6375_lociStitched
