ENHANCER_ID	CHROM	START	STOP	GENE_LIST
4_MACS_peak_14735_lociStitched	chr22	23261486	23302894	IGLL5
4_MACS_peak_1408_lociStitched	chr1	149800426	149836503	HIST2H2BC,FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB,HIST2H4B,HIST2H2AA4,HIST2H3A
2_MACS_peak_18827_lociStitched	chr6	288919	309558	DUSP22
1_MACS_peak_2349_lociStitched	chr1	234733395	234751394	IRF2BP2,NCRNA00184
1_MACS_peak_23469_lociStitched	chr9	140060422	140070654	LRRC26,SSNA1,NDOR1,C9ORF169,TPRN,TMEM203,RNF208,GRIN1,MIR3621,ANAPC2
1_MACS_peak_4003_lociStitched	chr11	65183463	65198852	NEAT1,FRMD8,MIR612,SLC25A45
3_MACS_peak_4010_lociStitched	chr11	65253775	65278842	MALAT1,MIR612,SCYL1,LTBP3
6_MACS_peak_11914_lociStitched	chr19	54871003	54903503	LAIR1,TTYH1,LILRA5,LILRA4
1_MACS_peak_1539_lociStitched	chr1	154969609	154980183	ZBTB7B,CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2
4_MACS_peak_1614_lociStitched	chr1	156450697	156479761	MEF2D
3_MACS_peak_9727_lociStitched	chr17	56405229	56430707	MIR142,MPO,BZRAP1,SUPT4H1
4_MACS_peak_17890_lociStitched	chr5	55436898	55473599	ANKRD55
4_MACS_peak_14580_lociStitched	chr21	45552512	45581301	C21ORF33,PWP2
3_MACS_peak_1694_lociStitched	chr1	161409424	161442633	FCGR2A
2_MACS_peak_13045_lociStitched	chr2	134874950	134902031	MIR3679
1_MACS_peak_18917_lociStitched	chr6	7897638	7921802	TXNDC5,MUTED-TXNDC5
4_MACS_peak_9105_lociStitched	chr17	17721198	17744613	SREBF1,SMCR5,MIR33B
6_MACS_peak_3948_lociStitched	chr11	63992621	64020360	FKBP2,STIP1,FERMT3,GPR137,KCNK4,C11ORF20,BAD,NUDT22,DNAJC4,VEGFB,PLCB3,TRPT1,PPP1R14B
2_MACS_peak_1584_lociStitched	chr1	155938911	155952332	ARHGEF2,RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2
7_MACS_peak_10009_lociStitched	chr17	76117418	76152295	TMC6,SYNGR2,AFMID,TK1,TMC8,C17ORF99
3_MACS_peak_2049_lociStitched	chr1	206727710	206750834	RASSF5,LGTN
9_MACS_peak_10668_lociStitched	chr19	1237471	1277560	MIDN,STK11,EFNA2,ATP5D,CIRBP,C19ORF24,C19ORF26,C19ORF23
2_MACS_peak_11493_lociStitched	chr19	39887772	39903914	ZFP36,SUPT5H,PAF1,RPS16,MED29,PLEKHG2
4_MACS_peak_15266_lociStitched	chr22	50962551	50983750	ODF3B,ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22ORF41,CPT1B,CHKB,NCAPH2,SCO2,TYMP
13_MACS_peak_19101_lociStitched	chr6	26155260	26208219	HIST1H2BE,HIST1H2AC,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1T,HIST1H2BC,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H1E,HIST1H2BD,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD
2_MACS_peak_21459_lociStitched	chr7	150062799	150084022	ZNF775,LRRC61,C7ORF29,LOC728743,LOC285972,ACTR3C,RARRES2,REPIN1
1_MACS_peak_18829_lociStitched	chr6	314834	334446	DUSP22
6_MACS_peak_22185_lociStitched	chr8	115522456	115567364	
3_MACS_peak_6668_lociStitched	chr14	77486852	77512274	C14ORF4
10_MACS_peak_20524_lociStitched	chr7	30323435	30371307	MIR550B1,DKFZP586I1420,ZNRF2,MIR550A1
2_MACS_peak_16439_lociStitched	chr3	176908510	176921446	TBL1XR1
1_MACS_peak_489_lociStitched	chr1	27018385	27031330	ARID1A
2_MACS_peak_12355_lociStitched	chr2	43439724	43456791	ZFP36L2,LOC100129726
6_MACS_peak_23858_lociStitched	chrX	48768094	48806065	PIM2,PQBP1,TIMM17B,KCND1,SLC35A2,OTUD5
2_MACS_peak_6179_lociStitched	chr13	114556684	114568593	GAS6,FLJ44054
7_MACS_peak_6939_lociStitched	chr14	106023698	106057526	TMEM121
6_MACS_peak_21144_lociStitched	chr7	102062618	102092598	ORAI2,LRWD1,ALKBH4,POLR2J,PRKRIP1
3_MACS_peak_23218_lociStitched	chr9	130531826	130549740	SH2D3C,FPGS,TOR2A,CDK9,MIR2861
2_MACS_peak_23169_lociStitched	chr9	127621761	127637205	ARPC5L,WDR38,RPL35
5_MACS_peak_3969_lociStitched	chr11	64611372	64638276	CDC42BPG,MAP4K2,MEN1,MIR192,MIR194-2,ATG2A,EHD1
1_MACS_peak_9540_lociStitched	chr17	43298158	43308629	FMNL1,LOC100133991,C17ORF46
4_MACS_peak_3892_lociStitched	chr11	62305396	62327475	AHNAK,TUT1,MTA2,EEF1G
2_MACS_peak_21430_lociStitched	chr7	148394440	148425226	CUL1
1_MACS_peak_1431_lociStitched	chr1	150532083	150541898	MIR4257,MCL1,ADAMTSL4
1_MACS_peak_17806_lociStitched	chr5	39072621	39079258	RICTOR
4_MACS_peak_16444_lociStitched	chr3	177062501	177081036	TBL1XR1
7_MACS_peak_8517_lociStitched	chr16	67191398	67218500	NOL3,C16ORF70,E2F4,ELMO3,TMEM208,B3GNT9,MIR328,LRRC29,FBXL8,HSF4,TRADD,KIAA0895L,EXOC3L
2_MACS_peak_23738_lociStitched	chrX	39953157	39969639	BCOR
3_MACS_peak_5640_lociStitched	chr12	122231613	122250603	LOC338799,RHOF,HPD,SETD1B
2_MACS_peak_1624_lociStitched	chr1	156709660	156723304	HDGF,C1ORF66,PRCC,CRABP2,ISG20L2,MRPL24
3_MACS_peak_12799_lociStitched	chr2	97186287	97205989	ARID5A,NEURL3
4_MACS_peak_12146_lociStitched	chr2	20405087	20426347	SDC1
4_MACS_peak_8271_lociStitched	chr16	29815432	29837266	C16ORF53,ZG16,LOC440356,CDIPT,KIF22,MAZ,PRRT2,MVP
3_MACS_peak_18314_lociStitched	chr5	131744803	131767292	C5ORF56,SLC22A5,MIR3936
7_MACS_peak_6947_lociStitched	chr14	106144136	106173168	TMEM121
2_MACS_peak_17829_lociStitched	chr5	43007218	43021862	LOC648987,LOC153684,C5ORF39,LOC100132356
3_MACS_peak_1509_lociStitched	chr1	154370186	154394401	IL6R
3_MACS_peak_23381_lociStitched	chr9	137281762	137300696	RXRA
7_MACS_peak_7063_lociStitched	chr15	31615688	31647230	KLF13
3_MACS_peak_17937_lociStitched	chr5	60612816	60632694	ZSWIM6
1_MACS_peak_9597_lociStitched	chr17	46123831	46136641	NFE2L1,SNX11,MIR152,COPZ2,CBX1
4_MACS_peak_11966_lociStitched	chr19	56145740	56170499	CCDC106,ZNF524,ZNF865,EPN1,FIZ1,ZNF784,ZNF580,ZNF581,U2AF2
3_MACS_peak_15601_lociStitched	chr3	46389530	46414235	CCR2,CCRL2,CCR5
4_MACS_peak_2900_lociStitched	chr10	74075247	74097307	DNAJB12,DDIT4
1_MACS_peak_4018_lociStitched	chr11	65335473	65345785	FAM89B,SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11,SSSCA1,EHBP1L1
5_MACS_peak_16259_lociStitched	chr3	141085002	141110871	ZBTB38
3_MACS_peak_1742_lociStitched	chr1	167507551	167526049	CREG1,CD247
1_MACS_peak_13367_lociStitched	chr2	201979411	201995057	CFLAR,NDUFB3,FAM126B
8_MACS_peak_9800_lociStitched	chr17	62149806	62187294	ERN1,SNORD104,SNORA76
5_MACS_peak_9402_lociStitched	chr17	38462925	38487392	RARA,CDC6,GJD3
4_MACS_peak_2039_lociStitched	chr1	206282323	206310606	C1ORF186,CTSE
2_MACS_peak_19689_lociStitched	chr6	74224957	74234531	EEF1A1
3_MACS_peak_23330_lociStitched	chr9	134597764	134616059	RAPGEF1
12_MACS_peak_17694_lociStitched	chr5	14199538	14253841	TRIO
4_MACS_peak_24_lociStitched	chr1	1071300	1085997	MIR200B,MIR200A,MIR429,TTLL10,C1ORF159
6_MACS_peak_23315_lociStitched	chr9	134127325	134154522	FAM78A,PPAPDC3
2_MACS_peak_4778_lociStitched	chr12	12866216	12880263	CDKN1B,MIR613,GPR19,APOLD1
2_MACS_peak_4958_lociStitched	chr12	48200846	48215038	HDAC7,SLC48A1,RAPGEF3
2_MACS_peak_16632_lociStitched	chr3	196358035	196371276	LRRC33
8_MACS_peak_11055_lociStitched	chr19	12885820	12918289	JUNB,ASNA1,BEST2,MAST1,C19ORF43,RTBDN,RNASEH2A,HOOK2,PRDX2
8_MACS_peak_20738_lociStitched	chr7	55612960	55642559	VOPP1
5_MACS_peak_10644_lociStitched	chr19	908741	927779	KISS1R,CFD,MED16,ARID3A,C19ORF22
3_MACS_peak_10701_lociStitched	chr19	1847348	1865605	KLF16,LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1,REXO1
7_MACS_peak_9287_lociStitched	chr17	32690988	32720590	CCL1,CCL8,CCL13
