ENHANCER_ID	CHROM	START	STOP	GENE_LIST
9_MACS_peak_23199_lociStitched	chr3	141078882	141164546	ZBTB38,RASA2
1_MACS_peak_27479_lociStitched	chr6	7878325	7921702	TXNDC5,BMP6,MUTED-TXNDC5
4_MACS_peak_2081_lociStitched	chr1	156441145	156480251	MEF2D,C1ORF61
5_MACS_peak_2246_lociStitched	chr1	162529903	162584181	UAP1,DDR2
5_MACS_peak_18062_lociStitched	chr2	99053010	99135819	INPP4A
1_MACS_peak_17987_lociStitched	chr2	89129615	89171449	ANKRD36BP2
3_MACS_peak_22657_lociStitched	chr3	98448030	98511346	ST3GAL6
8_MACS_peak_28200_lociStitched	chr6	45381213	45445766	RUNX2,SUPT3H
8_MACS_peak_14172_lociStitched	chr17	62133099	62210706	ERN1,SNORD104,SNORA76,ICAM2
7_MACS_peak_2010_lociStitched	chr1	154907463	154957603	PYGO2,LENEP,ZBTB7B,DCST1,DCST2,CKS1B,MIR4258,FLAD1,PMVK,PBXIP1,SHC1
1_MACS_peak_2091_lociStitched	chr1	156624248	156648750	NES,HAPLN2,BCAN,C1ORF66,CRABP2,ISG20L2
2_MACS_peak_1883_lociStitched	chr1	150531292	150554189	MCL1,MIR4257,ENSA,ADAMTSL4
6_MACS_peak_2198_lociStitched	chr1	161122617	161164068	B4GALT3,NIT1,NDUFS2,FCER1G,TOMM40L,PFDN2,DEDD,APOA2,NR1I3,UFC1,USP21,PPOX,ADAMTS4
9_MACS_peak_2751_lociStitched	chr1	203236322	203298469	LOC730227,CHIT1,FMOD,BTG2
3_MACS_peak_1860_lociStitched	chr1	149801037	149835801	HIST2H2BC,FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB,HIST2H4B,HIST2H2AA4,HIST2H3A
5_MACS_peak_1679_lociStitched	chr1	118147672	118218918	FAM46C
5_MACS_peak_27371_lociStitched	chr6	290981	337956	DUSP22
