GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228268823	228279489	2_MACS_peak_3186_lociStitched
ARF4	chr3	57577688	57585664	2_MACS_peak_22266_lociStitched
ARID3B	chr15	74832424	74839681	2_MACS_peak_10450_lociStitched
ARID5A	chr2	97192745	97205334	3_MACS_peak_17337_lociStitched
ATF4	chr22	39903934	39919330	4_MACS_peak_21128_lociStitched
ATF4	chr22	39850165	39873263	8_MACS_peak_21118_lociStitched
ATF5	chr19	50378363	50381999	1_MACS_peak_15662_lociStitched
BACH1	chr21	30667453	30680711	5_MACS_peak_20270_lociStitched
BCL11A	chr2	60756661	60783409	6_MACS_peak_16766_lociStitched
BCL6B	chr17	6915012	6927211	3_MACS_peak_12376_lociStitched
BCLAF1	chr6	136605710	136612612	2_MACS_peak_29094_lociStitched
BHLHE40	chr3	5015119	5029409	6_MACS_peak_21416_lociStitched
BHLHE41	chr12	26266173	26280478	2_MACS_peak_6544_lociStitched
BHLHE41	chr12	26306045	26320793	5_MACS_peak_6546_lociStitched
BRCA1	chr17	41321281	41324591	1_MACS_peak_12984_lociStitched
CAD	chr2	27374686	27393590	10_MACS_peak_16182_lociStitched
CAD	chr2	27434030	27441189	2_MACS_peak_16197_lociStitched
CAMTA2	chr17	4842526	4854434	2_MACS_peak_12347_lociStitched
CHD2	chr15	93439304	93452118	2_MACS_peak_10855_lociStitched
CHD2	chr15	93424779	93429763	1_MACS_peak_10854_lociStitched
CREB1	chr2	208388769	208396858	2_MACS_peak_18873_lociStitched
CREB3L2	chr7	137660101	137688051	7_MACS_peak_30952_lociStitched
CREB3L4	chr1	153929066	153941225	4_MACS_peak_1953_lociStitched
DDIT3	chr12	57911830	57917679	2_MACS_peak_7062_lociStitched
DMRT2	chr9	1095549	1103904	2_MACS_peak_32610_lociStitched
ELF1	chr13	41547434	41560950	5_MACS_peak_8257_lociStitched
ELF2	chr4	140096884	140100097	1_MACS_peak_25088_lociStitched
ERF	chr19	42771903	42776000	2_MACS_peak_15422_lociStitched
ESRRA	chr11	64051009	64053923	1_MACS_peak_5297_lociStitched
FLI1	chr11	128585588	128611892	11_MACS_peak_6140_lociStitched
FLI1	chr11	128562416	128575520	5_MACS_peak_6135_lociStitched
FOXO3	chr6	108895545	108921337	8_MACS_peak_28767_lociStitched
FOXO3	chr6	108878014	108888658	3_MACS_peak_28764_lociStitched
FOXO3	chr6	108939121	108965175	13_MACS_peak_28779_lociStitched
FOXO3	chr6	108988100	108999854	3_MACS_peak_28797_lociStitched
GZF1	chr20	23337302	23347664	3_MACS_peak_19464_lociStitched
HBP1	chr7	106807606	106811399	1_MACS_peak_30668_lociStitched
HES5	chr1	2465724	2482084	4_MACS_peak_81_lociStitched
HES7	chr17	8053620	8068179	5_MACS_peak_12428_lociStitched
HIVEP2	chr6	143264219	143269664	1_MACS_peak_29227_lociStitched
IKZF1	chr7	50343716	50361953	3_MACS_peak_30056_lociStitched
IKZF3	chr17	38016515	38024605	2_MACS_peak_12868_lociStitched
IRF1	chr5	131821542	131834192	8_MACS_peak_26661_lociStitched
IRF2	chr4	185390994	185403243	3_MACS_peak_25452_lociStitched
IRF2	chr4	185359064	185380191	8_MACS_peak_25444_lociStitched
IRF2	chr4	185451617	185460922	2_MACS_peak_25463_lociStitched
IRF4	chr6	389184	403840	4_MACS_peak_27360_lociStitched
JUNB	chr19	12885872	12907571	6_MACS_peak_14829_lociStitched
KLF1	chr19	13043542	13057967	6_MACS_peak_14843_lociStitched
KLF13	chr15	31630843	31660627	8_MACS_peak_9626_lociStitched
KLF13	chr15	31516677	31531870	5_MACS_peak_9615_lociStitched
KLF13	chr15	31616555	31622029	1_MACS_peak_9625_lociStitched
KLF2	chr19	16434605	16440717	1_MACS_peak_14958_lociStitched
KLF2	chr19	16471705	16485574	8_MACS_peak_14963_lociStitched
KLF3	chr4	38664548	38678951	3_MACS_peak_24410_lociStitched
KLF6	chr10	3823928	3828763	1_MACS_peak_3407_lociStitched
KLF7	chr2	208028232	208032466	1_MACS_peak_18864_lociStitched
KLF9	chr9	73026058	73036979	2_MACS_peak_33192_lociStitched
LBX2	chr2	74682043	74686725	2_MACS_peak_17137_lociStitched
MAZ	chr16	29815704	29837072	6_MACS_peak_11570_lociStitched
MEF2A	chr15	100104433	100112371	2_MACS_peak_10923_lociStitched
MEF2C	chr5	88171021	88186627	2_MACS_peak_26210_lociStitched
MEF2C	chr5	88113129	88132880	5_MACS_peak_26205_lociStitched
MEF2D	chr1	156449219	156479635	6_MACS_peak_2093_lociStitched
MEIS2	chr15	37319963	37341390	5_MACS_peak_9693_lociStitched
MEIS2	chr15	37382590	37394935	5_MACS_peak_9701_lociStitched
MIXL1	chr1	226410626	226423027	4_MACS_peak_3149_lociStitched
MNT	chr17	2294683	2306095	3_MACS_peak_12286_lociStitched
MXD1	chr2	70139268	70146143	4_MACS_peak_17034_lociStitched
MXI1	chr10	111967021	111974607	2_MACS_peak_4466_lociStitched
MYBL2	chr20	42308158	42312066	1_MACS_peak_19774_lociStitched
MYNN	chr3	169489303	169492436	1_MACS_peak_23491_lociStitched
MZF1	chr19	59065300	59071630	2_MACS_peak_15855_lociStitched
MZF1	chr19	59083359	59087820	2_MACS_peak_15857_lociStitched
NFE2L1	chr17	46124565	46135317	3_MACS_peak_13108_lociStitched
NFE2L2	chr2	178071818	178079836	2_MACS_peak_18369_lociStitched
NFE2L2	chr2	178125985	178130990	1_MACS_peak_18374_lociStitched
NFE2L3	chr7	26234040	26242817	2_MACS_peak_29810_lociStitched
NFIX	chr19	13043542	13057967	6_MACS_peak_14843_lociStitched
NFKB2	chr10	104153204	104160041	2_MACS_peak_4382_lociStitched
NHLH1	chr1	160310200	160314312	1_MACS_peak_2177_lociStitched
NR1D1	chr17	38251645	38265222	5_MACS_peak_12880_lociStitched
NR3C1	chr5	142771741	142785751	2_MACS_peak_26924_lociStitched
NR4A2	chr2	157188012	157200611	3_MACS_peak_17987_lociStitched
PBX2	chr6	32152272	32164711	4_MACS_peak_27933_lociStitched
POU2F1	chr1	167296415	167303390	1_MACS_peak_2341_lociStitched
POU5F1	chr6	31164222	31172851	3_MACS_peak_27860_lociStitched
