ENHANCER_ID	CHROM	START	STOP	GENE_LIST
3_MACS_peak_16715_lociStitched	chr2	37567299	37607793	QPCT,PRKD3
4_MACS_peak_29448_lociStitched	chr7	132184026	132224590	PLXNA4
3_MACS_peak_1574_lociStitched	chr1	118190947	118220181	FAM46C
4_MACS_peak_17615_lociStitched	chr2	112180811	112215209	LOC541471
3_MACS_peak_9989_lociStitched	chr15	60858836	60885598	RORA
3_MACS_peak_9449_lociStitched	chr14	106025035	106058286	TMEM121
1_MACS_peak_13286_lociStitched	chr17	56404824	56423955	MIR142,MPO,BZRAP1,SUPT4H1
1_MACS_peak_1973_lociStitched	chr1	156455347	156479623	MEF2D
2_MACS_peak_17324_lociStitched	chr2	87793330	87826565	NCRNA00152
2_MACS_peak_22782_lociStitched	chr3	192595911	192619134	C3ORF59
6_MACS_peak_1568_lociStitched	chr1	118147873	118190056	FAM46C
3_MACS_peak_20341_lociStitched	chr22	23265960	23287945	IGLL5
2_MACS_peak_5393_lociStitched	chr11	65253849	65278517	MALAT1,MIR612,SCYL1,LTBP3
7_MACS_peak_9178_lociStitched	chr14	91826629	91858856	CCDC88C
1_MACS_peak_22716_lociStitched	chr3	186702745	186722926	ST6GAL1
6_MACS_peak_3041_lociStitched	chr1	233787018	233814119	KCNK1
1_MACS_peak_1879_lociStitched	chr1	154373632	154395058	IL6R
1_MACS_peak_17322_lociStitched	chr2	87764977	87790640	NCRNA00152
3_MACS_peak_9984_lociStitched	chr15	60825007	60853071	RORA
2_MACS_peak_17619_lociStitched	chr2	112216719	112242135	LOC541471
2_MACS_peak_22551_lociStitched	chr3	171809589	171828706	FNDC3B
2_MACS_peak_26187_lociStitched	chr6	7892227	7919342	TXNDC5,MUTED-TXNDC5
1_MACS_peak_5384_lociStitched	chr11	65183643	65204430	NEAT1,FRMD8,MIR612,SLC25A45
4_MACS_peak_8421_lociStitched	chr14	23016992	23040369	DAD1,ABHD4
6_MACS_peak_12692_lociStitched	chr17	32688737	32719584	CCL1,CCL8,CCL13
2_MACS_peak_22303_lociStitched	chr3	141085045	141112727	ZBTB38
1_MACS_peak_16461_lociStitched	chr2	20404077	20426320	SDC1
3_MACS_peak_3061_lociStitched	chr1	234733422	234749520	IRF2BP2,NCRNA00184
1_MACS_peak_2275_lociStitched	chr1	178541563	178552901	C1ORF220
2_MACS_peak_18367_lociStitched	chr2	201979436	201996018	CFLAR,NDUFB3,FAM126B
2_MACS_peak_16404_lociStitched	chr2	11883191	11898295	LPIN1
3_MACS_peak_14017_lociStitched	chr18	20804997	20825367	CABLES1
2_MACS_peak_28313_lociStitched	chr7	25985077	25995309	MIR148A
5_MACS_peak_30895_lociStitched	chr8	126292172	126322741	TRIB1,NSMCE2
3_MACS_peak_19139_lociStitched	chr20	30284861	30312201	BCL2L1,TPX2
1_MACS_peak_28318_lociStitched	chr7	26001698	26011468	MIR148A
1_MACS_peak_29177_lociStitched	chr7	104648770	104659183	LOC100216545,MLL5
4_MACS_peak_14405_lociStitched	chr18	72192582	72212505	CNDP1,CNDP2
1_MACS_peak_16714_lociStitched	chr2	37529810	37553331	PRKD3,QPCT
3_MACS_peak_11911_lociStitched	chr16	81839687	81858684	PLCG2
1_MACS_peak_7611_lociStitched	chr12	125395640	125409247	UBC,SCARB1
2_MACS_peak_28655_lociStitched	chr7	55574139	55593043	VOPP1
1_MACS_peak_20071_lociStitched	chr21	44724516	44735878	SIK1
5_MACS_peak_1790_lociStitched	chr1	150532312	150553319	MCL1,MIR4257,ENSA,ADAMTSL4
2_MACS_peak_13042_lociStitched	chr17	43296467	43309240	FMNL1,LOC100133991,C17ORF46
2_MACS_peak_3450_lociStitched	chr10	15824892	15838366	ITGA8,FAM188A
3_MACS_peak_15524_lociStitched	chr19	39887871	39904195	ZFP36,SUPT5H,PAF1,RPS16,MED29,PLEKHG2
2_MACS_peak_23935_lociStitched	chr4	144273419	144285051	GAB1
3_MACS_peak_20668_lociStitched	chr22	38653489	38673829	TMEM184B,CSNK1E
2_MACS_peak_9455_lociStitched	chr14	106156362	106176078	TMEM121
1_MACS_peak_14369_lociStitched	chr18	60821209	60831412	BCL2
2_MACS_peak_4359_lociStitched	chr10	112164239	112178079	DUSP5
1_MACS_peak_24358_lociStitched	chr5	6478714	6490556	UBE2QL1
2_MACS_peak_1900_lociStitched	chr1	154907748	154918692	PMVK,CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1,PBXIP1
1_MACS_peak_10612_lociStitched	chr15	93344758	93355580	ASB9P1
3_MACS_peak_7277_lociStitched	chr12	109018819	109032782	SELPLG,TMEM119
5_MACS_peak_17640_lociStitched	chr2	112455512	112469360	ANAPC1
1_MACS_peak_17460_lociStitched	chr2	99093918	99110061	INPP4A
