GENE	CHROM	START	STOP	ENHANCER_ID
ARF1	chr1	228268027	228279367	1_MACS_peak_2828_lociStitched
ARID3A	chr19	905255	928918	4_MACS_peak_13137_lociStitched
ARID3B	chr15	74832021	74845784	2_MACS_peak_9812_lociStitched
ARID5A	chr2	97191751	97206469	1_MACS_peak_15486_lociStitched
ATF4	chr22	39813403	39875181	8_MACS_peak_18400_lociStitched
ATF4	chr22	39891853	39929404	5_MACS_peak_18408_lociStitched
ATF5	chr19	50369225	50382138	2_MACS_peak_14201_lociStitched
ATF5	chr19	50423202	50434728	2_MACS_peak_14205_lociStitched
BACH1	chr21	30666439	30681198	1_MACS_peak_17636_lociStitched
BBX	chr3	107239758	107246005	1_MACS_peak_19739_lociStitched
BCL11A	chr2	60767486	60785353	2_MACS_peak_15059_lociStitched
BHLHE41	chr12	26265012	26281793	1_MACS_peak_6075_lociStitched
CHD2	chr15	93423796	93482129	6_MACS_peak_10142_lociStitched
CHD2	chr15	93340086	93394161	10_MACS_peak_10132_lociStitched
CNOT3	chr19	54690365	54697421	1_MACS_peak_14259_lociStitched
CREB3L2	chr7	137604293	137717908	13_MACS_peak_27584_lociStitched
CREB3L2	chr7	137557148	137596135	6_MACS_peak_27578_lociStitched
CREB3L4	chr1	153928182	153951632	5_MACS_peak_1788_lociStitched
CST6	chr11	65827603	65854926	3_MACS_peak_4916_lociStitched
CTCF	chr16	67562111	67601534	5_MACS_peak_10902_lociStitched
CUX1	chr7	101921588	101952962	4_MACS_peak_27136_lociStitched
DBP	chr19	49119068	49153567	5_MACS_peak_14148_lociStitched
DMRTC2	chr19	42362991	42401126	5_MACS_peak_13975_lociStitched
ELF1	chr13	41535090	41570337	5_MACS_peak_7653_lociStitched
ELK3	chr12	96586090	96610335	2_MACS_peak_6942_lociStitched
ERF	chr19	42718949	42725962	1_MACS_peak_13996_lociStitched
FIZ1	chr19	56142628	56171911	5_MACS_peak_14290_lociStitched
FLI1	chr11	128552866	128610620	3_MACS_peak_5715_lociStitched
