GENE	TF	ENHANCER_LIST
AANAT	0	8_MACS_peak_13919_lociStitched
ABCB6	0	5_MACS_peak_18985_lociStitched
ABCB9	0	2_MACS_peak_8300_lociStitched,5_MACS_peak_8292_lociStitched
ABCF1	0	3_MACS_peak_27397_lociStitched
ABCG4	0	4_MACS_peak_6414_lociStitched
ABP1	0	3_MACS_peak_30664_lociStitched
ACBD3	0	8_MACS_peak_3345_lociStitched
ACOXL	0	1_MACS_peak_17841_lociStitched
ADA	0	6_MACS_peak_19730_lociStitched
ADAM17	0	5_MACS_peak_16454_lociStitched
ADAMTSL4	0	6_MACS_peak_2104_lociStitched
ADM	0	4_MACS_peak_5262_lociStitched
ADM2	0	6_MACS_peak_21354_lociStitched
ADORA2A	0	4_MACS_peak_20741_lociStitched
ADRBK1	0	8_MACS_peak_5855_lociStitched
AEN	0	2_MACS_peak_11199_lociStitched
AFF1	0	1_MACS_peak_24337_lociStitched
AGBL3	0	4_MACS_peak_30418_lociStitched
AGER	0	5_MACS_peak_27494_lociStitched
AGPAT1	0	5_MACS_peak_27494_lociStitched
AHNAK	0	3_MACS_peak_5613_lociStitched
AIM2	0	4_MACS_peak_2400_lociStitched
AIP	0	3_MACS_peak_5880_lociStitched
AK1	0	5_MACS_peak_33475_lociStitched
AKAP13	0	4_MACS_peak_11161_lociStitched
AKAP2	0	10_MACS_peak_33247_lociStitched,8_MACS_peak_33234_lociStitched
AKAP5	0	4_MACS_peak_9563_lociStitched
AKT1	0	3_MACS_peak_10135_lociStitched
AKT1S1	0	1_MACS_peak_16195_lociStitched
ALDOA	0	2_MACS_peak_11990_lociStitched
ALG12	0	4_MACS_peak_21311_lociStitched,1_MACS_peak_21307_lociStitched
ALG2	0	2_MACS_peak_33156_lociStitched
ALKBH4	0	3_MACS_peak_30103_lociStitched
ALOX5	0	11_MACS_peak_4120_lociStitched
AMH	0	5_MACS_peak_14907_lociStitched
ANAPC1	0	5_MACS_peak_17900_lociStitched
ANKDD1A	0	2_MACS_peak_10767_lociStitched
ANKMY1	0	5_MACS_peak_19169_lociStitched
ANKRD12	0	3_MACS_peak_14238_lociStitched
ANKRD13D	0	8_MACS_peak_5855_lociStitched
ANKRD28	0	3_MACS_peak_21555_lociStitched
ANKRD34A	0	2_MACS_peak_1995_lociStitched
ANKRD36BP2	0	1_MACS_peak_17586_lociStitched
ANKRD44	0	5_MACS_peak_18703_lociStitched,3_MACS_peak_18713_lociStitched
ANKRD46	0	4_MACS_peak_31660_lociStitched
ANKZF1	0	5_MACS_peak_18985_lociStitched
ANP32A	0	1_MACS_peak_10848_lociStitched
ANP32B	0	1_MACS_peak_33146_lociStitched
AP2A1	0	3_MACS_peak_16189_lociStitched
APOBEC3H	0	2_MACS_peak_21062_lociStitched
APOLD1	0	2_MACS_peak_6755_lociStitched
ARF1	1	1_MACS_peak_3409_lociStitched
ARF6	0	3_MACS_peak_9361_lociStitched
ARHGAP25	0	4_MACS_peak_17293_lociStitched
ARHGAP33	0	4_MACS_peak_15694_lociStitched
ARHGAP9	0	1_MACS_peak_7401_lociStitched
ARHGEF1	0	3_MACS_peak_15901_lociStitched
ARHGEF18	0	8_MACS_peak_15105_lociStitched
ARHGEF2	0	2_MACS_peak_2298_lociStitched
ARHGEF35	0	7_MACS_peak_30593_lociStitched
ARHGEF5	0	4_MACS_peak_30602_lociStitched
ARID1A	0	5_MACS_peak_527_lociStitched,7_MACS_peak_546_lociStitched
ARID2	0	1_MACS_peak_7060_lociStitched
ARID3A	1	7_MACS_peak_14790_lociStitched,3_MACS_peak_14787_lociStitched
ARID5A	1	3_MACS_peak_17640_lociStitched
ARID5B	0	5_MACS_peak_4257_lociStitched,1_MACS_peak_4246_lociStitched,2_MACS_peak_4251_lociStitched
ARIH1	0	1_MACS_peak_10906_lociStitched
ARL6IP4	0	2_MACS_peak_8300_lociStitched,5_MACS_peak_8292_lociStitched
ARL6IP5	0	8_MACS_peak_22300_lociStitched
ARL8A	0	4_MACS_peak_2951_lociStitched
ARMC2	0	6_MACS_peak_28370_lociStitched,4_MACS_peak_28376_lociStitched
ARPC5L	0	2_MACS_peak_33431_lociStitched
ARRDC3	0	1_MACS_peak_25835_lociStitched
ARTN	0	3_MACS_peak_929_lociStitched
ASB5	0	1_MACS_peak_25051_lociStitched
