GENE	CHROM	START	STOP	ENHANCER_ID
ARID3B	chr15	74832264	74840477	5_MACS_peak_10012_lociStitched
BCL6B	chr17	6914791	6928170	6_MACS_peak_11940_lociStitched
CAMTA1	chr1	6977281	6984709	2_MACS_peak_106_lociStitched
CAMTA2	chr17	4850179	4855078	2_MACS_peak_11904_lociStitched
CEBPB	chr20	48806728	48810286	1_MACS_peak_18908_lociStitched
CHD2	chr15	93423964	93428743	4_MACS_peak_10316_lociStitched
CREB3L4	chr1	153917258	153919656	1_MACS_peak_1655_lociStitched
CST6	chr11	65768921	65775469	2_MACS_peak_5181_lociStitched
CST6	chr11	65818560	65823222	3_MACS_peak_5186_lociStitched
CUX1	chr7	101382399	101393194	4_MACS_peak_28158_lociStitched
CUX1	chr7	101632462	101640343	3_MACS_peak_28170_lociStitched
CUX1	chr7	101457103	101461253	1_MACS_peak_28162_lociStitched
DDIT3	chr12	57913102	57917819	2_MACS_peak_6628_lociStitched
E2F2	chr1	23850665	23858793	6_MACS_peak_322_lociStitched
E2F3	chr6	20401100	20404970	2_MACS_peak_25526_lociStitched
E2F6	chr2	11636973	11643353	6_MACS_peak_15991_lociStitched
FLI1	chr11	128585743	128598274	5_MACS_peak_5872_lociStitched
FOSL1	chr11	65624464	65629149	2_MACS_peak_5166_lociStitched
FOXN3	chr14	89893130	89898291	2_MACS_peak_8870_lociStitched
GMEB2	chr20	62257246	62260428	2_MACS_peak_19115_lociStitched
IKZF1	chr7	50343041	50352271	5_MACS_peak_27562_lociStitched
IRF2	chr4	185392797	185397352	2_MACS_peak_23497_lociStitched
IRF2	chr4	185301763	185307659	2_MACS_peak_23481_lociStitched
IRF4	chr6	389087	397589	4_MACS_peak_25243_lociStitched
JUN	chr1	59247417	59251508	2_MACS_peak_990_lociStitched
KLF10	chr8	103665730	103670366	3_MACS_peak_29882_lociStitched
KLF13	chr15	31554209	31560679	2_MACS_peak_9324_lociStitched
KLF13	chr15	31616227	31622946	3_MACS_peak_9326_lociStitched
KLF13	chr15	31635829	31642173	2_MACS_peak_9329_lociStitched
KLF2	chr19	16473781	16485221	4_MACS_peak_14819_lociStitched
KLF2	chr19	16434771	16440363	3_MACS_peak_14814_lociStitched
KLF6	chr10	3823232	3829091	2_MACS_peak_2956_lociStitched
KLF6	chr10	3663961	3670229	3_MACS_peak_2948_lociStitched
MAF	chr16	79629847	79637025	4_MACS_peak_11514_lociStitched
MAF	chr16	79908049	79916096	3_MACS_peak_11529_lociStitched
MAZ	chr16	29815749	29821095	3_MACS_peak_10990_lociStitched
MEF2C	chr5	88175337	88186897	1_MACS_peak_24284_lociStitched
MEF2C	chr5	88163687	88174449	10_MACS_peak_24274_lociStitched
MEF2D	chr1	156457119	156476082	4_MACS_peak_1777_lociStitched
MEF2D	chr1	156425710	156428367	1_MACS_peak_1776_lociStitched
MXI1	chr10	111967300	111975832	5_MACS_peak_4116_lociStitched
MYBL2	chr20	42336571	42345985	3_MACS_peak_18737_lociStitched
MYC	chr14	106144120	106177451	3_MACS_peak_9178_lociStitched
NFIL3	chr9	94184219	94192337	8_MACS_peak_31107_lociStitched
NR3C1	chr5	142776714	142785663	5_MACS_peak_24805_lociStitched
POU2F1	chr1	167188430	167192173	2_MACS_peak_1983_lociStitched
PRDM1	chr6	106543451	106555125	5_MACS_peak_26541_lociStitched
PRDM1	chr6	106533303	106542913	6_MACS_peak_26535_lociStitched
PRDM1	chr6	106610328	106618170	5_MACS_peak_26552_lociStitched
RARA	chr17	38473775	38484536	7_MACS_peak_12534_lociStitched
RARG	chr12	53590801	53603590	8_MACS_peak_6500_lociStitched
RFX5	chr1	151316603	151322226	3_MACS_peak_1612_lociStitched
RORA	chr15	60874838	60885436	2_MACS_peak_9785_lociStitched
RUNX2	chr6	45386741	45394448	2_MACS_peak_26161_lociStitched
RUNX2	chr6	45674131	45683454	4_MACS_peak_26182_lociStitched
SIN3A	chr15	75742774	75748759	5_MACS_peak_10068_lociStitched
SMAD3	chr15	67368792	67381131	8_MACS_peak_9895_lociStitched
SMAD7	chr18	46439364	46455926	10_MACS_peak_13907_lociStitched
SMAD7	chr18	46473475	46480056	2_MACS_peak_13920_lociStitched
SMAD7	chr18	46307747	46314379	3_MACS_peak_13890_lociStitched
SREBF1	chr17	17738510	17744615	4_MACS_peak_12114_lociStitched
SREBF2	chr22	42227050	42231804	4_MACS_peak_20090_lociStitched
SRF	chr6	43138175	43142408	3_MACS_peak_26079_lociStitched
TBX6	chr16	30074767	30078559	2_MACS_peak_11006_lociStitched
TCF3	chr19	1647903	1653720	2_MACS_peak_14246_lociStitched
TCF4	chr18	52983841	52991864	3_MACS_peak_13993_lociStitched
TGIF1	chr18	3446524	3452709	3_MACS_peak_13544_lociStitched
XBP1	chr22	29191229	29199002	2_MACS_peak_19728_lociStitched
